Date,R
2010-01-04,26.920469284057617
2010-01-05,26.43455696105957
2010-01-06,26.071727752685547
2010-01-07,25.592281341552734
2010-01-08,26.136518478393555
2010-01-11,26.622453689575195
2010-01-12,25.300718307495117
2010-01-13,26.05877113342285
2010-01-14,26.272571563720703
2010-01-15,25.838489532470703
2010-01-19,25.993972778320312
2010-01-20,25.663543701171875
2010-01-21,25.041553497314453
2010-01-22,24.25111198425293
2010-01-25,24.050262451171875
2010-01-26,23.914199829101562
2010-01-27,24.102088928222656
2010-01-28,23.661510467529297
2010-01-29,23.583768844604492
2010-02-01,24.037303924560547
2010-02-02,24.192794799804688
2010-02-03,22.320348739624023
2010-02-04,21.089330673217773
2010-02-05,21.47159767150879
2010-02-08,21.167076110839844
2010-02-09,21.640060424804688
2010-02-10,21.51694679260254
2010-02-11,22.054706573486328
2010-02-12,22.1259822845459
2010-02-16,22.482332229614258
2010-02-17,22.443449020385742
2010-02-18,22.475852966308594
2010-02-19,22.74341583251953
2010-02-22,22.91962242126465
2010-02-23,22.469324111938477
2010-02-24,22.749948501586914
2010-02-25,22.671632766723633
2010-02-26,23.03057098388672
2010-03-01,23.03057098388672
2010-03-02,22.893518447875977
2010-03-03,22.91309928894043
2010-03-04,23.03057098388672
2010-03-05,23.43518829345703
2010-03-08,23.500450134277344
2010-03-09,23.892017364501953
2010-03-10,23.77454376220703
2010-03-11,23.467815399169922
2010-03-12,24.016000747680664
2010-03-15,24.12041664123535
2010-03-16,24.596832275390625
2010-03-17,25.11891746520996
2010-03-18,25.145021438598633
2010-03-19,25.249448776245117
2010-03-22,25.30164337158203
2010-03-23,25.37995719909668
2010-03-24,25.151552200317383
2010-03-25,24.968820571899414
2010-03-26,25.164594650268555
2010-03-29,25.360376358032227
2010-03-30,25.45826530456543
2010-03-31,25.295120239257812
2010-04-01,25.575748443603516
2010-04-05,25.856361389160156
2010-04-06,27.122417449951172
2010-04-07,27.23336410522461
2010-04-08,27.30514907836914
2010-04-09,27.69671630859375
2010-04-12,27.879453659057617
2010-04-13,28.02954864501953
2010-04-14,28.5385799407959
2010-04-15,28.675628662109375
2010-04-16,28.290599822998047
2010-04-19,28.29712677001953
2010-04-20,28.473331451416016
2010-04-21,29.850332260131836
2010-04-22,31.16861343383789
2010-04-23,30.901033401489258
2010-04-26,31.09027862548828
2010-04-27,30.53557014465332
2010-04-28,30.581253051757812
2010-04-29,30.972829818725586
2010-04-30,30.359363555908203
2010-05-03,31.201231002807617
2010-05-04,29.974321365356445
2010-05-05,30.202743530273438
2010-05-06,29.517513275146484
2010-05-07,27.70977210998535
2010-05-10,29.243404388427734
2010-05-11,30.046110153198242
2010-05-12,30.803131103515625
2010-05-13,30.326745986938477
2010-05-14,29.360862731933594
2010-05-17,29.7393798828125
2010-05-18,29.517513275146484
2010-05-19,29.367408752441406
2010-05-20,27.592296600341797
2010-05-21,28.544214248657227
2010-05-24,28.570472717285156
2010-05-25,28.55734634399414
2010-05-26,28.977493286132812
2010-05-27,29.850629806518555
2010-05-28,29.50269317626953
2010-06-01,28.537656784057617
2010-06-02,29.213830947875977
2010-06-03,29.482994079589844
2010-06-04,27.355968475341797
2010-06-07,26.371238708496094
2010-06-08,26.686342239379883
2010-06-09,27.113075256347656
2010-06-10,28.623001098632812
2010-06-11,28.81338119506836
2010-06-14,28.793689727783203
2010-06-15,29.817792892456055
2010-06-16,29.213830947875977
2010-06-17,29.305749893188477
2010-06-18,29.207275390625
2010-06-21,29.023452758789062
2010-06-22,27.795814514160156
2010-06-23,27.940244674682617
2010-06-24,27.618566513061523
2010-06-25,27.93367576599121
2010-06-28,27.598865509033203
2010-06-29,26.50252914428711
2010-06-30,26.41062355041504
2010-07-01,26.384363174438477
2010-07-02,25.498098373413086
2010-07-06,25.196117401123047
2010-07-07,26.37779998779297
2010-07-08,26.902986526489258
2010-07-09,26.994895935058594
2010-07-12,26.811077117919922
2010-07-13,27.33626937866211
2010-07-14,27.32314682006836
2010-07-15,27.02771759033203
2010-07-16,26.148019790649414
2010-07-19,26.568180084228516
2010-07-20,27.28374671936035
2010-07-21,27.126205444335938
2010-07-22,28.353830337524414
2010-07-23,28.39320945739746
2010-07-26,28.52452278137207
2010-07-27,28.859336853027344
2010-07-28,28.67550277709961
2010-07-29,28.767425537109375
2010-07-30,28.66893768310547
2010-08-02,28.911849975585938
2010-08-03,28.32100486755371
2010-08-04,28.99720001220703
2010-08-05,29.003768920898438
2010-08-06,28.570472717285156
2010-08-09,29.062849044799805
2010-08-10,28.32100486755371
2010-08-11,26.870168685913086
2010-08-12,26.74542999267578
2010-08-13,26.47627067565918
2010-08-16,26.489397048950195
2010-08-17,27.0014705657959
2010-08-18,27.021150588989258
2010-08-19,26.20173454284668
2010-08-20,25.98365592956543
2010-08-23,25.441789627075195
2010-08-24,25.05190086364746
2010-08-25,25.157629013061523
2010-08-26,25.1444149017334
2010-08-27,25.904373168945312
2010-08-30,25.32283592224121
2010-08-31,25.355878829956055
2010-09-01,26.135656356811523
2010-09-02,26.7634334564209
2010-09-03,27.087242126464844
2010-09-07,26.532155990600586
2010-09-08,27.02777671813965
2010-09-09,27.470516204833984
2010-09-10,27.470516204833984
2010-09-13,27.906675338745117
2010-09-14,28.019001007080078
2010-09-15,27.933109283447266
2010-09-16,27.721628189086914
2010-09-17,27.820751190185547
2010-09-20,28.31637191772461
2010-09-21,28.79216957092285
2010-09-22,28.660011291503906
2010-09-23,27.800939559936523
2010-09-24,28.587312698364258
2010-09-27,28.296550750732422
2010-09-28,28.508012771606445
2010-09-29,28.375835418701172
2010-09-30,28.26350975036621
2010-10-01,28.0916805267334
2010-10-04,27.668764114379883
2010-10-05,28.613746643066406
2010-10-06,28.620357513427734
2010-10-07,28.514629364013672
2010-10-08,28.957386016845703
2010-10-11,29.32082748413086
2010-10-12,29.221702575683594
2010-10-13,30.27903175354004
2010-10-14,30.027912139892578
2010-10-15,29.988279342651367
2010-10-18,30.21294593811035
2010-10-19,29.763593673706055
2010-10-20,30.4838924407959
2010-10-21,29.51246452331543
2010-10-22,29.6512451171875
2010-10-25,29.525697708129883
2010-10-26,29.142404556274414
2010-10-27,28.83182716369629
2010-10-28,28.825206756591797
2010-10-29,28.91112518310547
2010-11-01,29.063114166259766
2010-11-02,29.347261428833008
2010-11-03,29.525697708129883
2010-11-04,29.895740509033203
2010-11-05,29.889141082763672
2010-11-08,29.783416748046875
2010-11-09,29.334041595458984
2010-11-10,29.45960807800293
2010-11-11,29.380311965942383
2010-11-12,28.7657413482666
2010-11-15,28.79216957092285
2010-11-16,28.184200286865234
2010-11-17,28.455148696899414
2010-11-18,29.01375389099121
2010-11-19,29.133453369140625
2010-11-22,28.987150192260742
2010-11-23,28.574844360351562
2010-11-24,29.472591400146484
2010-11-26,29.17998695373535
2010-11-29,29.219898223876953
2010-11-30,28.667949676513672
2010-12-01,29.55238151550293
2010-12-02,30.057788848876953
2010-12-03,30.057788848876953
2010-12-06,30.17082977294922
2010-12-07,30.46343994140625
2010-12-08,30.37698745727539
2010-12-09,31.10184669494629
2010-12-10,31.700326919555664
2010-12-13,30.9887752532959
2010-12-14,31.281368255615234
2010-12-15,32.77096939086914
2010-12-16,33.269710540771484
