Date,LSTR
2010-01-04,31.84672737121582
2010-01-05,31.838592529296875
2010-01-06,31.68439483642578
2010-01-07,31.530195236206055
2010-01-08,32.11453628540039
2010-01-11,32.21193313598633
2010-01-12,31.643821716308594
2010-01-13,31.798017501831055
2010-01-14,32.43105697631836
2010-01-15,32.0252685546875
2010-01-19,32.26874542236328
2010-01-20,32.252506256103516
2010-01-21,31.66817855834961
2010-01-22,31.083812713623047
2010-01-25,31.335416793823242
2010-01-26,31.39221954345703
2010-01-27,31.773672103881836
2010-01-28,30.256006240844727
2010-01-29,29.4525203704834
2010-02-01,29.82586669921875
2010-02-02,29.014263153076172
2010-02-03,29.522151947021484
2010-02-04,28.928945541381836
2010-02-05,28.928945541381836
2010-02-08,28.612022399902344
2010-02-09,29.13210678100586
2010-02-10,29.172744750976562
2010-02-11,29.497772216796875
2010-02-12,29.887821197509766
2010-02-16,30.196617126464844
2010-02-17,30.708566665649414
2010-02-18,30.765439987182617
2010-02-19,31.318023681640625
2010-02-22,31.569934844970703
2010-02-23,31.545564651489258
2010-02-24,31.773073196411133
2010-02-25,32.0250129699707
2010-02-26,32.41504669189453
2010-03-01,31.691822052001953
2010-03-02,31.691822052001953
2010-03-03,31.95186996459961
2010-03-04,31.643064498901367
2010-03-05,31.94375228881836
2010-03-08,32.11439895629883
2010-03-09,32.74011993408203
2010-03-10,32.309410095214844
2010-03-11,32.65071105957031
2010-03-12,32.675086975097656
2010-03-15,32.65071105957031
2010-03-16,33.09762954711914
2010-03-17,33.42269515991211
2010-03-18,33.625831604003906
2010-03-19,33.73148727416992
2010-03-22,33.90212631225586
2010-03-23,34.30842590332031
2010-03-24,33.67458724975586
2010-03-25,33.46332550048828
2010-03-26,33.642086029052734
2010-03-29,33.8127326965332
2010-03-30,33.95900344848633
2010-03-31,34.1134147644043
2010-04-01,33.877750396728516
2010-04-05,34.064632415771484
2010-04-06,34.154014587402344
2010-04-07,34.19468307495117
2010-04-08,34.544090270996094
2010-04-09,34.74723815917969
2010-04-12,34.84475326538086
2010-04-13,34.96664047241211
2010-04-14,35.121036529541016
2010-04-15,36.95753860473633
2010-04-16,36.38058853149414
2010-04-19,35.81990051269531
2010-04-20,35.75486755371094
2010-04-21,36.4130973815918
2010-04-22,36.673126220703125
2010-04-23,36.55123519897461
2010-04-26,36.778770446777344
2010-04-27,35.966156005859375
2010-04-28,36.242435455322266
2010-04-29,37.19319534301758
2010-04-30,35.93363952636719
2010-05-03,36.770652770996094
2010-05-04,35.73353576660156
2010-05-05,35.68471908569336
2010-05-06,34.52967834472656
2010-05-07,34.35886764526367
2010-05-10,35.855552673339844
2010-05-11,36.27852249145508
2010-05-12,36.98621368408203
2010-05-13,36.08330154418945
2010-05-14,35.78232955932617
2010-05-17,36.400535583496094
2010-05-18,36.06703186035156
2010-05-19,35.62779235839844
2010-05-20,33.992820739746094
2010-05-21,33.98469543457031
2010-05-24,33.70811080932617
2010-05-25,33.56983184814453
2010-05-26,33.390892028808594
2010-05-27,34.35886764526367
2010-05-28,34.11481475830078
2010-06-01,33.37461853027344
2010-06-02,33.89521789550781
2010-06-03,34.399532318115234
2010-06-04,32.75642776489258
2010-06-07,31.780309677124023
2010-06-08,32.39852523803711
2010-06-09,32.44730758666992
2010-06-10,33.195674896240234
2010-06-11,33.33393096923828
2010-06-14,33.85454177856445
2010-06-15,34.52967834472656
2010-06-16,34.236846923828125
2010-06-17,33.927734375
2010-06-18,33.78946304321289
2010-06-21,33.53730010986328
2010-06-22,32.544925689697266
2010-06-23,32.618125915527344
2010-06-24,32.60187530517578
2010-06-25,32.94350051879883
2010-06-28,33.18751907348633
2010-06-29,32.01620864868164
2010-06-30,31.715238571166992
2010-07-01,32.227691650390625
2010-07-02,31.804704666137695
2010-07-06,31.609493255615234
2010-07-07,32.577449798583984
2010-07-08,32.886566162109375
2010-07-09,33.35833740234375
2010-07-12,33.33393096923828
2010-07-13,33.6837043762207
2010-07-14,33.732513427734375
2010-07-15,33.10619354248047
2010-07-16,32.512386322021484
2010-07-19,32.53679275512695
2010-07-20,32.97603988647461
2010-07-21,32.10568618774414
2010-07-22,32.44730758666992
2010-07-23,32.95975112915039
2010-07-26,33.431541442871094
2010-07-27,33.228206634521484
2010-07-28,33.041099548339844
2010-07-29,33.057373046875
2010-07-30,32.97603988647461
2010-08-02,33.45596694946289
2010-08-03,32.675071716308594
2010-08-04,32.90283203125
2010-08-05,32.89468002319336
2010-08-06,32.72366714477539
2010-08-09,33.02498245239258
2010-08-10,32.56077575683594
2010-08-11,31.1436710357666
2010-08-12,31.07037353515625
2010-08-13,30.524700164794922
2010-08-16,30.215234756469727
2010-08-17,30.883047103881836
2010-08-18,30.948204040527344
2010-08-19,30.312963485717773
2010-08-20,30.49213409423828
2010-08-23,30.239660263061523
2010-08-24,29.311216354370117
2010-08-25,29.400802612304688
2010-08-26,29.075029373168945
2010-08-27,29.84058380126953
2010-08-30,29.449668884277344
2010-08-31,29.30307960510254
2010-09-01,30.312963485717773
2010-09-02,30.467693328857422
2010-09-03,30.32924461364746
2010-09-07,30.37811851501465
2010-09-08,30.79346466064453
2010-09-09,30.760892868041992
2010-09-10,30.69574737548828
2010-09-13,31.102949142456055
2010-09-14,31.07037353515625
2010-09-15,31.624189376831055
2010-09-16,31.379840850830078
2010-09-17,31.583463668823242
2010-09-20,31.347267150878906
2010-09-21,31.168107986450195
2010-09-22,30.899337768554688
2010-09-23,30.296663284301758
2010-09-24,31.200664520263672
2010-09-27,31.094799041748047
2010-09-28,31.04594612121582
2010-09-29,31.314693450927734
2010-09-30,31.453157424926758
2010-10-01,30.90749740600586
2010-10-04,30.50841522216797
2010-10-05,31.363544464111328
2010-10-06,31.257688522338867
2010-10-07,30.91563606262207
2010-10-08,30.79346466064453
2010-10-11,31.062219619750977
2010-10-12,30.874900817871094
2010-10-13,31.697477340698242
2010-10-14,30.540983200073242
2010-10-15,30.20708465576172
2010-10-18,30.48397445678711
2010-10-19,30.215234756469727
2010-10-20,30.5654354095459
2010-10-21,30.79346466064453
2010-10-22,30.69574737548828
2010-10-25,30.90749740600586
2010-10-26,30.817903518676758
2010-10-27,30.66317367553711
2010-10-28,30.508209228515625
2010-10-29,30.679462432861328
2010-11-01,30.59792137145996
2010-11-02,30.915956497192383
2010-11-03,31.17693328857422
2010-11-04,31.943500518798828
2010-11-05,31.870105743408203
2010-11-08,31.731487274169922
2010-11-09,31.152463912963867
2010-11-10,31.005674362182617
2010-11-11,30.973047256469727
2010-11-12,30.907819747924805
2010-11-15,30.720243453979492
2010-11-16,30.622385025024414
2010-11-17,30.785470962524414
2010-11-18,31.013811111450195
2010-11-19,31.17693328857422
2010-11-22,30.744722366333008
2010-11-23,30.100448608398438
2010-11-24,30.622385025024414
2010-11-26,30.410350799560547
2010-11-29,29.766090393066406
2010-11-30,29.317567825317383
2010-12-01,30.296173095703125
2010-12-02,31.364498138427734
2010-12-03,32.041358947753906
2010-12-06,32.277870178222656
2010-12-07,32.2860221862793
2010-12-08,32.10659408569336
2010-12-09,32.26155090332031
2010-12-10,32.79978942871094
2010-12-13,32.42464828491211
2010-12-14,32.40016555786133
2010-12-15,32.03322219848633
2010-12-16,32.44911193847656
2010-12-17,32.40016555786133
2010-12-20,32.1147575378418
2010-12-21,32.63667297363281
2010-12-22,33.134151458740234
2010-12-23,33.23200988769531
2010-12-27,33.215702056884766
2010-12-28,33.329864501953125
2010-12-29,33.41143035888672
2010-12-30,33.386966705322266
2010-12-31,33.386966705322266
2011-01-03,33.67238235473633
2011-01-04,33.386966705322266
2011-01-05,33.33803176879883
2011-01-06,33.71317672729492
2011-01-07,33.5989990234375
2011-01-10,33.69684982299805
2011-01-11,34.08014678955078
2011-01-12,34.1861572265625
2011-01-13,34.51236343383789
2011-01-14,34.381893157958984
2011-01-18,34.73255157470703
2011-01-19,34.23508834838867
2011-01-20,34.14537811279297
2011-01-21,33.94966125488281
2011-01-24,34.08830261230469
2011-01-25,33.8110237121582
2011-01-26,34.08830261230469
2011-01-27,34.349266052246094
2011-01-28,33.27279281616211
2011-01-31,33.78657531738281
2011-02-01,34.65914535522461
2011-02-02,33.78657531738281
2011-02-03,34.56945037841797
2011-02-04,35.0669059753418
2011-02-07,34.985347747802734
2011-02-08,34.911956787109375
2011-02-09,35.25446319580078
2011-02-10,35.499412536621094
2011-02-11,36.234214782714844
2011-02-14,36.1444091796875
2011-02-15,36.1444091796875
2011-02-16,36.862892150878906
2011-02-17,37.09150314331055
2011-02-18,37.026180267333984
2011-02-22,36.02193832397461
2011-02-23,35.352447509765625
2011-02-24,35.613731384277344
2011-02-25,36.38934326171875
2011-02-28,36.307701110839844
2011-03-01,35.28713607788086
2011-03-02,35.662696838378906
2011-03-03,37.03434371948242
2011-03-04,36.10357666015625
2011-03-07,35.638221740722656
2011-03-08,36.275028228759766
2011-03-09,36.49549865722656
2011-03-10,35.842323303222656
2011-03-11,35.679039001464844
2011-03-14,35.425926208496094
2011-03-15,35.33612060546875
2011-03-16,34.93605422973633
2011-03-17,35.450416564941406
2011-03-18,35.46677017211914
2011-03-21,36.275028228759766
2011-03-22,36.062767028808594
2011-03-23,36.16073989868164
2011-03-24,36.25872039794922
2011-03-25,36.65061950683594
2011-03-28,36.11992263793945
2011-03-29,36.2260627746582
2011-03-30,36.82205581665039
2011-03-31,37.295616149902344
2011-04-01,38.00592041015625
2011-04-04,38.36516571044922
2011-04-05,38.340675354003906
2011-04-06,38.56929397583008
2011-04-07,39.01832962036133
2011-04-08,38.063079833984375
2011-04-11,38.1855354309082
2011-04-12,38.20188522338867
2011-04-13,38.120235443115234
2011-04-14,38.53661346435547
2011-04-15,38.65092849731445
2011-04-18,38.28353500366211
2011-04-19,38.479461669921875
2011-04-20,38.66725158691406
2011-04-21,38.904014587402344
2011-04-25,38.732574462890625
2011-04-26,38.98567199707031
