Date,FICO
2010-01-04,21.370519638061523
2010-01-05,21.18296241760254
2010-01-06,21.252065658569336
2010-01-07,21.271804809570312
2010-01-08,21.232318878173828
2010-01-11,21.242189407348633
2010-01-12,21.261934280395508
2010-01-13,21.627161026000977
2010-01-14,21.71599578857422
2010-01-15,21.775217056274414
2010-01-19,22.466184616088867
2010-01-20,22.3181209564209
2010-01-21,21.75547981262207
2010-01-22,21.607419967651367
2010-01-25,22.061473846435547
2010-01-26,22.624126434326172
2010-01-27,22.3970890045166
2010-01-28,21.92327880859375
2010-01-29,21.64689826965332
2010-02-01,21.725866317749023
2010-02-02,21.488971710205078
2010-02-03,21.252065658569336
2010-02-04,20.35381317138672
2010-02-05,20.20574951171875
2010-02-08,19.692455291748047
2010-02-09,20.59071159362793
2010-02-10,20.47226333618164
2010-02-11,20.738779067993164
2010-02-12,20.788137435913086
2010-02-16,21.18296241760254
2010-02-17,21.53864860534668
2010-02-18,22.14134407043457
2010-02-19,22.457502365112305
2010-02-22,22.60569953918457
2010-02-23,22.329063415527344
2010-02-24,22.7440242767334
2010-02-25,22.684743881225586
2010-02-26,22.684743881225586
2010-03-01,23.5443172454834
2010-03-02,23.514677047729492
2010-03-03,23.3862361907959
2010-03-04,23.366472244262695
2010-03-05,24.156883239746094
2010-03-08,23.811080932617188
2010-03-09,24.275447845458984
2010-03-10,24.41376495361328
2010-03-11,24.947288513183594
2010-03-12,25.164655685424805
2010-03-15,24.947288513183594
2010-03-16,25.302978515625
2010-03-17,25.727825164794922
2010-03-18,25.352375030517578
2010-03-19,25.15477180480957
2010-03-22,26.14278793334961
2010-03-23,26.162548065185547
2010-03-24,26.251468658447266
2010-03-25,26.03410530090332
2010-03-26,25.461061477661133
2010-03-29,25.194297790527344
2010-03-30,25.372135162353516
2010-03-31,25.036209106445312
2010-04-01,25.174531936645508
2010-04-05,25.708065032958984
2010-04-06,25.619140625
2010-04-07,25.006568908691406
2010-04-08,25.006568908691406
2010-04-09,24.93741226196289
2010-04-12,24.86825180053711
2010-04-13,25.075735092163086
2010-04-14,25.223928451538086
2010-04-15,25.055978775024414
2010-04-16,24.700286865234375
2010-04-19,24.680530548095703
2010-04-20,24.690412521362305
2010-04-21,24.86825180053711
2010-04-22,24.690412521362305
2010-04-23,25.540098190307617
2010-04-26,25.302978515625
2010-04-27,24.660768508911133
2010-04-28,23.929641723632812
2010-04-29,21.80541229248047
2010-04-30,20.807523727416992
2010-05-03,21.22248649597168
2010-05-04,21.68684959411621
2010-05-05,21.756013870239258
2010-05-06,21.73625946044922
2010-05-07,21.607818603515625
2010-05-10,21.923969268798828
2010-05-11,21.91409683227539
2010-05-12,22.30930519104004
2010-05-13,23.178754806518555
2010-05-14,22.704504013061523
2010-05-17,22.457502365112305
2010-05-18,22.49702262878418
2010-05-19,22.33880043029785
2010-05-20,21.54770278930664
2010-05-21,21.7949161529541
2010-05-24,21.75536346435547
2010-05-25,22.388240814208984
2010-05-26,22.576133728027344
2010-05-27,22.80357551574707
2010-05-28,22.942020416259766
2010-06-01,21.55758285522461
2010-06-02,22.299240112304688
2010-06-03,22.39813232421875
2010-06-04,21.28070068359375
2010-06-07,20.736814498901367
2010-06-08,20.914810180664062
2010-06-09,21.21147918701172
2010-06-10,21.844364166259766
2010-06-11,21.86414337158203
2010-06-14,22.73435401916504
2010-06-15,23.78256607055664
2010-06-16,23.78256607055664
2010-06-17,24.336339950561523
2010-06-18,24.049562454223633
2010-06-21,23.881454467773438
2010-06-22,23.17934799194336
2010-06-23,22.694801330566406
2010-06-24,22.388240814208984
2010-06-25,22.65523910522461
2010-06-28,22.65523910522461
2010-06-29,21.745481491088867
2010-06-30,21.54770278930664
2010-07-01,21.81468963623047
2010-07-02,21.982805252075195
2010-07-06,21.725696563720703
2010-07-07,22.694801330566406
2010-07-08,22.9024600982666
