Date,PFBC
2010-01-04,6.965400695800781
2010-01-05,6.318339824676514
2010-01-06,6.5467143058776855
2010-01-07,6.470592021942139
2010-01-08,6.280279159545898
2010-01-11,5.671281814575195
2010-01-12,5.709343910217285
2010-01-13,6.089967250823975
2010-01-14,5.937716960906982
2010-01-15,5.8235297203063965
2010-01-19,5.709343910217285
2010-01-20,6.356403827667236
2010-01-21,7.041525840759277
2010-01-22,6.851212978363037
2010-01-25,6.128030776977539
2010-01-26,6.356403827667236
2010-01-27,5.442909240722656
2010-01-28,6.584778785705566
2010-01-29,6.089967250823975
2010-02-01,5.328721523284912
2010-02-02,5.176472187042236
2010-02-03,4.719724655151367
2010-02-04,4.948098659515381
2010-02-05,4.986160755157471
2010-02-08,5.328721523284912
2010-02-09,5.328721523284912
2010-02-10,5.366784572601318
2010-02-11,5.328721523284912
2010-02-12,5.252597808837891
2010-02-16,5.937716960906982
2010-02-17,5.899654865264893
2010-02-18,5.785469055175781
2010-02-19,5.633219242095947
2010-02-22,5.595157623291016
2010-02-23,5.557096481323242
2010-02-24,5.671281814575195
2010-02-25,5.366784572601318
2010-02-26,5.1384100914001465
2010-03-01,5.404846668243408
2010-03-02,5.176472187042236
2010-03-03,5.519032955169678
2010-03-04,5.290658950805664
2010-03-05,5.404846668243408
2010-03-08,5.404846668243408
2010-03-09,5.366784572601318
2010-03-10,5.290658950805664
2010-03-11,5.404846668243408
2010-03-12,5.404846668243408
2010-03-15,5.366784572601318
2010-03-16,5.480971813201904
2010-03-17,5.709343910217285
2010-03-18,5.899654865264893
2010-03-19,5.328721523284912
2010-03-22,5.595157623291016
2010-03-23,5.480971813201904
2010-03-24,5.671281814575195
2010-03-25,5.442909240722656
2010-03-26,5.404846668243408
2010-03-29,5.519032955169678
2010-03-30,5.519032955169678
2010-03-31,5.176472187042236
2010-04-01,5.252597808837891
2010-04-05,5.404846668243408
2010-04-06,5.747408390045166
2010-04-07,5.633219242095947
2010-04-08,5.519032955169678
2010-04-09,5.747408390045166
2010-04-12,5.861593723297119
2010-04-13,5.595157623291016
2010-04-14,5.899654865264893
2010-04-15,6.508653163909912
2010-04-16,5.937716960906982
2010-04-19,6.089967250823975
2010-04-20,6.394465446472168
2010-04-21,6.851212978363037
2010-04-22,7.574394702911377
2010-04-23,8.754329681396484
2010-04-26,9.858135223388672
2010-04-27,8.792391777038574
2010-04-28,8.678204536437988
2010-04-29,7.6505208015441895
2010-04-30,7.38408899307251
2010-05-03,10.961943626403809
2010-05-04,9.515572547912598
2010-05-05,8.754329681396484
2010-05-06,8.792391777038574
2010-05-07,8.183392524719238
2010-05-10,9.096885681152344
2010-05-11,8.449828147888184
2010-05-12,8.982702255249023
2010-05-13,8.868514060974121
2010-05-14,8.449828147888184
2010-05-17,8.221453666687012
2010-05-18,8.031144142150879
2010-05-19,7.346023082733154
2010-05-20,6.394465446472168
2010-05-21,6.6989641189575195
2010-05-24,6.775087833404541
2010-05-25,7.612459659576416
2010-05-26,7.6885809898376465
2010-05-27,8.183392524719238
2010-05-28,8.373705863952637
2010-06-01,7.764710426330566
2010-06-02,8.373705863952637
2010-06-03,8.411767959594727
2010-06-04,8.297579765319824
2010-06-07,7.6885809898376465
2010-06-08,7.764710426330566
2010-06-09,7.955021858215332
2010-06-10,8.031144142150879
2010-06-11,7.7266435623168945
2010-06-14,7.993083953857422
2010-06-15,8.145330429077148
2010-06-16,8.640140533447266
2010-06-17,8.602079391479492
2010-06-18,9.096885681152344
2010-06-21,8.525952339172363
2010-06-22,8.487894058227539
2010-06-23,8.031144142150879
2010-06-24,8.373705863952637
2010-06-25,8.449828147888184
2010-06-28,8.107270240783691
2010-06-29,7.802772521972656
2010-06-30,7.955021858215332
2010-07-01,7.802772521972656
2010-07-02,7.764710426330566
2010-07-06,7.422149181365967
2010-07-07,7.6505208015441895
2010-07-08,7.346023082733154
2010-07-09,7.764710426330566
2010-07-12,7.498271465301514
2010-07-13,7.460210800170898
2010-07-14,7.460210800170898
2010-07-15,7.536334991455078
2010-07-16,7.460210800170898
2010-07-19,7.231834888458252
2010-07-20,7.0034637451171875
2010-07-21,7.041525840759277
2010-07-22,7.079588413238525
2010-07-23,7.0034637451171875
2010-07-26,7.079588413238525
2010-07-27,7.612459659576416
2010-07-28,8.221453666687012
2010-07-29,8.373705863952637
2010-07-30,7.231834888458252
2010-08-02,7.460210800170898
2010-08-03,7.079588413238525
2010-08-04,6.394465446472168
2010-08-05,6.965400695800781
2010-08-06,6.622839450836182
2010-08-09,6.851212978363037
2010-08-10,6.660903453826904
2010-08-11,6.280279159545898
2010-08-12,6.470592021942139
2010-08-13,6.622839450836182
2010-08-16,6.508653163909912
2010-08-17,6.470592021942139
2010-08-18,6.470592021942139
2010-08-19,6.622839450836182
2010-08-20,6.318339824676514
2010-08-23,6.356403827667236
2010-08-24,6.166092872619629
2010-08-25,6.051905155181885
2010-08-26,6.089967250823975
2010-08-27,6.128030776977539
2010-08-30,6.242216110229492
2010-08-31,6.242216110229492
2010-09-01,6.394465446472168
2010-09-02,6.356403827667236
2010-09-03,6.356403827667236
2010-09-07,6.432528018951416
2010-09-08,6.356403827667236
2010-09-09,6.432528018951416
2010-09-10,6.432528018951416
2010-09-13,6.775087833404541
2010-09-14,6.927337646484375
2010-09-15,6.622839450836182
2010-09-16,6.432528018951416
2010-09-17,6.089967250823975
2010-09-20,6.356403827667236
2010-09-21,6.508653163909912
2010-09-22,6.356403827667236
2010-09-23,6.089967250823975
2010-09-24,6.128030776977539
2010-09-27,6.242216110229492
2010-09-28,5.937716960906982
2010-09-29,6.128030776977539
2010-09-30,6.128030776977539
2010-10-01,6.128030776977539
2010-10-04,6.356403827667236
2010-10-05,6.318339824676514
2010-10-06,6.356403827667236
2010-10-07,6.432528018951416
2010-10-08,6.432528018951416
2010-10-11,6.470592021942139
2010-10-12,6.470592021942139
2010-10-13,6.584778785705566
2010-10-14,6.584778785705566
2010-10-15,6.394465446472168
2010-10-18,7.079588413238525
2010-10-19,6.5467143058776855
2010-10-20,6.508653163909912
2010-10-21,6.660903453826904
2010-10-22,6.6989641189575195
2010-10-25,6.5467143058776855
2010-10-26,6.8131513595581055
2010-10-27,6.660903453826904
2010-10-28,6.6989641189575195
2010-10-29,6.394465446472168
2010-11-01,6.166092872619629
2010-11-02,6.2041544914245605
2010-11-03,6.280279159545898
2010-11-04,6.089967250823975
2010-11-05,6.280279159545898
2010-11-08,6.089967250823975
2010-11-09,6.166092872619629
2010-11-10,6.166092872619629
2010-11-11,6.051905155181885
2010-11-12,6.089967250823975
2010-11-15,6.013843536376953
2010-11-16,6.166092872619629
2010-11-17,6.089967250823975
2010-11-18,6.089967250823975
2010-11-19,6.089967250823975
2010-11-22,6.089967250823975
2010-11-23,6.128030776977539
2010-11-24,6.089967250823975
2010-11-26,6.013843536376953
2010-11-29,6.089967250823975
2010-11-30,6.089967250823975
2010-12-01,6.089967250823975
2010-12-02,6.051905155181885
2010-12-03,6.089967250823975
2010-12-06,6.089967250823975
2010-12-07,5.899654865264893
2010-12-08,5.899654865264893
2010-12-09,6.128030776977539
2010-12-10,6.013843536376953
2010-12-13,6.013843536376953
2010-12-14,6.051905155181885
2010-12-15,6.089967250823975
2010-12-16,6.089967250823975
2010-12-17,6.051905155181885
2010-12-20,6.089967250823975
2010-12-21,6.242216110229492
2010-12-22,6.166092872619629
2010-12-23,6.128030776977539
2010-12-27,6.242216110229492
2010-12-28,6.089967250823975
2010-12-29,6.2041544914245605
2010-12-30,6.737027168273926
2010-12-31,6.6989641189575195
2011-01-03,7.346023082733154
2011-01-04,7.612459659576416
2011-01-05,7.460210800170898
2011-01-06,7.6505208015441895
2011-01-07,7.346023082733154
2011-01-10,7.422149181365967
