Date,ECL
2010-01-04,37.812278747558594
2010-01-05,37.23570251464844
2010-01-06,37.12705993652344
2010-01-07,37.52817153930664
2010-01-08,37.84571075439453
2010-01-11,38.6729736328125
2010-01-12,38.7983283996582
2010-01-13,39.32477569580078
2010-01-14,38.764896392822266
2010-01-15,38.55599594116211
2010-01-19,39.20779037475586
2010-01-20,39.358184814453125
2010-01-21,38.28023147583008
2010-01-22,37.49474334716797
2010-01-25,37.661865234375
2010-01-26,37.19391632080078
2010-01-27,37.31090545654297
2010-01-28,36.684181213378906
2010-01-29,36.684181213378906
2010-02-01,37.07693099975586
2010-02-02,37.335968017578125
2010-02-03,37.2022705078125
2010-02-04,36.065818786621094
2010-02-05,36.24129104614258
2010-02-08,36.36661911010742
2010-02-09,36.90143966674805
2010-02-10,36.58391189575195
2010-02-11,34.5366096496582
2010-02-12,34.92098617553711
2010-02-16,35.41401290893555
2010-02-17,35.39729690551758
2010-02-18,35.69812774658203
2010-02-19,35.57280731201172
2010-02-22,35.19675827026367
2010-02-23,34.745513916015625
2010-02-24,35.10483932495117
2010-02-25,35.23017501831055
2010-02-26,35.21347427368164
2010-03-01,35.39729690551758
2010-03-02,35.26361846923828
2010-03-03,35.656349182128906
2010-03-04,35.66471481323242
2010-03-05,36.14694595336914
2010-03-08,35.81147003173828
2010-03-09,35.68567657470703
2010-03-10,35.710838317871094
2010-03-11,35.81147003173828
2010-03-12,36.583072662353516
2010-03-15,36.50758361816406
2010-03-16,36.658538818359375
2010-03-17,36.5662727355957
2010-03-18,36.180503845214844
2010-03-19,36.22243881225586
2010-03-22,36.39016342163086
2010-03-23,36.41532516479492
2010-03-24,36.30628967285156
2010-03-25,36.14694595336914
2010-03-26,36.474029541015625
2010-03-29,36.59144592285156
2010-03-30,36.817901611328125
2010-03-31,36.859825134277344
2010-04-01,37.26237106323242
2010-04-05,37.37141799926758
2010-04-06,37.37141799926758
2010-04-07,37.488834381103516
2010-04-08,37.23723602294922
2010-04-09,37.757205963134766
2010-04-12,37.74043273925781
2010-04-13,37.841068267822266
2010-04-14,38.000423431396484
2010-04-15,38.084285736083984
2010-04-16,37.97526550292969
2010-04-19,38.168148040771484
2010-04-20,38.53717041015625
2010-04-21,38.89779281616211
2010-04-22,39.33391571044922
2010-04-23,39.93776321411133
2010-04-26,40.01323699951172
2010-04-27,39.35907745361328
2010-04-28,39.803565979003906
2010-04-29,41.09514617919922
2010-04-30,40.96095275878906
2010-05-03,41.38029479980469
2010-05-04,40.75127410888672
2010-05-05,40.75127410888672
2010-05-06,39.83712387084961
2010-05-07,40.038394927978516
2010-05-10,41.12030029296875
2010-05-11,40.969337463378906
2010-05-12,40.68418884277344
2010-05-13,40.340335845947266
2010-05-14,39.82034683227539
2010-05-17,40.16420364379883
2010-05-18,39.971309661865234
2010-05-19,39.8287353515625
2010-05-20,38.20170211791992
2010-05-21,39.12424850463867
2010-05-24,38.621036529541016
2010-05-25,39.082298278808594
2010-05-26,38.730072021484375
2010-05-27,39.8538932800293
2010-05-28,39.61067199707031
2010-06-01,39.12424850463867
2010-06-02,39.9126091003418
2010-06-03,39.95454406738281
2010-06-04,38.738441467285156
