Date,LBRDA
2014-11-04,42.313331604003906
2014-11-05,45.694454193115234
2014-11-06,44.842445373535156
2014-11-07,44.41196060180664
2014-11-10,41.909751892089844
2014-11-11,40.977027893066406
2014-11-12,42.28642654418945
2014-11-13,43.51511001586914
2014-11-14,43.03977966308594
2014-11-17,43.65860366821289
2014-11-18,43.85591125488281
2014-11-19,45.48817825317383
2014-11-20,45.900726318359375
2014-11-21,46.27740478515625
2014-11-24,47.461246490478516
2014-11-25,48.34015655517578
2014-11-26,48.74374008178711
2014-11-28,49.18319320678711
2014-12-01,48.44778060913086
2014-12-02,48.663021087646484
2014-12-03,48.04419708251953
2014-12-04,48.44778060913086
2014-12-05,48.83342361450195
2014-12-08,48.77064514160156
2014-12-09,48.68992614746094
2014-12-10,48.4836540222168
2014-12-11,47.469539642333984
2014-12-12,45.98875427246094
2014-12-15,45.23898696899414
2014-12-16,44.75164031982422
2014-12-17,45.03280258178711
2014-12-18,45.25773239135742
2014-12-19,46.21368408203125
2014-12-22,47.497657775878906
2014-12-23,48.031864166259766
2014-12-24,47.685096740722656
2014-12-26,47.6194953918457
2014-12-29,47.207122802734375
2014-12-30,47.413307189941406
2014-12-31,46.944705963134766
2015-01-02,46.672916412353516
2015-01-05,45.745079040527344
2015-01-06,44.54545593261719
2015-01-07,44.68603515625
2015-01-08,46.19493865966797
2015-01-09,45.8200569152832
2015-01-12,45.91377639770508
2015-01-13,46.71977615356445
2015-01-14,45.10778045654297
2015-01-15,45.9793815612793
2015-01-16,45.90440368652344
2015-01-20,44.48922348022461
2015-01-21,44.170570373535156
2015-01-22,44.573570251464844
2015-01-23,44.13308334350586
2015-01-26,44.28303527832031
2015-01-27,44.15182876586914
2015-01-28,42.74601745605469
2015-01-29,42.28678512573242
2015-01-30,41.6776008605957
2015-02-02,42.39925003051758
2015-02-03,44.07685089111328
2015-02-04,45.56700897216797
2015-02-05,47.79756164550781
2015-02-06,46.9072151184082
2015-02-09,46.47610092163086
2015-02-10,46.79475021362305
2015-02-11,46.26991653442383
2015-02-12,47.05717086791992
2015-02-13,46.81349563598633
2015-02-17,47.45079803466797
2015-02-18,47.32896041870117
2015-02-19,47.31021499633789
2015-02-20,47.43205261230469
2015-02-23,47.71321487426758
2015-02-24,48.05060958862305
2015-02-25,49.22211837768555
2015-02-26,48.78163146972656
2015-02-27,48.60356140136719
2015-03-02,49.531394958496094
2015-03-03,50.31864929199219
2015-03-04,49.5782585144043
2015-03-05,49.475162506103516
2015-03-06,48.89409637451172
2015-03-09,50.384254455566406
2015-03-10,49.38144302368164
2015-03-11,49.615745544433594
2015-03-12,52.05248260498047
2015-03-13,51.7994384765625
2015-03-16,51.883785247802734
2015-03-17,51.23711395263672
2015-03-18,51.1340217590332
2015-03-19,50.85285949707031
2015-03-20,50.7497673034668
2015-03-23,50.524837493896484
2015-03-24,51.31209182739258
2015-03-25,50.4217414855957
2015-03-26,49.92502212524414
2015-03-27,50.5810661315918
2015-03-30,50.32802200317383
2015-03-31,52.93345642089844
2015-04-01,52.10871505737305
2015-04-02,52.33364486694336
2015-04-06,52.343017578125
2015-04-07,52.249298095703125
2015-04-08,52.28678512573242
2015-04-09,52.41799545288086
2015-04-10,52.511714935302734
2015-04-13,52.2211799621582
2015-04-14,52.06185531616211
2015-04-15,52.02436828613281
2015-04-16,52.164947509765625
2015-04-17,51.11527633666992
2015-04-20,50.468605041503906
2015-04-21,51.16213607788086
2015-04-22,50.27178955078125
2015-04-23,49.69072341918945
2015-04-24,49.98125457763672
2015-04-27,50.028114318847656
2015-04-28,50.04685974121094
2015-04-29,51.39643859863281
2015-04-30,50.83411407470703
2015-05-01,50.55295181274414
2015-05-04,51.39643859863281
2015-05-05,51.002811431884766
2015-05-06,50.47797775268555
2015-05-07,50.01874542236328
2015-05-08,49.11902618408203
2015-05-11,48.922210693359375
2015-05-12,48.388004302978516
2015-05-13,48.725399017333984
2015-05-14,48.303653717041016
2015-05-15,48.444236755371094
2015-05-18,49.05342102050781
2015-05-19,49.2502326965332
2015-05-20,49.10965347290039
2015-05-21,49.203372955322266
2015-05-22,48.734771728515625
2015-05-26,50.21555709838867
2015-05-27,50.22492980957031
2015-05-28,49.94376754760742
2015-05-29,50.524837493896484
2015-06-01,50.40299987792969
2015-06-02,50.449859619140625
2015-06-03,49.50328063964844
2015-06-04,48.84723663330078
2015-06-05,49.3720703125
2015-06-08,48.744140625
2015-06-09,48.95970153808594
2015-06-10,49.10965347290039
2015-06-11,49.3720703125
2015-06-12,49.17525863647461
2015-06-15,48.67853927612305
2015-06-16,48.650421142578125
2015-06-17,48.67853927612305
2015-06-18,48.76288604736328
2015-06-19,48.734771728515625
2015-06-22,48.800376892089844
2015-06-23,48.51921463012695
2015-06-24,47.44142532348633
2015-06-25,47.01968002319336
2015-06-26,48.53795623779297
2015-06-29,47.413307189941406
2015-06-30,47.769447326660156
2015-07-01,48.55670166015625
2015-07-02,48.47235107421875
2015-07-06,48.56607437133789
2015-07-07,48.41611862182617
2015-07-08,47.73196029663086
2015-07-09,48.05060958862305
2015-07-10,48.87535095214844
2015-07-13,49.821929931640625
2015-07-14,49.74695587158203
2015-07-15,50.59043884277344
2015-07-16,51.23711395263672
2015-07-17,51.38706588745117
2015-07-20,51.49953079223633
2015-07-21,51.11527633666992
2015-07-22,51.340206146240234
2015-07-23,50.29053497314453
2015-07-24,50.21555709838867
2015-07-27,49.297096252441406
2015-07-28,49.77507019042969
2015-07-29,50.28116226196289
2015-07-30,50.67478942871094
2015-07-31,50.5810661315918
2015-08-03,51.36832046508789
2015-08-04,52.530460357666016
2015-08-05,51.11527633666992
2015-08-06,50.35614013671875
2015-08-07,50.22492980957031
2015-08-10,51.15276336669922
2015-08-11,51.09653091430664
2015-08-12,50.68416213989258
2015-08-13,51.2089958190918
2015-08-14,51.087158203125
2015-08-17,52.47422790527344
2015-08-18,52.94282913208008
2015-08-19,52.999061584472656
2015-08-20,51.73383331298828
2015-08-21,50.14057922363281
2015-08-24,48.49109649658203
2015-08-25,49.22211837768555
2015-08-26,49.85942077636719
2015-08-27,51.22774124145508
2015-08-28,51.21836853027344
2015-08-31,51.0496711730957
2015-09-01,50.59043884277344
2015-09-02,51.15276336669922
2015-09-03,51.883785247802734
2015-09-04,51.5932502746582
2015-09-08,52.455482482910156
2015-09-09,52.12746047973633
2015-09-10,51.087158203125
2015-09-11,51.04029846191406
2015-09-14,50.787254333496094
2015-09-15,51.31209182739258
2015-09-16,51.611995697021484
2015-09-17,52.999061584472656
2015-09-18,52.27741241455078
2015-09-21,53.345829010009766
2015-09-22,52.74601745605469
2015-09-23,51.968135833740234
2015-09-24,50.77788162231445
2015-09-25,50.59981155395508
2015-09-28,48.25679397583008
