Date,MRVL
2010-01-04,17.938444137573242
2010-01-05,18.279640197753906
2010-01-06,18.441701889038086
2010-01-07,18.015209197998047
2010-01-08,18.21992301940918
2010-01-11,18.083436965942383
2010-01-12,17.366928100585938
2010-01-13,17.648418426513672
2010-01-14,17.401052474975586
2010-01-15,16.701595306396484
2010-01-19,17.35840606689453
2010-01-20,17.03426170349121
2010-01-21,17.10250473022461
2010-01-22,16.0447940826416
2010-01-25,16.15567398071289
2010-01-26,16.0447940826416
2010-01-27,16.258037567138672
2010-01-28,15.780370712280273
2010-01-29,14.867659568786621
2010-02-01,15.823014259338379
2010-02-02,15.89978313446045
2010-02-03,16.172739028930664
2010-02-04,15.336811065673828
2010-02-05,15.498870849609375
2010-02-08,15.413580894470215
2010-02-09,15.55858039855957
2010-02-10,15.575643539428711
2010-02-11,16.30921745300293
2010-02-12,16.539531707763672
2010-02-16,17.111034393310547
2010-02-17,17.051321029663086
2010-02-18,17.03426170349121
2010-02-19,17.093976974487305
2010-02-22,17.025732040405273
2010-02-23,16.56511688232422
2010-02-24,16.44570541381836
2010-02-25,16.368927001953125
2010-02-26,16.47982406616211
2010-03-01,17.128095626831055
2010-03-02,17.383987426757812
2010-03-03,17.025732040405273
2010-03-04,17.17074203491211
2010-03-05,17.401052474975586
2010-03-08,17.2901611328125
2010-03-09,17.307226181030273
2010-03-10,17.605772018432617
2010-03-11,17.494874954223633
2010-03-12,17.298690795898438
2010-03-15,16.948970794677734
2010-03-16,17.409578323364258
2010-03-17,17.443708419799805
2010-03-18,17.32427978515625
2010-03-19,17.111034393310547
2010-03-22,17.537525177001953
2010-03-23,18.03226661682129
2010-03-24,17.71666145324707
2010-03-25,17.435169219970703
2010-03-26,17.085439682006836
2010-03-29,17.452226638793945
2010-03-30,17.708127975463867
2010-03-31,17.418109893798828
2010-04-01,17.383987426757812
2010-04-05,17.87872314453125
2010-04-06,17.784900665283203
2010-04-07,17.648418426513672
2010-04-08,17.597240447998047
2010-04-09,17.887252807617188
2010-04-12,18.03226661682129
2010-04-13,17.86166763305664
2010-04-14,19.2349853515625
2010-04-15,19.260576248168945
2010-04-16,18.851137161254883
2010-04-19,18.441701889038086
2010-04-20,18.629365921020508
2010-04-21,18.561119079589844
2010-04-22,18.603771209716797
2010-04-23,18.91937828063965
2010-04-26,18.629365921020508
2010-04-27,18.27110481262207
2010-04-28,18.424638748168945
2010-04-29,18.612300872802734
2010-04-30,17.622833251953125
2010-05-03,17.733715057373047
2010-05-04,16.744243621826172
2010-05-05,16.56511688232422
2010-05-06,16.087440490722656
2010-05-07,16.087440490722656
2010-05-10,16.966022491455078
2010-05-11,16.641883850097656
2010-05-12,17.008668899536133
2010-05-13,16.44570541381836
2010-05-14,15.771834373474121
2010-05-17,15.848603248596191
2010-05-18,15.370924949645996
2010-05-19,15.788896560668945
2010-05-20,15.217387199401855
2010-05-21,16.47982406616211
2010-05-24,15.754776954650879
2010-05-25,15.823014259338379
2010-05-26,15.669472694396973
2010-05-27,16.42011260986328
2010-05-28,16.189800262451172
2010-06-01,15.908313751220703
2010-06-02,16.650423049926758
2010-06-03,16.650423049926758
2010-06-04,16.0447940826416
2010-06-07,15.405046463012695
2010-06-08,14.680000305175781
2010-06-09,14.53499698638916
2010-06-10,14.884720802307129
2010-06-11,15.251510620117188
2010-06-14,14.918840408325195
2010-06-15,16.15567398071289
2010-06-16,16.42011260986328
2010-06-17,16.283632278442383
2010-06-18,16.240982055664062
2010-06-21,15.805950164794922
2010-06-22,15.669472694396973
2010-06-23,15.763309478759766
2010-06-24,15.072381019592285
2010-06-25,14.816484451293945
2010-06-28,14.611764907836914
2010-06-29,13.88672161102295
2010-06-30,13.443163871765137
2010-07-01,13.903778076171875
2010-07-02,13.699057579040527
2010-07-06,13.51140022277832
2010-07-07,14.134088516235352
2010-07-08,14.04879093170166
2010-07-09,14.176733016967773
2010-07-12,14.671478271484375
2010-07-13,14.799427032470703
2010-07-14,14.90178394317627
2010-07-15,14.799427032470703
2010-07-16,14.185266494750977
2010-07-19,14.543523788452148
2010-07-20,14.321749687194824
2010-07-21,13.912310600280762
2010-07-22,14.19379711151123
2010-07-23,14.04879093170166
2010-07-26,13.912310600280762
2010-07-27,13.596705436706543
2010-07-28,13.11049747467041
2010-07-29,12.684000968933105
2010-07-30,12.726649284362793
2010-08-02,13.033729553222656
2010-08-03,12.769298553466797
2010-08-04,13.016668319702148
2010-08-05,12.914312362670898
2010-08-06,12.965489387512207
2010-08-09,13.136088371276855
2010-08-10,12.641352653503418
2010-08-11,12.411043167114258
2010-08-12,12.504871368408203
2010-08-13,12.376920700073242
2010-08-16,12.521931648254395
2010-08-17,12.58164119720459
2010-08-18,12.786360740661621
2010-08-19,12.718118667602539
2010-08-20,13.78436279296875
2010-08-23,13.409045219421387
2010-08-24,13.835539817810059
2010-08-25,14.099969863891602
2010-08-26,13.647881507873535
2010-08-27,14.134088516235352
2010-08-30,14.04879093170166
2010-08-31,13.571113586425781
2010-09-01,13.8525972366333
2010-09-02,14.3388032913208
2010-09-03,14.500875473022461
2010-09-07,14.611764907836914
2010-09-08,14.833544731140137
2010-09-09,14.842074394226074
2010-09-10,14.51793384552002
2010-09-13,14.90178394317627
2010-09-14,14.87619686126709
2010-09-15,14.773829460144043
2010-09-16,14.773829460144043
2010-09-17,15.27709674835205
2010-09-20,15.08090877532959
2010-09-21,14.961495399475098
2010-09-22,14.688530921936035
2010-09-23,14.799427032470703
2010-09-24,15.115029335021973
2010-09-27,14.867659568786621
2010-09-28,14.927370071411133
2010-09-29,15.097972869873047
2010-09-30,14.935904502868652
2010-10-01,14.927370071411133
2010-10-04,14.697060585021973
2010-10-05,14.415574073791504
