Date,HNI
2010-01-04,17.167470932006836
2010-01-05,16.821083068847656
2010-01-06,16.827167510986328
2010-01-07,17.033782958984375
2010-01-08,17.015548706054688
2010-01-11,16.912242889404297
2010-01-12,16.772472381591797
2010-01-13,16.7481632232666
2010-01-14,16.79677963256836
2010-01-15,16.79677963256836
2010-01-19,17.033782958984375
2010-01-20,16.55977439880371
2010-01-21,16.407855987548828
2010-01-22,16.07969856262207
2010-01-25,16.134395599365234
2010-01-26,15.769768714904785
2010-01-27,15.848769187927246
2010-01-28,15.563149452209473
2010-01-29,15.204610824584961
2010-02-01,15.678609848022461
2010-02-02,15.739384651184082
2010-02-03,15.702920913696289
2010-02-04,15.47199535369873
2010-02-05,15.61176586151123
2010-02-08,15.301846504211426
2010-02-09,15.514532089233398
2010-02-10,15.1681489944458
2010-02-11,14.742757797241211
2010-02-12,14.420684814453125
2010-02-16,14.499685287475586
2010-02-17,14.578681945800781
2010-02-18,14.584762573242188
2010-02-19,14.517912864685059
2010-02-22,14.675914764404297
2010-02-23,14.469295501708984
2010-02-24,14.590839385986328
2010-02-25,14.575501441955566
2010-02-26,14.575501441955566
2010-03-01,14.593896865844727
2010-03-02,14.728800773620605
2010-03-03,14.961816787719727
2010-03-04,14.949552536010742
2010-03-05,15.243879318237305
2010-03-08,15.237750053405762
2010-03-09,15.2070951461792
2010-03-10,15.673110008239746
2010-03-11,15.85093879699707
2010-03-12,15.470759391784668
2010-03-15,15.617924690246582
2010-03-16,16.54997444152832
2010-03-17,16.445728302001953
2010-03-18,16.261768341064453
2010-03-19,16.047155380249023
2010-03-22,16.366018295288086
2010-03-23,16.795249938964844
2010-03-24,16.770723342895508
2010-03-25,16.531572341918945
2010-03-26,16.55609893798828
2010-03-29,16.623554229736328
2010-03-30,16.513181686401367
2010-03-31,16.329227447509766
2010-04-01,16.126873016357422
2010-04-05,16.439605712890625
2010-04-06,16.592893600463867
2010-04-07,16.543838500976562
2010-04-08,16.543838500976562
2010-04-09,16.617427825927734
2010-04-12,16.396677017211914
2010-04-13,16.470260620117188
2010-04-14,17.402307510375977
2010-04-15,17.721166610717773
2010-04-16,17.5433406829834
2010-04-19,17.819272994995117
2010-04-20,18.732925415039062
2010-04-21,19.701772689819336
2010-04-22,20.658344268798828
2010-04-23,20.6522159576416
2010-04-26,21.081439971923828
2010-04-27,19.634315490722656
2010-04-28,19.21735382080078
2010-04-29,19.75082015991211
2010-04-30,19.033382415771484
2010-05-03,19.39516830444336
2010-05-04,18.426326751708984
2010-05-05,18.217853546142578
2010-05-06,17.04051971435547
2010-05-07,16.746191024780273
2010-05-10,18.119733810424805
2010-05-11,18.450857162475586
2010-05-12,19.39516830444336
2010-05-13,19.444225311279297
2010-05-14,19.100841522216797
2010-05-17,19.59139060974121
2010-05-18,19.53620719909668
2010-05-19,18.477439880371094
2010-05-20,17.693395614624023
2010-05-21,18.335453033447266
2010-05-24,17.946516036987305
2010-05-25,17.742780685424805
2010-05-26,18.415708541870117
2010-05-27,19.20591926574707
2010-05-28,18.9281063079834
2010-06-01,17.81069564819336
2010-06-02,18.44656753540039
2010-06-03,18.323101043701172
2010-06-04,16.464862823486328
2010-06-07,15.884543418884277
2010-06-08,16.001840591430664
2010-06-09,16.353740692138672
2010-06-10,17.039003372192383
2010-06-11,17.687227249145508
2010-06-14,17.816875457763672
2010-06-15,18.08232879638672
2010-06-16,18.014427185058594
2010-06-17,18.261371612548828
2010-06-18,18.10085678100586
2010-06-21,17.940343856811523
2010-06-22,17.884777069091797
2010-06-23,17.390901565551758
2010-06-24,17.588449478149414
2010-06-25,18.353967666625977
2010-06-28,18.415708541870117
2010-06-29,17.79833984375
2010-06-30,17.03282928466797
2010-07-01,16.625368118286133
2010-07-02,16.069759368896484
2010-07-06,15.23632526397705
2010-07-07,16.279653549194336
2010-07-08,16.600677490234375
2010-07-09,16.89700698852539
2010-07-12,16.551288604736328
2010-07-13,17.106914520263672
2010-07-14,17.00813102722168
2010-07-15,16.433992385864258
2010-07-16,15.866031646728516
2010-07-19,16.02654266357422
2010-07-20,16.353740692138672
2010-07-21,15.798110008239746
2010-07-22,16.85379409790039
2010-07-23,16.785888671875
2010-07-26,17.162479400634766
2010-07-27,17.119258880615234
2010-07-28,16.359907150268555
2010-07-29,16.21175193786621
2010-07-30,15.952452659606934
2010-08-02,16.37226104736328
2010-08-03,16.39078140258789
2010-08-04,16.705629348754883
2010-08-05,16.68093490600586
2010-08-06,16.3660888671875
2010-08-09,16.983436584472656
2010-08-10,16.75501823425293
2010-08-11,15.884543418884277
2010-08-12,15.779600143432617
2010-08-13,15.291892051696777
2010-08-16,15.353625297546387
2010-08-17,15.686989784240723
2010-08-18,15.777278900146484
2010-08-19,15.005226135253906
2010-08-20,14.849564552307129
2010-08-23,14.513351440429688
2010-08-24,14.42618465423584
2010-08-25,14.911828994750977
2010-08-26,14.438632011413574
2010-08-27,15.104837417602539
2010-08-30,14.662782669067383
2010-08-31,14.55070686340332
2010-09-01,15.50331974029541
2010-09-02,15.98896598815918
2010-09-03,16.59290885925293
2010-09-07,16.287826538085938
2010-09-08,16.34386444091797
2010-09-09,16.125946044921875
2010-09-10,15.771053314208984
2010-09-13,16.823280334472656
2010-09-14,16.38744354248047
2010-09-15,16.4808349609375
2010-09-16,16.163307189941406
2010-09-17,16.306509017944336
2010-09-20,16.910451889038086
2010-09-21,16.60536766052246
2010-09-22,16.175750732421875
2010-09-23,15.8831205368042
2010-09-24,16.935348510742188
2010-09-27,16.761024475097656
2010-09-28,17.452131271362305
2010-09-29,17.682498931884766
2010-09-30,17.90665054321289
2010-10-01,18.068527221679688
2010-10-04,17.184402465820312
2010-10-05,18.305130004882812
2010-10-06,18.174381256103516
2010-10-07,18.11833953857422
2010-10-08,18.597763061523438
2010-10-11,18.454557418823242
2010-10-12,18.317575454711914
2010-10-13,18.61643409729004
2010-10-14,18.323806762695312
2010-10-15,18.566625595092773
2010-10-18,18.909069061279297
2010-10-19,18.361162185668945
2010-10-20,18.40474510192871
2010-10-21,15.895574569702148
2010-10-22,16.318958282470703
2010-10-25,16.399892807006836
2010-10-26,16.032548904418945
2010-10-27,15.403707504272461
2010-10-28,15.42237663269043
2010-10-29,15.341439247131348
2010-11-01,15.117293357849121
2010-11-02,15.553128242492676
2010-11-03,15.546906471252441
2010-11-04,16.21933937072754
2010-11-05,16.13839340209961
2010-11-08,16.181978225708008
2010-11-09,15.8831205368042
2010-11-10,16.101041793823242
2010-11-11,15.98896598815918
2010-11-12,15.515771865844727
2010-11-15,15.8706693649292
2010-11-16,15.272943496704102
2010-11-17,15.540678977966309
2010-11-18,16.14045524597168
2010-11-19,16.196975708007812
2010-11-22,16.259775161743164
2010-11-23,15.625458717346191
2010-11-24,16.548669815063477
2010-11-26,16.46074676513672
2010-11-29,16.642879486083984
2010-11-30,16.730798721313477
2010-12-01,17.867542266845703
2010-12-02,18.35740089416504
2010-12-03,18.52069664001465
2010-12-06,18.92891502380371
2010-12-07,18.935195922851562
2010-12-08,18.81587028503418
2010-12-09,19.12360954284668
2010-12-10,19.198970794677734
2010-12-13,19.117324829101562
2010-12-14,19.18012809753418
2010-12-15,19.230375289916992
2010-12-16,19.71394920349121
2010-12-17,19.75164222717285
2010-12-20,20.184982299804688
2010-12-21,20.097057342529297
2010-12-22,20.19126319885254
2010-12-23,20.19753646850586
2010-12-27,20.649728775024414
2010-12-28,20.593202590942383
2010-12-29,20.216381072998047
2010-12-30,20.046810150146484
2010-12-31,19.59463119506836
2011-01-03,19.933767318725586
2011-01-04,19.35598373413086
2011-01-05,19.902362823486328
2011-01-06,19.68883514404297
2011-01-07,19.58207130432129
2011-01-10,20.015411376953125
2011-01-11,20.166135787963867
2011-01-12,19.996566772460938
2011-01-13,19.996566772460938
2011-01-14,20.53668212890625
2011-01-18,20.517837524414062
2011-01-19,20.084491729736328
2011-01-20,19.6197566986084
2011-01-21,19.31829071044922
2011-01-24,19.66371726989746
2011-01-25,19.487869262695312
2011-01-26,20.19126319885254
2011-01-27,20.11589241027832
2011-01-28,18.935195922851562
2011-01-31,19.054521560668945
2011-02-01,20.0530948638916
2011-02-02,19.657426834106445
2011-02-03,19.368545532226562
2011-02-04,19.53811264038086
2011-02-07,20.071937561035156
2011-02-08,20.762775421142578
2011-02-09,21.196117401123047
2011-02-10,19.274333953857422
2011-02-11,19.67626953125
2011-02-14,19.75792121887207
2011-02-15,19.60718536376953
2011-02-16,20.084491729736328
2011-02-17,20.549240112304688
2011-02-18,20.448753356933594
2011-02-22,20.084491729736328
2011-02-23,19.531822204589844
2011-02-24,19.158525466918945
2011-02-25,20.158214569091797
2011-02-28,20.075956344604492
2011-03-01,19.72163963317871
2011-03-02,19.63938331604004
2011-03-03,20.28475570678711
2011-03-04,19.601425170898438
2011-03-07,19.398969650268555
2011-03-08,19.822872161865234
2011-03-09,20.13290786743164
2011-03-10,18.76624298095703
2011-03-11,18.949731826782227
2011-03-14,18.804214477539062
2011-03-15,18.86115264892578
2011-03-16,18.76624298095703
2011-03-17,18.791555404663086
2011-03-18,18.911773681640625
2011-03-21,19.626737594604492
2011-03-22,19.386295318603516
2011-03-23,19.21546745300293
2011-03-24,19.51917266845703
2011-03-25,19.841856002807617
2011-03-28,19.42426109313965
2011-03-29,19.607751846313477
2011-03-30,19.73430061340332
2011-03-31,19.968402862548828
2011-04-01,20.265777587890625
2011-04-04,19.949420928955078
2011-04-05,20.348024368286133
2011-04-06,20.544164657592773
2011-04-07,20.11392593383789
2011-04-08,20.107593536376953
2011-04-11,19.803892135620117
2011-04-12,19.436922073364258
2011-04-13,19.05729103088379
2011-04-14,19.20281982421875
2011-04-15,19.58877182006836
2011-04-18,19.120573043823242
2011-04-19,19.08260154724121
2011-04-20,19.449569702148438
2011-04-21,16.716264724731445
2011-04-25,16.399900436401367
2011-04-26,16.874435424804688
2011-04-27,17.222431182861328
2011-04-28,17.323657989501953
2011-04-29,17.412242889404297
2011-05-02,17.184473037719727
2011-05-03,16.855453491210938
2011-05-04,16.671968460083008
2011-05-05,16.46317481994629
2011-05-06,16.596044540405273
2011-05-09,16.583393096923828
2011-05-10,17.02629280090332
2011-05-11,16.475830078125
2011-05-12,16.72890853881836
2011-05-13,16.165802001953125
2011-05-16,15.893731117248535
2011-05-17,16.077211380004883
2011-05-18,16.08998680114746
2011-05-19,15.981441497802734
2011-05-20,15.528118133544922
2011-05-23,14.985396385192871
2011-05-24,14.966245651245117
2011-05-25,15.11309814453125
2011-05-26,15.48342227935791
2011-05-27,15.585586547851562
2011-05-31,15.90482234954834
2011-06-01,15.049247741699219
2011-06-02,15.151411056518555
2011-06-03,14.87685489654541
2011-06-06,14.570382118225098
2011-06-07,14.602304458618164
2011-06-08,14.595917701721191
2011-06-09,14.736387252807617
2011-06-10,14.26390552520752
2011-06-13,14.410750389099121
2011-06-14,14.902390480041504
2011-06-15,14.372438430786133
2011-06-16,14.781079292297363
2011-06-17,14.985396385192871
2011-06-20,15.215252876281738
2011-06-21,15.751588821411133
2011-06-22,15.39403247833252
2011-06-23,15.585586547851562
2011-06-24,15.400420188903809
2011-06-27,15.809052467346191
2011-06-28,16.07083511352539
2011-06-29,15.936749458312988
2011-06-30,16.038909912109375
2011-07-01,16.41562271118164
2011-07-05,16.21769142150879
2011-07-06,16.4220027923584
2011-07-07,16.805089950561523
2011-07-08,16.59439468383789
2011-07-11,16.096372604370117
2011-07-12,16.00059700012207
2011-07-13,15.930363655090332
