Date,VICI
2018-01-02,13.375956535339355
2018-01-03,13.415887832641602
2018-01-04,13.442506790161133
2018-01-05,13.442506790161133
2018-01-08,13.442506790161133
2018-01-09,13.449156761169434
2018-01-10,13.30941104888916
2018-01-11,13.30941104888916
2018-01-12,13.302754402160645
2018-01-16,14.307615280151367
2018-01-17,14.161215782165527
2018-01-18,13.974878311157227
2018-01-19,13.808515548706055
2018-01-22,15.299163818359375
2018-01-23,13.974878311157227
2018-01-24,13.974878311157227
2018-01-25,13.928302764892578
2018-01-26,14.041427612304688
2018-01-29,14.041427612304688
2018-01-30,14.00815486907959
2018-01-31,14.640347480773926
2018-02-01,13.901677131652832
2018-02-02,13.981534957885742
2018-02-05,13.715350151062012
2018-02-06,13.642145156860352
2018-02-07,13.815171241760254
2018-02-08,13.30941104888916
2018-02-09,13.249516487121582
2018-02-12,13.029913902282715
2018-02-13,13.109772682189941
2018-02-14,13.076493263244629
2018-02-15,13.209588050842285
2018-02-16,13.302754402160645
2018-02-20,13.30941104888916
2018-02-21,13.08980655670166
2018-02-22,13.202938079833984
2018-02-23,13.189623832702637
2018-02-26,13.109772682189941
2018-02-27,12.950054168701172
2018-02-28,13.0099515914917
2018-03-01,12.97001838684082
2018-03-02,12.910128593444824
2018-03-05,12.956708908081055
2018-03-06,13.049877166748047
2018-03-07,13.049877166748047
2018-03-08,12.836930274963379
2018-03-09,13.043222427368164
2018-03-12,12.903473854064941
2018-03-13,13.043222427368164
2018-03-14,13.063185691833496
2018-03-15,12.923437118530273
2018-03-16,12.923437118530273
2018-03-19,12.7969970703125
2018-03-20,12.66390609741211
2018-03-21,12.623976707458496
2018-03-22,12.510846138000488
2018-03-23,12.291237831115723
2018-03-26,12.417679786682129
2018-03-27,12.297894477844238
2018-03-28,12.264334678649902
2018-03-29,12.297894477844238
2018-04-02,12.277756690979004
2018-04-03,12.264334678649902
2018-04-04,12.170351028442383
2018-04-05,12.203916549682617
2018-04-06,12.271045684814453
2018-04-09,12.1770601272583
2018-04-10,12.190485954284668
2018-04-11,12.19720458984375
2018-04-12,12.19720458984375
2018-04-13,12.217339515686035
2018-04-16,12.237481117248535
2018-04-17,12.264334678649902
2018-04-18,12.338173866271973
2018-04-19,12.237481117248535
2018-04-20,12.203916549682617
2018-04-23,12.143499374389648
2018-04-24,12.109936714172363
2018-04-25,12.109936714172363
2018-04-26,12.089797019958496
2018-04-27,12.116647720336914
2018-04-30,12.203916549682617
2018-05-01,12.224052429199219
2018-05-02,11.995820045471191
2018-05-03,11.982392311096191
2018-05-04,12.096508979797363
2018-05-07,12.190485954284668
2018-05-08,12.358311653137207
2018-05-09,12.680526733398438
2018-05-10,12.834921836853027
2018-05-11,12.754365921020508
2018-05-14,12.955750465393066
2018-05-15,12.989313125610352
2018-05-16,13.19069766998291
2018-05-17,13.224268913269043
2018-05-18,13.130285263061523
2018-05-21,13.26453971862793
2018-05-22,13.257828712463379
2018-05-23,13.3585205078125
2018-05-24,13.324958801269531
2018-05-25,13.331668853759766
2018-05-29,13.385370254516602
2018-05-30,13.392086029052734
2018-05-31,13.002740859985352
2018-06-01,13.3450927734375
2018-06-04,13.67402172088623
2018-06-05,13.499485969543457
2018-06-06,13.412221908569336
2018-06-07,13.43235969543457
2018-06-08,13.721013069152832
2018-06-11,13.781426429748535
2018-06-12,13.82841968536377
2018-06-13,13.82841968536377
2018-06-14,13.781426429748535
2018-06-15,13.7747163772583
2018-06-18,13.82841968536377
2018-06-19,13.861980438232422
2018-06-20,14.056655883789062
2018-06-21,14.07679271697998
2018-06-22,14.083505630493164
2018-06-25,13.98952579498291
2018-06-26,13.955960273742676
2018-06-27,13.924009323120117
2018-06-28,13.91720962524414
2018-06-29,14.03278923034668
2018-07-02,14.073582649230957
2018-07-03,14.182364463806152
2018-07-05,14.270747184753418
2018-07-06,14.345536231994629
2018-07-09,14.352334976196289
2018-07-10,14.372730255126953
2018-07-11,14.250350952148438
2018-07-12,14.23675537109375
2018-07-13,14.393122673034668
2018-07-16,14.393122673034668
2018-07-17,14.243552207946777
2018-07-18,14.100781440734863
2018-07-19,14.121172904968262
2018-07-20,14.093976974487305
2018-07-23,14.005595207214355
2018-07-24,13.924009323120117
2018-07-25,13.978399276733398
2018-07-26,13.937604904174805
2018-07-27,13.815226554870605
2018-07-30,13.87641716003418
2018-07-31,13.835623741149902
2018-08-01,13.597668647766113
2018-08-02,13.359702110290527
2018-08-03,13.284919738769531
2018-08-06,13.427693367004395
2018-08-07,13.502479553222656
2018-08-08,13.781232833862305
2018-08-09,13.679248809814453
2018-08-10,13.699642181396484
2018-08-13,13.652053833007812
2018-08-14,13.665653228759766
2018-08-15,13.87641716003418
2018-08-16,14.053186416625977
2018-08-17,14.053186416625977
2018-08-20,13.910406112670898
2018-08-21,14.053186416625977
2018-08-22,13.958000183105469
2018-08-23,14.066783905029297
2018-08-24,14.073582649230957
2018-08-27,14.148368835449219
2018-08-28,14.229954719543457
2018-08-29,14.209561347961426
2018-08-30,14.03278923034668
2018-08-31,14.216358184814453
2018-09-04,14.229954719543457
2018-09-05,14.209561347961426
2018-09-06,14.148368835449219
2018-09-07,14.1687650680542
2018-09-10,14.284344673156738
2018-09-11,14.257149696350098
2018-09-12,14.257149696350098
2018-09-13,14.352334976196289
2018-09-14,14.461114883422852
2018-09-17,14.631087303161621
2018-09-18,14.685476303100586
2018-09-19,14.61069107055664
2018-09-20,14.563096046447754
2018-09-21,14.56989574432373
2018-09-24,14.461114883422852
2018-09-25,14.481510162353516
2018-09-26,14.338737487792969
2018-09-27,14.578614234924316
2018-09-28,14.902583122253418
2018-10-01,14.64065170288086
2018-10-02,14.83365249633789
2018-10-03,14.68200397491455
2018-10-04,14.606184959411621
2018-10-05,14.454537391662598
2018-10-08,14.730255126953125
2018-10-09,14.819865226745605
2018-10-10,14.619966506958008
2018-10-11,14.220173835754395
2018-10-12,14.227070808410645
2018-10-15,14.392498016357422
2018-10-16,14.53725528717041
2018-10-17,14.78540325164795
2018-10-18,14.819865226745605
2018-10-19,14.916364669799805
2018-10-22,14.654435157775879
2018-10-23,14.716466903686523
2018-10-24,14.83365249633789
2018-10-25,15.150725364685059
2018-10-26,15.026654243469238
2018-10-29,14.854328155517578
2018-10-30,14.826760292053223
2018-10-31,14.881903648376465
2018-11-01,15.04043960571289
2018-11-02,14.771614074707031
2018-11-05,14.83365249633789
2018-11-06,15.026654243469238
2018-11-07,15.25411605834961
2018-11-08,14.992189407348633
2018-11-09,14.957727432250977
2018-11-12,14.826760292053223
2018-11-13,14.799188613891602
2018-11-14,14.778510093688965
2018-11-15,14.564826011657715
2018-11-16,14.68200397491455
2018-11-19,14.76471996307373
2018-11-20,14.63375473022461
2018-11-21,14.76471996307373
2018-11-23,14.923255920410156
2018-11-26,15.081792831420898
2018-11-27,15.219657897949219
