Date,WAY
2024-06-07,20.700000762939453
2024-06-10,22.100000381469727
2024-06-11,22.719999313354492
2024-06-12,21.700000762939453
2024-06-13,22.149999618530273
2024-06-14,22.0
2024-06-17,21.6200008392334
2024-06-18,21.0
2024-06-20,21.600000381469727
2024-06-21,21.670000076293945
2024-06-24,21.770000457763672
2024-06-25,21.520000457763672
2024-06-26,21.549999237060547
2024-06-27,21.440000534057617
2024-06-28,21.5
2024-07-01,21.510000228881836
2024-07-02,21.510000228881836
2024-07-03,21.5
2024-07-05,21.520000457763672
2024-07-08,21.219999313354492
2024-07-09,20.670000076293945
2024-07-10,20.8700008392334
2024-07-11,21.469999313354492
2024-07-12,21.040000915527344
2024-07-15,21.3799991607666
2024-07-16,22.43000030517578
2024-07-17,22.399999618530273
2024-07-18,22.399999618530273
2024-07-19,22.559999465942383
2024-07-22,22.979999542236328
2024-07-23,23.790000915527344
2024-07-24,23.15999984741211
2024-07-25,23.1200008392334
2024-07-26,23.469999313354492
2024-07-29,23.030000686645508
2024-07-30,23.31999969482422
2024-07-31,23.0
2024-08-01,22.950000762939453
2024-08-02,22.670000076293945
2024-08-05,21.579999923706055
2024-08-06,21.889999389648438
2024-08-07,21.579999923706055
2024-08-08,23.84000015258789
2024-08-09,24.489999771118164
2024-08-12,24.440000534057617
2024-08-13,24.899999618530273
2024-08-14,24.690000534057617
2024-08-15,25.100000381469727
2024-08-16,25.770000457763672
2024-08-19,26.65999984741211
2024-08-20,26.56999969482422
2024-08-21,26.200000762939453
2024-08-22,26.25
2024-08-23,26.389999389648438
2024-08-26,26.459999084472656
2024-08-27,26.420000076293945
2024-08-28,26.670000076293945
2024-08-29,26.670000076293945
2024-08-30,27.219999313354492
2024-09-03,26.520000457763672
2024-09-04,26.549999237060547
2024-09-05,26.8700008392334
2024-09-06,27.34000015258789
2024-09-09,26.809999465942383
2024-09-10,26.329999923706055
2024-09-11,26.40999984741211
2024-09-12,26.389999389648438
2024-09-13,26.829999923706055
2024-09-16,27.280000686645508
2024-09-17,26.940000534057617
2024-09-18,26.850000381469727
2024-09-19,27.010000228881836
2024-09-20,27.329999923706055
2024-09-23,27.329999923706055
2024-09-24,27.079999923706055
2024-09-25,27.290000915527344
2024-09-26,27.93000030517578
2024-09-27,27.780000686645508
2024-09-30,27.889999389648438
2024-10-01,27.030000686645508
2024-10-02,26.959999084472656
2024-10-03,26.799999237060547
2024-10-04,27.030000686645508
2024-10-07,27.59000015258789
2024-10-08,27.399999618530273
2024-10-09,27.93000030517578
2024-10-10,27.8799991607666
2024-10-11,27.8799991607666
2024-10-14,27.739999771118164
2024-10-15,27.579999923706055
2024-10-16,27.75
2024-10-17,27.59000015258789
2024-10-18,27.8700008392334
2024-10-21,27.420000076293945
2024-10-22,27.719999313354492
2024-10-23,27.510000228881836
2024-10-24,27.15999984741211
2024-10-25,27.614999771118164
2024-10-28,27.899999618530273
2024-10-29,28.110000610351562
2024-10-30,28.56999969482422
2024-10-31,28.530000686645508
2024-11-01,28.770000457763672
2024-11-04,28.649999618530273
2024-11-05,29.010000228881836
2024-11-06,29.434999465942383
2024-11-07,31.690000534057617
2024-11-08,31.6200008392334
2024-11-11,31.350000381469727
2024-11-12,30.959999084472656
2024-11-13,30.815000534057617
2024-11-14,30.68000030517578
2024-11-15,30.299999237060547
2024-11-18,30.3700008392334
2024-11-19,31.229999542236328
2024-11-20,30.920000076293945
2024-11-21,31.139999389648438
2024-11-22,31.25
2024-11-25,30.959999084472656
2024-11-26,30.8700008392334
2024-11-27,30.59000015258789
2024-11-29,30.8799991607666
2024-12-02,30.8799991607666
2024-12-03,29.770000457763672
2024-12-04,29.8700008392334
2024-12-05,30.25
2024-12-06,30.920000076293945
2024-12-09,31.3700008392334
2024-12-10,32.78499984741211
2024-12-11,34.02000045776367
2024-12-12,34.189998626708984
2024-12-13,34.06999969482422
2024-12-16,35.36000061035156
2024-12-17,35.4900016784668
2024-12-18,34.70000076293945
2024-12-19,35.4900016784668
2024-12-20,36.81999969482422
2024-12-23,36.93000030517578
2024-12-24,37.7599983215332
2024-12-26,38.16999816894531
2024-12-27,37.91999816894531
2024-12-30,37.060001373291016
2024-12-31,36.70000076293945
2025-01-02,35.95000076293945
2025-01-03,36.97999954223633
2025-01-06,37.5
2025-01-07,37.5
2025-01-08,37.5099983215332
2025-01-10,37.4900016784668
2025-01-13,36.95000076293945
2025-01-14,37.36000061035156
2025-01-15,37.689998626708984
2025-01-16,37.36000061035156
2025-01-17,37.470001220703125
2025-01-21,38.09000015258789
2025-01-22,38.16999816894531
2025-01-23,37.869998931884766
2025-01-24,39.04999923706055
2025-01-27,38.560001373291016
2025-01-28,40.709999084472656
2025-01-29,40.689998626708984
2025-01-30,41.540000915527344
2025-01-31,40.189998626708984
2025-02-03,40.279998779296875
2025-02-04,41.060001373291016
2025-02-05,41.959999084472656
2025-02-06,40.939998626708984
2025-02-07,40.93000030517578
2025-02-10,41.45000076293945
2025-02-11,42.47999954223633
2025-02-12,43.75
2025-02-13,44.70000076293945
2025-02-14,45.349998474121094
2025-02-18,45.11000061035156
2025-02-19,43.86000061035156
2025-02-20,41.0
2025-02-21,42.209999084472656
2025-02-24,42.06999969482422
2025-02-25,41.77000045776367
2025-02-26,42.349998474121094
2025-02-27,42.45000076293945
2025-02-28,43.470001220703125
2025-03-03,42.58000183105469
2025-03-04,41.91999816894531
2025-03-05,43.689998626708984
2025-03-06,40.66999816894531
2025-03-07,37.41999816894531
2025-03-10,35.47999954223633
2025-03-11,36.959999084472656
2025-03-12,36.880001068115234
2025-03-13,35.27000045776367
2025-03-14,36.470001220703125
2025-03-17,36.54999923706055
2025-03-18,36.91999816894531
2025-03-19,37.474998474121094
2025-03-20,38.15999984741211
2025-03-21,37.47999954223633
2025-03-24,38.9900016784668
2025-03-25,38.90999984741211
2025-03-26,37.68000030517578
2025-03-27,38.540000915527344
2025-03-28,37.83000183105469
2025-03-31,37.36000061035156
2025-04-01,36.939998626708984
2025-04-02,37.33000183105469
2025-04-03,36.974998474121094
2025-04-04,34.93000030517578
2025-04-07,35.7599983215332
2025-04-08,35.279998779296875
2025-04-09,37.52000045776367
2025-04-10,36.22999954223633
2025-04-11,37.27000045776367
2025-04-14,36.58000183105469
2025-04-15,36.93000030517578
2025-04-16,36.709999084472656
2025-04-17,36.45000076293945
2025-04-21,35.209999084472656
2025-04-22,35.45000076293945
2025-04-23,36.79999923706055
2025-04-24,37.279998779296875
2025-04-25,37.02000045776367
2025-04-28,36.63999938964844
2025-04-29,37.029998779296875
2025-04-30,37.16999816894531
2025-05-01,39.459999084472656
2025-05-02,40.68000030517578
2025-05-05,40.974998474121094
2025-05-06,40.38999938964844
2025-05-07,41.029998779296875
2025-05-08,40.4900016784668
2025-05-09,40.0099983215332
2025-05-12,40.29999923706055
2025-05-13,39.11000061035156
2025-05-14,39.5
