Date,WAY
2025-05-15,39.25
2025-05-16,39.34000015258789
2025-05-19,39.56999969482422
2025-05-20,39.650001525878906
2025-05-21,39.29999923706055
2025-05-22,38.20000076293945
2025-05-23,38.619998931884766
2025-05-27,39.099998474121094
2025-05-28,38.40999984741211
2025-05-29,38.560001373291016
2025-05-30,39.97999954223633
2025-06-02,39.77000045776367
2025-06-03,39.779998779296875
2025-06-04,39.61000061035156
2025-06-05,40.09000015258789
2025-06-06,41.15999984741211
2025-06-09,40.720001220703125
2025-06-10,40.630001068115234
2025-06-11,40.5099983215332
2025-06-12,39.56999969482422
2025-06-13,38.93000030517578
2025-06-16,38.7400016784668
2025-06-17,38.33000183105469
2025-06-18,37.97999954223633
2025-06-20,37.689998626708984
2025-06-23,37.75
2025-06-24,38.709999084472656
2025-06-25,39.0
2025-06-26,39.27000045776367
2025-06-27,39.7599983215332
2025-06-30,40.869998931884766
2025-07-01,39.404998779296875
2025-07-02,38.66999816894531
2025-07-03,39.34000015258789
2025-07-07,38.619998931884766
2025-07-08,38.08000183105469
2025-07-09,37.88999938964844
2025-07-10,37.63999938964844
2025-07-11,37.40999984741211
2025-07-14,38.349998474121094
2025-07-15,37.970001220703125
2025-07-16,37.59000015258789
2025-07-17,37.060001373291016
2025-07-18,36.70000076293945
2025-07-21,36.970001220703125
2025-07-22,36.56999969482422
2025-07-23,36.959999084472656
2025-07-24,36.97999954223633
2025-07-25,35.83000183105469
2025-07-28,36.09000015258789
2025-07-29,35.689998626708984
2025-07-30,35.63999938964844
2025-07-31,36.97999954223633
2025-08-01,35.59000015258789
2025-08-04,34.650001525878906
2025-08-05,34.83000183105469
2025-08-06,33.9900016784668
2025-08-07,33.90999984741211
2025-08-08,34.59000015258789
2025-08-11,34.47999954223633
2025-08-12,34.58000183105469
2025-08-13,35.349998474121094
2025-08-14,35.52000045776367
2025-08-15,36.08000183105469
2025-08-18,36.279998779296875
2025-08-19,35.630001068115234
2025-08-20,35.09000015258789
2025-08-21,35.75
2025-08-22,36.2400016784668
2025-08-25,35.900001525878906
2025-08-26,37.15999984741211
2025-08-27,37.16999816894531
2025-08-28,38.279998779296875
2025-08-29,37.880001068115234
2025-09-02,37.040000915527344
2025-09-03,37.459999084472656
2025-09-04,37.22999954223633
2025-09-05,37.27000045776367
2025-09-08,40.86000061035156
2025-09-09,40.88999938964844
2025-09-10,40.5
2025-09-11,38.349998474121094
2025-09-12,37.36000061035156
2025-09-15,38.0099983215332
2025-09-16,38.25
2025-09-17,38.59000015258789
2025-09-18,38.58000183105469
2025-09-19,37.79999923706055
