Date,SHEN
2010-01-04,5.607089042663574
2010-01-05,5.190363883972168
2010-01-06,4.75761079788208
2010-01-07,4.591989994049072
2010-01-08,4.6053466796875
2010-01-11,4.559933662414551
2010-01-12,4.522536277770996
2010-01-13,4.648087501525879
2010-01-14,4.59733247756958
2010-01-15,4.589319229125977
2010-01-19,4.722884178161621
2010-01-20,4.658771991729736
2010-01-21,4.554590702056885
2010-01-22,4.557262897491455
2010-01-25,4.557262897491455
2010-01-26,4.554590702056885
2010-01-27,4.661444664001465
2010-01-28,4.581305027008057
2010-01-29,4.594662666320801
2010-02-01,4.570620059967041
2010-02-02,4.554590702056885
2010-02-03,4.5519208908081055
2010-02-04,4.554590702056885
2010-02-05,4.565277099609375
2010-02-08,4.54123592376709
2010-02-09,4.6080169677734375
2010-02-10,4.656101226806641
2010-02-11,4.776310443878174
2010-02-12,4.803024768829346
2010-02-16,4.781652450561523
2010-02-17,4.717541694641113
2010-02-18,4.738911151885986
2010-02-19,4.789667129516602
2010-02-22,4.805694580078125
2010-02-23,4.800353050231934
2010-02-24,4.864462852478027
2010-02-25,4.8324079513549805
2010-02-26,4.816380023956299
2010-03-01,4.939260005950928
2010-03-02,5.144952297210693
2010-03-03,5.126253128051758
2010-03-04,5.131596088409424
2010-03-05,5.158308982849121
2010-03-08,5.0274152755737305
2010-03-09,5.022070407867432
2010-03-10,5.0541276931762695
2010-03-11,5.075497150421143
2010-03-12,4.998028755187988
2010-03-15,4.992686748504639
2010-03-16,4.990015983581543
2010-03-17,5.088854789733887
2010-03-18,5.142280578613281
2010-03-19,5.246461868286133
2010-03-22,5.2090630531311035
2010-03-23,5.3346147537231445
2010-03-24,5.3079023361206055
2010-03-25,5.211735248565674
2010-03-26,5.000699996948242
2010-03-29,4.9232330322265625
2010-03-30,5.008715629577637
2010-03-31,5.022070407867432
2010-04-01,4.9659743309021
2010-04-05,5.136938095092773
2010-04-06,5.30523157119751
2010-04-07,5.115567207336426
2010-04-08,5.0434417724609375
2010-04-09,4.957959175109863
2010-04-12,4.9125471115112305
2010-04-13,4.995358467102051
2010-04-14,5.075497150421143
2010-04-15,5.131596088409424
2010-04-16,5.195707321166992
2010-04-19,4.960630416870117
2010-04-20,4.968645095825195
2010-04-21,4.805694580078125
2010-04-22,4.86179256439209
2010-04-23,4.808366298675537
2010-04-26,4.773638725280762
2010-04-27,4.770967960357666
2010-04-28,4.789667129516602
2010-04-29,4.808366298675537
2010-04-30,4.744255065917969
2010-05-03,4.805694580078125
2010-05-04,4.570620059967041
2010-05-05,4.554590702056885
2010-05-06,4.634731769561768
2010-05-07,4.527878761291504
2010-05-10,4.778981685638428
2010-05-11,4.960630416870117
2010-05-12,5.142280578613281
2010-05-13,5.163650989532471
2010-05-14,5.160980701446533
2010-05-17,5.177007675170898
2010-05-18,5.0941972732543945
2010-05-19,5.09686803817749
2010-05-20,4.744255065917969
2010-05-21,4.693500995635986
2010-05-24,4.621373653411865
2010-05-25,4.591989994049072
2010-05-26,4.509178638458252
2010-05-27,4.714869976043701
2010-05-28,4.522536277770996
2010-06-01,4.418354511260986
2010-06-02,4.522536277770996
2010-06-03,4.581305027008057
2010-06-04,4.308830738067627
2010-06-07,4.255404472351074
2010-06-08,4.23403263092041
2010-06-09,4.188621520996094
2010-06-10,4.335544109344482
2010-06-11,4.364928245544434
2010-06-14,4.330201625823975
2010-06-15,4.4878082275390625
2010-06-16,4.501165390014648
2010-06-17,4.503836154937744
2010-06-18,4.455752372741699
2010-06-21,4.407668590545654
2010-06-22,4.364928245544434
2010-06-23,4.469109535217285
2010-06-24,4.51719331741333
2010-06-25,4.805694580078125
2010-06-28,4.853778839111328
2010-06-29,4.730897903442383
2010-06-30,4.738911151885986
2010-07-01,4.7843241691589355
2010-07-02,4.640074253082275
2010-07-06,4.575962543487549
2010-07-07,4.744255065917969
2010-07-08,4.776310443878174
2010-07-09,4.816380023956299
2010-07-12,4.591989994049072
2010-07-13,4.891177177429199
2010-07-14,4.827065944671631
2010-07-15,4.642745494842529
2010-07-16,4.44239616394043
2010-07-19,4.469109535217285
2010-07-20,4.549249172210693
2010-07-21,4.429039478302002
2010-07-22,4.677471160888672
2010-07-23,4.899191379547119
2010-07-26,5.187692642211914
2010-07-27,5.227762222290039
2010-07-28,5.217077732086182
2010-07-29,5.243790626525879
2010-07-30,5.2037200927734375
2010-08-02,5.166322231292725
2010-08-03,5.078168869018555
2010-08-04,5.152965545654297
2010-08-05,5.163650989532471
2010-08-06,4.805694580078125
2010-08-09,4.9125471115112305
2010-08-10,4.867135047912598
2010-08-11,4.562604904174805
2010-08-12,4.54123592376709
2010-08-13,4.36225700378418
2010-08-16,4.434382915496826
2010-08-17,4.589319229125977
2010-08-18,4.629388332366943
2010-08-19,4.359586238861084
2010-08-20,4.495822429656982
2010-08-23,4.314173221588135
2010-08-24,4.378284931182861
2010-08-25,4.626716613769531
2010-08-26,4.645415782928467
2010-08-27,4.754939556121826
2010-08-30,4.4878082275390625
2010-08-31,4.511849880218506
2010-09-01,4.781652450561523
2010-09-02,4.813708782196045
2010-09-03,4.933917999267578
2010-09-07,4.803024768829346
2010-09-08,4.840423107147217
2010-09-09,4.829737186431885
2010-09-10,4.795010566711426
2010-09-13,4.845765113830566
2010-09-14,4.803024768829346
2010-09-15,4.885833740234375
2010-09-16,4.677471160888672
2010-09-17,4.843093395233154
2010-09-20,5.000699996948242
2010-09-21,4.899191379547119
2010-09-22,4.765625476837158
2010-09-23,4.554590702056885
2010-09-24,4.79768180847168
2010-09-27,4.725555419921875
2010-09-28,4.86179256439209
2010-09-29,4.859121322631836
2010-09-30,4.853778839111328
2010-10-01,4.939260005950928
2010-10-04,4.835079193115234
2010-10-05,4.944604396820068
2010-10-06,4.955288887023926
2010-10-07,4.933917999267578
2010-10-08,5.046113967895508
2010-10-11,5.011386871337891
2010-10-12,4.84843635559082
2010-10-13,5.062142372131348
2010-10-14,5.088854789733887
2010-10-15,5.136938095092773
2010-10-18,5.211735248565674
2010-10-19,5.000699996948242
2010-10-20,5.11289644241333
2010-10-21,4.984673023223877
2010-10-22,5.040771007537842
2010-10-25,5.0541276931762695
