Date,TNET
2014-03-27,18.77845573425293
2014-03-28,20.951250076293945
2014-03-31,20.951250076293945
2014-04-01,20.941417694091797
2014-04-02,20.656299591064453
2014-04-03,20.656299591064453
2014-04-04,20.056570053100586
2014-04-07,19.407676696777344
2014-04-08,18.945594787597656
2014-04-09,20.410507202148438
2014-04-10,20.253202438354492
2014-04-11,19.977914810180664
2014-04-14,20.125391006469727
2014-04-15,20.125391006469727
2014-04-16,21.0299015045166
2014-04-17,21.6296329498291
2014-04-21,22.78976821899414
2014-04-22,22.180204391479492
2014-04-23,21.049564361572266
2014-04-24,21.108558654785156
2014-04-25,21.0299015045166
2014-04-28,21.35434913635254
2014-04-29,21.167545318603516
2014-04-30,21.08889389038086
2014-05-01,20.9020938873291
2014-05-02,21.334684371948242
2014-05-05,21.50182342529297
2014-05-06,22.484987258911133
2014-05-07,22.504648208618164
2014-05-08,21.777109146118164
2014-05-09,22.219533920288086
2014-05-12,22.003236770629883
2014-05-13,22.612796783447266
2014-05-14,23.07488250732422
2014-05-15,23.536977767944336
2014-05-16,23.527143478393555
2014-05-19,23.3206787109375
2014-05-20,23.242023468017578
2014-05-21,23.173202514648438
2014-05-22,23.536977767944336
2014-05-23,23.704111099243164
2014-05-27,24.7757625579834
2014-05-28,24.33333969116211
2014-05-29,24.64794921875
2014-05-30,24.677444458007812
2014-06-02,25.562294006347656
2014-06-03,25.345998764038086
2014-06-04,25.92606544494629
2014-06-05,26.545459747314453
2014-06-06,26.545459747314453
2014-06-09,26.25050926208496
2014-06-10,26.51596450805664
2014-06-11,26.791250228881836
2014-06-12,26.82074737548828
2014-06-13,26.92889404296875
2014-06-16,25.532798767089844
2014-06-17,25.080541610717773
2014-06-18,25.50330352783203
2014-06-19,25.336166381835938
2014-06-20,24.520137786865234
2014-06-23,23.822092056274414
2014-06-24,23.251855850219727
2014-06-25,23.46815299987793
2014-06-26,23.61562728881836
2014-06-27,23.242023468017578
2014-06-30,23.664785385131836
2014-07-01,23.46815299987793
2014-07-02,23.49764633178711
2014-07-03,24.254684448242188
2014-07-07,23.54680824279785
2014-07-08,23.45831871032715
2014-07-09,23.4288272857666
2014-07-10,23.114213943481445
2014-07-11,22.848758697509766
2014-07-14,23.124046325683594
2014-07-15,23.025726318359375
2014-07-16,22.85858917236328
2014-07-17,22.386669158935547
2014-07-18,22.16054344177246
2014-07-21,21.954076766967773
2014-07-22,21.875425338745117
2014-07-23,22.190038681030273
2014-07-24,21.98357391357422
2014-07-25,21.767274856567383
2014-07-28,22.170373916625977
2014-07-29,22.79960060119629
2014-07-30,22.79960060119629
2014-07-31,23.00606346130371
2014-08-01,23.930240631103516
2014-08-04,24.30384063720703
2014-08-05,26.62411117553711
2014-08-06,26.73225975036621
2014-08-07,27.007543563842773
2014-08-08,27.125524520874023
2014-08-11,27.794078826904297
2014-08-12,28.649431228637695
2014-08-13,28.23650550842285
2014-08-14,28.374147415161133
2014-08-15,28.0103759765625
2014-08-18,28.197175979614258
2014-08-19,28.344650268554688
2014-08-20,28.10869026184082
2014-08-21,26.78141975402832
2014-08-22,26.62411117553711
2014-08-25,27.03704261779785
2014-08-26,26.722429275512695
2014-08-27,26.860071182250977
2014-08-28,26.55529022216797
2014-08-29,26.358657836914062
2014-09-02,27.50895881652832
2014-09-03,27.54828643798828
2014-09-04,27.18451690673828
2014-09-05,26.801082611083984
2014-09-08,27.39098358154297
2014-09-09,26.162025451660156
2014-09-10,25.670440673828125
2014-09-11,25.277175903320312
2014-09-12,26.99771499633789
2014-09-15,26.869903564453125
2014-09-16,26.56512451171875
2014-09-17,26.722429275512695
2014-09-18,26.83057975769043
2014-09-19,26.722429275512695
2014-09-22,26.348825454711914
2014-09-23,25.51313591003418
2014-09-24,25.51313591003418
2014-09-25,25.493473052978516
2014-09-26,25.18869400024414
2014-09-29,25.07071304321289
2014-09-30,25.31650161743164
2014-10-01,24.480810165405273
2014-10-02,24.628286361694336
2014-10-03,25.404987335205078
2014-10-06,25.18869400024414
2014-10-07,25.198522567749023
2014-10-08,26.338993072509766
2014-10-09,25.562294006347656
2014-10-10,25.296836853027344
2014-10-13,25.680274963378906
2014-10-14,26.270172119140625
2014-10-15,26.358657836914062
2014-10-16,26.447141647338867
2014-10-17,26.024381637573242
2014-10-20,26.535625457763672
2014-10-21,26.358657836914062
2014-10-22,26.4668025970459
2014-10-23,27.705595016479492
2014-10-24,27.774415969848633
2014-10-27,28.207008361816406
2014-10-28,28.472463607788086
2014-10-29,27.941553115844727
2014-10-30,28.737916946411133
2014-10-31,29.41629981994629
2014-11-03,29.17051124572754
2014-11-04,29.180341720581055
2014-11-05,29.003374099731445
2014-11-06,28.767412185668945
2014-11-07,29.249164581298828
2014-11-10,30.369970321655273
2014-11-11,30.46828842163086
2014-11-12,30.782899856567383
2014-11-13,31.372798919677734
2014-11-14,30.743572235107422
2014-11-17,30.851722717285156
2014-11-18,30.360139846801758
2014-11-19,30.733741760253906
2014-11-20,30.360139846801758
2014-11-21,30.635425567626953
2014-11-24,31.70707893371582
2014-11-25,31.303979873657227
2014-11-26,30.871387481689453
2014-11-28,31.12700843811035
2014-12-01,29.121353149414062
2014-12-02,29.15084457397461
2014-12-03,28.787078857421875
2014-12-04,28.934547424316406
2014-12-05,29.74074363708496
2014-12-08,30.124177932739258
2014-12-09,30.19300079345703
2014-12-10,29.396636962890625
2014-12-11,29.74074363708496
2014-12-12,29.553943634033203
2014-12-15,30.25199317932129
2014-12-16,29.49495506286621
2014-12-17,30.232328414916992
2014-12-18,31.362964630126953
2014-12-19,30.979534149169922
2014-12-22,31.12700843811035
2014-12-23,30.930374145507812
2014-12-24,31.077850341796875
2014-12-26,31.166336059570312
2014-12-29,32.041343688964844
2014-12-30,31.068017959594727
2014-12-31,30.753406524658203
2015-01-02,30.0651912689209
2015-01-05,29.53428077697754
2015-01-06,29.98653793334961
2015-01-07,31.461286544799805
2015-01-08,32.709903717041016
2015-01-09,31.933204650878906
2015-01-12,32.34613800048828
2015-01-13,32.41495895385742
2015-01-14,33.03435134887695
2015-01-15,32.985191345214844
2015-01-16,32.79838943481445
2015-01-20,32.827884674072266
2015-01-21,32.02168655395508
2015-01-22,32.58209228515625
2015-01-23,32.73939895629883
2015-01-26,33.78155517578125
2015-01-27,33.58491897583008
2015-01-28,32.926204681396484
2015-01-29,32.91637420654297
2015-01-30,32.61159133911133
2015-02-02,32.60176086425781
2015-02-03,33.191650390625
2015-02-04,34.1158332824707
2015-02-05,34.617244720458984
2015-02-06,34.14532470703125
2015-02-09,33.94868850708008
2015-02-10,34.4107780456543
2015-02-11,34.54842758178711
2015-02-12,35.12849044799805
2015-02-13,35.875701904296875
2015-02-17,35.92485427856445
2015-02-18,35.590576171875
2015-02-19,35.8265380859375
2015-02-20,35.944522857666016
2015-02-23,35.954349517822266
2015-02-24,35.590576171875
2015-02-25,35.72822189331055
2015-02-26,36.0428352355957
2015-02-27,35.72822189331055
2015-03-02,36.16081619262695
2015-03-03,37.2422981262207
2015-03-04,33.358795166015625
2015-03-05,32.945865631103516
2015-03-06,32.50344467163086
2015-03-09,32.73939895629883
2015-03-10,32.336299896240234
2015-03-11,32.690242767333984
2015-03-12,34.607418060302734
2015-03-13,33.722564697265625
2015-03-16,34.42060852050781
2015-03-17,34.70573043823242
2015-03-18,35.157981872558594
2015-03-19,35.36445617675781
2015-03-20,35.63973617553711
2015-03-23,34.784385681152344
2015-03-24,35.226810455322266
2015-03-25,34.066673278808594
2015-03-26,33.8798713684082
2015-03-27,34.65657424926758
2015-03-30,34.44027328491211
2015-03-31,34.636905670166016
2015-04-01,34.538597106933594
2015-04-02,35.20714569091797
2015-04-06,35.19731140136719
2015-04-07,35.14815139770508
2015-04-08,36.229637145996094
2015-04-09,35.91502380371094
2015-04-10,36.6425666809082
2015-04-13,36.6425666809082
2015-04-14,36.583580017089844
2015-04-15,36.308292388916016
2015-04-16,34.931861877441406
2015-04-17,34.91218948364258
2015-04-20,36.0821647644043
2015-04-21,35.38411331176758
2015-04-22,34.85320281982422
2015-04-23,34.745052337646484
2015-04-24,34.607418060302734
2015-04-27,34.568092346191406
2015-04-28,34.83354187011719
2015-04-29,34.450103759765625
2015-04-30,34.430442810058594
2015-05-01,35.403778076171875
2015-05-04,35.836368560791016
2015-05-05,33.850379943847656
2015-05-06,28.275829315185547
2015-05-07,28.49212646484375
2015-05-08,28.38397979736328
2015-05-11,29.072193145751953
2015-05-12,28.57077980041504
2015-05-13,28.924718856811523
2015-05-14,29.219669342041016
2015-05-15,29.20000457763672
2015-05-18,29.386804580688477
2015-05-19,29.49495506286621
2015-05-20,29.032869338989258
2015-05-21,29.229501724243164
2015-05-22,28.94438362121582
2015-05-26,28.68876075744629
2015-05-27,28.737916946411133
2015-05-28,28.94438362121582
2015-05-29,29.42613410949707
2015-06-01,29.239334106445312
2015-06-02,28.787078857421875
2015-06-03,28.855897903442383
2015-06-04,28.324987411499023
2015-06-05,28.29549217224121
2015-06-08,28.226669311523438
2015-06-09,28.06936264038086
2015-06-10,28.23650550842285
2015-06-11,28.216842651367188
2015-06-12,28.030038833618164
2015-06-15,27.78424835205078
2015-06-16,27.695762634277344
2015-06-17,27.273000717163086
2015-06-18,27.155025482177734
2015-06-19,26.66343879699707
2015-06-22,26.289836883544922
2015-06-23,25.9752254486084
2015-06-24,25.74909782409668
2015-06-25,25.306671142578125
2015-06-26,24.982227325439453
2015-06-29,24.805255889892578
2015-06-30,24.923236846923828
2015-07-01,25.18869400024414
2015-07-02,25.345998764038086
2015-07-06,25.18869400024414
2015-07-07,25.031383514404297
2015-07-08,24.785593032836914
2015-07-09,24.805255889892578
2015-07-10,24.982227325439453
2015-07-13,25.011722564697266
2015-07-14,25.32633399963379
2015-07-15,24.96256446838379
2015-07-16,25.208356857299805
2015-07-17,25.306671142578125
2015-07-20,24.815086364746094
2015-07-21,24.756099700927734
2015-07-22,24.805255889892578
2015-07-23,24.51030731201172
2015-07-24,24.923236846923828
2015-07-27,24.618459701538086
2015-07-28,25.178861618041992
2015-07-29,25.611452102661133
2015-07-30,25.808086395263672
2015-07-31,26.427478790283203
2015-08-03,26.240678787231445
2015-08-04,16.055086135864258
2015-08-05,17.29387664794922
2015-08-06,17.107074737548828
2015-08-07,18.208219528198242
2015-08-10,18.227882385253906
2015-08-11,18.5031681060791
2015-08-12,18.434345245361328
2015-08-13,18.57198715209961
2015-08-14,18.827611923217773
2015-08-17,18.532663345336914
2015-08-18,18.119733810424805
2015-08-19,18.129566192626953
2015-08-20,17.667476654052734
2015-08-21,17.411853790283203
2015-08-24,16.458187103271484
2015-08-25,16.418859481811523
2015-08-26,16.53683853149414
2015-08-27,16.772796630859375
2015-08-28,16.664649963378906
2015-08-31,16.556501388549805
2015-09-01,16.359865188598633
2015-09-02,16.428686141967773
2015-09-03,16.566333770751953
2015-09-04,16.379528045654297
2015-09-08,16.713808059692383
2015-09-09,16.60565757751465
2015-09-10,16.694143295288086
