Date,RDN
2010-01-04,6.431488990783691
2010-01-05,6.752651691436768
2010-01-06,6.810296058654785
2010-01-07,7.222043514251709
2010-01-08,7.337334632873535
2010-01-11,7.518502712249756
2010-01-12,6.793827533721924
2010-01-13,7.0408782958984375
2010-01-14,6.8844099044799805
2010-01-15,6.472662925720215
2010-01-19,6.439724445343018
2010-01-20,6.332671165466309
2010-01-21,5.970334053039551
2010-01-22,5.509175777435303
2010-01-25,5.517410755157471
2010-01-26,5.756223201751709
2010-01-27,5.624464988708496
2010-01-28,5.542115688323975
2010-01-29,5.29506778717041
2010-02-01,5.53387975692749
2010-02-02,5.929157257080078
2010-02-03,5.887982368469238
2010-02-04,5.2456583976745605
2010-02-05,5.278598308563232
2010-02-08,5.278598308563232
2010-02-09,5.517410755157471
2010-02-10,5.747988224029541
2010-02-11,5.896215438842773
2010-02-12,6.456197261810303
2010-02-16,6.629124641418457
2010-02-17,6.522074222564697
2010-02-18,6.895262241363525
2010-02-19,6.730495929718018
2010-02-22,7.0682549476623535
2010-02-23,7.727301120758057
2010-02-24,7.447207927703857
2010-02-25,8.378107070922852
2010-02-26,8.089778900146484
2010-03-01,8.196871757507324
2010-03-02,8.526395797729492
2010-03-03,8.468729019165039
2010-03-04,8.378107070922852
2010-03-05,8.674678802490234
2010-03-08,8.814726829528809
2010-03-09,9.152485847473145
2010-03-10,9.539677619934082
2010-03-11,9.597341537475586
2010-03-12,9.523200988769531
2010-03-15,9.276053428649902
2010-03-16,9.44081974029541
2010-03-17,9.655010223388672
2010-03-18,9.646771430969238
2010-03-19,9.317251205444336
2010-03-22,9.547913551330566
2010-03-23,9.795058250427246
2010-03-24,11.961663246154785
2010-03-25,10.783622741699219
2010-03-26,11.50033187866211
2010-03-29,11.788666725158691
2010-03-30,12.035805702209473
2010-03-31,12.884329795837402
2010-04-01,13.493943214416504
2010-04-05,14.202420234680176
2010-04-06,13.872896194458008
2010-04-07,13.312708854675293
2010-04-08,13.568084716796875
2010-04-09,13.724609375
2010-04-12,13.765802383422852
2010-04-13,13.411566734313965
2010-04-14,14.770849227905273
2010-04-15,14.943845748901367
2010-04-16,14.737890243530273
2010-04-19,14.507222175598145
2010-04-20,13.922321319580078
2010-04-21,14.490750312805176
2010-04-22,14.54841423034668
2010-04-23,15.100358963012695
2010-04-26,14.531941413879395
2010-04-27,13.024375915527344
2010-04-28,12.126426696777344
2010-04-29,12.67013931274414
2010-04-30,11.689809799194336
2010-05-03,12.052285194396973
2010-05-04,10.569435119628906
2010-05-05,9.317251205444336
2010-05-06,8.098014831542969
2010-05-07,7.743778705596924
2010-05-10,8.452253341674805
2010-05-11,8.098014831542969
2010-05-12,8.584057807922363
2010-05-13,8.485204696655273
2010-05-14,8.089778900146484
2010-05-17,8.130964279174805
2010-05-18,7.743778705596924
2010-05-19,7.966203689575195
2010-05-20,7.029247760772705
2010-05-21,7.301188945770264
2010-05-24,6.823230266571045
2010-05-25,7.16934061050415
2010-05-26,7.408316135406494
2010-05-27,8.257100105285645
2010-05-28,8.471357345581055
2010-06-01,7.729701042175293
2010-06-02,7.952198028564453
2010-06-03,8.421911239624023
2010-06-04,7.564887046813965
2010-06-07,6.839712142944336
2010-06-08,6.773787975311279
2010-06-09,6.707862854003906
2010-06-10,7.4000725746154785
2010-06-11,7.350631237030029
2010-06-14,7.606090545654297
2010-06-15,8.430152893066406
2010-06-16,8.092287063598633
2010-06-17,7.779142379760742
2010-06-18,7.770903587341309
2010-06-21,7.433037281036377
2010-06-22,7.0622100830078125
2010-06-23,6.757307529449463
2010-06-24,7.103414058685303
2010-06-25,7.292948246002197
2010-06-28,6.86443567276001
2010-06-29,6.1310200691223145
2010-06-30,5.966207981109619
2010-07-01,5.760193347930908
2010-07-02,5.636584281921387
2010-07-06,5.6036200523376465
2010-07-07,6.2463884353637695
2010-07-08,6.534809589385986
2010-07-09,6.757307529449463
2010-07-12,6.650177478790283
2010-07-13,7.161096572875977
2010-07-14,7.078691482543945
2010-07-15,6.996284008026123
2010-07-16,6.147501468658447
2010-07-19,6.26287317276001
2010-07-20,6.889158248901367
2010-07-21,6.765547752380371
2010-07-22,7.317671298980713
2010-07-23,7.490720272064209
2010-07-26,7.729701042175293
2010-07-27,7.581367015838623
2010-07-28,7.309428691864014
2010-07-29,7.22702169418335
2010-07-30,7.086932182312012
2010-08-02,7.441278457641602
2010-08-03,5.982688903808594
2010-08-04,5.809635162353516
2010-08-05,6.1310200691223145
2010-08-06,6.1145405769348145
2010-08-09,6.056853771209717
2010-08-10,5.916764259338379
2010-08-11,5.611860275268555
2010-08-12,5.438807964324951
2010-08-13,5.348161220550537
2010-08-16,5.46353006362915
2010-08-17,5.793153762817383
2010-08-18,5.81787633895874
2010-08-19,5.490584373474121
2010-08-20,5.680200099945068
2010-08-23,5.44111967086792
2010-08-24,5.21028470993042
2010-08-25,5.202040672302246
2010-08-26,5.119599342346191
2010-08-27,5.474094390869141
2010-08-30,5.160819053649902
2010-08-31,5.218530654907227
2010-09-01,5.6554670333862305
2010-09-02,5.869813442230225
2010-09-03,6.1913347244262695
2010-09-07,5.894546985626221
2010-09-08,6.224311351776123
2010-09-09,6.232555866241455
2010-09-10,6.265533447265625
2010-09-13,6.5128560066223145
2010-09-14,6.306751728057861
2010-09-15,6.282020568847656
2010-09-16,6.158359050750732
2010-09-17,6.1171393394470215
2010-09-20,6.364461421966553
2010-09-21,6.282020568847656
2010-09-22,6.042940139770508
2010-09-23,5.927521228790283
2010-09-24,6.224311351776123
2010-09-27,6.158359050750732
2010-09-28,6.488124847412109
2010-09-29,6.570564270019531
2010-09-30,6.446902751922607
2010-10-01,6.438658237457275
2010-10-04,6.232555866241455
2010-10-05,6.5128560066223145
2010-10-06,6.727202415466309
2010-10-07,6.751934051513672
2010-10-08,7.345515727996826
2010-10-11,6.908575534820557
2010-10-12,6.941548824310303
2010-10-13,6.875600814819336
2010-10-14,7.345515727996826
2010-10-15,7.230095386505127
2010-10-18,7.32078218460083
2010-10-19,7.601078987121582
2010-10-20,7.518638610839844
2010-10-21,7.39497709274292
2010-10-22,7.370242118835449
2010-10-25,7.147653579711914
2010-10-26,7.172388076782227
2010-10-27,6.999258995056152
2010-10-28,6.306751728057861
2010-10-29,6.257288455963135
2010-11-01,6.141870975494385
2010-11-02,7.056968688964844
2010-11-03,7.0981879234313965
2010-11-04,7.559859752655029
2010-11-05,8.202901840209961
2010-11-08,7.27131462097168
2010-11-09,6.8178887367248535
2010-11-10,6.9745259284973145
2010-11-11,6.710712909698486
2010-11-12,6.339730739593506
2010-11-15,6.331485271453857
2010-11-16,6.216068744659424
2010-11-17,6.051184177398682
2010-11-18,6.243350982666016
2010-11-19,6.202114105224609
2010-11-22,6.037163734436035
2010-11-23,5.872213840484619
2010-11-24,6.0206708908081055
2010-11-26,5.8804612159729
2010-11-29,5.995926380157471
2010-11-30,5.847472667694092
2010-12-01,6.053659439086914
2010-12-02,6.292838096618652
2010-12-03,6.193867206573486
2010-12-06,6.111392021179199
2010-12-07,6.10314416885376
2010-12-08,6.540261268615723
2010-12-09,6.457785606384277
2010-12-10,6.565004348754883
2010-12-13,6.606243133544922
2010-12-14,6.499025344848633
2010-12-15,6.441291332244873
2010-12-16,6.424797058105469
2010-12-17,6.416550159454346
2010-12-20,6.383559703826904
2010-12-21,6.647479057312012
2010-12-22,6.705211639404297
2010-12-23,6.630985260009766
2010-12-27,6.688716411590576
2010-12-28,6.614487171173096
2010-12-29,6.754693984985352
2010-12-30,6.746448516845703
2010-12-31,6.655725002288818
2011-01-03,7.117588043212891
2011-01-04,7.158821105957031
2011-01-05,7.447484970092773
2011-01-06,7.340267181396484
2011-01-07,7.398000240325928
2011-01-10,7.315526008605957
2011-01-11,7.711406707763672
2011-01-12,7.744394302368164
2011-01-13,7.744394302368164
2011-01-14,7.901098251342773
2011-01-18,7.950582027435303
2011-01-19,6.754693984985352
2011-01-20,6.507272720336914
2011-01-21,6.482529640197754
2011-01-24,6.350569248199463
2011-01-25,6.169125080108643
2011-01-26,6.10314416885376
2011-01-27,6.144381523132324
2011-01-28,5.797985553741455
2011-01-31,5.921699523925781
2011-02-01,6.1856184005737305
2011-02-02,6.061905384063721
2011-02-03,5.863966464996338
2011-02-04,5.624790191650391
2011-02-07,5.608295440673828
2011-02-08,5.938194751739502
2011-02-09,5.756749629974365
2011-02-10,5.839223384857178
2011-02-11,6.622737884521484
2011-02-14,6.408302307128906
2011-02-15,6.342321872711182
2011-02-16,6.270542621612549
2011-02-17,6.188032627105713
2011-02-18,6.089026927947998
2011-02-22,5.783749580383301
2011-02-23,5.651736259460449
2011-02-24,5.8167524337768555
2011-02-25,5.808498859405518
2011-02-28,5.825000762939453
2011-03-01,5.527976036071777
2011-03-02,5.800248622894287
2011-03-03,5.998266696929932
2011-03-04,5.907508373260498
2011-03-07,5.8167524337768555
