Date,REGN
2010-01-04,24.52486228942871
2010-01-05,24.99285888671875
2010-01-06,24.614477157592773
2010-01-07,24.465118408203125
2010-01-08,24.265974044799805
2010-01-11,24.733966827392578
2010-01-12,24.405376434326172
2010-01-13,24.54477882385254
2010-01-14,24.51490592956543
2010-01-15,23.77806282043457
2010-01-19,25.869098663330078
2010-01-20,25.46084976196289
2010-01-21,26.02841567993164
2010-01-22,25.859142303466797
2010-01-25,26.038373947143555
2010-01-26,26.16781997680664
2010-01-27,26.91461944580078
2010-01-28,26.2773494720459
2010-01-29,26.54619789123535
2010-02-01,26.39683723449707
2010-02-02,27.880477905273438
2010-02-03,28.5277042388916
2010-02-04,25.52059555053711
2010-02-05,25.62016487121582
2010-02-08,25.659997940063477
2010-02-09,26.147903442382812
2010-02-10,26.45658302307129
2010-02-11,27.641502380371094
2010-02-12,29.145055770874023
2010-02-16,28.61731719970703
2010-02-17,30.329975128173828
2010-02-18,26.54619789123535
2010-02-19,26.177778244018555
2010-02-22,25.421022415161133
2010-02-23,24.54477882385254
2010-02-24,24.743925094604492
2010-02-25,24.236099243164062
2010-02-26,24.355587005615234
2010-03-01,25.26170539855957
2010-03-02,25.102386474609375
2010-03-03,24.873367309570312
2010-03-04,24.7040958404541
2010-03-05,25.401105880737305
2010-03-08,25.361276626586914
2010-03-09,25.540508270263672
2010-03-10,25.66995620727539
2010-03-11,25.391149520874023
2010-03-12,24.58460807800293
2010-03-15,24.674224853515625
2010-03-16,24.654306411743164
2010-03-17,24.47507667541504
2010-03-18,24.58460807800293
2010-03-19,23.668533325195312
2010-03-22,24.25601577758789
2010-03-23,25.61020851135254
2010-03-24,25.291574478149414
2010-03-25,26.446622848510742
2010-03-26,26.11803436279297
2010-03-29,26.68560028076172
2010-03-30,26.825000762939453
2010-03-31,26.376922607421875
2010-04-01,26.46653938293457
2010-04-05,26.785171508789062
2010-04-06,26.526281356811523
2010-04-07,26.19769287109375
2010-04-08,25.918888092041016
2010-04-09,25.66995620727539
2010-04-12,25.45089340209961
2010-04-13,25.281618118286133
2010-04-14,26.2773494720459
2010-04-15,26.09811782836914
2010-04-16,26.28730583190918
2010-04-19,25.421022415161133
2010-04-20,25.04264259338379
2010-04-21,24.32571792602539
2010-04-22,24.455162048339844
2010-04-23,24.664264678955078
2010-04-26,24.733966827392578
2010-04-27,24.32571792602539
2010-04-28,24.51490592956543
2010-04-29,26.884746551513672
2010-04-30,25.421022415161133
2010-05-03,27.36269760131836
2010-05-04,27.721160888671875
2010-05-05,26.745344161987305
2010-05-06,25.311491012573242
2010-05-07,23.479345321655273
2010-05-10,24.54477882385254
2010-05-11,25.41106605529785
2010-05-12,27.6215877532959
2010-05-13,28.288728713989258
2010-05-14,27.2531681060791
2010-05-17,28.388301849365234
2010-05-18,27.900392532348633
2010-05-19,27.89043617248535
2010-05-20,27.083892822265625
2010-05-21,27.02414894104004
2010-05-24,27.273080825805664
2010-05-25,26.645771026611328
2010-05-26,27.273080825805664
2010-05-27,27.780902862548828
2010-05-28,28.448043823242188
2010-06-01,27.54193115234375
2010-06-02,30.150745391845703
2010-06-03,30.05117416381836
2010-06-04,28.06966781616211
2010-06-07,26.91461944580078
2010-06-08,26.38688087463379
2010-06-09,24.93311309814453
2010-06-10,26.02841567993164
2010-06-11,26.307222366333008
2010-06-14,26.49641227722168
2010-06-15,27.3228702545166
2010-06-16,26.96440315246582
2010-06-17,26.43666648864746
2010-06-18,25.998544692993164
2010-06-21,25.5604248046875
2010-06-22,25.00281524658203
2010-06-23,25.291574478149414
2010-06-24,24.36554527282715
2010-06-25,24.425291061401367
2010-06-28,24.166399002075195
2010-06-29,22.88190460205078
2010-06-30,22.2247257232666
2010-07-01,20.701255798339844
2010-07-02,21.51775550842285
2010-07-06,21.268823623657227
2010-07-07,21.58745765686035
2010-07-08,22.20480728149414
2010-07-09,23.120882034301758
2010-07-12,22.334253311157227
2010-07-13,22.991436004638672
2010-07-14,22.961563110351562
2010-07-15,23.230411529541016
2010-07-16,22.38404083251953
2010-07-19,22.264554977416992
2010-07-20,22.493572235107422
2010-07-21,22.234682083129883
2010-07-22,22.762420654296875
2010-07-23,23.90751075744629
2010-07-26,25.092432022094727
2010-07-27,24.504947662353516
2010-07-28,24.076784133911133
2010-07-29,23.70836067199707
2010-07-30,24.086740493774414
2010-08-02,24.89328384399414
2010-08-03,24.89328384399414
2010-08-04,25.371234893798828
2010-08-05,24.99285888671875
2010-08-06,24.743925094604492
2010-08-09,24.604520797729492
2010-08-10,24.405376434326172
2010-08-11,23.61874771118164
2010-08-12,23.718320846557617
2010-08-13,23.459430694580078
2010-08-16,23.559001922607422
2010-08-17,24.425291061401367
2010-08-18,23.867679595947266
2010-08-19,22.8719482421875
2010-08-20,22.832120895385742
2010-08-23,22.31433868408203
2010-08-24,22.025577545166016
2010-08-25,22.37408447265625
2010-08-26,21.74677276611328
2010-08-27,22.682762145996094
2010-08-30,21.81647491455078
2010-08-31,21.88617515563965
2010-09-01,22.38404083251953
2010-09-02,24.017040252685547
2010-09-03,24.47507667541504
2010-09-07,24.285888671875
2010-09-08,24.315759658813477
2010-09-09,24.494991302490234
2010-09-10,25.04264259338379
2010-09-13,25.53055191040039
2010-09-14,25.550464630126953
2010-09-15,25.57038116455078
2010-09-16,25.889013290405273
2010-09-17,26.38688087463379
2010-09-20,26.088163375854492
2010-09-21,26.078203201293945
2010-09-22,25.66995620727539
2010-09-23,25.68986701965332
2010-09-24,26.625856399536133
2010-09-27,26.16781997680664
2010-09-28,26.54619789123535
2010-09-29,26.43666648864746
2010-09-30,27.283039093017578
2010-10-01,26.586029052734375
2010-10-04,28.14932632446289
2010-10-05,28.32855796813965
2010-10-06,29.05544090270996
2010-10-07,27.860563278198242
2010-10-08,28.059707641601562
2010-10-11,27.820735931396484
2010-10-12,27.840648651123047
2010-10-13,28.019878387451172
2010-10-14,28.129409790039062
2010-10-15,27.920307159423828
2010-10-18,28.129409790039062
2010-10-19,27.283039093017578
2010-10-20,26.894702911376953
2010-10-21,27.03410530090332
2010-10-22,27.2531681060791
2010-10-25,27.561843872070312
2010-10-26,26.785171508789062
2010-10-27,26.9046630859375
2010-10-28,26.84491539001465
2010-10-29,25.998544692993164
2010-11-01,25.889013290405273
2010-11-02,26.49641227722168
2010-11-03,26.406795501708984
2010-11-04,26.735387802124023
2010-11-05,26.4167537689209
2010-11-08,25.988588333129883
