Date,NATL
2024-08-21,27.360000610351562
2024-08-22,27.149999618530273
2024-08-23,28.079999923706055
2024-08-26,27.8799991607666
2024-08-27,27.8700008392334
2024-08-28,28.510000228881836
2024-08-29,28.969999313354492
2024-08-30,28.610000610351562
2024-09-03,28.329999923706055
2024-09-04,28.31999969482422
2024-09-05,28.5
2024-09-06,27.8700008392334
2024-09-09,27.43000030517578
2024-09-10,26.670000076293945
2024-09-11,26.889999389648438
2024-09-12,26.850000381469727
2024-09-13,27.860000610351562
2024-09-16,27.709999084472656
2024-09-17,28.670000076293945
2024-09-18,28.469999313354492
2024-09-19,28.799999237060547
2024-09-20,28.65999984741211
2024-09-23,28.270000457763672
2024-09-24,28.670000076293945
2024-09-25,28.309999465942383
2024-09-26,28.540000915527344
2024-09-27,28.739999771118164
2024-09-30,28.530000686645508
2024-10-01,28.1200008392334
2024-10-02,27.170000076293945
2024-10-03,27.940000534057617
2024-10-04,28.709999084472656
2024-10-07,28.770000457763672
2024-10-08,28.700000762939453
2024-10-09,28.829999923706055
2024-10-10,28.309999465942383
2024-10-11,28.889999389648438
2024-10-14,28.8700008392334
2024-10-15,28.579999923706055
2024-10-16,28.6200008392334
2024-10-17,28.719999313354492
2024-10-18,27.549999237060547
2024-10-21,27.219999313354492
2024-10-22,27.059999465942383
2024-10-23,27.0
2024-10-24,27.100000381469727
2024-10-25,26.329999923706055
2024-10-28,27.059999465942383
2024-10-29,26.649999618530273
2024-10-30,27.420000076293945
2024-10-31,26.18000030517578
2024-11-01,26.219999313354492
2024-11-04,26.709999084472656
2024-11-05,27.65999984741211
2024-11-06,29.34000015258789
2024-11-07,28.25
2024-11-08,28.459999084472656
2024-11-11,29.649999618530273
2024-11-12,29.040000915527344
2024-11-13,30.420000076293945
2024-11-14,29.389999389648438
2024-11-15,29.440000534057617
2024-11-18,28.8799991607666
2024-11-19,29.649999618530273
2024-11-20,30.270000457763672
2024-11-21,31.239999771118164
2024-11-22,31.510000228881836
2024-11-25,31.15999984741211
2024-11-26,32.16999816894531
2024-11-27,32.68000030517578
2024-11-29,32.810001373291016
2024-12-02,33.77000045776367
2024-12-03,32.95000076293945
2024-12-04,34.4900016784668
2024-12-05,34.040000915527344
2024-12-06,33.38999938964844
2024-12-09,33.2400016784668
2024-12-10,34.31999969482422
2024-12-11,34.06999969482422
2024-12-12,33.88999938964844
2024-12-13,33.2400016784668
2024-12-16,33.54999923706055
2024-12-17,33.0
2024-12-18,31.780000686645508
2024-12-19,31.829999923706055
2024-12-20,32.22999954223633
2024-12-23,33.959999084472656
2024-12-24,34.18000030517578
2024-12-26,35.380001068115234
2024-12-27,34.27000045776367
2024-12-30,33.41999816894531
2024-12-31,33.91999816894531
2025-01-02,34.06999969482422
2025-01-03,34.91999816894531
2025-01-06,34.029998779296875
2025-01-07,33.560001373291016
2025-01-08,33.0099983215332
2025-01-10,31.989999771118164
2025-01-13,31.860000610351562
2025-01-14,31.239999771118164
2025-01-15,32.7599983215332
2025-01-16,32.66999816894531
2025-01-17,32.970001220703125
2025-01-21,33.040000915527344
2025-01-22,33.16999816894531
2025-01-23,32.560001373291016
2025-01-24,32.52000045776367
2025-01-27,32.209999084472656
2025-01-28,32.45000076293945
2025-01-29,32.29999923706055
2025-01-30,32.81999969482422
2025-01-31,31.860000610351562
2025-02-03,31.040000915527344
2025-02-04,31.06999969482422
2025-02-05,31.649999618530273
2025-02-06,31.469999313354492
2025-02-07,31.100000381469727
2025-02-10,31.049999237060547
2025-02-11,30.489999771118164
2025-02-12,30.0
2025-02-13,30.389999389648438
2025-02-14,30.469999313354492
2025-02-18,30.84000015258789
2025-02-19,30.700000762939453
2025-02-20,30.280000686645508
2025-02-21,29.450000762939453
2025-02-24,29.15999984741211
2025-02-25,29.0
2025-02-26,28.559999465942383
2025-02-27,28.100000381469727
2025-02-28,28.440000534057617
2025-03-03,26.690000534057617
2025-03-04,25.690000534057617
2025-03-05,25.200000762939453
2025-03-06,25.760000228881836
2025-03-07,25.709999084472656
2025-03-10,24.979999542236328
2025-03-11,25.389999389648438
2025-03-12,25.020000457763672
2025-03-13,25.56999969482422
2025-03-14,26.219999313354492
2025-03-17,26.93000030517578
2025-03-18,27.219999313354492
2025-03-19,27.420000076293945
2025-03-20,27.729999542236328
2025-03-21,27.1200008392334
2025-03-24,27.579999923706055
2025-03-25,27.3799991607666
2025-03-26,27.260000228881836
2025-03-27,27.0
2025-03-28,26.59000015258789
2025-03-31,26.3799991607666
2025-04-01,27.040000915527344
2025-04-02,28.399999618530273
2025-04-03,25.809999465942383
2025-04-04,24.469999313354492
2025-04-07,23.950000762939453
2025-04-08,23.09000015258789
2025-04-09,25.5
2025-04-10,23.889999389648438
2025-04-11,24.510000228881836
2025-04-14,25.299999237060547
2025-04-15,25.229999542236328
2025-04-16,24.610000610351562
2025-04-17,24.93000030517578
2025-04-21,23.860000610351562
2025-04-22,25.09000015258789
2025-04-23,25.540000915527344
2025-04-24,26.18000030517578
2025-04-25,26.610000610351562
2025-04-28,27.549999237060547
2025-04-29,28.329999923706055
2025-04-30,27.920000076293945
2025-05-01,28.06999969482422
2025-05-02,28.8700008392334
2025-05-05,29.200000762939453
2025-05-06,29.239999771118164
2025-05-07,29.440000534057617
2025-05-08,27.530000686645508
2025-05-09,26.75
2025-05-12,27.190000534057617
2025-05-13,27.790000915527344
2025-05-14,27.290000915527344
2025-05-15,27.600000381469727
2025-05-16,27.700000762939453
2025-05-19,27.389999389648438
2025-05-20,27.5
2025-05-21,25.979999542236328
2025-05-22,25.940000534057617
2025-05-23,25.56999969482422
2025-05-27,26.780000686645508
2025-05-28,26.56999969482422
2025-05-29,26.600000381469727
2025-05-30,26.510000228881836
2025-06-02,26.5
2025-06-03,27.420000076293945
2025-06-04,27.440000534057617
2025-06-05,26.739999771118164
2025-06-06,26.950000762939453
2025-06-09,27.360000610351562
2025-06-10,27.860000610351562
2025-06-11,28.15999984741211
2025-06-12,27.719999313354492
2025-06-13,26.989999771118164
2025-06-16,27.420000076293945
2025-06-17,26.889999389648438
2025-06-18,27.6299991607666
2025-06-20,28.030000686645508
2025-06-23,28.489999771118164
2025-06-24,29.18000030517578
2025-06-25,29.770000457763672
2025-06-26,30.479999542236328
2025-06-27,29.549999237060547
2025-06-30,28.530000686645508
2025-07-01,28.43000030517578
2025-07-02,28.8700008392334
2025-07-03,29.510000228881836
2025-07-07,29.540000915527344
2025-07-08,29.690000534057617
2025-07-09,29.809999465942383
2025-07-10,30.329999923706055
2025-07-11,29.5
2025-07-14,29.940000534057617
2025-07-15,26.510000228881836
2025-07-16,27.350000381469727
2025-07-17,27.8799991607666
2025-07-18,27.5
2025-07-21,27.31999969482422
2025-07-22,26.850000381469727
2025-07-23,27.540000915527344
2025-07-24,26.440000534057617
2025-07-25,27.510000228881836
2025-07-28,27.600000381469727
2025-07-29,27.079999923706055
2025-07-30,26.979999542236328
2025-07-31,30.600000381469727
2025-08-01,30.25
2025-08-04,31.260000228881836
2025-08-05,31.860000610351562
2025-08-06,32.5
2025-08-07,37.380001068115234
2025-08-08,37.11000061035156
2025-08-11,35.90999984741211
2025-08-12,36.70000076293945
2025-08-13,38.4900016784668
2025-08-14,38.560001373291016
2025-08-15,38.79999923706055
2025-08-18,38.90999984741211
2025-08-19,38.81999969482422
2025-08-20,38.0
2025-08-21,37.560001373291016
2025-08-22,39.7400016784668
2025-08-25,39.70000076293945
2025-08-26,39.349998474121094
2025-08-27,40.29999923706055
2025-08-28,39.84000015258789
2025-08-29,39.619998931884766
2025-09-02,38.77000045776367
2025-09-03,38.970001220703125
2025-09-04,39.77000045776367
2025-09-05,40.04999923706055
2025-09-08,39.70000076293945
2025-09-09,39.45000076293945
2025-09-10,38.790000915527344
2025-09-11,39.130001068115234
2025-09-12,38.7400016784668
2025-09-15,39.68000030517578
2025-09-16,39.650001525878906
2025-09-17,39.279998779296875
2025-09-18,39.45000076293945
2025-09-19,38.869998931884766
