Date,SMR
2022-03-01,10.0600004196167
2022-03-02,10.079999923706055
2022-03-03,10.100000381469727
2022-03-04,10.039999961853027
2022-03-07,10.050000190734863
2022-03-08,10.069999694824219
2022-03-09,10.069999694824219
2022-03-10,10.180000305175781
2022-03-11,10.220000267028809
2022-03-14,10.079999923706055
2022-03-15,10.0600004196167
2022-03-16,10.09000015258789
2022-03-17,10.140000343322754
2022-03-18,10.140000343322754
2022-03-21,10.1899995803833
2022-03-22,10.229999542236328
2022-03-23,10.15999984741211
2022-03-24,10.170000076293945
2022-03-25,10.15999984741211
2022-03-28,10.149999618530273
2022-03-29,10.180000305175781
2022-03-30,10.229999542236328
2022-03-31,10.470000267028809
2022-04-01,10.579999923706055
2022-04-04,10.350000381469727
2022-04-05,10.420000076293945
2022-04-06,10.489999771118164
2022-04-07,10.399999618530273
2022-04-08,10.729999542236328
2022-04-11,10.760000228881836
2022-04-12,10.789999961853027
2022-04-13,11.100000381469727
2022-04-14,10.979999542236328
2022-04-18,10.970000267028809
2022-04-19,10.449999809265137
2022-04-20,10.40999984741211
2022-04-21,10.119999885559082
2022-04-22,10.100000381469727
2022-04-25,9.479999542236328
2022-04-26,9.90999984741211
2022-04-27,10.0600004196167
2022-04-28,9.449999809265137
2022-04-29,9.539999961853027
2022-05-02,10.0
2022-05-03,10.550000190734863
2022-05-04,10.399999618530273
2022-05-05,9.9399995803833
2022-05-06,10.609999656677246
2022-05-09,10.529999732971191
2022-05-10,10.300000190734863
2022-05-11,10.1899995803833
2022-05-12,9.84000015258789
2022-05-13,9.619999885559082
2022-05-16,9.779999732971191
2022-05-17,9.850000381469727
2022-05-18,9.600000381469727
2022-05-19,9.84000015258789
2022-05-20,9.899999618530273
2022-05-23,9.670000076293945
2022-05-24,8.960000038146973
2022-05-25,9.520000457763672
2022-05-26,9.460000038146973
2022-05-27,9.899999618530273
2022-05-31,9.789999961853027
2022-06-01,9.600000381469727
2022-06-02,9.479999542236328
2022-06-03,9.4399995803833
2022-06-06,9.850000381469727
2022-06-07,10.140000343322754
2022-06-08,10.130000114440918
2022-06-09,9.960000038146973
2022-06-10,9.989999771118164
2022-06-13,9.710000038146973
2022-06-14,9.75
2022-06-15,10.350000381469727
2022-06-16,9.979999542236328
2022-06-17,10.319999694824219
2022-06-21,10.729999542236328
2022-06-22,10.520000457763672
2022-06-23,10.34000015258789
2022-06-24,10.260000228881836
2022-06-27,10.680000305175781
2022-06-28,10.640000343322754
2022-06-29,9.8100004196167
2022-06-30,9.989999771118164
2022-07-01,10.649999618530273
2022-07-05,10.460000038146973
2022-07-06,10.520000457763672
2022-07-07,10.779999732971191
2022-07-08,10.199999809265137
2022-07-11,10.229999542236328
2022-07-12,10.079999923706055
2022-07-13,10.220000267028809
2022-07-14,10.279999732971191
2022-07-15,10.279999732971191
2022-07-18,10.279999732971191
2022-07-19,10.670000076293945
2022-07-20,11.829999923706055
2022-07-21,12.359999656677246
2022-07-22,12.65999984741211
2022-07-25,12.920000076293945
2022-07-26,12.880000114440918
2022-07-27,13.5
2022-07-28,13.4399995803833
2022-07-29,14.34000015258789
2022-08-01,15.130000114440918
2022-08-02,14.930000305175781
2022-08-03,14.84000015258789
2022-08-04,15.0
2022-08-05,14.619999885559082
2022-08-08,15.020000457763672
2022-08-09,15.0
2022-08-10,14.270000457763672
2022-08-11,14.880000114440918
2022-08-12,14.869999885559082
2022-08-15,15.0
2022-08-16,14.199999809265137
2022-08-17,13.020000457763672
2022-08-18,13.850000381469727
2022-08-19,14.050000190734863
2022-08-22,14.15999984741211
2022-08-23,14.729999542236328
2022-08-24,15.319999694824219
