Date,CRC
2020-10-28,13.577342987060547
2020-10-29,12.364432334899902
2020-10-30,12.129093170166016
2020-11-02,11.513586044311523
2020-11-03,11.522636413574219
2020-11-04,11.441173553466797
2020-11-05,10.843770027160645
2020-11-06,10.318778991699219
2020-11-09,11.341607093811035
2020-11-10,11.703670501708984
2020-11-11,12.310123443603516
2020-11-12,12.373483657836914
2020-11-13,12.617876052856445
2020-11-16,13.622598648071289
2020-11-17,13.541135787963867
2020-11-18,13.948455810546875
2020-11-19,14.20190143585205
2020-11-20,13.885095596313477
2020-11-23,14.527755737304688
2020-11-24,16.591514587402344
2020-11-25,18.00355339050293
2020-11-27,19.79576873779297
2020-11-30,19.750503540039062
2020-12-01,21.352632522583008
2020-12-02,21.352632522583008
2020-12-03,22.80088996887207
2020-12-04,24.212926864624023
2020-12-07,21.615131378173828
2020-12-08,19.877225875854492
2020-12-09,19.180259704589844
2020-12-10,19.82291603088379
2020-12-11,18.103118896484375
2020-12-14,16.781597137451172
2020-12-15,18.184587478637695
2020-12-16,18.917762756347656
2020-12-17,19.008275985717773
2020-12-18,18.99017333984375
2020-12-21,18.673372268676758
2020-12-22,17.71390151977539
2020-12-23,19.297927856445312
2020-12-24,19.297927856445312
2020-12-28,19.922489166259766
2020-12-29,18.827247619628906
2020-12-30,20.56514549255371
2020-12-31,21.352632522583008
2021-01-04,21.29832649230957
2021-01-05,21.723745346069336
2021-01-06,22.61079978942871
2021-01-07,22.493131637573242
2021-01-08,22.176326751708984
2021-01-11,22.54743766784668
2021-01-12,23.0543270111084
2021-01-13,22.900449752807617
2021-01-14,23.12673568725586
2021-01-15,22.592695236206055
2021-01-19,22.339252471923828
2021-01-20,22.465974807739258
2021-01-21,22.375457763671875
2021-01-22,22.375457763671875
2021-01-25,22.176326751708984
2021-01-26,21.6694393157959
2021-01-27,20.709972381591797
2021-01-28,20.972463607788086
2021-01-29,20.90005874633789
2021-02-01,20.438425064086914
2021-02-02,20.24834442138672
2021-02-03,21.044878005981445
2021-02-04,21.497461318969727
2021-02-05,21.723745346069336
2021-02-08,22.438823699951172
2021-02-09,22.981916427612305
2021-02-10,23.22630500793457
2021-02-11,22.809934616088867
2021-02-12,23.036226272583008
2021-02-16,23.932329177856445
2021-02-17,24.08620834350586
2021-02-18,23.733190536499023
2021-02-19,23.5340633392334
2021-02-22,23.63362693786621
2021-02-23,23.525009155273438
2021-02-24,23.868967056274414
2021-02-25,23.64267921447754
2021-02-26,23.787506103515625
2021-03-01,23.75129508972168
2021-03-02,23.859914779663086
2021-03-03,23.67888641357422
2021-03-04,23.778451919555664
2021-03-05,23.98663902282715
2021-03-08,23.090532302856445
2021-03-09,22.637954711914062
2021-03-10,22.601743698120117
2021-03-11,23.796554565429688
2021-03-12,23.22630500793457
2021-03-15,22.158220291137695
2021-03-16,21.769006729125977
2021-03-17,21.651336669921875
2021-03-18,20.845748901367188
2021-03-19,21.841419219970703
2021-03-22,21.99529266357422
2021-03-23,20.782384872436523
2021-03-24,21.262117385864258
2021-03-25,21.5427188873291
2021-03-26,22.04055404663086
2021-03-29,21.82331657409668
2021-03-30,21.95003890991211
2021-03-31,21.778057098388672
2021-04-01,21.624176025390625
2021-04-05,21.723745346069336
2021-04-06,21.832365036010742
2021-04-07,21.8504695892334
2021-04-08,21.886676788330078
2021-04-09,21.95003890991211
2021-04-12,21.922882080078125
2021-04-13,22.619850158691406
2021-04-14,22.357357025146484
2021-04-15,22.312095642089844
2021-04-16,21.86857032775879
2021-04-19,21.67849349975586
2021-04-20,20.79143524169922
2021-04-21,21.234962463378906
2021-04-22,21.633230209350586
2021-04-23,20.320755004882812
2021-04-26,20.194034576416016
2021-04-27,20.194034576416016
2021-04-28,21.352632522583008
2021-04-29,21.5427188873291
2021-04-30,21.45220184326172
2021-05-03,21.741853713989258
2021-05-04,21.741853713989258
2021-05-05,21.723745346069336
2021-05-06,21.723745346069336
2021-05-07,22.5655460357666
2021-05-10,21.787109375
2021-05-11,22.221580505371094
2021-05-12,22.149169921875
2021-05-13,23.40734100341797
2021-05-14,21.841419219970703
2021-05-17,22.80088996887207
2021-05-18,25.977981567382812
2021-05-19,25.90557289123535
2021-05-20,26.43056297302246
2021-05-21,26.69305419921875
2021-05-24,27.136585235595703
2021-05-25,26.095651626586914
2021-05-26,26.964603424072266
2021-05-27,26.946500778198242
2021-05-28,26.258583068847656
2021-06-01,27.154685974121094
2021-06-02,26.946500778198242
2021-06-03,26.702106475830078
2021-06-04,27.79734230041504
2021-06-07,29.580501556396484
2021-06-08,29.716283798217773
2021-06-09,29.66196632385254
2021-06-10,29.435678482055664
2021-06-11,30.12359619140625
2021-06-14,29.897306442260742
2021-06-15,29.64386558532715
2021-06-16,29.508089065551758
2021-06-17,28.575775146484375
2021-06-18,29.499038696289062
2021-06-21,29.64386558532715
2021-06-22,29.417573928833008
2021-06-23,29.64386558532715
2021-06-24,29.815841674804688
2021-06-25,30.078336715698242
2021-06-28,27.154685974121094
2021-06-29,26.521076202392578
2021-06-30,27.28140640258789
2021-07-01,27.74303436279297
2021-07-02,27.236148834228516
2021-07-06,25.760744094848633
2021-07-07,25.769798278808594
2021-07-08,26.02324104309082
2021-07-09,26.530126571655273
2021-07-12,26.792621612548828
2021-07-13,26.249528884887695
2021-07-14,25.65212631225586
2021-07-15,25.081876754760742
2021-07-16,23.90517234802246
2021-07-19,22.882347106933594
2021-07-20,22.963809967041016
2021-07-21,24.240079879760742
2021-07-22,23.570268630981445
2021-07-23,23.923276901245117
2021-07-26,24.928001403808594
2021-07-27,24.52068328857422
2021-07-28,25.425838470458984
2021-07-29,25.670228958129883
2021-07-30,25.443941116333008
2021-08-02,25.24480438232422
2021-08-03,25.290063858032227
2021-08-04,24.22197914123535
2021-08-05,24.819379806518555
2021-08-06,27.380977630615234
2021-08-09,27.082271575927734
2021-08-10,26.99175453186035
2021-08-11,27.236148834228516
2021-08-12,27.154685974121094
2021-08-13,26.946500778198242
2021-08-16,26.593486785888672
2021-08-17,26.738309860229492
2021-08-18,26.01418685913086
2021-08-19,25.507301330566406
2021-08-20,25.869361877441406
2021-08-23,27.154685974121094
2021-08-24,27.706830978393555
2021-08-25,27.52579689025879
2021-08-26,28.231821060180664
2021-08-27,30.313674926757812
2021-08-30,30.28652000427246
2021-08-31,30.983489990234375
2021-09-01,32.033477783203125
2021-09-02,33.3369026184082
2021-09-03,33.264495849609375
2021-09-07,34.694637298583984
2021-09-08,34.278263092041016
2021-09-09,35.301082611083984
2021-09-10,35.599788665771484
2021-09-13,38.3333625793457
