Date,KAI
2010-01-04,13.907327651977539
2010-01-05,13.730613708496094
2010-01-06,13.730613708496094
2010-01-07,14.614181518554688
2010-01-08,14.879254341125488
2010-01-11,14.835067749023438
2010-01-12,14.516992568969727
2010-01-13,14.463977813720703
2010-01-14,14.49048137664795
2010-01-15,13.73945140838623
2010-01-19,14.631851196289062
2010-01-20,13.960344314575195
2010-01-21,13.403694152832031
2010-01-22,13.235817909240723
2010-01-25,13.120954513549805
2010-01-26,13.50089168548584
2010-01-27,14.322600364685059
2010-01-28,13.37718391418457
2010-01-29,13.447874069213867
2010-02-01,13.553903579711914
2010-02-02,13.05026912689209
2010-02-03,12.882386207580566
2010-02-04,12.246222496032715
2010-02-05,12.34342098236084
2010-02-08,11.989991188049316
2010-02-09,12.325738906860352
2010-02-10,11.839783668518066
2010-02-11,12.281562805175781
2010-02-12,12.237385749816895
2010-02-16,12.484786033630371
2010-02-17,12.62615966796875
2010-02-18,13.023757934570312
2010-02-19,12.714516639709473
2010-02-22,13.87198543548584
2010-02-23,13.50089168548584
2010-02-24,13.730613708496094
2010-02-25,12.405269622802734
2010-02-26,11.998827934265137
2010-03-01,12.75869083404541
2010-03-02,12.5112943649292
2010-03-03,12.555469512939453
2010-03-04,12.17553997039795
2010-03-05,12.396430969238281
2010-03-08,12.334582328796387
2010-03-09,12.202049255371094
2010-03-10,12.316910743713379
2010-03-11,12.210880279541016
2010-03-12,12.316910743713379
2010-03-15,12.414101600646973
2010-03-16,12.62615966796875
2010-03-17,13.112114906311035
2010-03-18,13.041435241699219
2010-03-19,12.75869083404541
2010-03-22,12.661498069763184
2010-03-23,12.829380989074707
2010-03-24,12.679171562194824
2010-03-25,12.573143005371094
2010-03-26,12.599647521972656
2010-03-29,12.670337677001953
2010-03-30,12.652661323547363
2010-03-31,12.732185363769531
2010-04-01,12.85588550567627
2010-04-05,13.447874069213867
2010-04-06,13.83664321899414
2010-04-07,14.11054801940918
2010-04-08,14.084039688110352
2010-04-09,13.748284339904785
2010-04-12,13.712946891784668
2010-04-13,14.11054801940918
2010-04-14,14.888087272644043
2010-04-15,14.976445198059082
2010-04-16,15.144320487976074
2010-04-19,15.321032524108887
2010-04-20,15.921853065490723
2010-04-21,16.072071075439453
2010-04-22,16.213430404663086
2010-04-23,16.231107711791992
2010-04-26,15.930691719055176
2010-04-27,15.603775024414062
2010-04-28,15.188496589660645
2010-04-29,17.688989639282227
2010-04-30,17.680158615112305
2010-05-03,18.13077735900879
2010-05-04,17.45043182373047
2010-05-05,16.77008056640625
2010-05-06,16.3194637298584
2010-05-07,16.16925048828125
2010-05-10,18.24563217163086
2010-05-11,18.66974639892578
2010-05-12,19.429607391357422
2010-05-13,19.641674041748047
2010-05-14,19.323591232299805
2010-05-17,18.652082443237305
2010-05-18,18.404682159423828
2010-05-19,17.317893981933594
2010-05-20,16.478511810302734
2010-05-21,16.82309913635254
2010-05-24,16.69056510925293
2010-05-25,16.805431365966797
2010-05-26,16.814258575439453
2010-05-27,17.45043182373047
2010-05-28,17.25603675842285
2010-06-01,16.496171951293945
2010-06-02,17.22953224182129
2010-06-03,17.362071990966797
2010-06-04,15.992544174194336
2010-06-07,15.400559425354004
2010-06-08,15.188496589660645
2010-06-09,15.153156280517578
2010-06-10,16.116243362426758
2010-06-11,16.478511810302734
2010-06-14,16.743581771850586
2010-06-15,17.21186637878418
2010-06-16,17.043991088867188
2010-06-17,17.158851623535156
2010-06-18,17.326725006103516
2010-06-21,17.114669799804688
2010-06-22,16.77008056640625
2010-06-23,16.301799774169922
2010-06-24,16.372482299804688
2010-06-25,16.31063461303711
2010-06-28,16.416654586791992
2010-06-29,15.904192924499512
2010-06-30,15.391717910766602
2010-07-01,15.418224334716797
2010-07-02,14.808565139770508
2010-07-06,14.773221969604492
2010-07-07,15.020624160766602
2010-07-08,15.665620803833008
2010-07-09,15.71863842010498
2010-07-12,15.091306686401367
2010-07-13,15.992544174194336
2010-07-14,15.94836711883545
2010-07-15,15.700970649719238
2010-07-16,14.472806930541992
2010-07-19,14.623019218444824
2010-07-20,15.30335807800293
2010-07-21,14.667189598083496
2010-07-22,15.418224334716797
2010-07-23,16.53151512145996
2010-07-26,16.734737396240234
2010-07-27,16.337129592895508
2010-07-28,15.674454689025879
2010-07-29,16.54036521911621
2010-07-30,17.220699310302734
2010-08-02,17.51227569580078
2010-08-03,16.9202880859375
2010-08-04,16.84076690673828
2010-08-05,17.26487922668457
2010-08-06,16.69938850402832
2010-08-09,17.035154342651367
2010-08-10,16.734737396240234
2010-08-11,15.10014820098877
2010-08-12,15.10014820098877
2010-08-13,14.99411392211914
2010-08-16,15.144320487976074
2010-08-17,15.762815475463867
2010-08-18,15.895347595214844
2010-08-19,15.153156280517578
2010-08-20,15.347541809082031
2010-08-23,14.888087272644043
2010-08-24,14.684869766235352
2010-08-25,15.232682228088379
2010-08-26,15.259181022644043
2010-08-27,16.080904006958008
2010-08-30,14.835067749023438
2010-08-31,15.055962562561035
2010-09-01,15.74514102935791
2010-09-02,15.983709335327148
2010-09-03,16.3636417388916
2010-09-07,15.515419006347656
2010-09-08,15.930691719055176
2010-09-09,15.771658897399902
2010-09-10,15.594945907592773
2010-09-13,16.125080108642578
2010-09-14,16.098567962646484
2010-09-15,16.345970153808594
2010-09-16,15.798151969909668
2010-09-17,16.019052505493164
2010-09-20,16.78775405883789
2010-09-21,16.26643943786621
2010-09-22,15.62144947052002
2010-09-23,14.870415687561035
2010-09-24,16.160419464111328
2010-09-27,16.010211944580078
2010-09-28,16.186933517456055
2010-09-29,16.66405487060547
2010-09-30,16.708234786987305
2010-10-01,17.37091064453125
2010-10-04,16.469667434692383
2010-10-05,17.291383743286133
2010-10-06,17.45043182373047
2010-10-07,17.291383743286133
2010-10-08,17.203035354614258
2010-10-11,16.9202880859375
2010-10-12,17.061660766601562
2010-10-13,17.388582229614258
2010-10-14,17.503442764282227
2010-10-15,17.35323143005371
2010-10-18,17.706653594970703
2010-10-19,17.194194793701172
2010-10-20,17.65365219116211
2010-10-21,17.476932525634766
2010-10-22,17.335575103759766
2010-10-25,17.415081024169922
