Date,CGNX
2010-01-04,3.919903516769409
2010-01-05,3.826984405517578
2010-01-06,3.7794437408447266
2010-01-07,3.7880868911743164
2010-01-08,3.7924094200134277
2010-01-11,3.770801067352295
2010-01-12,3.736225128173828
2010-01-13,3.7535133361816406
2010-01-14,3.77728271484375
2010-01-15,3.688685894012451
2010-01-19,3.805375814437866
2010-01-20,3.8745250701904297
2010-01-21,3.7513515949249268
2010-01-22,3.662755250930786
2010-01-25,3.6649158000946045
2010-01-26,3.6195359230041504
2010-01-27,3.6778810024261475
2010-01-28,3.552548408508301
2010-01-29,3.537423610687256
2010-02-01,3.5741569995880127
2010-02-02,3.6044118404388428
2010-02-03,3.6303420066833496
2010-02-04,3.5892834663391113
2010-02-05,3.6497888565063477
2010-02-08,3.623859405517578
2010-02-09,3.69516921043396
2010-02-10,3.7081336975097656
2010-02-11,3.7491931915283203
2010-02-12,4.049558162689209
2010-02-16,4.10358190536499
2010-02-17,4.086294651031494
2010-02-18,4.105744361877441
2010-02-19,4.099260330200195
2010-02-22,4.099260330200195
2010-02-23,4.062525272369385
2010-02-24,4.114386081695557
2010-02-25,4.129512310028076
2010-02-26,4.084133625030518
2010-03-01,4.153282165527344
2010-03-02,4.1792144775390625
2010-03-03,4.203047752380371
2010-03-04,4.233378887176514
2010-03-05,4.211711883544922
2010-03-08,4.224710941314697
2010-03-09,4.1597161293029785
2010-03-10,4.177047252655029
2010-03-11,4.1597161293029785
2010-03-12,4.164046764373779
2010-03-15,4.170546054840088
2010-03-16,4.2225446701049805
2010-03-17,4.237709045410156
2010-03-18,4.233378887176514
2010-03-19,4.120717525482178
2010-03-22,4.14021635055542
2010-03-23,4.14671516418457
2010-03-24,4.105551242828369
2010-03-25,4.101220607757568
2010-03-26,4.073055267333984
2010-03-29,4.068722724914551
2010-03-30,4.055721282958984
2010-03-31,4.005892276763916
2010-04-01,4.055721282958984
2010-04-05,4.112051486968994
2010-04-06,4.122885704040527
2010-04-07,4.127217769622803
2010-04-08,4.122885704040527
2010-04-09,4.125051021575928
2010-04-12,4.118551254272461
2010-04-13,4.135883331298828
2010-04-14,4.2442097663879395
2010-04-15,4.26587438583374
2010-04-16,4.235543727874756
2010-04-19,4.2398762702941895
2010-04-20,4.311371326446533
2010-04-21,4.298371315002441
2010-04-22,4.681845188140869
2010-04-23,4.7186784744262695
2010-04-26,4.642848491668701
2010-04-27,4.580018997192383
2010-04-28,4.632016658782959
2010-04-29,4.673180103302002
2010-04-30,4.530191421508789
2010-05-03,4.636348724365234
2010-05-04,4.742509841918945
2010-05-05,4.64934778213501
2010-05-06,4.4890265464782715
2010-05-07,4.270208835601807
2010-05-10,4.510692119598389
2010-05-11,4.510692119598389
2010-05-12,4.554020881652832
2010-05-13,4.538856029510498
2010-05-14,4.460862159729004
2010-05-17,4.493359088897705
2010-05-18,4.382865905761719
2010-05-19,4.289706230163574
2010-05-20,4.079554557800293
2010-05-21,4.1423821449279785
2010-05-24,4.055721282958984
2010-05-25,4.051389217376709
2010-05-26,4.06438684463501
2010-05-27,4.218210697174072
2010-05-28,4.135883331298828
2010-06-01,4.053556442260742
2010-06-02,4.066596508026123
2010-06-03,4.123106002807617
2010-06-04,3.931840181350708
2010-06-07,3.8144736289978027
2010-06-08,3.788390874862671
2010-06-09,3.7644805908203125
2010-06-10,3.838381052017212
2010-06-11,3.860114097595215
2010-06-14,3.9753098487854004
2010-06-15,4.090504169464111
2010-06-16,4.0796380043029785
2010-06-17,4.153537750244141
2010-06-18,4.2383012771606445
2010-06-21,4.242649078369141
2010-06-22,4.223088264465332
2010-06-23,4.201353073120117
2010-06-24,4.118760585784912
2010-06-25,4.133975028991699
2010-06-28,4.092679500579834
2010-06-29,3.914452314376831
2010-06-30,3.8209924697875977
2010-07-01,3.7840428352355957
2010-07-02,3.7231850624084473
2010-07-06,3.6927576065063477
2010-07-07,3.816646099090576
2010-07-08,3.836207151412964
2010-07-09,3.855769395828247
2010-07-12,3.7796976566314697
2010-07-13,3.949228048324585
2010-07-14,3.9253199100494385
2010-07-15,3.9427082538604736
2010-07-16,3.7949106693267822
2010-07-19,3.7927379608154297
2010-07-20,3.8427281379699707
2010-07-21,3.751441478729248
2010-07-22,3.9253199100494385
2010-07-23,4.016605854034424
2010-07-26,4.153537750244141
2010-07-27,4.112240791320801
2010-07-28,4.081811904907227
2010-07-29,4.088330268859863
2010-07-30,4.053556442260742
2010-08-02,4.18179178237915
2010-08-03,4.401313781738281
2010-08-04,4.5491108894348145
2010-08-05,4.499122619628906
2010-08-06,4.636052131652832
2010-08-09,4.729511260986328
2010-08-10,4.709951877593994
2010-08-11,4.509986877441406
2010-08-12,4.399140357971191
2010-08-13,4.323067665100098
2010-08-16,4.366539001464844
2010-08-17,4.431741237640381
2010-08-18,4.433917999267578
2010-08-19,4.299160003662109
2010-08-20,4.292638778686523
2010-08-23,4.229609489440918
2010-08-24,4.203526973724365
2010-08-25,4.299160003662109
2010-08-26,4.2774248123168945
2010-08-27,4.349148750305176
2010-08-30,4.251342296600342
2010-08-31,4.2383012771606445
2010-09-01,4.478125095367432
2010-09-02,4.541348457336426
2010-09-03,4.604576110839844
2010-09-07,4.458498477935791
2010-09-08,4.5151872634887695
2010-09-09,4.5151872634887695
2010-09-10,4.482483386993408
2010-09-13,4.84657621383667
2010-09-14,4.929423809051514
2010-09-15,4.905442714691162
2010-09-16,4.853117942810059
2010-09-17,4.864017963409424
2010-09-20,4.977388858795166
2010-09-21,4.938144207000732
2010-09-22,4.853117942810059
2010-09-23,4.848756790161133
2010-09-24,4.9708476066589355
2010-09-27,4.990469932556152
2010-09-28,5.77752161026001
2010-09-29,5.886529922485352
2010-09-30,5.847289085388184
2010-10-01,5.7121148109436035
2010-10-04,5.666330337524414
2010-10-05,5.934496879577637
2010-10-06,5.7317376136779785
2010-10-07,5.723016262054443
2010-10-08,5.864729404449463
2010-10-11,5.9737396240234375
2010-10-12,5.89307165145874
2010-10-13,6.032605171203613
2010-10-14,5.914872169494629
2010-10-15,5.908333778381348
2010-10-18,6.050046920776367
2010-10-19,5.794963836669922
2010-10-20,5.947576999664307
