Date,LECO
2010-01-04,20.4809627532959
2010-01-05,20.309656143188477
2010-01-06,21.036762237548828
2010-01-07,21.432674407958984
2010-01-08,21.539268493652344
2010-01-11,22.10650062561035
2010-01-12,21.657285690307617
2010-01-13,21.5849609375
2010-01-14,21.22710418701172
2010-01-15,21.12812042236328
2010-01-19,21.474552154541016
2010-01-20,21.116710662841797
2010-01-21,20.91494369506836
2010-01-22,19.928970336914062
2010-01-25,19.772886276245117
2010-01-26,19.62822723388672
2010-01-27,19.194242477416992
2010-01-28,18.99628448486328
2010-01-29,18.588953018188477
2010-02-01,18.71076774597168
2010-02-02,19.011512756347656
2010-02-03,19.0457706451416
2010-02-04,18.124509811401367
2010-02-05,17.96462631225586
2010-02-08,18.120698928833008
2010-02-09,18.4328670501709
2010-02-10,18.337688446044922
2010-02-11,18.5356502532959
2010-02-12,18.691734313964844
2010-02-16,18.95821189880371
2010-02-17,19.175203323364258
2010-02-18,19.430273056030273
2010-02-19,19.662490844726562
2010-02-22,18.478557586669922
2010-02-23,18.02552604675293
2010-02-24,18.352914810180664
2010-02-25,18.242523193359375
2010-02-26,18.15877342224121
2010-03-01,18.588953018188477
2010-03-02,18.965831756591797
2010-03-03,19.5178279876709
2010-03-04,19.57113265991211
2010-03-05,19.62822723388672
2010-03-08,19.704364776611328
2010-03-09,19.74624252319336
2010-03-10,19.87186050415039
2010-03-11,19.944194793701172
2010-03-12,20.557100296020508
2010-03-15,20.598970413208008
2010-03-16,20.62181854248047
2010-03-17,20.861642837524414
2010-03-18,20.933975219726562
2010-03-19,20.473346710205078
2010-03-22,20.74363899230957
2010-03-23,21.090065002441406
2010-03-24,20.4809627532959
2010-03-25,20.324878692626953
2010-03-26,20.458126068115234
2010-03-29,20.894372940063477
2010-03-30,20.791057586669922
2010-03-31,20.791057586669922
2010-04-01,21.097196578979492
2010-04-05,21.48370361328125
2010-04-06,21.506668090820312
2010-04-07,21.6520938873291
2010-04-08,21.778366088867188
2010-04-09,22.2222843170166
2010-04-12,22.738901138305664
2010-04-13,22.7159366607666
2010-04-14,22.960847854614258
2010-04-15,23.098623275756836
2010-04-16,22.42510223388672
2010-04-19,22.662357330322266
2010-04-20,22.670015335083008
2010-04-21,22.758031845092773
2010-04-22,23.08713722229004
2010-04-23,23.358840942382812
2010-04-26,23.385629653930664
2010-04-27,23.098623275756836
2010-04-28,23.102447509765625
2010-04-29,23.550188064575195
2010-04-30,22.957033157348633
2010-05-03,23.64585304260254
2010-05-04,22.727420806884766
2010-05-05,22.11895751953125
2010-05-06,21.24260902404785
2010-05-07,20.92881965637207
2010-05-10,22.019458770751953
2010-05-11,22.21845817565918
2010-05-12,22.803953170776367
2010-05-13,23.056520462036133
2010-05-14,22.10747718811035
2010-05-17,21.537281036376953
2010-05-18,21.48370361328125
2010-05-19,20.68008041381836
2010-05-20,19.952978134155273
2010-05-21,20.396892547607422
2010-05-24,20.46195411682129
2010-05-25,20.458120346069336
2010-05-26,20.722171783447266
2010-05-27,21.41482162475586
2010-05-28,21.353591918945312
2010-06-01,20.699209213256836
2010-06-02,21.231138229370117
2010-06-03,21.288537979125977
2010-06-04,20.010387420654297
2010-06-07,19.68509864807129
2010-06-08,19.54733657836914
2010-06-09,19.57794761657715
2010-06-10,20.282081604003906
2010-06-11,20.31270408630371
2010-06-14,20.672420501708984
2010-06-15,21.441612243652344
2010-06-16,21.361249923706055
2010-06-17,21.15460205078125
2010-06-18,21.453092575073242
2010-06-21,21.36507225036621
2010-06-22,21.005353927612305
2010-06-23,20.664772033691406
2010-06-24,20.14049530029297
2010-06-25,20.435157775878906
2010-06-28,20.454395294189453
2010-06-29,19.765789031982422
2010-06-30,19.615755081176758
2010-07-01,19.323383331298828
2010-07-02,19.034862518310547
2010-07-06,18.88482666015625
2010-07-07,19.254140853881836
2010-07-08,19.52342987060547
2010-07-09,19.861957550048828
2010-07-12,19.781169891357422
2010-07-13,20.27358627319336
2010-07-14,20.22742462158203
2010-07-15,20.127403259277344
2010-07-16,19.296459197998047
2010-07-19,19.458030700683594
2010-07-20,19.796552658081055
2010-07-21,19.7773380279541
2010-07-22,20.592885971069336
2010-07-23,21.06221580505371
2010-07-26,21.508466720581055
2010-07-27,21.620031356811523
2010-07-28,21.07375717163086
2010-07-29,21.158395767211914
2010-07-30,21.243022918701172
2010-08-02,21.508466720581055
2010-08-03,21.331504821777344
2010-08-04,21.539241790771484
2010-08-05,21.493080139160156
2010-08-06,21.304574966430664
2010-08-09,21.446914672851562
2010-08-10,21.308425903320312
2010-08-11,20.36976432800293
2010-08-12,20.250497817993164
2010-08-13,20.108169555664062
2010-08-16,20.123550415039062
2010-08-17,20.612123489379883
2010-08-18,20.75446319580078
2010-08-19,20.23127555847168
2010-08-20,20.081233978271484
2010-08-23,19.796552658081055
2010-08-24,19.473413467407227
2010-08-25,19.427248001098633
2010-08-26,19.169496536254883
2010-08-27,19.74269676208496
2010-08-30,19.27337646484375
2010-08-31,19.065641403198242
2010-09-01,20.27358627319336
2010-09-02,20.600576400756836
2010-09-03,20.93142318725586
2010-09-07,20.889110565185547
2010-09-08,21.023757934570312
2010-09-09,21.016056060791016
2010-09-10,21.166091918945312
2010-09-13,21.535398483276367
2010-09-14,21.666194915771484
2010-09-15,21.712352752685547
2010-09-16,21.716209411621094
2010-09-17,21.87777328491211
2010-09-20,22.285558700561523
2010-09-21,21.989334106445312
2010-09-22,21.646957397460938
2010-09-23,21.331504821777344
2010-09-24,22.177846908569336
2010-09-27,21.985492706298828
2010-09-28,22.194250106811523
2010-09-29,22.225187301635742
2010-09-30,22.352758407592773
2010-10-01,22.430078506469727
2010-10-04,21.89657974243164
2010-10-05,22.596309661865234
2010-10-06,22.445541381835938
2010-10-07,22.491928100585938
2010-10-08,22.6890926361084
2010-10-11,22.596309661865234
2010-10-12,22.49579620361328
2010-10-13,22.75868034362793
2010-10-14,22.5151309967041
2010-10-15,22.352758407592773
2010-10-18,22.457136154174805
2010-10-19,22.476463317871094
2010-10-20,23.222585678100586
2010-10-21,23.477733612060547
2010-10-22,23.504796981811523
2010-10-25,23.512529373168945
2010-10-26,23.203256607055664
2010-10-27,23.00223159790039
2010-10-28,23.168466567993164
2010-10-29,23.102741241455078
2010-11-01,23.106611251831055
2010-11-02,23.45454216003418
2010-11-03,23.551185607910156
2010-11-04,23.91459083557129
2010-11-05,23.964845657348633
2010-11-08,23.991905212402344
2010-11-09,23.837263107299805
2010-11-10,24.049890518188477
2010-11-11,23.980302810668945
2010-11-12,23.539592742919922
2010-11-15,23.74062156677246
2010-11-16,23.504796981811523
2010-11-17,23.280576705932617
2010-11-18,23.605321884155273
2010-11-19,23.527992248535156
2010-11-22,23.779277801513672
2010-11-23,23.497072219848633
2010-11-24,24.061491012573242
2010-11-26,23.984174728393555
2010-11-29,23.85272979736328
2010-11-30,23.837263107299805
2010-12-01,24.212263107299805
2010-12-02,24.471277236938477
