Date,CAL
2010-01-04,7.986264705657959
2010-01-05,8.064948081970215
2010-01-06,8.096421241760254
2010-01-07,8.07281494140625
2010-01-08,8.167234420776367
2010-01-11,8.104286193847656
2010-01-12,8.977662086486816
2010-01-13,9.253052711486816
2010-01-14,9.371073722839355
2010-01-15,9.292396545410156
2010-01-19,9.851038932800293
2010-01-20,9.811694145202637
2010-01-21,9.638595581054688
2010-01-22,9.733016967773438
2010-01-25,9.748753547668457
2010-01-26,10.118558883666992
2010-01-27,10.126426696777344
2010-01-28,9.811694145202637
2010-01-29,9.638595581054688
2010-02-01,9.709409713745117
2010-02-02,10.142168998718262
2010-02-03,10.173635482788086
2010-02-04,9.64646053314209
2010-02-05,9.33960247039795
2010-02-08,9.111425399780273
2010-02-09,9.44975757598877
2010-02-10,9.308127403259277
2010-02-11,9.638595581054688
2010-02-12,9.772358894348145
2010-02-16,10.032010078430176
2010-02-17,9.99266529083252
2010-02-18,10.220846176147461
2010-02-19,10.220846176147461
2010-02-22,10.331003189086914
2010-02-23,10.173635482788086
2010-02-24,10.732280731201172
2010-02-25,11.031270980834961
2010-02-26,10.8817777633667
2010-03-01,11.251587867736816
2010-03-02,11.275191307067871
2010-03-03,10.944723129272461
2010-03-04,10.976194381713867
2010-03-05,11.015538215637207
2010-03-08,11.377472877502441
2010-03-09,11.456159591674805
2010-03-10,11.574180603027344
2010-03-11,11.566316604614258
2010-03-12,11.479765892028809
2010-03-15,11.393217086791992
2010-03-16,11.770888328552246
2010-03-17,11.913185119628906
2010-03-18,12.04757022857666
2010-03-19,11.762983322143555
2010-03-22,11.857847213745117
2010-03-23,12.102910995483398
2010-03-24,12.11081600189209
2010-03-25,12.102910995483398
2010-03-26,12.316350936889648
2010-03-29,12.308445930480957
2010-03-30,12.403304100036621
2010-03-31,12.237295150756836
2010-04-01,12.553507804870605
2010-04-05,12.964581489562988
2010-04-06,12.861812591552734
2010-04-07,12.893428802490234
2010-04-08,12.846001625061035
2010-04-09,13.091060638427734
2010-04-12,13.075252532958984
2010-04-13,13.233357429504395
2010-04-14,13.755105018615723
2010-04-15,13.707669258117676
2010-04-16,13.660239219665527
2010-04-19,13.470512390136719
2010-04-20,13.905303955078125
2010-04-21,14.189889907836914
2010-04-22,14.774876594543457
2010-04-23,15.264998435974121
2010-04-26,15.012036323547363
2010-04-27,14.284756660461426
2010-04-28,14.600956916809082
2010-04-29,15.31243896484375
2010-04-30,14.861834526062012
2010-05-03,15.098989486694336
2010-05-04,14.624676704406738
2010-05-05,13.88949203491211
2010-05-06,13.098965644836426
2010-05-07,12.561412811279297
2010-05-10,13.842056274414062
2010-05-11,13.810441017150879
2010-05-12,14.63258171081543
2010-05-13,14.553525924682617
2010-05-14,13.944826126098633
2010-05-17,14.229412078857422
2010-05-18,13.857871055603027
2010-05-19,13.557476997375488
2010-05-20,12.790667533874512
2010-05-21,13.035726547241211
2010-05-24,13.138494491577148
2010-05-25,13.597002029418945
2010-05-26,13.051536560058594
2010-05-27,13.383559226989746
2010-05-28,13.18592357635498
2010-06-01,12.846001625061035
2010-06-02,12.766951560974121
2010-06-03,12.93295955657959
2010-06-04,11.794604301452637
2010-06-07,11.928994178771973
2010-06-08,11.52582836151123
2010-06-09,11.636500358581543
2010-06-10,12.687897682189941
2010-06-11,13.336124420166016
2010-06-14,13.46261215209961
2010-06-15,13.83415412902832
2010-06-16,14.207192420959473
2010-06-17,14.199258804321289
2010-06-18,13.8976469039917
2010-06-21,14.032584190368652
2010-06-22,13.230944633483887
2010-06-23,13.22300910949707
2010-06-24,12.691228866577148
2010-06-25,13.262690544128418
2010-06-28,13.032519340515137
2010-06-29,12.794413566589355
2010-06-30,12.048334121704102
2010-07-01,12.095955848693848
2010-07-02,11.603860855102539
2010-07-06,10.960968017578125
2010-07-07,11.310195922851562
2010-07-08,11.516561508178711
2010-07-09,11.63560962677002
2010-07-12,11.381628036499023
2010-07-13,11.873719215393066
2010-07-14,12.111833572387695
2010-07-15,11.826099395751953
2010-07-16,11.397500038146973
2010-07-19,11.389562606811523
2010-07-20,11.429247856140137
2010-07-21,11.214951515197754
2010-07-22,11.754670143127441
2010-07-23,11.802288055419922
2010-07-26,11.746731758117676
2010-07-27,11.445123672485352
2010-07-28,11.357816696166992
2010-07-29,11.50861930847168
2010-07-30,11.603860855102539
2010-08-02,11.627673149108887
2010-08-03,11.373692512512207
2010-08-04,11.802288055419922
2010-08-05,11.643552780151367
2010-08-06,11.532428741455078
2010-08-09,11.484807968139648
