Date,CORT
2010-01-04,2.7799999713897705
2010-01-05,2.859999895095825
2010-01-06,2.809999942779541
2010-01-07,2.869999885559082
2010-01-08,2.880000114440918
2010-01-11,3.130000114440918
2010-01-12,3.009999990463257
2010-01-13,3.0399999618530273
2010-01-14,3.0
2010-01-15,3.0199999809265137
2010-01-19,2.950000047683716
2010-01-20,2.799999952316284
2010-01-21,2.700000047683716
2010-01-22,2.680000066757202
2010-01-25,2.7899999618530273
2010-01-26,2.9100000858306885
2010-01-27,2.700000047683716
2010-01-28,2.7300000190734863
2010-01-29,2.559999942779541
2010-02-01,2.509999990463257
2010-02-02,2.569999933242798
2010-02-03,2.5799999237060547
2010-02-04,2.640000104904175
2010-02-05,2.559999942779541
2010-02-08,2.5799999237060547
2010-02-09,2.640000104904175
2010-02-10,2.5799999237060547
2010-02-11,2.549999952316284
2010-02-12,2.5799999237060547
2010-02-16,2.690000057220459
2010-02-17,2.5899999141693115
2010-02-18,2.549999952316284
2010-02-19,2.6500000953674316
2010-02-22,2.6700000762939453
2010-02-23,2.75
2010-02-24,2.869999885559082
2010-02-25,2.809999942779541
2010-02-26,2.799999952316284
2010-03-01,2.819999933242798
2010-03-02,2.8499999046325684
2010-03-03,2.7799999713897705
2010-03-04,2.819999933242798
2010-03-05,2.740000009536743
2010-03-08,2.799999952316284
2010-03-09,2.7699999809265137
2010-03-10,2.7799999713897705
2010-03-11,2.7899999618530273
2010-03-12,2.75
2010-03-15,2.759999990463257
2010-03-16,2.75
2010-03-17,2.759999990463257
2010-03-18,2.9800000190734863
2010-03-19,2.6600000858306885
2010-03-22,2.740000009536743
2010-03-23,2.950000047683716
2010-03-24,2.7200000286102295
2010-03-25,2.700000047683716
2010-03-26,2.809999942779541
2010-03-29,2.75
2010-03-30,2.700000047683716
2010-03-31,2.8499999046325684
2010-04-01,2.700000047683716
2010-04-05,2.6600000858306885
2010-04-06,2.7799999713897705
2010-04-07,2.559999942779541
2010-04-08,2.700000047683716
2010-04-09,2.690000057220459
2010-04-12,2.75
2010-04-13,2.759999990463257
2010-04-14,2.819999933242798
2010-04-15,2.940000057220459
2010-04-16,2.940000057220459
2010-04-19,3.049999952316284
2010-04-20,2.990000009536743
2010-04-21,3.0
2010-04-22,3.059999942779541
2010-04-23,3.0
2010-04-26,3.059999942779541
2010-04-27,3.2200000286102295
2010-04-28,3.190000057220459
2010-04-29,3.4700000286102295
2010-04-30,3.380000114440918
2010-05-03,3.5999999046325684
2010-05-04,3.690000057220459
2010-05-05,3.799999952316284
2010-05-06,3.6500000953674316
2010-05-07,3.6600000858306885
2010-05-10,3.7200000286102295
2010-05-11,3.799999952316284
2010-05-12,3.7200000286102295
2010-05-13,3.7200000286102295
2010-05-14,3.630000114440918
2010-05-17,3.7200000286102295
2010-05-18,3.7200000286102295
2010-05-19,3.5299999713897705
2010-05-20,3.25
2010-05-21,3.0
2010-05-24,3.119999885559082
2010-05-25,3.009999990463257
2010-05-26,2.9200000762939453
2010-05-27,3.0899999141693115
2010-05-28,3.2300000190734863
2010-06-01,3.240000009536743
2010-06-02,3.4100000858306885
2010-06-03,3.380000114440918
2010-06-04,3.319999933242798
2010-06-07,3.5
2010-06-08,3.4200000762939453
2010-06-09,3.299999952316284
2010-06-10,3.4000000953674316
2010-06-11,3.4700000286102295
2010-06-14,3.440000057220459
2010-06-15,3.5
2010-06-16,3.4200000762939453
2010-06-17,3.2899999618530273
2010-06-18,3.5
2010-06-21,3.440000057220459
2010-06-22,3.430000066757202
2010-06-23,3.4700000286102295
2010-06-24,3.5299999713897705
2010-06-25,3.25
2010-06-28,3.240000009536743
2010-06-29,3.2200000286102295
2010-06-30,3.119999885559082
2010-07-01,3.240000009536743
2010-07-02,3.1600000858306885
2010-07-06,2.950000047683716
2010-07-07,3.2300000190734863
2010-07-08,3.3299999237060547
2010-07-09,3.2699999809265137
2010-07-12,3.140000104904175
2010-07-13,3.369999885559082
2010-07-14,3.2699999809265137
2010-07-15,3.240000009536743
2010-07-16,3.200000047683716
2010-07-19,3.140000104904175
2010-07-20,3.009999990463257
2010-07-21,2.9700000286102295
2010-07-22,3.0399999618530273
2010-07-23,3.1600000858306885
2010-07-26,3.259999990463257
2010-07-27,3.430000066757202
2010-07-28,3.4100000858306885
2010-07-29,3.4000000953674316
2010-07-30,3.25
2010-08-02,3.3399999141693115
2010-08-03,3.2799999713897705
2010-08-04,3.430000066757202
2010-08-05,3.299999952316284
2010-08-06,3.2300000190734863
2010-08-09,3.299999952316284
2010-08-10,3.2200000286102295
2010-08-11,3.119999885559082
2010-08-12,3.0
2010-08-13,3.0
2010-08-16,3.0899999141693115
2010-08-17,3.0999999046325684
2010-08-18,2.990000009536743
2010-08-19,2.950000047683716
2010-08-20,2.890000104904175
2010-08-23,2.930000066757202
2010-08-24,2.880000114440918
2010-08-25,2.9700000286102295
2010-08-26,2.940000057220459
2010-08-27,3.119999885559082
2010-08-30,2.950000047683716
2010-08-31,2.7899999618530273
