Date,UTI
2010-01-04,16.41510772705078
2010-01-05,16.333436965942383
2010-01-06,16.447772979736328
2010-01-07,16.406938552856445
2010-01-08,16.243606567382812
2010-01-11,15.884269714355469
2010-01-12,15.475936889648438
2010-01-13,15.590266227722168
2010-01-14,15.524934768676758
2010-01-15,15.516768455505371
2010-01-19,15.386101722717285
2010-01-20,15.222764015197754
2010-01-21,15.124762535095215
2010-01-22,15.467771530151367
2010-01-25,15.059432983398438
2010-01-26,14.414261817932129
2010-01-27,15.026765823364258
2010-01-28,14.544928550720215
2010-01-29,15.002264976501465
2010-02-01,14.63476276397705
2010-02-02,15.64743423461914
2010-02-03,17.19911003112793
2010-02-04,17.280778884887695
2010-02-05,17.19911003112793
2010-02-08,17.109277725219727
2010-02-09,17.501279830932617
2010-02-10,17.901451110839844
2010-02-11,17.966787338256836
2010-02-12,19.51029396057129
2010-02-16,19.404129028320312
2010-02-17,19.845129013061523
2010-02-18,20.171798706054688
2010-02-19,20.14729881286621
2010-02-22,20.335132598876953
2010-02-23,20.384130477905273
2010-02-24,20.580135345458984
2010-02-25,20.588300704956055
2010-02-26,20.62913703918457
2010-03-01,21.086469650268555
2010-03-02,20.882301330566406
2010-03-03,20.727134704589844
2010-03-04,20.702634811401367
2010-03-05,21.16813850402832
2010-03-08,20.90680503845215
2010-03-09,20.825136184692383
2010-03-10,21.070138931274414
2010-03-11,21.3723087310791
2010-03-12,21.282468795776367
2010-03-15,21.511137008666992
2010-03-16,21.51930809020996
2010-03-17,21.19264030456543
2010-03-18,21.339635848999023
2010-03-19,20.90680503845215
2010-03-22,21.22530746459961
2010-03-23,20.62096405029297
2010-03-24,20.261634826660156
2010-03-25,20.08196449279785
2010-03-26,20.179964065551758
2010-03-29,19.975791931152344
2010-03-30,19.82062530517578
2010-03-31,18.636457443237305
2010-04-01,19.08562469482422
2010-04-05,19.10195541381836
2010-04-06,19.167293548583984
2010-04-07,19.036624908447266
2010-04-08,18.938621520996094
2010-04-09,18.82428741455078
2010-04-12,18.603788375854492
2010-04-13,18.914121627807617
2010-04-14,19.877796173095703
2010-04-15,19.804292678833008
2010-04-16,19.85329818725586
2010-04-19,19.992128372192383
2010-04-20,20.196298599243164
2010-04-21,20.277965545654297
2010-04-22,20.34329605102539
2010-04-23,20.179964065551758
2010-04-26,19.951295852661133
2010-04-27,19.779796600341797
2010-04-28,19.71446418762207
2010-04-29,19.845129013061523
2010-04-30,19.567462921142578
2010-05-03,20.32696533203125
2010-05-04,20.179964065551758
2010-05-05,18.628286361694336
2010-05-06,17.476776123046875
2010-05-07,17.256275177001953
2010-05-10,18.08112335205078
2010-05-11,18.603788375854492
2010-05-12,19.338790893554688
2010-05-13,19.232624053955078
2010-05-14,19.052959442138672
2010-05-17,20.220796585083008
2010-05-18,19.738962173461914
2010-05-19,20.07379913330078
2010-05-20,18.628286361694336
2010-05-21,18.938621520996094
2010-05-24,19.25712776184082
2010-05-25,18.701784133911133
2010-05-26,19.232624053955078
2010-05-27,19.65729331970215
2010-05-28,20.04929542541504
2010-06-01,19.387792587280273
2010-06-02,19.926795959472656
2010-06-03,20.07379913330078
2010-06-04,19.665464401245117
2010-06-07,18.47312355041504
2010-06-08,18.562955856323242
2010-06-09,18.44045639038086
2010-06-10,19.1182861328125
2010-06-11,19.673627853393555
2010-06-14,19.738962173461914
2010-06-15,19.902297973632812
2010-06-16,19.812458038330078
2010-06-17,19.632795333862305
2010-06-18,20.547466278076172
2010-06-21,20.482131958007812
2010-06-22,19.600130081176758
2010-06-23,19.665464401245117
2010-06-24,19.616464614868164
2010-06-25,19.600130081176758
2010-06-28,20.008460998535156
2010-06-29,19.65729331970215
2010-06-30,19.306123733520508
2010-07-01,19.4107666015625
2010-07-02,19.13172149658203
2010-07-06,18.713163375854492
2010-07-07,19.654926300048828
2010-07-08,20.12580680847168
2010-07-09,20.413562774658203
2010-07-12,19.82932472229004
2010-07-13,20.404850006103516
2010-07-14,20.178125381469727
2010-07-15,19.803163528442383
2010-07-16,19.227643966674805
2010-07-19,20.1519718170166
2010-07-20,19.88164710998535
2010-07-21,19.184043884277344
2010-07-22,19.140445709228516
2010-07-23,19.00092887878418
2010-07-26,18.573646545410156
2010-07-27,18.512605667114258
2010-07-28,18.27716064453125
2010-07-29,17.884761810302734
2010-07-30,17.762683868408203
2010-08-02,18.094045639038086
2010-08-03,17.265640258789062
2010-08-04,15.887877464294434
2010-08-05,15.539076805114746
2010-08-06,14.579874992370605
2010-08-09,14.893794059753418
2010-08-10,14.265955924987793
2010-08-11,14.143872261047363
2010-08-12,13.803793907165527
2010-08-13,12.940510749816895
2010-08-16,14.222352981567383
2010-08-17,13.96075439453125
2010-08-18,14.527554512023926
2010-08-19,14.440352439880371
2010-08-20,14.414196014404297
2010-08-23,14.388035774230957
2010-08-24,14.108992576599121
2010-08-25,14.318275451660156
2010-08-26,13.821232795715332
2010-08-27,14.213634490966797
2010-08-30,13.768913269042969
2010-08-31,13.472432136535645
2010-09-01,13.821232795715332
2010-09-02,14.213634490966797
2010-09-03,15.015877723693848
2010-09-07,13.986915588378906
2010-09-08,14.23979377746582
2010-09-09,14.309554100036621
2010-09-10,15.408276557922363
2010-09-13,15.643714904785156
2010-09-14,15.591395378112793
2010-09-15,15.43443489074707
2010-09-16,15.696035385131836
2010-09-17,16.576759338378906
2010-09-20,16.803482055664062
2010-09-21,16.79475975036621
2010-09-22,16.489559173583984
2010-09-23,16.350040435791016
2010-09-24,17.21331787109375
2010-09-27,16.51572608947754
2010-09-28,17.23076057434082
2010-09-29,16.725000381469727
2010-09-30,17.047636032104492
2010-10-01,16.83835792541504
2010-10-04,16.14947509765625
2010-10-05,16.698837280273438
2010-10-06,16.16691780090332
2010-10-07,15.98379898071289
2010-10-08,16.489559173583984
2010-10-11,16.1581974029541
2010-10-12,15.905318260192871
2010-10-13,15.835554122924805
2010-10-14,15.722199440002441
2010-10-15,15.486756324768066
2010-10-18,15.800680160522461
2010-10-19,15.129239082336426
2010-10-20,15.696035385131836
2010-10-21,15.826838493347168
2010-10-22,16.8209171295166
2010-10-25,16.864521026611328
2010-10-26,16.969161987304688
2010-10-27,16.69011878967285
2010-10-28,16.977880477905273
2010-10-29,16.873241424560547
2010-11-01,17.21331787109375
2010-11-02,17.483642578125
2010-11-03,17.004039764404297
2010-11-04,17.01276206970215
2010-11-05,16.60291862487793
2010-11-08,16.83835792541504
2010-11-09,16.881959915161133
2010-11-10,17.38772201538086
2010-11-11,17.239477157592773
2010-11-12,17.004039764404297
2010-11-15,17.126121520996094
2010-11-16,17.004039764404297
2010-11-17,17.004039764404297
2010-11-18,18.42540168762207
2010-11-19,17.91964340209961
2010-11-22,17.806278228759766
2010-11-23,17.483642578125
2010-11-24,17.910926818847656
2010-11-26,17.771398544311523
2010-11-29,17.980682373046875
2010-11-30,18.059160232543945
2010-12-01,15.975078582763672
2010-12-02,16.132038116455078
2010-12-03,16.655235290527344
2010-12-06,16.847078323364258
2010-12-07,16.620357513427734
2010-12-08,17.239477157592773
2010-12-09,17.239477157592773
2010-12-10,17.719083786010742
2010-12-13,17.832439422607422
2010-12-14,18.067882537841797
2010-12-15,18.294599533081055
2010-12-16,18.83524513244629
2010-12-17,19.27996253967285
2010-12-20,19.114288330078125
2010-12-21,18.992206573486328
2010-12-22,19.027088165283203
2010-12-23,18.913726806640625
2010-12-27,19.096845626831055
2010-12-28,18.870128631591797
2010-12-29,18.905006408691406
2010-12-30,19.3497257232666
2010-12-31,19.20148277282715
2011-01-03,18.81780242919922
2011-01-04,17.370281219482422
2011-01-05,17.152280807495117
2011-01-06,17.2220401763916
2011-01-07,16.9604434967041
2011-01-10,16.132038116455078
2011-01-11,16.91684341430664
2011-01-12,17.344120025634766
2011-01-13,16.995319366455078
2011-01-14,17.004039764404297
2011-01-18,17.047636032104492
2011-01-19,16.480838775634766
2011-01-20,16.786041259765625
2011-01-21,16.585479736328125
2011-01-24,16.60291862487793
2011-01-25,16.655235290527344
2011-01-26,16.725000381469727
2011-01-27,16.74243927001953
2011-01-28,16.271556854248047
2011-01-31,15.91403865814209
2011-02-01,16.393638610839844
2011-02-02,16.402355194091797
2011-02-03,16.77731704711914
2011-02-04,15.38211441040039
2011-02-07,15.626276969909668
2011-02-08,15.495476722717285
2011-02-09,15.260035514831543
2011-02-10,15.5565185546875
2011-02-11,15.713478088378906
2011-02-14,15.626276969909668
2011-02-15,15.25131607055664
2011-02-16,15.626276969909668
2011-02-17,15.478032112121582
2011-02-18,15.791958808898926
2011-02-22,15.696035385131836
2011-02-23,15.198995590209961
2011-02-24,15.52164077758789
2011-02-25,15.75707721710205
2011-02-28,16.044841766357422
2011-03-01,15.347235679626465
2011-03-02,15.408276557922363
2011-03-03,15.818114280700684
2011-03-04,15.4257173538208
2011-03-07,15.242594718933105
2011-03-08,15.530357360839844
2011-03-09,15.661154747009277
2011-03-10,15.198995590209961
2011-03-11,15.1553955078125
2011-03-14,15.364679336547852
2011-03-15,15.146675109863281
2011-03-16,14.972277641296387
2011-03-17,15.216437339782715
2011-03-18,15.373396873474121
2011-03-21,15.765800476074219
2011-03-22,15.783236503601074
2011-03-23,15.835554122924805
2011-03-24,15.783236503601074
2011-03-25,15.905318260192871
2011-03-28,15.992517471313477
2011-03-29,16.070999145507812
2011-03-30,16.759878158569336
2011-03-31,16.9604434967041
2011-04-01,17.2220401763916
2011-04-04,17.16972541809082
2011-04-05,17.440038681030273
2011-04-06,17.719083786010742
2011-04-07,17.535959243774414
2011-04-08,17.16972541809082
2011-04-11,17.317962646484375
2011-04-12,17.09996223449707
2011-04-13,16.393638610839844
2011-04-14,16.4197998046875
2011-04-15,16.51572608947754
2011-04-18,16.271556854248047
2011-04-19,15.626276969909668
2011-04-20,15.329797744750977
2011-04-21,15.44315242767334
2011-04-25,15.617557525634766
2011-04-26,16.384920120239258
2011-04-27,16.4197998046875
2011-04-28,15.992517471313477
2011-04-29,15.75707721710205
2011-05-02,15.591395378112793
2011-05-03,15.75707721710205
2011-05-04,14.963554382324219
2011-05-05,15.260035514831543
2011-05-06,14.963554382324219
2011-05-09,15.207716941833496
2011-05-10,15.52164077758789
2011-05-11,15.242594718933105
2011-05-12,15.818114280700684
2011-05-13,15.661154747009277
2011-05-16,15.085634231567383
2011-05-17,14.963554382324219
2011-05-18,15.4257173538208
2011-05-19,15.722199440002441
2011-05-20,14.980996131896973
2011-05-23,14.658355712890625
2011-05-24,14.998433113098145
2011-05-25,15.076913833618164
2011-05-26,14.998433113098145
2011-05-27,15.38211441040039
2011-05-31,15.818114280700684
2011-06-01,15.172836303710938
2011-06-02,16.271556854248047
2011-06-03,16.245397567749023
2011-06-06,16.402355194091797
2011-06-07,16.550600051879883
2011-06-08,16.5593204498291
2011-06-09,16.89940071105957
2011-06-10,16.411075592041016
2011-06-13,16.698837280273438
2011-06-14,16.977880477905273
2011-06-15,16.576759338378906
2011-06-16,16.60291862487793
2011-06-17,16.105880737304688
2011-06-20,16.08843421936035
2011-06-21,16.480838775634766
2011-06-22,15.992517471313477
2011-06-23,16.42852020263672
2011-06-24,16.254117965698242
