Date,EVTC
2013-04-12,17.85527801513672
2013-04-15,17.497121810913086
2013-04-16,17.942626953125
2013-04-17,17.287471771240234
2013-04-18,17.069082260131836
2013-04-19,18.204692840576172
2013-04-22,17.505855560302734
2013-04-23,17.43597412109375
2013-04-24,17.444705963134766
2013-04-25,17.35735321044922
2013-04-26,17.121490478515625
2013-04-29,17.418498992919922
2013-04-30,17.514591217041016
2013-05-01,17.593202590942383
2013-05-02,17.567005157470703
2013-05-03,17.951364517211914
2013-05-06,17.689298629760742
2013-05-07,17.68056297302246
2013-05-08,17.689298629760742
2013-05-09,17.61068344116211
2013-05-10,17.47964859008789
2013-05-13,17.287471771240234
2013-05-14,17.35735321044922
2013-05-15,17.331146240234375
2013-05-16,17.182647705078125
2013-05-17,17.296199798583984
2013-05-20,17.409761428833008
2013-05-21,17.654356002807617
2013-05-22,17.497121810913086
2013-05-23,17.470916748046875
2013-05-24,17.46217155456543
2013-05-28,17.38355827331543
2013-05-29,17.226320266723633
2013-05-30,17.252527236938477
2013-05-31,17.488378524780273
2013-06-03,17.567005157470703
2013-06-04,17.73297691345215
2013-06-05,17.567005157470703
2013-06-06,17.540796279907227
2013-06-07,17.619415283203125
2013-06-10,17.66309356689453
2013-06-11,17.977561950683594
2013-06-12,18.003767013549805
2013-06-13,18.597789764404297
2013-06-14,19.11318016052246
2013-06-17,19.16558837890625
2013-06-18,19.418914794921875
2013-06-19,19.567424774169922
2013-06-20,19.506271362304688
2013-06-21,18.83363914489746
2013-06-24,18.353200912475586
2013-06-25,18.781230926513672
2013-06-26,19.069499969482422
2013-06-27,19.139387130737305
2013-06-28,19.19179344177246
2013-07-01,19.427658081054688
2013-07-02,19.226741790771484
2013-07-03,19.270418167114258
2013-07-05,19.7334041595459
2013-07-08,19.750864028930664
2013-07-09,20.432231903076172
2013-07-10,20.703031539916992
2013-07-11,20.790386199951172
2013-07-12,20.816591262817383
2013-07-15,20.73797607421875
2013-07-16,20.790386199951172
2013-07-17,20.73797607421875
2013-07-18,20.956357955932617
2013-07-19,20.991302490234375
2013-07-22,21.358190536499023
2013-07-23,21.305776596069336
2013-07-24,21.66393280029297
2013-07-25,21.75128936767578
2013-07-26,21.410606384277344
2013-07-29,21.069923400878906
2013-07-30,21.043718338012695
2013-07-31,20.87773895263672
2013-08-01,21.096128463745117
2013-08-02,20.991302490234375
2013-08-05,21.838640213012695
2013-08-06,21.62898826599121
2013-08-07,21.716339111328125
2013-08-08,21.48922348022461
2013-08-09,21.148536682128906
2013-08-12,21.297039031982422
2013-08-13,21.707612991333008
2013-08-14,21.707612991333008
2013-08-15,21.348007202148438
2013-08-16,21.593589782714844
2013-08-19,21.65498161315918
2013-08-20,21.663753509521484
2013-08-21,21.681291580200195
2013-08-22,21.71637535095215
2013-08-23,21.48834228515625
2013-08-26,22.189998626708984
2013-08-27,21.48834228515625
2013-08-28,20.979631423950195
2013-08-29,21.225223541259766
2013-08-30,20.935779571533203
2013-09-03,21.190134048461914
2013-09-04,21.479570388793945
2013-09-05,21.391857147216797
2013-09-06,21.391857147216797
2013-09-09,21.733922958374023
2013-09-10,20.725284576416016
2013-09-11,20.45339012145996
2013-09-12,19.90960693359375
2013-09-13,20.26920509338379
2013-09-16,20.023622512817383
2013-09-17,20.190271377563477
2013-09-18,20.13763999938965
2013-09-19,19.944692611694336
2013-09-20,19.91837501525879
2013-09-23,19.83943748474121
2013-09-24,19.786815643310547
2013-09-25,19.646486282348633
2013-09-26,19.488605499267578
2013-09-27,19.014984130859375
2013-09-30,19.47984504699707
2013-10-01,19.427215576171875
2013-10-02,19.49737548828125
2013-10-03,19.102691650390625
2013-10-04,19.137775421142578
2013-10-07,18.892200469970703
2013-10-08,18.515056610107422
2013-10-09,18.40103530883789
2013-10-10,18.848342895507812
2013-10-11,18.681697845458984
2013-10-14,18.82203483581543
2013-10-15,19.67279815673828
2013-10-16,19.73418426513672
2013-10-17,20.260435104370117
2013-10-18,20.31305694580078
2013-10-21,20.409534454345703
2013-10-22,20.48847198486328
2013-10-23,20.558639526367188
2013-10-24,20.602493286132812
2013-10-25,20.330610275268555
2013-10-28,20.602493286132812
2013-10-29,20.497243881225586
2013-10-30,20.51478385925293
2013-10-31,20.576183319091797
2013-11-01,20.506013870239258
2013-11-04,20.584951400756836
2013-11-05,20.48847198486328
2013-11-06,20.51478385925293
2013-11-07,19.418445587158203
2013-11-08,19.55876922607422
2013-11-11,19.76926612854004
2013-11-12,19.646486282348633
2013-11-13,19.444751739501953
2013-11-14,19.991004943847656
2013-11-15,19.929338455200195
2013-11-18,19.629772186279297
2013-11-19,19.347837448120117
2013-11-20,19.109952926635742
2013-11-21,19.259733200073242
2013-11-22,19.127573013305664
2013-11-25,18.898500442504883
2013-11-26,18.510845184326172
2013-11-27,19.286165237426758
2013-11-29,19.444753646850586
2013-12-02,19.60334014892578
2013-12-03,19.250917434692383
2013-12-04,18.80158805847168
2013-12-05,18.58133316040039
2013-12-06,18.44916534423828
2013-12-09,18.598947525024414
2013-12-10,20.035062789916992
2013-12-11,20.131967544555664
2013-12-12,19.955766677856445
2013-12-13,19.841224670410156
2013-12-16,20.131967544555664
2013-12-17,20.043867111206055
2013-12-18,20.140785217285156
2013-12-19,20.043867111206055
2013-12-20,21.25090789794922
2013-12-23,21.462352752685547
2013-12-24,21.374248504638672
2013-12-26,21.35662841796875
2013-12-27,21.286144256591797
2013-12-30,21.62094497680664
2013-12-31,21.726673126220703
2014-01-02,22.21125030517578
2014-01-03,21.894067764282227
2014-01-06,21.87645721435547
2014-01-07,22.23768424987793
2014-01-08,22.519615173339844
2014-01-09,22.290542602539062
2014-01-10,22.47556495666504
2014-01-13,22.052658081054688
2014-01-14,22.369831085205078
2014-01-15,22.25530433654785
2014-01-16,22.422698974609375
2014-01-17,22.440319061279297
2014-01-21,22.572481155395508
2014-01-22,22.93370819091797
2014-01-23,23.171588897705078
2014-01-24,22.246488571166992
2014-01-27,21.638565063476562
2014-01-28,21.550457000732422
2014-01-29,21.35662841796875
2014-01-30,21.550457000732422
2014-01-31,21.25971794128418
2014-02-03,20.836811065673828
2014-02-04,20.81918716430664
2014-02-05,20.546066284179688
2014-02-06,20.70465087890625
2014-02-07,21.083505630493164
2014-02-10,20.90729522705078
2014-02-11,21.118741989135742
2014-02-12,21.20685386657715
2014-02-13,20.81038475036621
2014-02-14,20.96896743774414
2014-02-18,21.497604370117188
2014-02-19,21.585697174072266
2014-02-20,21.50641441345215
2014-02-21,21.479867935180664
2014-02-24,21.52410125732422
2014-02-25,21.471031188964844
2014-02-26,21.241010665893555
2014-02-27,21.692190170288086
2014-02-28,21.462175369262695
2014-03-03,21.76296615600586
2014-03-04,22.134531021118164
2014-03-05,21.895662307739258
2014-03-06,22.001829147338867
2014-03-07,22.054906845092773
2014-03-10,21.75412368774414
2014-03-11,21.877973556518555
2014-03-12,22.3026180267334
2014-03-13,22.364538192749023
2014-03-14,22.028366088867188
2014-03-17,22.081451416015625
2014-03-18,22.833419799804688
2014-03-19,22.32915496826172
2014-03-20,22.74495506286621
2014-03-21,22.444168090820312
2014-03-24,22.196456909179688
2014-03-25,22.12567901611328
2014-03-26,21.93990135192871
2014-03-27,21.52410125732422
2014-03-28,21.851423263549805
2014-03-31,21.851423263549805
2014-04-01,21.895662307739258
2014-04-02,22.063749313354492
2014-04-03,21.93990135192871
2014-04-04,21.559490203857422
2014-04-07,21.205617904663086
2014-04-08,21.13484764099121
2014-04-09,21.117149353027344
2014-04-10,20.577505111694336
2014-04-11,20.400562286376953
2014-04-14,20.665971755981445
2014-04-15,20.816362380981445
2014-04-16,20.993301391601562
2014-04-17,21.046382904052734
2014-04-21,20.975605010986328
2014-04-22,20.922523498535156
2014-04-23,20.94021987915039
2014-04-24,20.993301391601562
2014-04-25,20.763288497924805
2014-04-28,20.70136070251465
2014-04-29,20.789817810058594
2014-04-30,20.825206756591797
2014-05-01,20.878293991088867
2014-05-02,21.037534713745117
2014-05-05,21.205617904663086
2014-05-06,20.913677215576172
2014-05-07,20.745595932006836
2014-05-08,20.506725311279297
2014-05-09,20.418270111083984
2014-05-12,20.205942153930664
2014-05-13,20.117475509643555
2014-05-14,19.92283821105957
2014-05-15,19.913951873779297
2014-05-16,20.047250747680664
2014-05-19,20.713716506958008
2014-05-20,20.624855041503906
2014-05-21,20.67816925048828
2014-05-22,20.74925994873047
2014-05-23,20.79369354248047
2014-05-27,21.015850067138672
2014-05-28,21.193567276000977
2014-05-29,21.238000869750977
2014-05-30,21.246889114379883
2014-06-02,21.220226287841797
2014-06-03,21.14913558959961
2014-06-04,21.40683937072754
2014-06-05,21.415725708007812
2014-06-06,21.43349838256836
2014-06-09,21.45126724243164
2014-06-10,21.513473510742188
2014-06-11,21.5312442779541
2014-06-12,21.54901695251465
2014-06-13,21.628995895385742
2014-06-16,21.682308197021484
2014-06-17,21.90446662902832
2014-06-18,22.03775978088379
2014-06-19,21.96666717529297
2014-06-20,22.117734909057617
2014-06-23,22.17994499206543
2014-06-24,22.09107780456543
2014-06-25,22.05552864074707
2014-06-26,21.71785545349121
2014-06-27,21.584564208984375
2014-06-30,21.540128707885742
2014-07-01,21.442384719848633
2014-07-02,21.282434463500977
2014-07-03,21.557910919189453
2014-07-07,21.229114532470703
2014-07-08,20.88254737854004
2014-07-09,20.660396575927734
2014-07-10,20.598194122314453
2014-07-11,20.50933837890625
2014-07-14,20.571535110473633
2014-07-15,20.811460494995117
2014-07-16,20.69594383239746
2014-07-17,20.580427169799805
2014-07-18,20.70482063293457
2014-07-21,20.420467376708984
2014-07-22,20.49155616760254
2014-07-23,20.37604522705078
2014-07-24,20.144996643066406
2014-07-25,19.887300491333008
2014-07-28,19.86952781677246
2014-07-29,19.86064338684082
2014-07-30,20.162769317626953
2014-07-31,19.86952781677246
2014-08-01,19.86064338684082
2014-08-04,19.86064338684082
2014-08-05,19.79843521118164
2014-08-06,19.94950294494629
2014-08-07,19.514081954956055
2014-08-08,19.638484954833984
2014-08-11,19.86952781677246
2014-08-12,19.931730270385742
2014-08-13,20.53598976135254
2014-08-14,20.464590072631836
2014-08-15,20.286102294921875
2014-08-18,20.42889976501465
2014-08-19,20.437822341918945
2014-08-20,20.3842716217041
2014-08-21,20.58061981201172
2014-08-22,20.419967651367188
2014-08-25,20.3931941986084
2014-08-26,20.518144607543945
2014-08-27,20.55384063720703
