Date,GVA
2010-01-04,27.040103912353516
2010-01-05,26.71575927734375
2010-01-06,27.902427673339844
2010-01-07,28.313796997070312
2010-01-08,28.337528228759766
2010-01-11,27.641353607177734
2010-01-12,27.688823699951172
2010-01-13,27.657169342041016
2010-01-14,27.443574905395508
2010-01-15,27.158782958984375
2010-01-19,27.293264389038086
2010-01-20,26.71575927734375
2010-01-21,26.423044204711914
2010-01-22,25.703144073486328
2010-01-25,25.940465927124023
2010-01-26,25.782238006591797
2010-01-27,25.86135482788086
2010-01-28,24.83292007446289
2010-01-29,24.42945671081543
2010-02-01,24.263315200805664
2010-02-02,24.31077766418457
2010-02-03,23.931049346923828
2010-02-04,23.266521453857422
2010-02-05,23.187402725219727
2010-02-08,23.282346725463867
2010-02-09,23.503854751586914
2010-02-10,23.38518714904785
2010-02-11,23.337722778320312
2010-02-12,23.43265151977539
2010-02-16,23.440563201904297
2010-02-17,24.00225067138672
2010-02-18,23.970605850219727
2010-02-19,23.938962936401367
2010-02-22,23.81238555908203
2010-02-23,23.329811096191406
2010-02-24,23.416837692260742
2010-02-25,23.527584075927734
2010-02-26,21.85834503173828
2010-03-01,21.94536781311035
2010-03-02,22.514972686767578
2010-03-03,22.641538619995117
2010-03-04,22.30927848815918
2010-03-05,22.586164474487305
2010-03-08,22.30927848815918
2010-03-09,22.4595890045166
2010-03-10,22.689008712768555
2010-03-11,22.388383865356445
2010-03-12,22.594074249267578
2010-03-15,22.35674285888672
2010-03-16,23.005462646484375
2010-03-17,23.7728214263916
2010-03-18,24.27122688293457
2010-03-19,24.018077850341797
2010-03-22,24.326601028442383
2010-03-23,24.951587677001953
2010-03-24,24.279138565063477
2010-03-25,23.98642921447754
2010-03-26,24.120922088623047
2010-03-29,24.343379974365234
2010-03-30,24.136808395385742
2010-03-31,24.00969123840332
2010-04-01,24.136808395385742
2010-04-05,24.478439331054688
2010-04-06,24.828018188476562
2010-04-07,24.71678924560547
2010-04-08,24.835968017578125
2010-04-09,24.69295310974121
2010-04-12,24.98691177368164
2010-04-13,25.209375381469727
2010-04-14,25.582788467407227
2010-04-15,25.43977928161621
2010-04-16,25.336490631103516
2010-04-19,25.114038467407227
2010-04-20,26.274003982543945
2010-04-21,26.742748260498047
2010-04-22,27.060558319091797
2010-04-23,26.520299911499023
2010-04-26,26.04359245300293
2010-04-27,26.06743049621582
2010-04-28,26.202495574951172
2010-04-29,27.060558319091797
2010-04-30,26.703035354614258
2010-05-03,26.901657104492188
2010-05-04,25.0902042388916
2010-05-05,25.05047607421875
2010-05-06,24.017627716064453
2010-05-07,23.350257873535156
2010-05-10,24.907470703125
2010-05-11,25.0902042388916
2010-05-12,25.47156524658203
2010-05-13,25.455677032470703
2010-05-14,25.328548431396484
2010-05-17,26.059494018554688
2010-05-18,26.464683532714844
2010-05-19,26.369338989257812
2010-05-20,24.955141067504883
2010-05-21,24.85979652404785
2010-05-24,24.52611541748047
2010-05-25,24.85979652404785
2010-05-26,23.588603973388672
2010-05-27,23.676000595092773
2010-05-28,23.556819915771484
2010-06-01,22.277692794799805
2010-06-02,22.388917922973633
2010-06-03,22.611379623413086
2010-06-04,21.896333694458008
2010-06-07,21.054157257080078
2010-06-08,20.315279006958008
2010-06-09,20.52979278564453
2010-06-10,21.09387969970703
2010-06-11,20.974712371826172
2010-06-14,21.213058471679688
2010-06-15,22.071117401123047
2010-06-16,21.76920509338379
2010-06-17,21.55469512939453
2010-06-18,21.697694778442383
2010-06-21,21.467300415039062
2010-06-22,20.569515228271484
2010-06-23,21.006492614746094
2010-06-24,19.925979614257812
2010-06-25,20.172266006469727
2010-06-28,19.9566593170166
2010-06-29,19.221946716308594
2010-06-30,18.83064842224121
2010-07-01,18.391429901123047
2010-07-02,18.11990737915039
2010-07-06,18.303579330444336
2010-07-07,18.958419799804688
2010-07-08,19.190004348754883
2010-07-09,19.605274200439453
2010-07-12,18.686906814575195
2010-07-13,19.078203201293945
2010-07-14,18.870576858520508
2010-07-15,18.73481559753418
2010-07-16,18.016082763671875
2010-07-19,17.920255661010742
2010-07-20,18.263648986816406
2010-07-21,18.40738868713379
2010-07-22,19.373680114746094
2010-07-23,19.26188850402832
2010-07-26,19.764999389648438
2010-07-27,19.365697860717773
2010-07-28,18.990365982055664
2010-07-29,18.894535064697266
2010-07-30,18.56711196899414
2010-08-02,18.543161392211914
2010-08-03,19.565343856811523
2010-08-04,19.325769424438477
2010-08-05,19.054248809814453
2010-08-06,18.630998611450195
2010-08-09,18.854598999023438
2010-08-10,18.718841552734375
2010-08-11,17.856365203857422
2010-08-12,17.920255661010742
2010-08-13,17.840402603149414
