Date,ZEUS
2010-01-04,30.60400390625
2010-01-05,30.405115127563477
2010-01-06,31.598529815673828
2010-01-07,31.191694259643555
2010-01-08,32.16813278198242
2010-01-11,31.282087326049805
2010-01-12,30.450313568115234
2010-01-13,28.94046401977539
2010-01-14,28.90428924560547
2010-01-15,28.795795440673828
2010-01-19,29.33826446533203
2010-01-20,28.777719497680664
2010-01-21,27.95498275756836
2010-01-22,27.511974334716797
2010-01-25,27.285945892333984
2010-01-26,26.17388343811035
2010-01-27,25.550052642822266
2010-01-28,25.342117309570312
2010-01-29,25.07992935180664
2010-02-01,26.00211524963379
2010-02-02,26.85196876525879
2010-02-03,26.51744842529297
2010-02-04,24.79060173034668
2010-02-05,25.324037551879883
2010-02-08,24.447044372558594
2010-02-09,25.812244415283203
2010-02-10,25.296907424926758
2010-02-11,26.454160690307617
2010-02-12,26.96045684814453
2010-02-16,28.596900939941406
2010-02-17,27.991147994995117
2010-02-18,28.93141746520996
2010-02-19,29.076080322265625
2010-02-22,29.519088745117188
2010-02-23,29.21169662475586
2010-02-24,29.455812454223633
2010-02-25,26.75086212158203
2010-02-26,25.0229549407959
2010-03-01,25.683359146118164
2010-03-02,25.846195220947266
2010-03-03,25.945707321166992
2010-03-04,26.45231819152832
2010-03-05,27.52886962890625
2010-03-08,27.791221618652344
2010-03-09,27.592193603515625
2010-03-10,27.556005477905273
2010-03-11,27.16699981689453
2010-03-12,27.257469177246094
2010-03-15,27.366024017333984
2010-03-16,28.35211181640625
2010-03-17,28.94918441772461
2010-03-18,28.11689567565918
2010-03-19,27.44743537902832
2010-03-22,28.985374450683594
2010-03-23,29.826709747314453
2010-03-24,29.24772834777832
2010-03-25,28.5601806640625
2010-03-26,28.976329803466797
2010-03-29,29.67291831970215
2010-03-30,29.410564422607422
2010-03-31,29.537220001220703
2010-04-01,30.559480667114258
2010-04-05,31.952665328979492
2010-04-06,32.04311752319336
2010-04-07,31.6088924407959
2010-04-08,30.677087783813477
2010-04-09,31.57271957397461
2010-04-12,31.301300048828125
2010-04-13,31.699369430541992
2010-04-14,32.76685333251953
2010-04-15,32.33263397216797
2010-04-16,31.663171768188477
2010-04-19,30.64090347290039
2010-04-20,32.03408432006836
2010-04-21,33.17396545410156
2010-04-22,31.265108108520508
2010-04-23,30.957544326782227
2010-04-26,31.228933334350586
2010-04-27,29.2115421295166
2010-04-28,29.455801010131836
2010-04-29,29.29295539855957
2010-04-30,28.750158309936523
2010-05-03,28.91299819946289
2010-05-04,26.53373908996582
2010-05-05,25.39386749267578
2010-05-06,23.76547622680664
2010-05-07,23.114107131958008
2010-05-10,24.543485641479492
2010-05-11,26.009037017822266
2010-05-12,26.705623626708984
2010-05-13,26.886560440063477
2010-05-14,25.9276123046875
2010-05-17,25.63812828063965
2010-05-18,25.321489334106445
2010-05-19,24.498252868652344
2010-05-20,22.83367156982422
2010-05-21,24.190664291381836
2010-05-24,23.593589782714844
2010-05-25,23.702144622802734
2010-05-26,24.06401252746582
2010-05-27,24.57100486755371
2010-05-28,24.951244354248047
2010-06-01,22.760316848754883
2010-06-02,23.321624755859375
2010-06-03,23.855785369873047
2010-06-04,22.70598793029785
2010-06-07,21.57431411743164
2010-06-08,21.791601181030273
2010-06-09,21.954561233520508
2010-06-10,23.312578201293945
2010-06-11,23.656604766845703
2010-06-14,23.647558212280273
2010-06-15,24.027801513671875
2010-06-16,24.236032485961914
2010-06-17,24.036855697631836
2010-06-18,23.24015235900879
2010-06-21,23.375946044921875
2010-06-22,22.244281768798828
2010-06-23,22.23521614074707
2010-06-24,21.75539207458496
2010-06-25,22.434398651123047
2010-06-28,21.999826431274414
2010-06-29,21.031112670898438
2010-06-30,20.795719146728516
2010-07-01,20.36115837097168
2010-07-02,20.243459701538086
2010-07-06,20.288728713989258
2010-07-07,20.92247200012207
2010-07-08,21.57431411743164
2010-07-09,22.796533584594727
2010-07-12,21.529054641723633
2010-07-13,22.352914810180664
2010-07-14,21.927406311035156
2010-07-15,21.33892822265625
2010-07-16,20.659923553466797
2010-07-19,21.175966262817383
2010-07-20,22.334814071655273
2010-07-21,21.42947006225586
2010-07-22,22.796533584594727
2010-07-23,23.375946044921875
2010-07-26,23.620393753051758
2010-07-27,23.67470932006836
2010-07-28,23.031919479370117
2010-07-29,23.321624755859375
2010-07-30,23.022878646850586
2010-08-02,23.67470932006836
2010-08-03,23.312578201293945
2010-08-04,23.48459243774414
2010-08-05,22.633569717407227
2010-08-06,22.280487060546875
2010-08-09,21.782543182373047
2010-08-10,21.972671508789062
2010-08-11,20.34305191040039
2010-08-12,20.161996841430664
2010-08-13,19.772686004638672
2010-08-16,20.270627975463867
2010-08-17,20.84099578857422
2010-08-18,21.701072692871094
2010-08-19,20.614660263061523
2010-08-20,20.478851318359375
2010-08-23,19.455820083618164
2010-08-24,19.120840072631836
2010-08-25,18.794918060302734
