Date,UDR
2010-01-04,9.248779296875
2010-01-05,9.2373685836792
2010-01-06,9.17460823059082
2010-01-07,9.243077278137207
2010-01-08,9.06049633026123
2010-01-11,9.123257637023926
2010-01-12,8.900739669799805
2010-01-13,9.16048526763916
2010-01-14,9.08544635772705
2010-01-15,8.975777626037598
2010-01-19,9.195121765136719
2010-01-20,9.102765083312988
2010-01-21,8.866105079650879
2010-01-22,8.64098834991455
2010-01-25,8.825701713562012
2010-01-26,8.767976760864258
2010-01-27,8.88919448852539
2010-01-28,8.912284851074219
2010-01-29,8.981549263000488
2010-02-01,9.091219902038574
2010-02-02,9.264388084411621
2010-02-03,9.068132400512695
2010-02-04,8.848790168762207
2010-02-05,9.125855445861816
2010-02-08,8.958460807800293
2010-02-09,8.71025562286377
2010-02-10,8.485139846801758
2010-02-11,8.687166213989258
2010-02-12,8.744890213012695
2010-02-16,9.096994400024414
2010-02-17,9.223982810974121
2010-02-18,9.379829406738281
2010-02-19,9.41446304321289
2010-02-22,9.512588500976562
2010-02-23,9.524136543273926
2010-02-24,9.64535140991211
2010-02-25,9.622262954711914
2010-02-26,9.697304725646973
2010-03-01,9.685757637023926
2010-03-02,9.662667274475098
2010-03-03,9.558768272399902
2010-03-04,9.535679817199707
2010-03-05,9.778115272521973
2010-03-08,9.882014274597168
2010-03-09,9.847381591796875
2010-03-10,9.81274700164795
2010-03-11,9.962822914123535
2010-03-12,9.991684913635254
2010-03-15,9.93973445892334
2010-03-16,10.274521827697754
2010-03-17,10.297611236572266
2010-03-18,10.257210731506348
2010-03-19,10.257210731506348
2010-03-22,10.262978553771973
2010-03-23,10.234116554260254
2010-03-24,10.268754005432129
2010-03-25,10.372649192810059
2010-03-26,10.418825149536133
2010-03-29,10.349565505981445
2010-03-30,10.349565505981445
2010-03-31,10.182168960571289
2010-04-01,10.239889144897461
2010-04-05,10.52272891998291
2010-04-06,10.845969200134277
2010-04-07,10.591995239257812
2010-04-08,10.691092491149902
2010-04-09,11.05251407623291
2010-04-12,11.046685218811035
2010-04-13,11.460569381713867
2010-04-14,11.54218578338623
2010-04-15,11.25071907043457
2010-04-16,11.122471809387207
2010-04-19,11.27985954284668
2010-04-20,11.501381874084473
2010-04-21,11.85697078704834
2010-04-22,12.107632637023926
2010-04-23,12.276683807373047
2010-04-26,12.177589416503906
2010-04-27,11.903604507446289
2010-04-28,11.868631362915039
2010-04-29,12.387445449829102
2010-04-30,11.839483261108398
2010-05-03,12.311663627624512
2010-05-04,12.480713844299316
2010-05-05,12.29417610168457
2010-05-06,11.763704299926758
2010-05-07,11.54218578338623
2010-05-10,12.288345336914062
2010-05-11,12.364127159118652
2010-05-12,12.626445770263672
2010-05-13,12.416592597961426
2010-05-14,12.148442268371582
2010-05-17,12.171761512756348
2010-05-18,11.89777660369873
2010-05-19,11.821996688842773
2010-05-20,11.192423820495605
2010-05-21,11.51887035369873
2010-05-24,11.128297805786133
2010-05-25,11.209906578063965
2010-05-26,11.285691261291504
2010-05-27,11.961898803710938
2010-05-28,11.851142883300781
2010-06-01,11.553844451904297
2010-06-02,11.821996688842773
2010-06-03,11.536356925964355
2010-06-04,10.667778015136719
2010-06-07,10.65029239654541
2010-06-08,10.796026229858398
2010-06-09,11.023366928100586
2010-06-10,11.472229957580566
2010-06-11,11.612139701843262
2010-06-14,11.792851448059082
2010-06-15,12.031851768493652
2010-06-16,12.020196914672852
2010-06-17,12.090145111083984
2010-06-18,12.1367826461792
2010-06-21,11.909439086914062
2010-06-22,11.338156700134277
2010-06-23,11.378959655761719
2010-06-24,11.070005416870117
2010-06-25,11.460569381713867
2010-06-28,11.513036727905273
2010-06-29,11.151613235473633
2010-06-30,11.151613235473633
2010-07-01,11.16910457611084
2010-07-02,10.766873359680176
2010-07-06,10.580337524414062
2010-07-07,11.227399826049805
2010-07-08,11.533385276794434
2010-07-09,11.768757820129395
2010-07-12,11.727572441101074
2010-07-13,11.998247146606445
2010-07-14,11.845257759094238
2010-07-15,11.880568504333496
2010-07-16,11.292131423950195
2010-07-19,11.498079299926758
2010-07-20,11.756993293762207
2010-07-21,11.451000213623047
2010-07-22,11.992368698120117
2010-07-23,12.133594512939453
2010-07-26,12.563152313232422
2010-07-27,12.49842643737793
2010-07-28,12.586686134338379
2010-07-29,12.398391723632812
2010-07-30,12.421924591064453
2010-08-02,12.73968505859375
2010-08-03,12.545503616333008
2010-08-04,12.451348304748535
2010-08-05,12.345431327819824
2010-08-06,12.268932342529297
2010-08-09,12.457234382629395
2010-08-10,12.33954906463623
2010-08-11,12.004135131835938
2010-08-12,11.839375495910645
2010-08-13,11.857024192810059
2010-08-16,11.798181533813477
2010-08-17,12.004135131835938
2010-08-18,12.068863868713379
2010-08-19,11.709915161132812
2010-08-20,11.709915161132812
2010-08-23,11.809950828552246
2010-08-24,11.768757820129395
2010-08-25,11.992368698120117
2010-08-26,11.833492279052734
2010-08-27,12.033556938171387
2010-08-30,11.939407348632812
2010-08-31,12.110054016113281
2010-09-01,12.586686134338379
2010-09-02,12.621994018554688
2010-09-03,12.88679313659668
