Date,PACS
2025-02-24,12.989999771118164
2025-02-25,13.479999542236328
2025-02-26,13.229999542236328
2025-02-27,13.050000190734863
2025-02-28,13.029999732971191
2025-03-03,13.0600004196167
2025-03-04,12.880000114440918
2025-03-05,13.260000228881836
2025-03-06,13.069999694824219
2025-03-07,13.0
2025-03-10,12.600000381469727
2025-03-11,12.329999923706055
2025-03-12,12.100000381469727
2025-03-13,11.739999771118164
2025-03-14,11.8100004196167
2025-03-17,12.270000457763672
2025-03-18,11.989999771118164
2025-03-19,12.079999923706055
2025-03-20,11.800000190734863
2025-03-21,11.510000228881836
2025-03-24,11.930000305175781
2025-03-25,11.359999656677246
2025-03-26,11.329999923706055
2025-03-27,11.050000190734863
2025-03-28,10.90999984741211
2025-03-31,11.239999771118164
2025-04-01,10.850000381469727
2025-04-02,10.260000228881836
2025-04-03,9.699999809265137
2025-04-04,9.539999961853027
2025-04-07,9.5600004196167
2025-04-08,9.3100004196167
2025-04-09,9.960000038146973
2025-04-10,9.300000190734863
2025-04-11,9.15999984741211
2025-04-14,9.350000381469727
2025-04-15,9.199999809265137
2025-04-16,9.109999656677246
2025-04-17,9.260000228881836
2025-04-21,8.579999923706055
2025-04-22,8.699999809265137
2025-04-23,8.989999771118164
2025-04-24,9.34000015258789
2025-04-25,9.600000381469727
2025-04-28,9.630000114440918
2025-04-29,9.75
2025-04-30,9.630000114440918
2025-05-01,9.720000267028809
2025-05-02,10.069999694824219
2025-05-05,10.079999923706055
2025-05-06,9.859999656677246
2025-05-07,10.520000457763672
2025-05-08,10.600000381469727
2025-05-09,10.430000305175781
2025-05-12,11.140000343322754
2025-05-13,10.949999809265137
2025-05-14,10.930000305175781
2025-05-15,10.65999984741211
2025-05-16,10.8100004196167
2025-05-19,10.649999618530273
2025-05-20,10.539999961853027
2025-05-21,9.880000114440918
2025-05-22,9.800000190734863
2025-05-23,9.819999694824219
2025-05-27,10.220000267028809
2025-05-28,9.800000190734863
2025-05-29,9.930000305175781
2025-05-30,9.920000076293945
2025-06-02,9.8100004196167
2025-06-03,10.199999809265137
2025-06-04,10.170000076293945
2025-06-05,10.359999656677246
2025-06-06,10.4399995803833
2025-06-09,10.40999984741211
2025-06-10,10.6899995803833
2025-06-11,10.600000381469727
2025-06-12,10.59000015258789
2025-06-13,10.319999694824219
2025-06-16,10.140000343322754
2025-06-17,12.350000381469727
2025-06-18,13.300000190734863
2025-06-20,13.180000305175781
2025-06-23,12.75
2025-06-24,12.649999618530273
2025-06-25,12.800000190734863
2025-06-26,12.850000381469727
2025-06-27,12.989999771118164
2025-06-30,12.920000076293945
2025-07-01,12.949999809265137
2025-07-02,13.039999961853027
2025-07-03,13.140000343322754
2025-07-07,12.479999542236328
2025-07-08,12.9399995803833
2025-07-09,12.84000015258789
2025-07-10,12.789999961853027
2025-07-11,12.680000305175781
2025-07-14,12.899999618530273
2025-07-15,12.449999809265137
2025-07-16,12.350000381469727
2025-07-17,12.3100004196167
2025-07-18,11.960000038146973
2025-07-21,11.619999885559082
2025-07-22,11.479999542236328
2025-07-23,11.949999809265137
2025-07-24,11.430000305175781
2025-07-25,11.6899995803833
2025-07-28,11.760000228881836
2025-07-29,11.529999732971191
2025-07-30,11.220000267028809
2025-07-31,11.0600004196167
2025-08-01,10.619999885559082
2025-08-04,10.989999771118164
2025-08-05,11.420000076293945
2025-08-06,11.050000190734863
2025-08-07,11.09000015258789
2025-08-08,11.140000343322754
2025-08-11,11.359999656677246
2025-08-12,11.1899995803833
2025-08-13,11.479999542236328
2025-08-14,11.529999732971191
2025-08-15,11.5
2025-08-18,11.40999984741211
2025-08-19,11.84000015258789
2025-08-20,11.920000076293945
2025-08-21,11.729999542236328
2025-08-22,12.050000190734863
2025-08-25,11.789999961853027
2025-08-26,11.65999984741211
2025-08-27,11.859999656677246
2025-08-28,11.609999656677246
2025-08-29,11.640000343322754
2025-09-02,11.59000015258789
2025-09-03,11.0
2025-09-04,11.229999542236328
2025-09-05,11.170000076293945
2025-09-08,11.319999694824219
2025-09-09,8.069999694824219
2025-09-10,7.710000038146973
2025-09-11,9.600000381469727
2025-09-12,9.75
2025-09-15,10.430000305175781
2025-09-16,10.869999885559082
2025-09-17,11.220000267028809
2025-09-18,12.0
2025-09-19,11.970000267028809
