Date,UHAL
2010-01-04,4.546083927154541
2010-01-05,4.38597297668457
2010-01-06,4.165594100952148
2010-01-07,4.1530022621154785
2010-01-08,4.10352897644043
2010-01-11,4.086437702178955
2010-01-12,4.072946071624756
2010-01-13,4.116122245788574
2010-01-14,4.156599521636963
2010-01-15,4.086437702178955
2010-01-19,4.134112358093262
2010-01-20,3.975799798965454
2010-01-21,3.9119348526000977
2010-01-22,3.750025510787964
2010-01-25,3.633089780807495
2010-01-26,3.5467371940612793
2010-01-27,3.5692250728607178
2010-01-28,3.476576089859009
2010-01-29,3.399219274520874
2010-02-01,3.330857038497925
2010-02-02,3.263394355773926
2010-02-03,3.2058255672454834
2010-02-04,3.601607084274292
2010-02-05,3.793200969696045
2010-02-08,3.9335248470306396
2010-02-09,4.150303840637207
2010-02-10,4.1134233474731445
2010-02-11,4.260942459106445
2010-02-12,4.323007106781006
2010-02-16,4.475923538208008
2010-02-17,4.63693380355835
2010-02-18,4.6396331787109375
2010-02-19,4.704396724700928
2010-02-22,4.722387313842773
2010-02-23,4.699898719787598
2010-02-24,4.722387313842773
2010-02-25,4.721487998962402
2010-02-26,4.716090679168701
2010-03-01,4.703497409820557
2010-03-02,4.719688892364502
2010-03-03,4.678311824798584
2010-03-04,4.681909561157227
2010-03-05,4.868106365203857
2010-03-08,4.782654285430908
2010-03-09,4.790749549865723
2010-03-10,4.793447494506836
2010-03-11,4.873504638671875
2010-03-12,4.853714942932129
2010-03-15,4.897790431976318
2010-03-16,4.949060440063477
2010-03-17,4.875303268432617
2010-03-18,4.824030876159668
2010-03-19,4.920277118682861
2010-03-22,4.920277118682861
2010-03-23,4.923875331878662
2010-03-24,4.884298324584961
2010-03-25,4.859110355377197
2010-03-26,4.921176910400391
2010-03-29,5.032714366912842
2010-03-30,4.995835781097412
2010-03-31,4.883397579193115
2010-04-01,4.838421821594238
2010-04-05,4.989539623260498
2010-04-06,5.06149959564209
2010-04-07,5.04440975189209
2010-04-08,5.098379611968994
2010-04-09,5.065098285675049
2010-04-12,5.091183185577393
2010-04-13,5.171239376068115
2010-04-14,5.410505294799805
2010-04-15,5.574215412139893
2010-04-16,5.513950347900391
2010-04-19,5.495059490203857
2010-04-20,5.529242038726807
2010-04-21,5.659668445587158
2010-04-22,5.576913356781006
2010-04-23,5.624587059020996
2010-04-26,5.674060821533203
2010-04-27,5.527441501617432
2010-04-28,5.5409345626831055
2010-04-29,5.711838722229004
2010-04-30,5.617391109466553
2010-05-03,5.696547985076904
2010-05-04,5.43569278717041
2010-05-05,5.346641540527344
2010-05-06,5.093881607055664
2010-05-07,4.710692882537842
2010-05-10,5.052504539489746
2010-05-11,5.231504440307617
2010-05-12,5.530140399932861
2010-05-13,5.396114349365234
2010-05-14,5.2935709953308105
2010-05-17,5.364631652832031
2010-05-18,5.216213703155518
2010-05-19,5.197324275970459
2010-05-20,4.695402145385742
2010-05-21,4.731383323669434
2010-05-24,4.663020133972168
2010-05-25,4.584763050079346
2010-05-26,4.642331123352051
2010-05-27,4.925674915313721
2010-05-28,4.9157795906066895
2010-06-01,4.458832740783691
2010-06-02,4.566772937774658
2010-06-03,4.527194976806641
2010-06-04,4.063052177429199
2010-06-07,4.046860218048096
2010-06-08,4.047760486602783
2010-06-09,4.045062065124512
2010-06-10,4.314011573791504
2010-06-11,4.567671775817871
2010-06-14,4.5128021240234375
2010-06-15,4.748472213745117
2010-06-16,4.772758960723877
2010-06-17,4.918477535247803
2010-06-18,5.046208381652832
2010-06-21,4.98504114151001
2010-06-22,4.808738708496094
2010-06-23,4.92657470703125
2010-06-24,4.920277118682861
2010-06-25,5.351139545440674
2010-06-28,5.282777786254883
2010-06-29,5.071393013000488
2010-06-30,4.9517598152160645
2010-07-01,4.9733476638793945
2010-07-02,4.867207050323486
2010-07-06,4.895091533660889
2010-07-07,5.2135162353515625
2010-07-08,5.325052738189697
2010-07-09,5.27018404006958
2010-07-12,5.194624900817871
2010-07-13,5.6578688621521
2010-07-14,5.585009574890137
2010-07-15,5.543632507324219
2010-07-16,5.30886173248291
2010-07-19,5.3421430587768555
2010-07-20,5.42939567565918
2010-07-21,5.381721019744873
2010-07-22,5.75591516494751
2010-07-23,5.809885501861572
2010-07-26,6.02396821975708
2010-07-27,6.230853080749512
2010-07-28,6.176882743835449
2010-07-29,6.176882743835449
2010-07-30,6.131907939910889
2010-08-02,6.020368576049805
2010-08-03,5.978091716766357
2010-08-04,6.2515411376953125
2010-08-05,6.796639442443848
2010-08-06,6.63023042678833
2010-08-09,6.971142292022705
2010-08-10,7.04849910736084
2010-08-11,6.82632303237915
2010-08-12,6.904579162597656
2010-08-13,7.195118427276611
2010-08-16,7.285068511962891
2010-08-17,7.322845458984375
2010-08-18,7.308456897735596
2010-08-19,7.130354404449463
2010-08-20,7.240993022918701
2010-08-23,6.706689834594727
2010-08-24,6.703091144561768
2010-08-25,6.865899562835693
2010-08-26,6.820926189422607
2010-08-27,7.129455089569092
2010-08-30,7.164536476135254
2010-08-31,7.24459171295166
2010-09-01,7.3858137130737305
2010-09-02,7.394807815551758
2010-09-03,7.3669233322143555
2010-09-07,7.209511756896973
2010-09-08,7.295862197875977
2010-09-09,7.2796735763549805
2010-09-10,7.2122087478637695
2010-09-13,7.317451000213623
2010-09-14,7.285969257354736
2010-09-15,7.320150375366211
2010-09-16,7.1609368324279785
2010-09-17,7.1060686111450195
2010-09-20,7.2634806632995605
2010-09-21,7.210411071777344
2010-09-22,7.464968681335449
2010-09-23,7.009820938110352
2010-09-24,7.180726528167725
2010-09-27,7.167232990264893
2010-09-28,7.219404697418213
2010-09-29,7.278773307800293
2010-09-30,7.1492438316345215
2010-10-01,7.0511980056762695
2010-10-04,6.879393100738525
2010-10-05,7.280571460723877
2010-10-06,7.178926944732666
2010-10-07,7.240095138549805
2010-10-08,7.404703140258789
2010-10-11,7.339937686920166
2010-10-12,7.435286998748779
2010-10-13,7.433487892150879
2010-10-14,7.375917911529541
2010-10-15,7.48385763168335
2010-10-18,7.55042028427124
2010-10-19,7.188823223114014
2010-10-20,7.291366100311279
2010-10-21,7.16543436050415
2010-10-22,7.0961737632751465
