Date,VIK
2024-09-12,32.400001525878906
2024-09-13,32.68000030517578
2024-09-16,32.77000045776367
2024-09-17,32.84000015258789
2024-09-18,33.56999969482422
2024-09-19,33.90999984741211
2024-09-20,34.43000030517578
2024-09-23,34.099998474121094
2024-09-24,34.790000915527344
2024-09-25,34.290000915527344
2024-09-26,34.77000045776367
2024-09-27,34.95000076293945
2024-09-30,34.88999938964844
2024-10-01,34.5
2024-10-02,35.040000915527344
2024-10-03,35.529998779296875
2024-10-04,37.029998779296875
2024-10-07,36.869998931884766
2024-10-08,36.900001525878906
2024-10-09,37.869998931884766
2024-10-10,37.84000015258789
2024-10-11,38.099998474121094
2024-10-14,37.790000915527344
2024-10-15,38.5
2024-10-16,39.0
2024-10-17,39.38999938964844
2024-10-18,38.970001220703125
2024-10-21,38.54999923706055
2024-10-22,39.599998474121094
2024-10-23,38.5099983215332
2024-10-24,38.79999923706055
2024-10-25,38.75
2024-10-28,38.720001220703125
2024-10-29,39.689998626708984
2024-10-30,39.130001068115234
2024-10-31,39.25
2024-11-01,39.63999938964844
2024-11-04,39.970001220703125
2024-11-05,41.2599983215332
2024-11-06,43.22999954223633
2024-11-07,43.220001220703125
2024-11-08,43.619998931884766
2024-11-11,44.439998626708984
2024-11-12,45.849998474121094
2024-11-13,45.56999969482422
2024-11-14,45.790000915527344
2024-11-15,45.34000015258789
2024-11-18,45.38999938964844
2024-11-19,45.09000015258789
2024-11-20,44.369998931884766
2024-11-21,44.90999984741211
2024-11-22,45.34000015258789
2024-11-25,45.779998779296875
2024-11-26,47.220001220703125
2024-11-27,46.45000076293945
2024-11-29,46.45000076293945
2024-12-02,46.22999954223633
2024-12-03,45.65999984741211
2024-12-04,46.31999969482422
2024-12-05,46.11000061035156
2024-12-06,46.52000045776367
2024-12-09,44.869998931884766
2024-12-10,44.59000015258789
2024-12-11,46.040000915527344
2024-12-12,46.18000030517578
2024-12-13,45.4900016784668
2024-12-16,46.150001525878906
2024-12-17,45.849998474121094
2024-12-18,43.380001068115234
2024-12-19,43.689998626708984
2024-12-20,46.22999954223633
2024-12-23,45.5
2024-12-24,45.66999816894531
2024-12-26,45.650001525878906
2024-12-27,44.40999984741211
2024-12-30,44.0099983215332
2024-12-31,44.060001373291016
2025-01-02,43.810001373291016
2025-01-03,42.81999969482422
2025-01-06,43.34000015258789
2025-01-07,42.61000061035156
2025-01-08,43.04999923706055
2025-01-10,43.689998626708984
2025-01-13,43.13999938964844
2025-01-14,43.40999984741211
2025-01-15,44.4900016784668
2025-01-16,45.13999938964844
2025-01-17,47.709999084472656
2025-01-21,48.4900016784668
2025-01-22,47.810001373291016
2025-01-23,48.689998626708984
2025-01-24,49.0099983215332
2025-01-27,48.75
2025-01-28,49.060001373291016
2025-01-29,50.27000045776367
2025-01-30,51.689998626708984
2025-01-31,50.630001068115234
2025-02-03,50.119998931884766
2025-02-04,51.45000076293945
2025-02-05,52.060001373291016
2025-02-06,52.84000015258789
2025-02-07,52.77000045776367
2025-02-10,51.72999954223633
2025-02-11,50.869998931884766
2025-02-12,51.61000061035156
2025-02-13,52.36000061035156
2025-02-14,51.470001220703125
2025-02-18,51.849998474121094
2025-02-19,51.400001525878906
2025-02-20,49.83000183105469
2025-02-21,48.040000915527344
2025-02-24,49.060001373291016
2025-02-25,48.150001525878906
2025-02-26,49.11000061035156
2025-02-27,47.119998931884766
2025-02-28,48.099998474121094
2025-03-03,47.470001220703125
2025-03-04,46.34000015258789
2025-03-05,47.849998474121094
2025-03-06,45.04999923706055
2025-03-07,43.61000061035156
2025-03-10,42.7400016784668
2025-03-11,40.150001525878906
2025-03-12,40.5099983215332
2025-03-13,39.20000076293945
2025-03-14,40.40999984741211
2025-03-17,42.06999969482422
2025-03-18,38.9900016784668
2025-03-19,40.09000015258789
2025-03-20,39.970001220703125
2025-03-21,40.099998474121094
2025-03-24,41.41999816894531
2025-03-25,41.279998779296875
2025-03-26,41.529998779296875
2025-03-27,41.25
2025-03-28,39.34000015258789
2025-03-31,39.75
2025-04-01,40.4900016784668
2025-04-02,41.970001220703125
2025-04-03,38.34000015258789
2025-04-04,34.93000030517578
2025-04-07,34.13999938964844
2025-04-08,35.5099983215332
2025-04-09,41.689998626708984
2025-04-10,39.220001220703125
2025-04-11,39.630001068115234
2025-04-14,39.31999969482422
2025-04-15,40.34000015258789
2025-04-16,40.150001525878906
2025-04-17,39.79999923706055
2025-04-21,37.5099983215332
2025-04-22,38.0
2025-04-23,39.7400016784668
2025-04-24,40.279998779296875
2025-04-25,40.54999923706055
2025-04-28,41.5
2025-04-29,41.119998931884766
2025-04-30,41.029998779296875
2025-05-01,40.93000030517578
2025-05-02,42.36000061035156
2025-05-05,42.79999923706055
2025-05-06,42.59000015258789
2025-05-07,43.029998779296875
2025-05-08,43.56999969482422
2025-05-09,43.25
2025-05-12,45.56999969482422
2025-05-13,46.20000076293945
2025-05-14,46.84000015258789
2025-05-15,46.20000076293945
2025-05-16,48.22999954223633
2025-05-19,47.08000183105469
2025-05-20,44.72999954223633
2025-05-21,43.08000183105469
2025-05-22,43.16999816894531
2025-05-23,43.77000045776367
2025-05-27,44.91999816894531
2025-05-28,44.31999969482422
2025-05-29,44.34000015258789
2025-05-30,44.63999938964844
2025-06-02,45.599998474121094
2025-06-03,46.41999816894531
2025-06-04,47.13999938964844
2025-06-05,47.91999816894531
2025-06-06,48.790000915527344
2025-06-09,48.880001068115234
2025-06-10,48.75
2025-06-11,47.36000061035156
2025-06-12,47.72999954223633
2025-06-13,46.560001373291016
2025-06-16,48.27000045776367
2025-06-17,47.619998931884766
2025-06-18,48.65999984741211
2025-06-20,49.47999954223633
2025-06-23,49.70000076293945
2025-06-24,51.380001068115234
2025-06-25,51.27000045776367
2025-06-26,52.38999938964844
2025-06-27,52.720001220703125
2025-06-30,53.290000915527344
2025-07-01,54.0099983215332
2025-07-02,54.560001373291016
2025-07-03,55.459999084472656
2025-07-07,55.11000061035156
2025-07-08,55.130001068115234
2025-07-09,56.27000045776367
2025-07-10,56.619998931884766
2025-07-11,56.45000076293945
2025-07-14,57.45000076293945
2025-07-15,57.150001525878906
2025-07-16,56.869998931884766
2025-07-17,57.439998626708984
2025-07-18,58.33000183105469
2025-07-21,57.95000076293945
2025-07-22,57.38999938964844
2025-07-23,58.27000045776367
2025-07-24,57.75
2025-07-25,58.34000015258789
2025-07-28,58.779998779296875
2025-07-29,58.5
2025-07-30,59.029998779296875
2025-07-31,58.720001220703125
2025-08-01,57.560001373291016
2025-08-04,58.86000061035156
2025-08-05,58.209999084472656
2025-08-06,57.45000076293945
2025-08-07,56.959999084472656
2025-08-08,56.58000183105469
2025-08-11,57.79999923706055
2025-08-12,59.70000076293945
2025-08-13,59.9900016784668
2025-08-14,60.02000045776367
2025-08-15,60.720001220703125
2025-08-18,60.20000076293945
2025-08-19,59.220001220703125
2025-08-20,58.54999923706055
2025-08-21,58.27000045776367
2025-08-22,60.38999938964844
2025-08-25,60.04999923706055
2025-08-26,61.7599983215332
2025-08-27,62.939998626708984
2025-08-28,63.77000045776367
2025-08-29,63.619998931884766
2025-09-02,62.459999084472656
2025-09-03,62.38999938964844
2025-09-04,63.09000015258789
2025-09-05,62.83000183105469
2025-09-08,63.7400016784668
2025-09-09,63.65999984741211
2025-09-10,62.91999816894531
2025-09-11,65.31999969482422
2025-09-12,63.27000045776367
2025-09-15,62.43000030517578
2025-09-16,61.630001068115234
2025-09-17,61.91999816894531
2025-09-18,62.68000030517578
2025-09-19,62.2400016784668
