Date,LTC
2010-01-04,11.396722793579102
2010-01-05,11.218780517578125
2010-01-06,11.384310722351074
2010-01-07,11.574666976928711
2010-01-08,11.450523376464844
2010-01-11,11.160840034484863
2010-01-12,11.169112205505371
2010-01-13,11.35119915008545
2010-01-14,11.3305082321167
2010-01-15,11.442241668701172
2010-01-19,11.533710479736328
2010-01-20,11.396504402160645
2010-01-21,11.076358795166016
2010-01-22,10.872631072998047
2010-01-25,10.635627746582031
2010-01-26,10.323789596557617
2010-01-27,10.689687728881836
2010-01-28,10.535844802856445
2010-01-29,10.55247688293457
2010-02-01,10.764527320861816
2010-02-02,10.864311218261719
2010-02-03,10.635627746582031
2010-02-04,10.402801513671875
2010-02-05,10.610687255859375
2010-02-08,10.436053276062012
2010-02-09,10.390323638916016
2010-02-10,10.469325065612793
2010-02-11,10.81025505065918
2010-02-12,10.722944259643555
2010-02-16,10.722949028015137
2010-02-17,10.865023612976074
2010-02-18,11.048891067504883
2010-02-19,11.05307388305664
2010-02-22,10.973682403564453
2010-02-23,10.88174057006836
2010-02-24,11.02800464630127
2010-02-25,10.982035636901855
2010-02-26,10.898458480834961
2010-03-01,11.086512565612793
2010-03-02,11.099040985107422
2010-03-03,10.965314865112305
2010-03-04,11.061430931091309
2010-03-05,11.27037525177002
2010-03-08,11.170086860656738
2010-03-09,11.161724090576172
2010-03-10,11.287092208862305
2010-03-11,11.32470417022705
2010-03-12,11.366490364074707
2010-03-15,11.391558647155762
2010-03-16,11.395745277404785
2010-03-17,11.34976863861084
2010-03-18,11.395745277404785
2010-03-19,11.252981185913086
2010-03-22,11.370545387268066
2010-03-23,11.374748229980469
2010-03-24,11.311758995056152
2010-03-25,11.42933177947998
2010-03-26,11.374748229980469
2010-03-29,11.383151054382324
2010-03-30,11.530098915100098
2010-03-31,11.362149238586426
2010-04-01,11.349552154541016
2010-04-05,11.668664932250977
2010-04-06,11.836627960205078
2010-04-07,11.807229995727539
2010-04-08,11.777833938598633
2010-04-09,11.807229995727539
2010-04-12,11.685466766357422
2010-04-13,11.794638633728027
2010-04-14,11.840824127197266
2010-04-15,11.668664932250977
2010-04-16,11.710652351379395
2010-04-19,11.639275550842285
2010-04-20,11.744738578796387
2010-04-21,11.892398834228516
2010-04-22,12.12020206451416
2010-04-23,12.002083778381348
2010-04-26,12.027398109436035
2010-04-27,11.727874755859375
2010-04-28,11.76583194732666
2010-04-29,12.090672492980957
2010-04-30,11.77004623413086
2010-05-03,11.959892272949219
2010-05-04,11.554901123046875
2010-05-05,11.411470413208008
2010-05-06,10.989608764648438
2010-05-07,10.715388298034668
2010-05-10,11.36927604675293
2010-05-11,11.352405548095703
2010-05-12,11.677247047424316
2010-05-13,11.516936302185059
2010-05-14,11.10772705078125
2010-05-17,11.052881240844727
2010-05-18,10.900251388549805
2010-05-19,10.874812126159668
2010-05-20,10.450844764709473
2010-05-21,10.61195182800293
2010-05-24,10.421164512634277
2010-05-25,10.42541217803955
2010-05-26,10.641632080078125
2010-05-27,11.002005577087402
2010-05-28,10.891769409179688
2010-06-01,10.616193771362305
2010-06-02,10.667072296142578
2010-06-03,10.548362731933594
2010-06-04,10.03111743927002
2010-06-07,9.967524528503418
2010-06-08,10.111671447753906
2010-06-09,10.08199405670166
2010-06-10,10.378777503967285
2010-06-11,10.582274436950684
2010-06-14,10.641632080078125
2010-06-15,10.896014213562012
2010-06-16,10.968086242675781
2010-06-17,11.133437156677246
2010-06-18,11.222916603088379
2010-06-21,11.261261940002441
2010-06-22,11.018392562866211
2010-06-23,11.129179000854492
2010-06-24,10.96300220489502
2010-06-25,11.124916076660156
2010-06-28,10.839442253112793
2010-06-29,10.47301197052002
2010-06-30,10.340929985046387
2010-07-01,10.375015258789062
2010-07-02,10.323894500732422
2010-07-06,9.995807647705078
2010-07-07,10.23015308380127
2010-07-08,10.238668441772461
2010-07-09,10.289796829223633
2010-07-12,10.221627235412598
2010-07-13,10.45171070098877
2010-07-14,10.383536338806152
2010-07-15,10.477277755737305
2010-07-16,10.179019927978516
2010-07-19,10.502838134765625
2010-07-20,10.609918594360352
2010-07-21,10.318658828735352
