Date,JEF
2010-01-04,15.826656341552734
2010-01-05,16.076045989990234
2010-01-06,16.574831008911133
2010-01-07,16.472517013549805
2010-01-08,16.427749633789062
2010-01-11,16.53006362915039
2010-01-12,16.223125457763672
2010-01-13,16.395780563354492
2010-01-14,16.287065505981445
2010-01-15,15.865031242370605
2010-01-19,15.954547882080078
2010-01-20,15.858635902404785
2010-01-21,15.67318344116211
2010-01-22,15.072093963623047
2010-01-25,15.276721000671387
2010-01-26,14.771547317504883
2010-01-27,14.745962142944336
2010-01-28,14.598893165588379
2010-01-29,14.279167175292969
2010-02-01,14.752364158630371
2010-02-02,15.01453971862793
2010-02-03,14.9122314453125
2010-02-04,13.940253257751465
2010-02-05,14.036168098449707
2010-02-08,13.889090538024902
2010-02-09,14.068133354187012
2010-02-10,13.933854103088379
2010-02-11,14.119295120239258
2010-02-12,13.95303726196289
2010-02-16,14.355895042419434
2010-02-17,14.650054931640625
2010-02-18,14.765154838562012
2010-02-19,14.829094886779785
2010-02-22,14.963385581970215
2010-02-23,14.496578216552734
2010-02-24,14.745962142944336
2010-02-25,14.918617248535156
2010-02-26,15.180802345275879
2010-03-01,15.583658218383789
2010-03-02,15.68597412109375
2010-03-03,15.67318344116211
2010-03-04,15.641220092773438
2010-03-05,15.954547882080078
2010-03-08,15.973729133605957
2010-03-09,16.076045989990234
2010-03-10,15.999310493469238
2010-03-11,16.184757232666016
2010-03-12,16.15278434753418
2010-03-15,16.02489471435547
2010-03-16,16.203941345214844
2010-03-17,16.36380386352539
2010-03-18,16.34461784362793
2010-03-19,16.223125457763672
2010-03-22,16.3765926361084
2010-03-23,16.510881423950195
2010-03-24,16.331832885742188
2010-03-25,16.15278434753418
2010-03-26,16.08884048461914
2010-03-29,15.98652458190918
2010-03-30,16.005704879760742
2010-03-31,15.865031242370605
2010-04-01,16.21672821044922
2010-04-05,16.34461784362793
2010-04-06,16.568431854248047
2010-04-07,16.370201110839844
2010-04-08,16.306255340576172
2010-04-09,16.357410430908203
2010-04-12,17.163127899169922
2010-04-13,17.2718448638916
2010-04-14,17.745038986206055
2010-04-15,17.936878204345703
2010-04-16,17.137548446655273
2010-04-19,17.24626350402832
2010-04-20,17.2718448638916
2010-04-21,17.048030853271484
2010-04-22,16.964893341064453
2010-04-23,17.01606559753418
2010-04-26,16.792240142822266
2010-04-27,16.23591423034668
2010-04-28,16.09522819519043
2010-04-29,16.56203842163086
2010-04-30,16.184757232666016
2010-05-03,16.56203842163086
2010-05-04,15.890599250793457
2010-05-05,15.813865661621094
2010-05-06,15.123248100280762
2010-05-07,14.624476432800293
2010-05-10,15.423799514770508
2010-05-11,15.180802345275879
2010-05-12,15.622032165527344
2010-05-13,15.417398452758789
2010-05-14,14.925015449523926
2010-05-17,14.835498809814453
2010-05-18,14.41344928741455
2010-05-19,14.228005409240723
2010-05-20,13.435077667236328
2010-05-21,14.18963623046875
2010-05-24,13.601332664489746
2010-05-25,13.716437339782715
2010-05-26,13.505415916442871
2010-05-27,14.18963623046875
2010-05-28,14.016982078552246
2010-06-01,13.24963092803955
2010-06-02,13.748411178588867
2010-06-03,13.467048645019531
2010-06-04,13.057788848876953
2010-06-07,12.731667518615723
2010-06-08,12.859562873840332
2010-06-09,12.936288833618164
2010-06-10,13.339150428771973
2010-06-11,13.505415916442871
2010-06-14,13.594941139221191
2010-06-15,13.940253257751465
2010-06-16,13.786778450012207
