Date,INGN
2014-02-14,15.149999618530273
2014-02-18,15.25
2014-02-19,15.100000381469727
2014-02-20,15.5
2014-02-21,16.549999237060547
2014-02-24,16.969999313354492
2014-02-25,16.950000762939453
2014-02-26,17.0
2014-02-27,17.139999389648438
2014-02-28,17.510000228881836
2014-03-03,17.690000534057617
2014-03-04,19.020000457763672
2014-03-05,19.399999618530273
2014-03-06,19.3799991607666
2014-03-07,19.190000534057617
2014-03-10,19.5
2014-03-11,18.75
2014-03-12,20.309999465942383
2014-03-13,20.0
2014-03-14,19.399999618530273
2014-03-17,19.950000762939453
2014-03-18,19.850000381469727
2014-03-19,19.84000015258789
2014-03-20,18.5
2014-03-21,17.200000762939453
2014-03-24,16.690000534057617
2014-03-25,16.799999237060547
2014-03-26,16.739999771118164
2014-03-27,16.809999465942383
2014-03-28,16.56999969482422
2014-03-31,16.510000228881836
2014-04-01,16.6200008392334
2014-04-02,16.530000686645508
2014-04-03,16.700000762939453
2014-04-04,16.350000381469727
2014-04-07,16.3799991607666
2014-04-08,16.469999313354492
2014-04-09,16.469999313354492
2014-04-10,16.459999084472656
2014-04-11,16.889999389648438
2014-04-14,16.31999969482422
2014-04-15,15.1899995803833
2014-04-16,15.319999694824219
2014-04-17,14.850000381469727
2014-04-21,14.720000267028809
2014-04-22,14.9399995803833
2014-04-23,14.609999656677246
2014-04-24,14.720000267028809
2014-04-25,14.640000343322754
2014-04-28,14.260000228881836
2014-04-29,14.039999961853027
2014-04-30,14.109999656677246
2014-05-01,14.609999656677246
2014-05-02,14.1899995803833
2014-05-05,14.069999694824219
2014-05-06,13.899999618530273
2014-05-07,14.050000190734863
2014-05-08,13.8100004196167
2014-05-09,14.1899995803833
2014-05-12,14.449999809265137
2014-05-13,14.619999885559082
2014-05-14,16.290000915527344
2014-05-15,16.139999389648438
2014-05-16,16.209999084472656
2014-05-19,15.795000076293945
2014-05-20,15.920000076293945
2014-05-21,16.520000457763672
2014-05-22,16.829999923706055
2014-05-23,17.020000457763672
2014-05-27,16.959999084472656
2014-05-28,16.940000534057617
2014-05-29,17.0
2014-05-30,16.780000686645508
2014-06-02,16.420000076293945
2014-06-03,16.280000686645508
2014-06-04,16.639999389648438
2014-06-05,17.1200008392334
2014-06-06,17.040000915527344
2014-06-09,17.209999084472656
2014-06-10,17.34000015258789
2014-06-11,17.059999465942383
2014-06-12,17.540000915527344
2014-06-13,18.399999618530273
2014-06-16,18.90999984741211
2014-06-17,19.649999618530273
2014-06-18,19.18000030517578
2014-06-19,18.43000030517578
2014-06-20,18.559999465942383
2014-06-23,19.139999389648438
2014-06-24,19.93000030517578
2014-06-25,20.889999389648438
2014-06-26,20.6200008392334
2014-06-27,21.860000610351562
2014-06-30,22.559999465942383
2014-07-01,23.579999923706055
2014-07-02,22.950000762939453
2014-07-03,22.0
2014-07-07,20.6200008392334
2014-07-08,20.209999084472656
2014-07-09,19.969999313354492
2014-07-10,19.700000762939453
2014-07-11,19.959999084472656
2014-07-14,19.959999084472656
2014-07-15,19.239999771118164
2014-07-16,19.389999389648438
2014-07-17,19.43000030517578
2014-07-18,19.90999984741211
2014-07-21,19.700000762939453
2014-07-22,19.709999084472656
2014-07-23,20.31999969482422
2014-07-24,20.030000686645508
2014-07-25,19.219999313354492
2014-07-28,19.309999465942383
2014-07-29,19.899999618530273
2014-07-30,19.950000762939453
2014-07-31,20.0
2014-08-01,18.93000030517578
2014-08-04,18.739999771118164
2014-08-05,18.719999313354492
2014-08-06,18.50200080871582
2014-08-07,18.260000228881836
2014-08-08,18.299999237060547
2014-08-11,18.3700008392334
2014-08-12,18.209999084472656
2014-08-13,19.030000686645508
2014-08-14,19.079999923706055
2014-08-15,18.93000030517578
2014-08-18,19.100000381469727
2014-08-19,19.299999237060547
2014-08-20,19.479999542236328
2014-08-21,19.030000686645508
2014-08-22,19.100000381469727
2014-08-25,19.6200008392334
2014-08-26,19.540000915527344
2014-08-27,20.360000610351562
2014-08-28,20.170000076293945
2014-08-29,20.649999618530273
2014-09-02,21.690000534057617
2014-09-03,21.959999084472656
2014-09-04,22.489999771118164
2014-09-05,22.549999237060547
2014-09-08,23.030000686645508
2014-09-09,24.030000686645508
2014-09-10,23.1299991607666
2014-09-11,23.479999542236328
2014-09-12,23.059999465942383
2014-09-15,21.18000030517578
2014-09-16,21.209999084472656
2014-09-17,21.780000686645508
2014-09-18,21.190000534057617
2014-09-19,21.0
2014-09-22,20.040000915527344
2014-09-23,20.0
2014-09-24,20.579999923706055
2014-09-25,19.989999771118164
2014-09-26,20.1200008392334
2014-09-29,20.239999771118164
2014-09-30,20.610000610351562
2014-10-01,20.75
2014-10-02,21.049999237060547
2014-10-03,21.600000381469727
2014-10-06,21.5
2014-10-07,21.389999389648438
2014-10-08,20.979999542236328
2014-10-09,20.770000457763672
2014-10-10,20.450000762939453
2014-10-13,21.3700008392334
2014-10-14,20.530000686645508
2014-10-15,20.049999237060547
2014-10-16,20.219999313354492
2014-10-17,20.329999923706055
2014-10-20,19.68000030517578
2014-10-21,19.719999313354492
2014-10-22,20.239999771118164
2014-10-23,20.770000457763672
2014-10-24,21.3799991607666
2014-10-27,22.09000015258789
2014-10-28,22.510000228881836
2014-10-29,22.8799991607666
2014-10-30,23.8799991607666
2014-10-31,23.610000610351562
2014-11-03,24.739999771118164
2014-11-04,24.739999771118164
2014-11-05,24.81999969482422
2014-11-06,24.600000381469727
2014-11-07,23.610000610351562
2014-11-10,24.649999618530273
2014-11-11,25.440000534057617
2014-11-12,26.1200008392334
2014-11-13,25.0
2014-11-14,25.079999923706055
2014-11-17,24.770000457763672
2014-11-18,24.760000228881836
2014-11-19,24.059999465942383
2014-11-20,24.520000457763672
2014-11-21,24.520000457763672
2014-11-24,24.729999542236328
2014-11-25,24.670000076293945
2014-11-26,24.780000686645508
2014-11-28,24.290000915527344
2014-12-01,24.329999923706055
2014-12-02,23.920000076293945
2014-12-03,24.639999389648438
2014-12-04,24.81999969482422
2014-12-05,24.860000610351562
2014-12-08,24.309999465942383
2014-12-09,25.040000915527344
2014-12-10,25.049999237060547
2014-12-11,24.739999771118164
2014-12-12,24.8700008392334
2014-12-15,24.940000534057617
2014-12-16,24.18000030517578
2014-12-17,25.520000457763672
2014-12-18,29.270000457763672
2014-12-19,29.360000610351562
2014-12-22,30.049999237060547
2014-12-23,30.079999923706055
2014-12-24,29.989999771118164
2014-12-26,30.010000228881836
2014-12-29,30.25
2014-12-30,31.459999084472656
2014-12-31,31.3700008392334
2015-01-02,31.229999542236328
2015-01-05,30.889999389648438
2015-01-06,31.809999465942383
2015-01-07,30.989999771118164
2015-01-08,31.549999237060547
2015-01-09,31.56999969482422
2015-01-12,31.649999618530273
2015-01-13,31.6200008392334
2015-01-14,31.450000762939453
2015-01-15,31.260000228881836
2015-01-16,31.719999313354492
2015-01-20,31.549999237060547
2015-01-21,31.5
2015-01-22,31.485000610351562
2015-01-23,31.360000610351562
2015-01-26,31.979999542236328
2015-01-27,32.005001068115234
2015-01-28,32.0
2015-01-29,31.600000381469727
2015-01-30,30.600000381469727
2015-02-02,29.850000381469727
2015-02-03,30.200000762939453
2015-02-04,30.110000610351562
2015-02-05,31.09000015258789
2015-02-06,30.600000381469727
2015-02-09,29.780000686645508
2015-02-10,30.850000381469727
2015-02-11,30.950000762939453
2015-02-12,31.209999084472656
2015-02-13,33.529998779296875
2015-02-17,33.45000076293945
2015-02-18,33.97999954223633
2015-02-19,33.97999954223633
2015-02-20,33.34000015258789
2015-02-23,33.2599983215332
2015-02-24,33.86000061035156
2015-02-25,33.95000076293945
2015-02-26,33.83000183105469
2015-02-27,33.25
2015-03-02,33.619998931884766
2015-03-03,33.34000015258789
2015-03-04,33.810001373291016
2015-03-05,33.72999954223633
2015-03-06,33.65999984741211
2015-03-09,34.0
2015-03-10,33.91999816894531
2015-03-11,37.34000015258789
2015-03-12,33.099998474121094
2015-03-13,32.4900016784668
2015-03-16,33.599998474121094
2015-03-17,33.939998626708984
2015-03-18,33.52000045776367
2015-03-19,32.150001525878906
2015-03-20,32.04999923706055
2015-03-23,31.479999542236328
2015-03-24,31.600000381469727
2015-03-25,32.06999969482422
2015-03-26,32.0
2015-03-27,31.889999389648438
2015-03-30,32.650001525878906
2015-03-31,31.989999771118164
2015-04-01,33.869998931884766
2015-04-02,33.72999954223633
2015-04-06,34.95000076293945
2015-04-07,34.310001373291016
2015-04-08,35.209999084472656
2015-04-09,34.560001373291016
2015-04-10,34.75
2015-04-13,34.65999984741211
2015-04-14,34.540000915527344
2015-04-15,35.36000061035156
2015-04-16,36.709999084472656
2015-04-17,36.18000030517578
2015-04-20,36.459999084472656
2015-04-21,36.43000030517578
2015-04-22,36.38999938964844
2015-04-23,37.02000045776367
2015-04-24,37.130001068115234
2015-04-27,37.599998474121094
2015-04-28,37.779998779296875
2015-04-29,38.0
2015-04-30,36.7400016784668
2015-05-01,35.15999984741211
2015-05-04,36.33000183105469
2015-05-05,35.689998626708984
2015-05-06,36.279998779296875
2015-05-07,36.220001220703125
2015-05-08,36.0
2015-05-11,36.7599983215332
2015-05-12,37.4900016784668
2015-05-13,38.560001373291016
2015-05-14,38.41999816894531
2015-05-15,38.540000915527344
2015-05-18,37.0
2015-05-19,37.36000061035156
2015-05-20,37.79999923706055
2015-05-21,37.560001373291016
2015-05-22,36.959999084472656
2015-05-26,36.72999954223633
2015-05-27,37.72999954223633
2015-05-28,37.34000015258789
2015-05-29,37.380001068115234
2015-06-01,37.939998626708984
2015-06-02,37.83000183105469
2015-06-03,38.0099983215332
2015-06-04,39.2599983215332
2015-06-05,39.810001373291016
2015-06-08,39.939998626708984
2015-06-09,39.310001373291016
2015-06-10,40.08000183105469
2015-06-11,40.70000076293945
2015-06-12,40.9900016784668
2015-06-15,42.029998779296875
2015-06-16,43.22999954223633
2015-06-17,43.79999923706055
2015-06-18,44.66999816894531
2015-06-19,44.90999984741211
2015-06-22,45.58000183105469
2015-06-23,44.47999954223633
2015-06-24,43.90999984741211
2015-06-25,44.970001220703125
2015-06-26,44.34000015258789
2015-06-29,43.130001068115234
2015-06-30,44.599998474121094
2015-07-01,43.2599983215332
2015-07-02,42.40999984741211
2015-07-06,44.08000183105469
2015-07-07,43.970001220703125
2015-07-08,42.84000015258789
2015-07-09,42.849998474121094
2015-07-10,43.7400016784668
2015-07-13,43.650001525878906
2015-07-14,44.119998931884766
2015-07-15,42.380001068115234
2015-07-16,42.959999084472656
2015-07-17,42.70000076293945
2015-07-20,42.9900016784668
2015-07-21,42.75
2015-07-22,43.220001220703125
2015-07-23,43.439998626708984
2015-07-24,42.90999984741211
2015-07-27,42.209999084472656
2015-07-28,42.56999969482422
2015-07-29,41.79999923706055
2015-07-30,43.150001525878906
2015-07-31,44.459999084472656
2015-08-03,44.83000183105469
2015-08-04,43.650001525878906
2015-08-05,43.900001525878906
2015-08-06,42.75
2015-08-07,43.38999938964844
2015-08-10,43.25
2015-08-11,42.599998474121094
2015-08-12,48.88999938964844
2015-08-13,51.36000061035156
2015-08-14,51.7400016784668
2015-08-17,49.9900016784668
2015-08-18,50.279998779296875
2015-08-19,50.91999816894531
2015-08-20,49.41999816894531
2015-08-21,49.97999954223633
2015-08-24,46.65999984741211
2015-08-25,45.849998474121094
2015-08-26,47.040000915527344
2015-08-27,47.40999984741211
2015-08-28,49.779998779296875
2015-08-31,49.290000915527344
2015-09-01,49.25
2015-09-02,50.72999954223633
2015-09-03,51.9900016784668
2015-09-04,51.13999938964844
2015-09-08,52.470001220703125
2015-09-09,52.72999954223633
2015-09-10,54.13999938964844
2015-09-11,54.58000183105469
2015-09-14,54.70000076293945
2015-09-15,53.88999938964844
2015-09-16,54.849998474121094
2015-09-17,54.810001373291016
2015-09-18,54.84000015258789
2015-09-21,53.4900016784668
2015-09-22,53.349998474121094
2015-09-23,54.38999938964844
2015-09-24,53.65999984741211
2015-09-25,50.20000076293945
2015-09-28,46.54999923706055
2015-09-29,46.97999954223633
2015-09-30,48.54999923706055
2015-10-01,47.25
2015-10-02,48.61000061035156
2015-10-05,50.58000183105469
2015-10-06,46.7599983215332
2015-10-07,44.41999816894531
2015-10-08,43.619998931884766
2015-10-09,44.459999084472656
2015-10-12,44.470001220703125
2015-10-13,44.0
2015-10-14,43.209999084472656
2015-10-15,44.810001373291016
2015-10-16,45.11000061035156
2015-10-19,45.63999938964844
