Date,FFWM
2014-11-03,8.53999137878418
2014-11-04,8.237933158874512
2014-11-05,8.489649772644043
2014-11-06,8.489649772644043
2014-11-07,8.695602416992188
2014-11-10,9.15325927734375
2014-11-11,8.466765403747559
2014-11-12,8.466765403747559
2014-11-13,8.466765403747559
2014-11-14,8.670427322387695
2014-11-17,8.521685600280762
2014-11-18,8.535416603088379
2014-11-19,8.466765403747559
2014-11-20,8.439306259155273
2014-11-21,8.420540809631348
2014-11-24,8.320772171020508
2014-11-25,8.306583404541016
2014-11-26,8.687361717224121
2014-11-28,8.420999526977539
2014-12-01,8.581180572509766
2014-12-02,8.604063987731934
2014-12-03,8.594913482666016
2014-12-04,8.695602416992188
2014-12-05,8.672715187072754
2014-12-08,8.649832725524902
2014-12-09,8.626947402954102
2014-12-10,8.619626998901367
2014-12-11,8.645256042480469
2014-12-12,8.604063987731934
2014-12-15,8.581180572509766
2014-12-16,8.489649772644043
2014-12-17,8.535416603088379
2014-12-18,8.466765403747559
2014-12-19,8.466765403747559
2014-12-22,8.398117065429688
2014-12-23,8.237933158874512
2014-12-24,8.169286727905273
2014-12-26,8.237933158874512
2014-12-29,8.251664161682129
2014-12-30,8.283699989318848
2014-12-31,8.302005767822266
2015-01-02,8.302005767822266
2015-01-05,8.219626426696777
2015-01-06,8.146400451660156
2015-01-07,8.192167282104492
2015-01-08,8.192167282104492
2015-01-09,8.183013916015625
2015-01-12,8.20132064819336
2015-01-13,8.183013916015625
2015-01-14,8.178437232971191
2015-01-15,8.150979042053223
2015-01-16,8.155555725097656
2015-01-20,8.228323936462402
2015-01-21,8.123519897460938
2015-01-22,8.155555725097656
2015-01-23,8.188507080078125
2015-01-26,8.169286727905273
2015-01-27,8.155555725097656
2015-01-28,8.155555725097656
2015-01-29,8.187588691711426
2015-01-30,8.155555725097656
2015-02-02,8.164709091186523
2015-02-03,8.192167282104492
2015-02-04,8.20132064819336
2015-02-05,8.283699989318848
2015-02-06,8.306583404541016
2015-02-09,8.219626426696777
2015-02-10,8.219626426696777
2015-02-11,8.26996898651123
2015-02-12,8.237933158874512
2015-02-13,8.237933158874512
2015-02-17,8.128094673156738
2015-02-18,8.152351379394531
2015-02-19,8.169286727905273
2015-02-20,8.187588691711426
2015-02-23,8.137250900268555
2015-02-24,8.205897331237793
2015-02-25,8.132672309875488
2015-02-26,8.215049743652344
2015-02-27,8.21047592163086
2015-03-02,8.146400451660156
2015-03-03,8.169286727905273
2015-03-04,8.146400451660156
2015-03-05,8.054871559143066
2015-03-06,8.118943214416504
2015-03-09,8.100634574890137
2015-03-10,8.082328796386719
2015-03-11,8.141828536987305
2015-03-12,8.375232696533203
2015-03-13,8.393539428710938
2015-03-16,8.32489013671875
2015-03-17,8.297430038452148
2015-03-18,8.443883895874023
2015-03-19,8.370656967163086
2015-03-20,8.773399353027344
2015-03-23,8.750518798828125
2015-03-24,8.878663063049316
2015-03-25,8.924427032470703
2015-03-26,9.038846015930176
2015-03-27,8.99307918548584
2015-03-30,8.924427032470703
2015-03-31,9.038846015930176
2015-04-01,8.901546478271484
2015-04-02,8.805436134338379
2015-04-06,8.649832725524902
2015-04-07,8.631522178649902
2015-04-08,8.59033489227295
2015-04-09,8.594913482666016
2015-04-10,8.507956504821777
2015-04-13,8.553723335266113
2015-04-14,8.558297157287598
2015-04-15,8.695602416992188
2015-04-16,8.695602416992188
2015-04-17,8.709327697753906
2015-04-20,8.764246940612793
2015-04-21,8.764246940612793
2015-04-22,8.677290916442871
2015-04-23,8.594913482666016
2015-04-24,8.787130355834961
2015-04-27,8.700175285339355
2015-04-28,8.695602416992188
2015-04-29,8.695602416992188
2015-04-30,8.695602416992188
2015-05-01,8.649832725524902
2015-05-04,8.709327697753906
2015-05-05,8.585758209228516
2015-05-06,8.672715187072754
2015-05-07,8.695602416992188
2015-05-08,8.672715187072754
2015-05-11,8.672715187072754
2015-05-12,8.59033489227295
2015-05-13,8.631522178649902
2015-05-14,8.649832725524902
2015-05-15,8.59216594696045
2015-05-18,8.640678405761719
2015-05-19,8.686442375183105
2015-05-20,8.672715187072754
2015-05-21,8.649832725524902
2015-05-22,8.668139457702637
2015-05-26,8.649832725524902
2015-05-27,8.631522178649902
2015-05-28,8.672715187072754
2015-05-29,8.622370719909668
2015-06-01,8.65898323059082
2015-06-02,8.655324935913086
2015-06-03,8.649832725524902
2015-06-04,8.645256042480469
2015-06-05,8.6132173538208
2015-06-08,8.668139457702637
2015-06-09,8.668139457702637
2015-06-10,8.6132173538208
2015-06-11,8.668139457702637
2015-06-12,8.672715187072754
2015-06-15,8.695602416992188
2015-06-16,8.691019058227539
2015-06-17,8.558297157287598
2015-06-18,8.645256042480469
2015-06-19,8.581180572509766
2015-06-22,8.647085189819336
2015-06-23,8.622370719909668
2015-06-24,8.640678405761719
2015-06-25,9.038846015930176
2015-06-26,8.91985034942627
2015-06-29,9.05715274810791
2015-06-30,8.924427032470703
2015-07-01,9.061728477478027
2015-07-02,8.951889038085938
2015-07-06,9.097881317138672
2015-07-07,8.99307918548584
2015-07-08,8.983926773071289
2015-07-09,8.94731330871582
2015-07-10,8.970194816589355
2015-07-13,8.961041450500488
2015-07-14,8.933579444885254
2015-07-15,9.15325927734375
2015-07-16,9.15325927734375
2015-07-17,9.15325927734375
2015-07-20,9.180720329284668
2015-07-21,9.198569297790527
2015-07-22,9.199027061462402
2015-07-23,9.27225399017334
2015-07-24,10.064009666442871
2015-07-27,9.954172134399414
2015-07-28,9.954172134399414
2015-07-29,9.954172134399414
2015-07-30,9.954172134399414
2015-07-31,9.876367568969727
2015-08-03,9.807718276977539
2015-08-04,9.38209056854248
2015-08-05,9.38209056854248
2015-08-06,10.068587303161621
2015-08-07,9.789412498474121
2015-08-10,9.748221397399902
2015-08-11,9.835176467895508
2015-08-12,9.876367568969727
2015-08-13,9.793989181518555
2015-08-14,9.793989181518555
2015-08-17,9.76195240020752
2015-08-18,9.793989181518555
2015-08-19,9.734492301940918
2015-08-20,9.793989181518555
2015-08-21,9.812294960021973
2015-08-24,9.601770401000977
2015-08-25,9.423282623291016
2015-08-26,9.372939109802246
2015-08-27,9.812294960021973
2015-08-28,9.780257225036621
2015-08-31,9.702457427978516
2015-09-01,9.519389152526855
2015-09-02,9.679572105407715
2015-09-03,9.771105766296387
2015-09-04,9.757375717163086
2015-09-08,10.022821426391602
2015-09-09,10.215038299560547
2015-09-10,10.535404205322266
2015-09-11,10.892378807067871
2015-09-14,11.011372566223145
2015-09-15,11.134941101074219
2015-09-16,11.075445175170898
2015-09-17,11.066292762756348
2015-09-18,10.86491870880127
2015-09-21,10.851190567016602
2015-09-22,10.896955490112305
2015-09-23,10.974761009216309
2015-09-24,11.05256175994873
2015-09-25,10.640663146972656
2015-09-28,10.434715270996094
2015-09-29,9.890096664428711
2015-09-30,10.42098617553711
2015-10-01,10.485062599182129
2015-10-02,10.43929386138916
2015-10-05,10.480484008789062
2015-10-06,10.430140495300293
2015-10-07,10.430140495300293
2015-10-08,10.521671295166016
2015-10-09,10.466753959655762
2015-10-12,10.475909233093262
2015-10-13,10.480484008789062
2015-10-14,10.338605880737305
2015-10-15,10.42098617553711
2015-10-16,10.393525123596191
2015-10-19,10.16011905670166
2015-10-20,10.352338790893555
2015-10-21,10.375219345092773
2015-10-22,10.727620124816895
2015-10-23,10.823732376098633
2015-10-26,11.020524024963379
2015-10-27,11.047985076904297
2015-10-28,10.860342979431152
2015-10-29,10.942723274230957
2015-10-30,10.869499206542969
2015-11-02,10.83288288116455
2015-11-03,10.928993225097656
2015-11-04,10.961030960083008
2015-11-05,10.855767250061035
2015-11-06,10.901531219482422
2015-11-09,10.787117958068848
2015-11-10,10.485062599182129
2015-11-11,10.411833763122559
2015-11-12,10.411833763122559
2015-11-13,10.411833763122559
2015-11-16,10.5308256149292
2015-11-17,10.475909233093262
2015-11-18,10.750505447387695
2015-11-19,10.553709983825684
2015-11-20,10.70931625366211
2015-11-23,10.544556617736816
2015-11-24,10.517097473144531
2015-11-25,10.480484008789062
2015-11-27,10.466753959655762
2015-11-30,10.49421215057373
2015-12-01,10.576590538024902
2015-12-02,10.66354751586914
2015-12-03,10.942723274230957
2015-12-04,10.823732376098633
2015-12-07,10.800847053527832
2015-12-08,10.805423736572266
2015-12-09,10.823732376098633
2015-12-10,10.887804985046387
2015-12-11,10.855767250061035
2015-12-14,10.860342979431152
2015-12-15,10.851190567016602
2015-12-16,11.121213912963867
2015-12-17,11.26766300201416
2015-12-18,11.139517784118652
2015-12-21,10.906111717224121
2015-12-22,10.681854248046875
2015-12-23,10.59947395324707
2015-12-24,10.5491304397583
2015-12-28,10.613204956054688
2015-12-29,10.585744857788086
2015-12-30,10.8100004196167
2015-12-31,10.796272277832031
2016-01-04,10.677277565002441
2016-01-05,10.764235496520996
2016-01-06,10.759655952453613
2016-01-07,10.681854248046875
2016-01-08,10.691007614135742
2016-01-11,10.407256126403809
2016-01-12,10.25622844696045
2016-01-13,10.32030200958252
2016-01-14,10.366066932678223
2016-01-15,10.022821426391602
2016-01-19,9.848908424377441
2016-01-20,10.064009666442871
2016-01-21,10.064009666442871
2016-01-22,10.215038299560547
2016-01-25,10.16011905670166
2016-01-26,10.183003425598145
2016-01-27,10.105201721191406
2016-01-28,10.201308250427246
2016-01-29,10.205885887145996
2016-02-01,10.091468811035156
2016-02-02,9.958747863769531
2016-02-03,10.054856300354004
2016-02-04,10.036551475524902
2016-02-05,9.958747863769531
2016-02-08,9.871790885925293
2016-02-09,9.876367568969727
2016-02-10,10.004514694213867
2016-02-11,9.816871643066406
2016-02-12,9.86721420288086
2016-02-16,10.054856300354004
2016-02-17,9.848908424377441
2016-02-18,9.890096664428711
2016-02-19,9.826024055480957
2016-02-22,9.757375717163086
2016-02-23,9.679572105407715
2016-02-24,9.835176467895508
2016-02-25,9.963322639465332
2016-02-26,10.018244743347168
2016-02-29,9.940441131591797
2016-03-01,9.844331741333008
2016-03-02,9.839754104614258
2016-03-03,9.821446418762207
2016-03-04,9.7161865234375
2016-03-07,9.67042064666748
2016-03-08,9.574310302734375
2016-03-09,9.826024055480957
2016-03-10,9.615499496459961
2016-03-11,9.885519981384277
2016-03-14,9.830599784851074
2016-03-15,9.86721420288086
2016-03-16,9.85805892944336
2016-03-17,10.036551475524902
2016-03-18,10.192154884338379
2016-03-21,10.28368854522705
2016-03-22,10.288262367248535
2016-03-23,10.292841911315918
2016-03-24,10.292841911315918
2016-03-28,10.292841911315918
2016-03-29,10.28368854522705
2016-03-30,10.2791109085083
2016-03-31,10.265382766723633
2016-04-01,10.28368854522705
2016-04-04,10.233345985412598
2016-04-05,10.132657051086426
2016-04-06,10.28368854522705
2016-04-07,10.132657051086426
2016-04-08,10.16011905670166
2016-04-11,10.205885887145996
2016-04-12,10.201308250427246
2016-04-13,10.146390914916992
2016-04-14,10.100621223449707
2016-04-15,10.128084182739258
2016-04-18,10.224191665649414
2016-04-19,10.196732521057129
2016-04-20,10.260805130004883
2016-04-21,10.201308250427246
2016-04-22,10.297420501708984
2016-04-25,9.977052688598633
2016-04-26,10.205885887145996
2016-04-27,10.155542373657227
2016-04-28,10.297420501708984
2016-04-29,10.32030200958252
2016-05-02,10.356911659240723
