Date,ABBV
2013-01-02,21.04911231994629
2013-01-03,20.875293731689453
2013-01-04,20.611581802368164
2013-01-07,20.65354347229004
2013-01-08,20.204025268554688
2013-01-09,20.317909240722656
2013-01-10,20.37784194946289
2013-01-11,20.52945327758789
2013-01-14,20.67501449584961
2013-01-15,20.984323501586914
2013-01-16,21.554412841796875
2013-01-17,22.088115692138672
2013-01-18,22.633953094482422
2013-01-22,22.088115692138672
2013-01-23,22.925067901611328
2013-01-24,22.71886444091797
2013-01-25,22.803768157958984
2013-01-28,22.3731689453125
2013-01-29,22.62788963317871
2013-01-30,22.39742660522461
2013-01-31,22.25187873840332
2013-02-01,22.549043655395508
2013-02-04,22.609699249267578
2013-02-05,22.56117820739746
2013-02-06,22.524789810180664
2013-02-07,22.088115692138672
2013-02-08,21.985017776489258
2013-02-11,21.742431640625
2013-02-12,21.48163604736328
2013-02-13,21.390663146972656
2013-02-14,22.179094314575195
2013-02-15,22.791645050048828
2013-02-19,23.161592483520508
2013-02-20,23.41632080078125
2013-02-21,23.519418716430664
2013-02-22,23.325349807739258
2013-02-25,22.664281845092773
2013-02-26,22.494468688964844
2013-02-27,22.27613639831543
2013-02-28,22.391355514526367
2013-03-01,22.931135177612305
2013-03-04,23.191917419433594
2013-03-05,22.749189376831055
2013-03-06,22.888683319091797
2013-03-07,22.737060546875
2013-03-08,22.64607810974121
2013-03-11,22.846220016479492
2013-03-12,22.542980194091797
2013-03-13,22.542980194091797
2013-03-14,22.779512405395508
2013-03-15,23.34960174560547
2013-03-18,23.143396377563477
2013-03-19,23.264699935913086
2013-03-20,23.689237594604492
2013-03-21,23.343544006347656
2013-03-22,23.63465690612793
2013-03-25,23.84691619873047
2013-03-26,24.38669776916504
2013-03-27,24.350303649902344
2013-03-28,24.732376098632812
2013-04-01,24.938589096069336
2013-04-02,24.6899356842041
2013-04-03,24.605022430419922
2013-04-04,25.229703903198242
2013-04-05,25.05380630493164
2013-04-08,25.33280372619629
2013-04-09,25.805856704711914
2013-04-10,26.454797744750977
2013-04-11,26.442562103271484
2013-04-12,26.37523078918457
2013-04-15,25.365270614624023
2013-04-16,25.983491897583008
2013-04-17,25.85494613647461
2013-04-18,25.903911590576172
2013-04-19,25.94676971435547
2013-04-22,27.054655075073242
2013-04-23,27.630027770996094
2013-04-24,27.12811279296875
2013-04-25,27.07914924621582
2013-04-26,28.05849838256836
2013-04-29,27.685123443603516
2013-04-30,28.187030792236328
2013-05-01,27.88097381591797
2013-05-02,26.92611312866211
2013-05-03,27.34847068786621
2013-05-06,27.293378829956055
2013-05-07,27.489246368408203
2013-05-08,26.620071411132812
2013-05-09,27.07914924621582
2013-05-10,27.550445556640625
2013-05-13,27.26276397705078
2013-05-14,27.758560180664062
2013-05-15,28.174789428710938
2013-05-16,28.28496742248535
2013-05-17,28.872575759887695
2013-05-20,28.315574645996094
2013-05-21,28.486961364746094
2013-05-22,28.621618270874023
2013-05-23,28.517568588256836
2013-05-24,27.813650131225586
2013-05-28,27.783044815063477
2013-05-29,26.858781814575195
2013-05-30,27.268882751464844
2013-05-31,26.13038444519043
2013-06-03,26.540496826171875
2013-06-04,26.70576286315918
2013-06-05,26.344619750976562
2013-06-06,26.62618064880371
2013-06-07,26.932231903076172
2013-06-10,26.883270263671875
2013-06-11,26.681270599365234
2013-06-12,26.179357528686523
2013-06-13,26.411951065063477
2013-06-14,26.448688507080078
2013-06-17,26.326265335083008
2013-06-18,26.650676727294922
2013-06-19,26.344619750976562
2013-06-20,25.132671356201172
2013-06-21,26.087543487548828
2013-06-24,25.640705108642578
2013-06-25,26.093669891357422
2013-06-26,26.552738189697266
2013-06-27,26.39971351623535
2013-06-28,25.304058074951172
2013-07-01,25.469331741333008
2013-07-02,25.836593627929688
2013-07-03,25.848833084106445
2013-07-05,26.148757934570312
2013-07-08,26.736360549926758
2013-07-09,26.516010284423828
2013-07-10,26.877155303955078
2013-07-11,27.04393196105957
2013-07-12,27.82844352722168
2013-07-15,27.562816619873047
2013-07-16,27.06246566772461
2013-07-17,27.15511703491211
2013-07-18,27.377500534057617
