Date,FORM
2010-01-04,21.920000076293945
2010-01-05,21.6200008392334
2010-01-06,21.110000610351562
2010-01-07,20.860000610351562
2010-01-08,20.950000762939453
2010-01-11,20.579999923706055
2010-01-12,19.049999237060547
2010-01-13,19.3799991607666
2010-01-14,18.75
2010-01-15,17.549999237060547
2010-01-19,17.760000228881836
2010-01-20,17.1299991607666
2010-01-21,16.75
2010-01-22,16.459999084472656
2010-01-25,16.459999084472656
2010-01-26,16.299999237060547
2010-01-27,17.049999237060547
2010-01-28,16.5
2010-01-29,15.470000267028809
2010-02-01,15.899999618530273
2010-02-02,15.779999732971191
2010-02-03,15.90999984741211
2010-02-04,15.199999809265137
2010-02-05,15.420000076293945
2010-02-08,15.199999809265137
2010-02-09,15.600000381469727
2010-02-10,15.899999618530273
2010-02-11,16.219999313354492
2010-02-12,16.170000076293945
2010-02-16,16.559999465942383
2010-02-17,16.540000915527344
2010-02-18,17.049999237060547
2010-02-19,16.81999969482422
2010-02-22,16.81999969482422
2010-02-23,16.020000457763672
2010-02-24,16.309999465942383
2010-02-25,16.75
2010-02-26,16.450000762939453
2010-03-01,16.799999237060547
2010-03-02,17.110000610351562
2010-03-03,16.93000030517578
2010-03-04,16.760000228881836
2010-03-05,17.280000686645508
2010-03-08,17.3799991607666
2010-03-09,17.489999771118164
2010-03-10,17.959999084472656
2010-03-11,18.200000762939453
2010-03-12,17.93000030517578
2010-03-15,17.549999237060547
2010-03-16,17.8799991607666
2010-03-17,18.829999923706055
2010-03-18,18.170000076293945
2010-03-19,17.860000610351562
2010-03-22,18.260000228881836
2010-03-23,18.540000915527344
2010-03-24,18.149999618530273
2010-03-25,18.0
2010-03-26,17.600000381469727
2010-03-29,17.780000686645508
2010-03-30,18.0
2010-03-31,17.760000228881836
2010-04-01,17.889999389648438
2010-04-05,18.350000381469727
2010-04-06,18.479999542236328
2010-04-07,19.020000457763672
2010-04-08,18.190000534057617
2010-04-09,18.3700008392334
2010-04-12,18.770000457763672
2010-04-13,18.790000915527344
2010-04-14,20.270000457763672
2010-04-15,20.469999313354492
2010-04-16,20.229999542236328
2010-04-19,19.600000381469727
2010-04-20,19.809999465942383
2010-04-21,19.719999313354492
2010-04-22,20.1299991607666
2010-04-23,19.829999923706055
2010-04-26,19.360000610351562
2010-04-27,16.0
2010-04-28,15.6899995803833
2010-04-29,15.710000038146973
2010-04-30,15.0
2010-05-03,15.020000457763672
2010-05-04,14.40999984741211
2010-05-05,14.65999984741211
2010-05-06,14.149999618530273
2010-05-07,13.649999618530273
2010-05-10,13.850000381469727
2010-05-11,14.039999961853027
2010-05-12,14.399999618530273
2010-05-13,14.020000457763672
2010-05-14,13.760000228881836
2010-05-17,13.970000267028809
2010-05-18,13.40999984741211
2010-05-19,13.600000381469727
2010-05-20,12.9399995803833
2010-05-21,13.079999923706055
2010-05-24,12.640000343322754
2010-05-25,12.8100004196167
2010-05-26,12.5
2010-05-27,13.399999618530273
2010-05-28,12.869999885559082
2010-06-01,12.180000305175781
2010-06-02,12.75
2010-06-03,12.970000267028809
2010-06-04,12.109999656677246
2010-06-07,11.720000267028809
2010-06-08,11.630000114440918
2010-06-09,11.270000457763672
2010-06-10,11.1899995803833
2010-06-11,11.100000381469727
2010-06-14,10.800000190734863
2010-06-15,11.84000015258789
2010-06-16,11.84000015258789
2010-06-17,11.739999771118164
2010-06-18,11.300000190734863
2010-06-21,11.039999961853027
2010-06-22,10.670000076293945
2010-06-23,10.9399995803833
2010-06-24,10.859999656677246
2010-06-25,11.069999694824219
2010-06-28,11.350000381469727
2010-06-29,10.899999618530273
2010-06-30,10.800000190734863
2010-07-01,10.520000457763672
2010-07-02,10.529999732971191
2010-07-06,10.170000076293945
2010-07-07,10.470000267028809
2010-07-08,10.579999923706055
2010-07-09,10.65999984741211
2010-07-12,10.460000038146973
2010-07-13,10.819999694824219
2010-07-14,10.569999694824219
2010-07-15,10.550000190734863
2010-07-16,10.220000267028809
2010-07-19,10.3100004196167
2010-07-20,10.449999809265137
2010-07-21,10.130000114440918
2010-07-22,10.890000343322754
2010-07-23,11.300000190734863
2010-07-26,11.319999694824219
2010-07-27,11.170000076293945
2010-07-28,9.869999885559082
2010-07-29,9.710000038146973
2010-07-30,9.680000305175781
2010-08-02,9.720000267028809
2010-08-03,9.470000267028809
2010-08-04,9.529999732971191
2010-08-05,9.5600004196167
2010-08-06,9.59000015258789
2010-08-09,9.529999732971191
2010-08-10,9.140000343322754
2010-08-11,8.800000190734863
2010-08-12,8.609999656677246
2010-08-13,8.630000114440918
2010-08-16,9.210000038146973
2010-08-17,9.039999961853027
2010-08-18,9.0
2010-08-19,8.699999809265137
2010-08-20,8.800000190734863
2010-08-23,8.25
2010-08-24,7.940000057220459
2010-08-25,8.09000015258789
2010-08-26,7.789999961853027
2010-08-27,7.429999828338623
2010-08-30,7.239999771118164
2010-08-31,7.0
2010-09-01,6.949999809265137
2010-09-02,7.190000057220459
2010-09-03,7.230000019073486
2010-09-07,7.139999866485596
2010-09-08,7.440000057220459
2010-09-09,7.610000133514404
2010-09-10,7.429999828338623
2010-09-13,7.519999980926514
2010-09-14,7.590000152587891
2010-09-15,8.699999809265137
2010-09-16,8.229999542236328
2010-09-17,8.25
2010-09-20,8.399999618530273
2010-09-21,8.640000343322754
2010-09-22,8.350000381469727
2010-09-23,8.460000038146973
2010-09-24,8.960000038146973
2010-09-27,8.640000343322754
2010-09-28,8.65999984741211
2010-09-29,8.680000305175781
2010-09-30,8.600000381469727
2010-10-01,8.609999656677246
2010-10-04,8.279999732971191
2010-10-05,8.680000305175781
2010-10-06,8.510000228881836
2010-10-07,8.319999694824219
2010-10-08,8.3100004196167
2010-10-11,8.380000114440918
2010-10-12,8.649999618530273
2010-10-13,9.029999732971191
2010-10-14,9.1899995803833
2010-10-15,9.180000305175781
2010-10-18,8.979999542236328
2010-10-19,8.90999984741211
2010-10-20,8.829999923706055
2010-10-21,8.579999923706055
2010-10-22,8.699999809265137
2010-10-25,8.920000076293945
2010-10-26,8.369999885559082
2010-10-27,9.539999961853027
2010-10-28,9.59000015258789
2010-10-29,9.729999542236328
2010-11-01,9.359999656677246
2010-11-02,9.699999809265137
2010-11-03,9.869999885559082
2010-11-04,10.649999618530273
2010-11-05,10.529999732971191
2010-11-08,10.710000038146973
2010-11-09,10.319999694824219
2010-11-10,10.300000190734863
2010-11-11,10.4399995803833
2010-11-12,10.109999656677246
2010-11-15,9.90999984741211
2010-11-16,9.520000457763672
2010-11-17,9.399999618530273
2010-11-18,9.510000228881836
2010-11-19,9.449999809265137
2010-11-22,9.489999771118164
2010-11-23,9.199999809265137
2010-11-24,9.300000190734863
2010-11-26,9.399999618530273
2010-11-29,9.420000076293945
2010-11-30,9.279999732971191
2010-12-01,9.649999618530273
2010-12-02,9.640000343322754
2010-12-03,9.800000190734863
2010-12-06,9.850000381469727
2010-12-07,9.829999923706055
2010-12-08,10.020000457763672
2010-12-09,10.210000038146973
2010-12-10,10.319999694824219
2010-12-13,10.199999809265137
2010-12-14,9.470000267028809
2010-12-15,8.890000343322754
2010-12-16,9.0
2010-12-17,9.0
2010-12-20,8.930000305175781
2010-12-21,9.0
2010-12-22,8.960000038146973
2010-12-23,8.8100004196167
2010-12-27,8.960000038146973
2010-12-28,8.989999771118164
2010-12-29,8.970000267028809
2010-12-30,8.84000015258789
2010-12-31,8.880000114440918
2011-01-03,8.829999923706055
2011-01-04,8.890000343322754
2011-01-05,9.0
2011-01-06,9.069999694824219
2011-01-07,9.6899995803833
2011-01-10,9.5
2011-01-11,9.279999732971191
2011-01-12,9.460000038146973
2011-01-13,9.510000228881836
2011-01-14,10.25
2011-01-18,10.25
2011-01-19,9.489999771118164
2011-01-20,9.029999732971191
2011-01-21,8.8100004196167
2011-01-24,8.829999923706055
2011-01-25,8.90999984741211
2011-01-26,9.079999923706055
2011-01-27,9.119999885559082
2011-01-28,8.609999656677246
2011-01-31,8.550000190734863
2011-02-01,8.5600004196167
2011-02-02,9.390000343322754
2011-02-03,9.300000190734863
2011-02-04,9.399999618530273
2011-02-07,9.300000190734863
2011-02-08,9.289999961853027
2011-02-09,9.279999732971191
2011-02-10,9.279999732971191
2011-02-11,9.369999885559082
2011-02-14,9.510000228881836
2011-02-15,9.319999694824219
2011-02-16,9.15999984741211
2011-02-17,9.149999618530273
2011-02-18,9.0600004196167
2011-02-22,8.739999771118164
2011-02-23,8.550000190734863
2011-02-24,9.5600004196167
2011-02-25,10.029999732971191
2011-02-28,9.819999694824219
2011-03-01,9.369999885559082
2011-03-02,9.420000076293945
2011-03-03,9.609999656677246
2011-03-04,9.399999618530273
