Date,IMMR
2010-01-04,4.236179351806641
2010-01-05,4.27262020111084
2010-01-06,4.363719940185547
2010-01-07,4.400160312652588
2010-01-08,4.463931083679199
2010-01-11,4.51859188079834
2010-01-12,4.482151508331299
2010-01-13,4.427491664886475
2010-01-14,4.473041534423828
2010-01-15,4.473041534423828
2010-01-19,4.527700901031494
2010-01-20,4.482151508331299
2010-01-21,4.37283182144165
2010-01-22,4.345500469207764
2010-01-25,4.1541900634765625
2010-01-26,4.263509750366211
2010-01-27,4.281730651855469
2010-01-28,4.0448689460754395
2010-01-29,4.0357584953308105
2010-02-01,4.309060573577881
2010-02-02,4.117748737335205
2010-02-03,4.117748737335205
2010-02-04,4.117748737335205
2010-02-05,4.281730651855469
2010-02-08,4.281730651855469
2010-02-09,3.908217668533325
2010-02-10,3.7533462047576904
2010-02-11,3.7260165214538574
2010-02-12,3.7988970279693604
2010-02-16,3.7897861003875732
2010-02-17,3.7806766033172607
2010-02-18,3.6895759105682373
2010-02-19,3.6895759105682373
2010-02-22,3.8535573482513428
2010-02-23,3.808006763458252
2010-02-24,3.7260165214538574
2010-02-25,3.8262269496917725
2010-02-26,3.7260165214538574
2010-03-01,3.880887031555176
2010-03-02,3.9719882011413574
2010-03-03,4.126859664916992
2010-03-04,4.117748737335205
2010-03-05,4.2088494300842285
2010-03-08,4.1541900634765625
2010-03-09,4.190628528594971
2010-03-10,4.236179351806641
2010-03-11,4.245288848876953
2010-03-12,4.163299083709717
2010-03-15,4.126859664916992
2010-03-16,3.9993181228637695
2010-03-17,3.908217668533325
2010-03-18,3.844447135925293
2010-03-19,3.889997959136963
2010-03-22,4.026648998260498
2010-03-23,3.990208387374878
2010-03-24,3.8626673221588135
2010-03-25,3.771566390991211
2010-03-26,3.9628782272338867
2010-03-29,3.9628782272338867
2010-03-30,4.090419292449951
2010-03-31,4.555032253265381
2010-04-01,5.092525959014893
2010-04-05,5.365827560424805
2010-04-06,5.292946815490723
2010-04-07,5.001425266265869
2010-04-08,5.374938488006592
2010-04-09,5.320277214050293
2010-04-12,5.247396945953369
2010-04-13,5.128966331481934
2010-04-14,5.302058219909668
2010-04-15,5.365827560424805
2010-04-16,5.25650691986084
2010-04-19,5.201846122741699
2010-04-20,5.302058219909668
2010-04-21,5.429598331451416
2010-04-22,5.447818279266357
2010-04-23,5.484258651733398
2010-04-26,5.548028469085693
2010-04-27,5.338497638702393
2010-04-28,5.438708305358887
2010-04-29,5.411377906799316
2010-04-30,5.101635456085205
2010-05-03,5.046975135803223
2010-05-04,4.819223403930664
2010-05-05,4.901214599609375
2010-05-06,4.646132946014404
2010-05-07,4.418381214141846
2010-05-10,4.8738837242126465
2010-05-11,4.892103672027588
2010-05-12,5.074306488037109
2010-05-13,4.801004886627197
2010-05-14,4.709902763366699
2010-05-17,4.746342658996582
2010-05-18,4.6279120445251465
2010-05-19,4.646132946014404
2010-05-20,4.391051292419434
2010-05-21,4.764562606811523
2010-05-24,4.882994651794434
2010-05-25,4.709902763366699
2010-05-26,4.71901273727417
2010-05-27,4.992315292358398
2010-05-28,4.837443828582764
2010-06-01,4.5368123054504395
2010-06-02,4.837443828582764
2010-06-03,5.065196514129639
2010-06-04,4.992315292358398
2010-06-07,4.573252201080322
2010-06-08,4.400160312652588
2010-06-09,4.27262020111084
2010-06-10,4.573252201080322
2010-06-11,4.545922756195068
2010-06-14,4.646132946014404
2010-06-15,4.764562606811523
2010-06-16,4.700793266296387
2010-06-17,4.773673057556152
2010-06-18,4.919435024261475
2010-06-21,4.71901273727417
2010-06-22,4.646132946014404
2010-06-23,4.6279120445251465
2010-06-24,4.5368123054504395
2010-06-25,5.01053524017334
2010-06-28,4.8738837242126465
2010-06-29,4.609692573547363
2010-06-30,4.609692573547363
2010-07-01,4.463931083679199
2010-07-02,4.545922756195068
2010-07-06,4.418381214141846
2010-07-07,4.5368123054504395
2010-07-08,4.637022972106934
2010-07-09,4.655242919921875
2010-07-12,4.819223403930664
2010-07-13,5.138075828552246
2010-07-14,5.037865161895752
2010-07-15,4.892103672027588
2010-07-16,4.79189395904541
2010-07-19,4.746342658996582
2010-07-20,4.910324573516846
2010-07-21,4.682573318481445
2010-07-22,4.71901273727417
2010-07-23,5.001425266265869
2010-07-26,5.210957050323486
2010-07-27,5.138075828552246
2010-07-28,5.156295299530029
2010-07-29,5.110746383666992
2010-07-30,5.037865161895752
2010-08-02,5.220067024230957
2010-08-03,5.274726390838623
2010-08-04,5.302058219909668
2010-08-05,5.101635456085205
2010-08-06,5.001425266265869
2010-08-09,5.25650691986084
2010-08-10,5.128966331481934
2010-08-11,4.782783508300781
2010-08-12,4.609692573547363
2010-08-13,4.509481430053711
2010-08-16,4.782783508300781
2010-08-17,4.901214599609375
2010-08-18,4.974094390869141
2010-08-19,4.673462867736816
2010-08-20,4.673462867736816
2010-08-23,4.482151508331299
2010-08-24,4.336390495300293
2010-08-25,4.491262435913086
2010-08-26,4.290840148925781
2010-08-27,4.482151508331299
2010-08-30,4.236179351806641
2010-08-31,4.2088494300842285
2010-09-01,4.491262435913086
2010-09-02,4.436601638793945
2010-09-03,4.56414270401001
2010-09-07,4.573252201080322
2010-09-08,4.573252201080322
2010-09-09,4.555032253265381
2010-09-10,4.445711135864258
2010-09-13,4.491262435913086
2010-09-14,4.555032253265381
2010-09-15,4.609692573547363
2010-09-16,4.609692573547363
2010-09-17,4.655242919921875
2010-09-20,4.810113906860352
2010-09-21,4.764562606811523
2010-09-22,4.728123664855957
2010-09-23,4.728123664855957
2010-09-24,4.928544521331787
2010-09-27,4.801004886627197
2010-09-28,4.892103672027588
2010-09-29,4.901214599609375
2010-09-30,5.384047508239746
2010-10-01,5.311167240142822
2010-10-04,5.001425266265869
2010-10-05,5.365827560424805
2010-10-06,5.320277214050293
2010-10-07,5.238286972045898
2010-10-08,5.356717586517334
2010-10-11,5.28383731842041
2010-10-12,5.393157005310059
2010-10-13,5.529809474945068
2010-10-14,5.648239612579346
2010-10-15,5.684679985046387
2010-10-18,5.912430763244629
2010-10-19,5.529809474945068
2010-10-20,5.7029008865356445
2010-10-21,5.602689743041992
2010-10-22,5.639130592346191
2010-10-25,5.584469318389893
2010-10-26,5.620909214019775
2010-10-27,5.639130592346191
2010-10-28,5.329387664794922
2010-10-29,5.602689743041992
2010-11-01,5.384047508239746
2010-11-02,5.456928253173828
2010-11-03,5.511589050292969
2010-11-04,5.475149154663086
2010-11-05,4.901214599609375
2010-11-08,4.983204364776611
2010-11-09,5.01053524017334
2010-11-10,5.302058219909668
2010-11-11,5.229176998138428
2010-11-12,5.147186756134033
2010-11-15,4.992315292358398
2010-11-16,4.955874919891357
2010-11-17,5.01053524017334
2010-11-18,5.165407180786133
2010-11-19,5.201846122741699
2010-11-22,5.210957050323486
2010-11-23,5.065196514129639
2010-11-24,5.220067024230957
2010-11-26,5.229176998138428
2010-11-29,5.247396945953369
2010-11-30,5.110746383666992
2010-12-01,5.438708305358887
2010-12-02,5.447818279266357
2010-12-03,5.365827560424805
2010-12-06,5.411377906799316
2010-12-07,5.384047508239746
2010-12-08,5.484258651733398
2010-12-09,5.6117987632751465
2010-12-10,5.648239612579346
2010-12-13,5.59358024597168
2010-12-14,5.538918495178223
2010-12-15,5.456928253173828
2010-12-16,5.5206990242004395
2010-12-17,5.529809474945068
2010-12-20,5.548028469085693
2010-12-21,5.6117987632751465
2010-12-22,5.511589050292969
