Date,BAH
2010-11-18,7.620113372802734
2010-11-19,7.592759609222412
2010-11-22,7.709990501403809
2010-11-23,7.682636260986328
2010-11-24,7.815503120422363
2010-11-26,7.745161533355713
2010-11-29,7.604480743408203
2010-11-30,7.581035614013672
2010-12-01,7.581035614013672
2010-12-02,7.47943639755249
2010-12-03,7.43644905090332
2010-12-06,7.420814514160156
2010-12-07,7.370017051696777
2010-12-08,7.370017051696777
2010-12-09,7.303585052490234
2010-12-10,7.268416404724121
2010-12-13,7.256693363189697
2010-12-14,7.303585052490234
2010-12-15,7.307494163513184
2010-12-16,7.4051833152771
2010-12-17,7.43644905090332
2010-12-20,7.655280590057373
2010-12-21,7.545865535736084
2010-12-22,7.581035614013672
2010-12-23,7.47943639755249
2010-12-27,7.706082820892334
2010-12-28,7.584939002990723
2010-12-29,7.584939002990723
2010-12-30,7.721715927124023
2010-12-31,7.592759609222412
2011-01-03,7.4989728927612305
2011-01-04,7.377830505371094
2011-01-05,7.338753700256348
2011-01-06,7.21370267868042
2011-01-07,7.123828411102295
2011-01-10,7.1042890548706055
2011-01-11,7.287954330444336
2011-01-12,7.221521854400635
2011-01-13,7.217609882354736
2011-01-14,7.260601043701172
2011-01-18,7.260601043701172
2011-01-19,7.158997058868408
2011-01-20,7.069121360778809
2011-01-21,7.076934814453125
2011-01-24,7.1863508224487305
2011-01-25,7.21370267868042
2011-01-26,7.217609882354736
2011-01-27,7.34657096862793
2011-01-28,7.397374629974365
2011-01-31,7.291861057281494
2011-02-01,7.307494163513184
2011-02-02,7.4286322593688965
2011-02-03,7.338753700256348
2011-02-04,7.327030181884766
2011-02-07,7.5224199295043945
2011-02-08,7.56149959564209
2011-02-09,7.397374629974365
2011-02-10,7.334846496582031
2011-02-11,7.409092903137207
2011-02-14,7.338753700256348
2011-02-15,7.370017051696777
2011-02-16,7.4169087409973145
2011-02-17,7.401278495788574
2011-02-18,7.510697841644287
2011-02-22,7.483340263366699
2011-02-23,7.3582963943481445
2011-02-24,7.229337215423584
2011-02-25,7.276230812072754
2011-02-28,7.225429058074951
2011-03-01,7.229337215423584
2011-03-02,7.229337215423584
2011-03-03,7.315308094024658
2011-03-04,7.229337215423584
2011-03-07,7.174633026123047
2011-03-08,7.225429058074951
2011-03-09,7.205890655517578
2011-03-10,7.112107276916504
2011-03-11,7.112107276916504
2011-03-14,7.225429058074951
2011-03-15,7.033950328826904
2011-03-16,7.100383281707764
2011-03-17,7.11992073059082
2011-03-18,7.229337215423584
2011-03-21,7.147274494171143
2011-03-22,7.1277384757995605
2011-03-23,7.135552883148193
2011-03-24,7.151183605194092
2011-03-25,7.143367290496826
2011-03-28,7.116012096405029
2011-03-29,7.112107276916504
2011-03-30,7.0964765548706055
2011-03-31,7.0378594398498535
2011-04-01,7.147274494171143
2011-04-04,7.131643772125244
2011-04-05,7.225429058074951
2011-04-06,7.373924732208252
2011-04-07,7.455986976623535
2011-04-08,7.655280590057373
2011-04-11,7.530237197875977
2011-04-12,7.397374629974365
2011-04-13,7.3582963943481445
2011-04-14,7.4169087409973145
2011-04-15,7.502879619598389
2011-04-18,7.452079772949219
2011-04-19,7.4286322593688965
2011-04-20,7.483340263366699
2011-04-21,7.467708110809326
2011-04-25,7.510697841644287
2011-04-26,7.502879619598389
2011-04-27,7.440357208251953
2011-04-28,7.495065212249756
2011-04-29,7.557586669921875
2011-05-02,7.584939002990723
2011-05-03,7.612294673919678
2011-05-04,7.584939002990723
2011-05-05,7.545865535736084
2011-05-06,7.51460599899292
2011-05-09,7.66309928894043
2011-05-10,7.717807769775391
2011-05-11,7.682636260986328
2011-05-12,7.6943583488464355
2011-05-13,7.624018669128418
2011-05-16,7.502879619598389
2011-05-17,7.467708110809326
2011-05-18,7.506786823272705
2011-05-19,7.444265365600586
2011-05-20,7.448172569274902
2011-05-23,7.34657096862793
2011-05-24,7.342663288116455
2011-05-25,7.088659763336182
2011-05-26,7.092565536499023
2011-05-27,7.076934814453125
2011-05-31,7.030041217803955
2011-06-01,6.990968227386475
2011-06-02,6.971426486968994
2011-06-03,6.924534320831299
2011-06-06,6.908901214599609
2011-06-07,6.975332736968994
2011-06-08,6.904995441436768
2011-06-09,7.018318176269531
2011-06-10,6.908901214599609
2011-06-13,7.022226810455322
2011-06-14,7.014410972595215
2011-06-15,6.854193210601807
2011-06-16,6.8581013679504395
2011-06-17,7.0964765548706055
2011-06-20,7.170721054077148
2011-06-21,7.303585052490234
2011-06-22,7.495065212249756
2011-06-23,7.5380539894104
2011-06-24,7.475526332855225
2011-06-27,7.373924732208252
2011-06-28,7.487249851226807
2011-06-29,7.5224199295043945
2011-06-30,7.467708110809326
2011-07-01,7.455986976623535
2011-07-05,7.424724578857422
2011-07-06,7.393463134765625
2011-07-07,7.444265365600586
2011-07-08,7.577126979827881
2011-07-11,7.4051833152771
2011-07-12,7.635745525360107
2011-07-13,7.764697074890137
2011-07-14,7.66309928894043
2011-07-15,7.327030181884766
2011-07-18,7.287954330444336
2011-07-19,7.268416404724121
2011-07-20,7.229337215423584
2011-07-21,7.495065212249756
2011-07-22,7.401278495788574
2011-07-25,7.409092903137207
2011-07-26,7.4051833152771
2011-07-27,7.444265365600586
2011-07-28,7.147274494171143
2011-07-29,7.108198165893555
2011-08-01,6.916719436645508
2011-08-02,6.893270015716553
2011-08-03,6.803391933441162
2011-08-04,6.494680404663086
2011-08-05,6.619730472564697
2011-08-08,5.873348236083984
2011-08-09,6.354001998901367
2011-08-10,6.279755115509033
2011-08-11,6.295383930206299
2011-08-12,6.064828395843506
2011-08-15,6.21332311630249
2011-08-16,6.166429042816162
2011-08-17,6.439968585968018
2011-08-18,6.11562967300415
2011-08-19,6.197689056396484
2011-08-22,5.982766151428223
