Date,KNF
2024-04-16,78.75
2024-04-17,78.08000183105469
2024-04-18,75.80999755859375
2024-04-19,75.4000015258789
2024-04-22,76.58000183105469
2024-04-23,78.47000122070312
2024-04-24,77.05999755859375
2024-04-25,77.62000274658203
2024-04-26,78.25
2024-04-29,79.30000305175781
2024-04-30,78.19000244140625
2024-05-01,77.73999786376953
2024-05-02,78.9800033569336
2024-05-03,78.98999786376953
2024-05-06,80.7699966430664
2024-05-07,78.87999725341797
2024-05-08,76.16000366210938
2024-05-09,77.70999908447266
2024-05-10,78.52999877929688
2024-05-13,77.20999908447266
2024-05-14,77.19000244140625
2024-05-15,78.73999786376953
2024-05-16,74.8499984741211
2024-05-17,74.06999969482422
2024-05-20,73.30999755859375
2024-05-21,73.48999786376953
2024-05-22,71.19000244140625
2024-05-23,70.16999816894531
2024-05-24,72.22000122070312
2024-05-28,71.70999908447266
2024-05-29,70.41000366210938
2024-05-30,70.62999725341797
2024-05-31,70.70999908447266
2024-06-03,69.02999877929688
2024-06-04,67.05999755859375
2024-06-05,67.93000030517578
2024-06-06,67.80999755859375
2024-06-07,68.75
2024-06-10,70.44000244140625
2024-06-11,68.54000091552734
2024-06-12,70.18000030517578
2024-06-13,69.72000122070312
2024-06-14,68.97000122070312
2024-06-17,70.44000244140625
2024-06-18,71.44999694824219
2024-06-20,68.70999908447266
2024-06-21,68.06999969482422
2024-06-24,70.30000305175781
2024-06-25,71.37000274658203
2024-06-26,71.04000091552734
2024-06-27,70.05999755859375
2024-06-28,70.13999938964844
2024-07-01,68.61000061035156
2024-07-02,69.37000274658203
2024-07-03,70.7300033569336
2024-07-05,71.2699966430664
2024-07-08,71.20999908447266
2024-07-09,71.30000305175781
2024-07-10,72.76000213623047
2024-07-11,76.16999816894531
2024-07-12,76.55000305175781
2024-07-15,78.4800033569336
2024-07-16,81.9000015258789
2024-07-17,75.87999725341797
2024-07-18,75.23999786376953
2024-07-19,76.88999938964844
2024-07-22,77.86000061035156
2024-07-23,79.80000305175781
2024-07-24,76.30999755859375
2024-07-25,77.11000061035156
2024-07-26,80.0
2024-07-29,80.62999725341797
2024-07-30,78.9800033569336
2024-07-31,79.5199966430664
2024-08-01,76.83999633789062
2024-08-02,73.30000305175781
2024-08-05,70.76000213623047
2024-08-06,72.87000274658203
2024-08-07,70.2699966430664
2024-08-08,72.62000274658203
2024-08-09,73.29000091552734
2024-08-12,72.80000305175781
2024-08-13,73.29000091552734
2024-08-14,73.18000030517578
2024-08-15,75.6500015258789
2024-08-16,75.43000030517578
2024-08-19,75.37999725341797
2024-08-20,74.76000213623047
2024-08-21,75.55999755859375
2024-08-22,76.05000305175781
2024-08-23,79.4800033569336
2024-08-26,78.91000366210938
2024-08-27,77.04000091552734
2024-08-28,76.27999877929688
2024-08-29,77.62000274658203
2024-08-30,78.87000274658203
2024-09-03,75.68000030517578
2024-09-04,74.91999816894531
2024-09-05,75.27999877929688
2024-09-06,74.52999877929688
2024-09-09,75.04000091552734
2024-09-10,76.98999786376953
2024-09-11,78.83999633789062
2024-09-12,82.0
2024-09-13,83.98999786376953
2024-09-16,87.62000274658203
2024-09-17,89.23999786376953
2024-09-18,89.36000061035156
2024-09-19,91.51000213623047
2024-09-20,90.76000213623047
2024-09-23,89.0
2024-09-24,88.94999694824219
2024-09-25,88.98999786376953
2024-09-26,89.12999725341797
2024-09-27,89.06999969482422
2024-09-30,89.38999938964844
2024-10-01,88.48999786376953
2024-10-02,88.13999938964844
2024-10-03,88.38999938964844
2024-10-04,88.95999908447266
2024-10-07,87.87999725341797
2024-10-08,88.18000030517578
2024-10-09,88.94000244140625
2024-10-10,87.5
2024-10-11,89.68000030517578
2024-10-14,90.63999938964844
2024-10-15,91.0199966430664
2024-10-16,93.16000366210938
2024-10-17,94.29000091552734
2024-10-18,93.44000244140625
2024-10-21,94.94000244140625
2024-10-22,92.58000183105469
2024-10-23,91.5
2024-10-24,92.6500015258789
2024-10-25,93.44999694824219
2024-10-28,95.75
2024-10-29,96.41000366210938
2024-10-30,99.08000183105469
2024-10-31,97.31999969482422
2024-11-01,97.47000122070312
2024-11-04,89.2300033569336
2024-11-05,91.66000366210938
2024-11-06,100.52999877929688
2024-11-07,101.08000183105469
2024-11-08,101.0999984741211
2024-11-11,98.94000244140625
2024-11-12,96.51000213623047
2024-11-13,95.37999725341797
2024-11-14,94.66999816894531
2024-11-15,94.25
2024-11-18,95.47000122070312
2024-11-19,97.6500015258789
2024-11-20,98.30000305175781
2024-11-21,100.5199966430664
2024-11-22,102.6500015258789
2024-11-25,104.05999755859375
2024-11-26,104.58000183105469
2024-11-27,102.75
2024-11-29,103.5
2024-12-02,102.37999725341797
2024-12-03,103.5199966430664
2024-12-04,103.58999633789062
2024-12-05,103.01000213623047
2024-12-06,105.33999633789062
2024-12-09,102.33999633789062
2024-12-10,102.80999755859375
2024-12-11,105.7300033569336
2024-12-12,105.16000366210938
2024-12-13,102.30999755859375
2024-12-16,106.51000213623047
2024-12-17,104.8499984741211
2024-12-18,100.91999816894531
2024-12-19,100.02999877929688
2024-12-20,105.70999908447266
2024-12-23,102.62999725341797
2024-12-24,103.55999755859375
2024-12-26,104.13999938964844
2024-12-27,102.97000122070312
2024-12-30,102.3499984741211
2024-12-31,101.63999938964844
2025-01-02,100.41999816894531
2025-01-03,101.0199966430664
2025-01-06,102.31999969482422
2025-01-07,97.0
2025-01-08,98.23999786376953
2025-01-10,95.20999908447266
2025-01-13,95.37999725341797
2025-01-14,100.20999908447266
2025-01-15,101.23999786376953
2025-01-16,104.2699966430664
2025-01-17,104.87999725341797
2025-01-21,107.30999755859375
2025-01-22,106.98999786376953
2025-01-23,103.56999969482422
2025-01-24,104.44000244140625
2025-01-27,99.97000122070312
2025-01-28,102.27999877929688
2025-01-29,102.80999755859375
2025-01-30,106.0
2025-01-31,103.58000183105469
2025-02-03,102.38999938964844
2025-02-04,102.33999633789062
2025-02-05,103.01000213623047
2025-02-06,104.5
2025-02-07,102.56999969482422
2025-02-10,101.76000213623047
2025-02-11,98.9800033569336
2025-02-12,97.26000213623047
2025-02-13,101.41999816894531
2025-02-14,102.05000305175781
2025-02-18,105.0
2025-02-19,102.9000015258789
2025-02-20,101.3499984741211
2025-02-21,92.98999786376953
2025-02-24,92.7300033569336
2025-02-25,93.22000122070312
2025-02-26,96.0
2025-02-27,93.11000061035156
2025-02-28,95.68000030517578
2025-03-03,90.68000030517578
2025-03-04,87.68000030517578
2025-03-05,90.98999786376953
2025-03-06,88.41000366210938
2025-03-07,88.08999633789062
2025-03-10,89.36000061035156
2025-03-11,87.44999694824219
2025-03-12,89.2300033569336
2025-03-13,88.29000091552734
2025-03-14,93.29000091552734
2025-03-17,93.5
2025-03-18,91.91000366210938
2025-03-19,95.55000305175781
2025-03-20,90.83999633789062
2025-03-21,91.11000061035156
2025-03-24,96.6500015258789
2025-03-25,97.06999969482422
2025-03-26,95.94999694824219
2025-03-27,92.83999633789062
2025-03-28,89.66000366210938
2025-03-31,90.20999908447266
2025-04-01,92.36000061035156
2025-04-02,95.20999908447266
2025-04-03,90.63999938964844
2025-04-04,83.9000015258789
2025-04-07,84.69000244140625
2025-04-08,82.0199966430664
2025-04-09,91.80999755859375
2025-04-10,89.2699966430664
2025-04-11,93.02999877929688
2025-04-14,94.0
2025-04-15,94.43000030517578
2025-04-16,93.06999969482422
2025-04-17,91.61000061035156
2025-04-21,84.41000366210938
2025-04-22,88.3499984741211
2025-04-23,89.51000213623047
2025-04-24,93.58000183105469
2025-04-25,92.5
2025-04-28,92.19999694824219
2025-04-29,92.3499984741211
2025-04-30,93.37999725341797
2025-05-01,93.91999816894531
2025-05-02,96.33000183105469
2025-05-05,96.91000366210938
2025-05-06,91.80999755859375
2025-05-07,91.87000274658203
2025-05-08,93.37000274658203
2025-05-09,94.95999908447266
2025-05-12,99.55999755859375
2025-05-13,102.88999938964844
2025-05-14,99.2699966430664
2025-05-15,99.72000122070312
2025-05-16,100.80999755859375
2025-05-19,100.66999816894531
2025-05-20,99.54000091552734
2025-05-21,96.79000091552734
2025-05-22,96.68000030517578
2025-05-23,96.11000061035156
2025-05-27,99.26000213623047
2025-05-28,95.16000366210938
2025-05-29,94.12000274658203
2025-05-30,94.0999984741211
2025-06-02,91.70999908447266
2025-06-03,95.36000061035156
2025-06-04,92.87999725341797
2025-06-05,92.2300033569336
2025-06-06,92.27999877929688
2025-06-09,92.75
2025-06-10,89.18000030517578
2025-06-11,84.4000015258789
2025-06-12,85.19999694824219
2025-06-13,80.77999877929688
2025-06-16,82.54000091552734
2025-06-17,80.44999694824219
2025-06-18,79.08000183105469
2025-06-20,77.54000091552734
2025-06-23,81.05999755859375
2025-06-24,84.7699966430664
2025-06-25,81.12000274658203
2025-06-26,81.51000213623047
2025-06-27,82.7699966430664
2025-06-30,81.63999938964844
2025-07-01,82.25
2025-07-02,81.20999908447266
2025-07-03,80.5999984741211
2025-07-07,78.76000213623047
2025-07-08,79.4800033569336
2025-07-09,81.23999786376953
2025-07-10,80.7699966430664
2025-07-11,78.87999725341797
2025-07-14,78.81999969482422
2025-07-15,77.37999725341797
2025-07-16,76.5999984741211
2025-07-17,79.37000274658203
2025-07-18,80.56999969482422
2025-07-21,81.0
2025-07-22,81.1500015258789
2025-07-23,82.0199966430664
2025-07-24,81.51000213623047
2025-07-25,82.18000030517578
2025-07-28,82.0
2025-07-29,81.77999877929688
2025-07-30,82.80000305175781
2025-07-31,82.4800033569336
2025-08-01,83.37000274658203
2025-08-04,84.36000061035156
2025-08-05,86.0
2025-08-06,87.19999694824219
2025-08-07,87.91000366210938
2025-08-08,88.04000091552734
2025-08-11,88.3499984741211
2025-08-12,92.97000122070312
2025-08-13,94.56999969482422
2025-08-14,91.0
2025-08-15,89.98999786376953
2025-08-18,87.37999725341797
2025-08-19,89.33000183105469
2025-08-20,86.69000244140625
2025-08-21,87.68000030517578
2025-08-22,91.83999633789062
2025-08-25,90.94999694824219
2025-08-26,90.1500015258789
2025-08-27,82.76000213623047
2025-08-28,80.88999938964844
2025-08-29,81.0
2025-09-02,80.01000213623047
2025-09-03,76.62000274658203
2025-09-04,78.58999633789062
2025-09-05,80.37000274658203
2025-09-08,80.18000030517578
2025-09-09,78.87999725341797
2025-09-10,78.58999633789062
2025-09-11,80.68000030517578
2025-09-12,77.95999908447266
2025-09-15,77.23999786376953
2025-09-16,75.44999694824219
2025-09-17,75.06999969482422
2025-09-18,76.30000305175781
2025-09-19,75.61000061035156
