Date,WTFC
2010-01-04,25.32447624206543
2010-01-05,25.50738525390625
2010-01-06,25.89815330505371
2010-01-07,26.097684860229492
2010-01-08,26.189136505126953
2010-01-11,25.839948654174805
2010-01-12,25.224708557128906
2010-01-13,25.166513442993164
2010-01-14,26.180828094482422
2010-01-15,25.773439407348633
2010-01-19,26.297216415405273
2010-01-20,26.604833602905273
2010-01-21,28.101360321044922
2010-01-22,28.907819747924805
2010-01-25,29.281949996948242
2010-01-26,29.281949996948242
2010-01-27,30.578941345214844
2010-01-28,29.290264129638672
2010-01-29,28.88288116455078
2010-02-01,28.325847625732422
2010-02-02,27.677345275878906
2010-02-03,26.754491806030273
2010-02-04,25.856571197509766
2010-02-05,25.972976684570312
2010-02-08,25.839948654174805
2010-02-09,26.31522560119629
2010-02-10,26.848867416381836
2010-02-11,26.773828506469727
2010-02-12,27.065654754638672
2010-02-16,28.174633026123047
2010-02-17,28.266357421875
2010-02-18,28.391422271728516
2010-02-19,28.416444778442383
2010-02-22,28.583200454711914
2010-02-23,28.049558639526367
2010-02-24,28.633235931396484
2010-02-25,28.40810775756836
2010-02-26,28.383092880249023
2010-03-01,28.374752044677734
2010-03-02,28.541515350341797
2010-03-03,28.291358947753906
2010-03-04,27.432546615600586
2010-03-05,27.499244689941406
2010-03-08,27.540937423706055
2010-03-09,27.857784271240234
2010-03-10,28.241336822509766
2010-03-11,29.141855239868164
2010-03-12,29.417022705078125
2010-03-15,29.75054931640625
2010-03-16,30.00904083251953
2010-03-17,30.30921173095703
2010-03-18,30.60103988647461
2010-03-19,30.876201629638672
2010-03-22,30.934568405151367
2010-03-23,31.443199157714844
2010-03-24,31.009613037109375
2010-03-25,30.917888641357422
2010-03-26,31.101337432861328
2010-03-29,31.26808738708496
2010-03-30,31.067964553833008
2010-03-31,31.026294708251953
2010-04-01,31.026294708251953
2010-04-05,31.6182918548584
2010-04-06,33.18585968017578
2010-04-07,33.069129943847656
2010-04-08,32.88570022583008
2010-04-09,33.19420623779297
2010-04-12,33.70282745361328
2010-04-13,32.251983642578125
2010-04-14,33.26090621948242
2010-04-15,33.01909255981445
2010-04-16,32.31036376953125
2010-04-19,32.602176666259766
2010-04-20,33.060794830322266
2010-04-21,34.303184509277344
2010-04-22,35.72900390625
2010-04-23,37.004737854003906
2010-04-26,33.335960388183594
2010-04-27,32.88570022583008
2010-04-28,31.63494873046875
2010-04-29,32.677249908447266
2010-04-30,31.101337432861328
2010-05-03,31.65997886657715
2010-05-04,31.38483428955078
2010-05-05,31.743364334106445
2010-05-06,30.042375564575195
2010-05-07,29.075143814086914
2010-05-10,31.067964553833008
2010-05-11,31.885120391845703
2010-05-12,33.15250778198242
2010-05-13,33.160858154296875
2010-05-14,32.69390869140625
2010-05-17,32.760616302490234
2010-05-18,31.35980224609375
2010-05-19,30.976253509521484
2010-05-20,29.06682586669922
2010-05-21,30.18413734436035
2010-05-24,29.108501434326172
2010-05-25,29.3836669921875
2010-05-26,29.45037269592285
2010-05-27,30.876201629638672
2010-05-28,29.733877182006836
2010-06-01,29.45037269592285
2010-06-02,30.434274673461914
2010-06-03,30.03403663635254
2010-06-04,28.6749210357666
2010-06-07,28.5665225982666
2010-06-08,28.341398239135742
2010-06-09,27.949501037597656
2010-06-10,28.749961853027344
2010-06-11,29.091835021972656
2010-06-14,28.758304595947266
2010-06-15,29.64215087890625
2010-06-16,29.692190170288086
2010-06-17,29.875619888305664
2010-06-18,29.9840087890625
2010-06-21,30.017366409301758
2010-06-22,29.183557510375977
2010-06-23,29.49205780029297
2010-06-24,29.800565719604492
2010-06-25,30.35922622680664
2010-06-28,30.059049606323242
2010-06-29,28.82500648498535
2010-06-30,27.799419403076172
2010-07-01,27.240755081176758
2010-07-02,26.965606689453125
2010-07-06,27.615978240966797
2010-07-07,29.091835021972656
2010-07-08,29.433696746826172
2010-07-09,30.367568969726562
2010-07-12,29.800565719604492
2010-07-13,30.901216506958008
2010-07-14,30.65107536315918
2010-07-15,30.175790786743164
2010-07-16,28.25801658630371
2010-07-19,27.999540328979492
