Date,TW
2019-04-04,34.74101257324219
2019-04-05,35.488014221191406
2019-04-08,38.04921340942383
2019-04-09,37.447723388671875
2019-04-10,39.058162689208984
2019-04-11,40.80442810058594
2019-04-12,40.62009811401367
2019-04-15,41.066368103027344
2019-04-16,39.601444244384766
2019-04-17,38.22382736206055
2019-04-18,38.18502426147461
2019-04-22,38.854427337646484
2019-04-23,38.12681198120117
2019-04-24,38.79622268676758
2019-04-25,38.61189270019531
2019-04-26,39.029052734375
2019-04-29,40.01860809326172
2019-04-30,39.048465728759766
2019-05-01,39.1066780090332
2019-05-02,38.27234649658203
2019-05-03,38.000701904296875
2019-05-06,39.048465728759766
2019-05-07,38.07831573486328
2019-05-08,38.6992073059082
2019-05-09,39.85368347167969
2019-05-10,41.71635818481445
2019-05-13,41.69696807861328
2019-05-14,42.13353729248047
2019-05-15,41.20219802856445
2019-05-16,42.69622039794922
2019-05-17,41.99769973754883
2019-05-20,43.22010040283203
2019-05-21,42.162635803222656
2019-05-22,42.18204879760742
2019-05-23,42.69622039794922
2019-05-24,42.929054260253906
2019-05-28,42.036521911621094
2019-05-29,41.726070404052734
2019-05-30,42.736900329589844
2019-05-31,43.82549285888672
2019-06-03,42.591102600097656
2019-06-04,42.299522399902344
2019-06-05,42.77578353881836
2019-06-06,42.36756896972656
2019-06-07,41.69691848754883
2019-06-10,42.1926155090332
2019-06-11,41.551124572753906
2019-06-12,41.385887145996094
2019-06-13,40.66663360595703
2019-06-14,40.277862548828125
2019-06-17,40.64719772338867
2019-06-18,41.045711517333984
2019-06-19,41.82326126098633
2019-06-20,41.745506286621094
2019-06-21,41.99821090698242
2019-06-24,40.34589767456055
2019-06-25,39.93766403198242
2019-06-26,40.355613708496094
2019-06-27,41.24010467529297
2019-06-28,42.58139419555664
2019-07-01,42.63970184326172
2019-07-02,42.882694244384766
2019-07-03,44.224002838134766
2019-07-05,45.02100372314453
2019-07-08,45.536136627197266
2019-07-09,45.7402458190918
2019-07-10,46.53723907470703
2019-07-11,47.94660186767578
2019-07-12,46.896881103515625
2019-07-15,46.06099319458008
2019-07-16,46.488651275634766
2019-07-17,47.04268264770508
2019-07-18,48.31593704223633
2019-07-19,48.11182403564453
2019-07-22,48.59779739379883
2019-07-23,48.63668441772461
2019-07-24,45.1279182434082
2019-07-25,45.3028678894043
2019-07-26,46.819122314453125
2019-07-29,46.30398178100586
2019-07-30,45.89576721191406
2019-07-31,46.03184127807617
2019-08-01,44.418392181396484
2019-08-02,45.19595718383789
2019-08-05,44.03933334350586
2019-08-06,44.12681198120117
2019-08-07,44.57389831542969
2019-08-08,42.99934005737305
2019-08-09,43.961578369140625
2019-08-12,44.6905403137207
2019-08-13,44.20455551147461
2019-08-14,42.97016906738281
2019-08-15,43.728302001953125
2019-08-16,43.62139129638672
2019-08-19,43.728302001953125
2019-08-20,44.51559066772461
2019-08-21,44.56417465209961
2019-08-22,43.74774169921875
2019-08-23,42.97016906738281
2019-08-26,41.69691848754883
2019-08-27,41.589996337890625
2019-08-28,41.53168869018555
2019-08-29,42.51335525512695
2019-08-30,41.47146224975586
2019-09-03,39.51426315307617
2019-09-04,41.01380157470703
2019-09-05,41.4325065612793
2019-09-06,40.8872184753418
2019-09-09,40.39059829711914
2019-09-10,39.679779052734375
2019-09-11,39.640830993652344
2019-09-12,38.72551727294922
2019-09-13,38.102333068847656
2019-09-16,38.47235107421875
2019-09-17,38.063385009765625
2019-09-18,39.10527038574219
2019-09-19,38.6184196472168
2019-09-20,39.19291305541992
2019-09-23,39.09553909301758
2019-09-24,38.49182891845703
2019-09-25,38.7060432434082
2019-09-26,36.4226188659668
2019-09-27,35.56087112426758
2019-09-30,36.00879669189453
2019-10-01,36.82672882080078
2019-10-02,37.566768646240234
2019-10-03,38.12179946899414
2019-10-04,38.60866928100586
2019-10-07,39.14422607421875
2019-10-08,37.810211181640625
2019-10-09,38.7839469909668
2019-10-10,39.97189712524414
2019-10-11,39.212379455566406
2019-10-14,38.86183547973633
2019-10-15,38.86183547973633
2019-10-16,41.159854888916016
2019-10-17,42.11412811279297
2019-10-18,40.41008377075195
2019-10-21,41.53962707519531
2019-10-22,40.82878875732422
2019-10-23,39.368194580078125
2019-10-24,40.0497932434082
2019-10-25,39.77714538574219
2019-10-28,40.741146087646484
2019-10-29,40.70220947265625
2019-10-30,40.838531494140625
2019-10-31,40.653526306152344
2019-11-01,40.5561408996582
2019-11-04,39.670040130615234
2019-11-05,39.0858039855957
2019-11-06,39.51426315307617
2019-11-07,40.38086700439453
2019-11-08,41.56883239746094
2019-11-11,41.73436737060547
2019-11-12,41.9388427734375
2019-11-13,42.1920280456543
2019-11-14,41.636993408203125
2019-11-15,42.01675033569336
2019-11-18,42.386775970458984
2019-11-19,42.133602142333984
2019-11-20,43.496829986572266
2019-11-21,43.28260803222656
2019-11-22,43.41892623901367
2019-11-25,44.0810661315918
2019-11-26,43.54551696777344
2019-11-27,43.37998580932617
2019-11-29,43.633602142333984
2019-12-02,43.08733367919922
2019-12-03,43.61410140991211
2019-12-04,43.59459686279297
2019-12-05,43.93601608276367
2019-12-06,44.29694747924805
2019-12-09,44.20914077758789
2019-12-10,44.28718566894531
2019-12-11,44.07258224487305
2019-12-12,43.58483123779297
2019-12-13,43.721405029296875
2019-12-16,44.979774475097656
2019-12-17,44.75542068481445
2019-12-18,44.78467559814453
2019-12-19,45.65286636352539
2019-12-20,45.61384582519531
2019-12-23,45.05781936645508
2019-12-24,45.76991653442383
2019-12-26,45.72114944458008
2019-12-27,45.604103088378906
2019-12-30,45.61384582519531
2019-12-31,45.21388626098633
2020-01-02,45.5845832824707
2020-01-03,45.52605438232422
2020-01-06,44.979774475097656
2020-01-07,44.28718566894531
2020-01-08,45.05781936645508
2020-01-09,45.52605438232422
2020-01-10,45.03832244873047
2020-01-13,44.628597259521484
2020-01-14,44.58959197998047
2020-01-15,44.64811706542969
2020-01-16,44.54080581665039
2020-01-17,44.628597259521484
2020-01-21,44.69688034057617
2020-01-22,43.965267181396484
2020-01-23,43.79944610595703
2020-01-24,43.93601608276367
2020-01-27,43.52629852294922
2020-01-28,43.262916564941406
2020-01-29,43.02880859375
2020-01-30,43.848209381103516
2020-01-31,45.048057556152344
2020-02-03,45.56507110595703
2020-02-04,45.19438552856445
2020-02-05,44.326194763183594
2020-02-06,43.75066375732422
2020-02-07,43.877479553222656
2020-02-10,44.03355026245117
2020-02-11,45.048057556152344
2020-02-12,45.740665435791016
2020-02-13,46.16012954711914
2020-02-14,48.23790740966797
2020-02-18,47.662384033203125
2020-02-19,48.84272003173828
2020-02-20,50.413246154785156
2020-02-21,50.525428771972656
2020-02-24,49.8962516784668
2020-02-25,48.5598258972168
2020-02-26,48.77442932128906
2020-02-27,47.5745735168457
2020-02-28,47.115352630615234
2020-03-02,49.10861587524414
2020-03-03,50.65242004394531
2020-03-04,50.515625
2020-03-05,49.94891357421875
2020-03-06,48.44419479370117
2020-03-09,45.77674102783203
2020-03-10,48.590763092041016
2020-03-11,47.515953063964844
2020-03-12,42.23965835571289
2020-03-13,42.4057731628418
2020-03-16,37.979549407958984
2020-03-17,39.152061462402344
2020-03-18,35.39025115966797
2020-03-19,39.083656311035156
2020-03-20,38.37038803100586
2020-03-23,35.80062484741211
2020-03-24,39.42563247680664
2020-03-25,40.65677261352539
2020-03-26,41.66317367553711
2020-03-27,41.13554763793945
2020-03-30,41.0085334777832
2020-03-31,41.07691955566406
2020-04-01,41.7315788269043
2020-04-02,44.643314361572266
2020-04-03,44.39902877807617
2020-04-06,47.00786590576172
2020-04-07,47.14467239379883
2020-04-08,48.15106964111328
2020-04-09,46.35322952270508
2020-04-13,46.060089111328125
2020-04-14,48.39533615112305
2020-04-15,50.388607025146484
2020-04-16,51.942176818847656
2020-04-17,50.44723129272461
2020-04-20,51.27775955200195
2020-04-21,50.26158905029297
2020-04-22,50.0759391784668
