Date,PBI
2010-01-04,10.046401977539062
2010-01-05,9.651915550231934
2010-01-06,9.748345375061035
2010-01-07,9.761497497558594
2010-01-08,9.761497497558594
2010-01-11,9.616848945617676
2010-01-12,9.691363334655762
2010-01-13,9.761497497558594
2010-01-14,9.757108688354492
2010-01-15,9.61246109008789
2010-01-19,9.673829078674316
2010-01-20,9.61246109008789
2010-01-21,9.428370475769043
2010-01-22,9.305636405944824
2010-01-25,9.32755184173584
2010-01-26,9.274951934814453
2010-01-27,9.292489051818848
2010-01-28,9.283722877502441
2010-01-29,9.169756889343262
2010-02-01,9.261804580688477
2010-02-02,9.384536743164062
2010-02-03,9.441515922546387
2010-02-04,9.336318016052246
2010-02-05,9.792180061340332
2010-02-08,9.682596206665039
2010-02-09,9.765876770019531
2010-02-10,9.827240943908691
2010-02-11,9.849156379699707
2010-02-12,9.805329322814941
2010-02-16,10.024490356445312
2010-02-17,10.062350273132324
2010-02-18,10.129161834716797
2010-02-19,10.17370891571045
2010-02-22,10.111348152160645
2010-02-23,10.062350273132324
2010-02-24,10.213799476623535
2010-02-25,10.21824836730957
2010-02-26,10.200434684753418
2010-03-01,10.329609870910645
2010-03-02,10.160346031188965
2010-03-03,10.142531394958496
2010-03-04,10.164800643920898
2010-03-05,10.22270679473877
2010-03-08,10.213799476623535
2010-03-09,10.160346031188965
2010-03-10,10.293975830078125
2010-03-11,10.503329277038574
2010-03-12,10.690411567687988
2010-03-15,10.659233093261719
2010-03-16,10.730501174926758
2010-03-17,10.904220581054688
2010-03-18,10.850768089294434
2010-03-19,10.922036170959473
2010-03-22,10.979944229125977
2010-03-23,10.993306159973145
2010-03-24,10.913128852844238
2010-03-25,10.859681129455566
2010-03-26,10.815138816833496
2010-03-29,10.88640308380127
2010-03-30,10.984400749206543
2010-03-31,10.890856742858887
2010-04-01,10.890856742858887
2010-04-05,11.037853240966797
2010-04-06,11.042305946350098
2010-04-07,11.006671905517578
2010-04-08,10.957671165466309
2010-04-09,11.011124610900879
2010-04-12,11.042305946350098
2010-04-13,11.064576148986816
2010-04-14,11.175935745239258
2010-04-15,11.238297462463379
2010-04-16,11.02894115447998
2010-04-19,11.109122276306152
2010-04-20,11.216025352478027
2010-04-21,11.216025352478027
2010-04-22,11.38528823852539
2010-04-23,11.478833198547363
