Date,NE
2021-06-09,21.929506301879883
2021-06-10,21.929506301879883
2021-06-11,22.053552627563477
2021-06-14,21.849761962890625
2021-06-15,21.583953857421875
2021-06-16,21.876346588134766
2021-06-17,21.229536056518555
2021-06-18,21.12320899963379
2021-06-21,21.894062042236328
2021-06-22,21.938369750976562
2021-06-23,21.885204315185547
2021-06-24,22.146587371826172
2021-06-25,22.372528076171875
2021-06-28,22.239622116088867
2021-06-29,22.168739318847656
2021-06-30,21.911785125732422
2021-07-01,22.50543212890625
2021-07-02,22.540876388549805
2021-07-06,21.778879165649414
2021-07-07,21.530790328979492
2021-07-08,21.264978408813477
2021-07-09,21.654834747314453
2021-07-12,21.282699584960938
2021-07-13,20.963722229003906
2021-07-14,20.378934860229492
2021-07-15,19.749845504760742
2021-07-16,19.12961769104004
2021-07-19,18.6157169342041
2021-07-20,18.660017013549805
2021-07-21,19.37771224975586
2021-07-22,19.448596954345703
2021-07-23,19.23594093322754
2021-07-26,19.7232666015625
2021-07-27,19.714406967163086
2021-07-28,19.78528594970703
2021-07-29,19.865028381347656
2021-07-30,19.492897033691406
2021-08-02,19.758705139160156
2021-08-03,19.625802993774414
2021-08-04,19.00557518005371
2021-08-05,18.07522964477539
2021-08-06,18.509387969970703
2021-08-09,18.429645538330078
2021-08-10,18.792922973632812
2021-08-11,19.076457977294922
2021-08-12,19.484037399291992
2021-08-13,18.83722686767578
2021-08-16,18.695457458496094
2021-08-17,19.492897033691406
2021-08-18,20.39665985107422
2021-08-19,19.33340835571289
2021-08-20,19.06759262084961
2021-08-23,19.484037399291992
2021-08-24,19.74098777770996
2021-08-25,19.5726375579834
2021-08-26,20.49411964416504
2021-08-27,20.74221420288086
2021-08-30,20.724491119384766
2021-08-31,21.575090408325195
2021-09-01,22.14215660095215
2021-09-02,22.753528594970703
2021-09-03,22.151020050048828
2021-09-07,24.330677032470703
2021-09-08,24.445865631103516
2021-09-09,23.91423988342285
2021-09-10,24.76483726501465
2021-09-13,24.791418075561523
2021-09-14,24.70281219482422
2021-09-15,25.234439849853516
2021-09-16,24.56104850769043
2021-09-17,23.76361083984375
2021-09-20,23.302867889404297
2021-09-21,23.311731338500977
2021-09-22,23.161104202270508
2021-09-23,23.169960021972656
2021-09-24,22.868711471557617
2021-09-27,24.649656295776367
2021-09-28,24.623071670532227
2021-09-29,24.03828239440918
2021-09-30,23.976261138916016
2021-10-01,24.587627410888672
2021-10-04,24.747116088867188
2021-10-05,24.791418075561523
2021-10-06,24.11802864074707
2021-10-07,24.50788688659668
2021-10-08,23.533241271972656
2021-10-11,23.976261138916016
2021-10-12,23.524381637573242
2021-10-13,23.74588966369629
2021-10-14,23.958539962768555
2021-10-15,23.61298370361328
2021-10-18,23.4534969329834
2021-10-19,23.719308853149414
2021-10-20,24.623071670532227
2021-10-21,23.24970817565918
2021-10-22,23.54210090637207
2021-10-25,24.72053337097168
2021-10-26,24.552186965942383
2021-10-27,23.586406707763672
2021-10-28,22.939594268798828
2021-10-29,22.292783737182617
2021-11-01,23.187686920166016
2021-11-02,23.91423988342285
2021-11-03,23.683866500854492
2021-11-04,24.180049896240234
2021-11-05,24.76483726501465
2021-11-08,25.55341339111328
2021-11-09,25.314184188842773
2021-11-10,23.29401397705078
2021-11-11,22.797826766967773
2021-11-12,23.76361083984375
2021-11-15,23.161104202270508
2021-11-16,23.515522003173828
2021-11-17,23.21426773071289
2021-11-18,22.957313537597656
2021-11-19,22.63833999633789
2021-11-22,22.673782348632812
2021-11-23,22.68264389038086
2021-11-24,22.558597564697266
2021-11-26,20.059961318969727
2021-11-29,20.60930824279785
2021-11-30,20.69791030883789
2021-12-01,20.49411964416504
2021-12-02,20.246028900146484
2021-12-03,20.35235595703125
2021-12-06,20.65360450744629
2021-12-07,20.901700973510742
2021-12-08,21.0877685546875
2021-12-09,20.476402282714844
2021-12-10,21.016883850097656
2021-12-13,20.821956634521484
2021-12-14,20.299192428588867
2021-12-15,20.440959930419922
2021-12-16,20.35235595703125
2021-12-17,20.39665985107422
2021-12-20,20.20172882080078
2021-12-21,21.167510986328125
2021-12-22,21.849761962890625
2021-12-23,22.24847984313965
2021-12-27,22.78896713256836
2021-12-28,22.399110794067383
2021-12-29,22.053552627563477
2021-12-30,21.832042694091797
2021-12-31,21.982669830322266
2022-01-03,23.161104202270508
2022-01-04,23.40033721923828
2022-01-05,23.107942581176758
2022-01-06,23.37375259399414
2022-01-07,23.329450607299805
2022-01-10,23.48893928527832
2022-01-11,23.878799438476562
2022-01-12,23.728172302246094
2022-01-13,23.311731338500977
2022-01-14,23.14338493347168
2022-01-18,23.054780960083008
2022-01-19,23.125661849975586
2022-01-20,22.39025115966797
2022-01-21,21.548507690429688
2022-01-24,22.062414169311523
2022-01-25,22.629478454589844
2022-01-26,23.019336700439453
2022-01-27,22.532018661499023
2022-01-28,22.115575790405273
2022-01-31,21.876346588134766
2022-02-01,23.28514862060547
2022-02-02,22.99275779724121
2022-02-03,22.65606117248535
2022-02-04,23.923099517822266
2022-02-07,22.89529037475586
2022-02-08,22.469989776611328
2022-02-09,22.87757110595703
2022-02-10,22.434547424316406
2022-02-11,22.87757110595703
2022-02-14,22.540876388549805
2022-02-15,22.939594268798828
2022-02-16,23.347169876098633
2022-02-17,23.923099517822266
2022-02-18,23.77247428894043
2022-02-22,22.84212875366211
2022-02-23,22.673782348632812
2022-02-24,22.84212875366211
2022-02-25,23.161104202270508
2022-02-28,22.868711471557617
2022-03-01,23.74588966369629
2022-03-02,24.809139251708984
2022-03-03,25.996435165405273
2022-03-04,26.8647518157959
2022-03-07,28.052047729492188
2022-03-08,27.467262268066406
2022-03-09,26.53691864013672
2022-03-10,27.396379470825195
2022-03-11,28.689998626708984
2022-03-14,26.634382247924805
2022-03-15,26.492616653442383
2022-03-16,26.324268341064453
2022-03-17,28.220396041870117
2022-03-18,28.62797737121582
2022-03-21,29.815269470214844
2022-03-22,29.186176300048828
2022-03-23,29.336809158325195
2022-03-24,30.382335662841797
2022-03-25,32.38478469848633
2022-03-28,32.05695724487305
2022-03-29,30.88737678527832
2022-03-30,30.68359375
2022-03-31,31.05572509765625
2022-04-01,30.65700912475586
2022-04-04,30.74561309814453
2022-04-05,30.17854881286621
2022-04-06,30.06336212158203
2022-04-07,29.68235969543457
2022-04-08,30.541820526123047
2022-04-11,29.70894432067871
2022-04-12,29.469711303710938
2022-04-13,29.815269470214844
2022-04-14,30.09880256652832
2022-04-18,30.435495376586914
2022-04-19,29.965896606445312
2022-04-20,30.00133514404297
2022-04-21,27.95458221435547
2022-04-22,27.90142250061035
2022-04-25,27.343215942382812
2022-04-26,27.006519317626953
2022-04-27,27.378658294677734
2022-04-28,28.503929138183594
2022-04-29,28.291278839111328
2022-05-02,27.316635131835938
2022-05-03,29.257068634033203
2022-05-04,29.797548294067383
2022-05-05,29.93931770324707
2022-05-06,29.95703887939453
2022-05-09,28.08749008178711
2022-05-10,27.210309982299805
2022-05-11,28.060911178588867
2022-05-12,28.75202178955078
2022-05-13,30.692453384399414
2022-05-16,31.454444885253906
2022-05-17,30.949403762817383
2022-05-18,29.150737762451172
2022-05-19,28.92923355102539
2022-05-20,28.273561477661133
2022-05-23,29.531734466552734
2022-05-24,29.70894432067871
2022-05-25,31.383562088012695
2022-05-26,32.68604278564453
2022-05-27,33.049320220947266
2022-05-31,32.14555358886719
2022-06-01,33.022735595703125
2022-06-02,32.69490432739258
2022-06-03,31.959484100341797
