Date,ESE
2010-01-04,33.335662841796875
2010-01-05,32.536128997802734
2010-01-06,31.945528030395508
2010-01-07,32.399837493896484
2010-01-08,32.299896240234375
2010-01-11,32.57246017456055
2010-01-12,32.03639221191406
2010-01-13,31.745651245117188
2010-01-14,32.16358947753906
2010-01-15,31.573013305664062
2010-01-19,32.22719192504883
2010-01-20,31.373132705688477
2010-01-21,30.709871292114258
2010-01-22,29.855812072753906
2010-01-25,30.182905197143555
2010-01-26,29.5832462310791
2010-01-27,29.78312110900879
2010-01-28,29.201637268066406
2010-01-29,29.701345443725586
2010-02-01,29.57415008544922
2010-02-02,29.44694709777832
2010-02-03,29.328840255737305
2010-02-04,28.574722290039062
2010-02-05,29.419694900512695
2010-02-08,28.574722290039062
2010-02-09,28.601980209350586
2010-02-10,28.78369903564453
2010-02-11,29.092607498168945
2010-02-12,30.182905197143555
2010-02-16,29.62868309020996
2010-02-17,29.50146484375
2010-02-18,29.97393798828125
2010-02-19,30.10112762451172
2010-02-22,29.57415008544922
2010-02-23,29.210723876953125
2010-02-24,29.092607498168945
2010-02-25,29.110788345336914
2010-02-26,29.719520568847656
2010-03-01,30.746219635009766
2010-03-02,31.00063133239746
2010-03-03,31.427661895751953
2010-03-04,31.5275936126709
2010-03-05,32.03639221191406
2010-03-08,31.236854553222656
2010-03-09,31.2095890045166
2010-03-10,31.300443649291992
2010-03-11,30.773488998413086
2010-03-12,30.71895980834961
2010-03-15,30.52816390991211
2010-03-16,30.664451599121094
2010-03-17,31.109663009643555
2010-03-18,31.3822078704834
2010-03-19,31.00969123840332
2010-03-22,31.95462417602539
2010-03-23,31.345882415771484
2010-03-24,27.51168441772461
2010-03-25,28.665586471557617
2010-03-26,29.11986541748047
2010-03-29,29.347009658813477
2010-03-30,29.44694709777832
2010-03-31,28.97332763671875
2010-04-01,29.119056701660156
2010-04-05,29.146377563476562
2010-04-06,29.0097599029541
2010-04-07,28.754730224609375
2010-04-08,29.091732025146484
2010-04-09,29.164596557617188
2010-04-12,29.20103645324707
2010-04-13,29.109952926635742
2010-04-14,29.15548324584961
2010-04-15,29.182815551757812
2010-04-16,29.046192169189453
2010-04-19,27.270082473754883
2010-04-20,27.743711471557617
2010-04-21,27.93498420715332
2010-04-22,28.454151153564453
2010-04-23,27.771034240722656
2010-04-26,28.363073348999023
2010-04-27,28.262880325317383
2010-04-28,28.253774642944336
2010-04-29,28.70918846130371
2010-04-30,28.09893035888672
2010-05-03,27.889446258544922
2010-05-04,26.186201095581055
2010-05-05,29.510711669921875
2010-05-06,28.08071517944336
2010-05-07,27.279190063476562
2010-05-10,29.0097599029541
2010-05-11,28.372180938720703
2010-05-12,27.971416473388672
2010-05-13,27.570650100708008
2010-05-14,27.251867294311523
2010-05-17,27.160789489746094
2010-05-18,26.34104347229004
2010-05-19,25.86741828918457
2010-05-20,24.519392013549805
2010-05-21,24.519392013549805
2010-05-24,24.32811737060547
2010-05-25,24.082199096679688
2010-05-26,23.808950424194336
2010-05-27,24.309900283813477
2010-05-28,23.836280822753906
2010-06-01,23.681434631347656
2010-06-02,24.34633445739746
2010-06-03,24.90194320678711
2010-06-04,23.836280822753906
2010-06-07,23.207801818847656
2010-06-08,23.262460708618164
2010-06-09,23.134937286376953
2010-06-10,23.781627655029297
2010-06-11,24.2097110748291
2010-06-14,23.936471939086914
2010-06-15,24.883718490600586
2010-06-16,24.59225845336914
2010-06-17,24.555830001831055
2010-06-18,24.57404327392578
2010-06-21,24.546722412109375
2010-06-22,24.19149398803711
2010-06-23,24.364547729492188
2010-06-24,24.20060157775879
2010-06-25,25.065887451171875
2010-06-28,24.555830001831055
2010-06-29,23.808950424194336
2010-06-30,23.453731536865234
2010-07-01,22.960351943969727
2010-07-02,22.686254501342773
2010-07-06,22.631431579589844
2010-07-07,23.042587280273438
2010-07-08,23.216176986694336
2010-07-09,23.344087600708008
2010-07-12,23.106542587280273
2010-07-13,24.148109436035156
2010-07-14,24.148109436035156
2010-07-15,23.581647872924805
2010-07-16,22.667972564697266
2010-07-19,23.718679428100586
2010-07-20,23.95624542236328
2010-07-21,22.731931686401367
2010-07-22,28.02204132080078
2010-07-23,27.45557975769043
2010-07-26,27.519529342651367
2010-07-27,27.190610885620117
2010-07-28,26.806865692138672
2010-07-29,27.190610885620117
2010-07-30,27.236295700073242
2010-08-02,27.565204620361328
2010-08-03,27.60175895690918
2010-08-04,31.073667526245117
2010-08-05,30.71734619140625
2010-08-06,30.059505462646484
2010-08-09,30.01383399963379
2010-08-10,29.28289222717285
2010-08-11,28.095136642456055
2010-08-12,28.067724227905273
2010-08-13,27.400758743286133
2010-08-16,27.510398864746094
2010-08-17,29.118440628051758
2010-08-18,29.02707290649414
2010-08-19,28.277870178222656
2010-08-20,28.49715805053711
2010-08-23,28.579383850097656
2010-08-24,27.994630813598633
2010-08-25,28.14996337890625
2010-08-26,28.067724227905273
2010-08-27,28.990528106689453
2010-08-30,28.305278778076172
2010-08-31,28.460603713989258
2010-09-01,30.351884841918945
2010-09-02,30.351884841918945
2010-09-03,31.027996063232422
2010-09-07,30.65338706970215
2010-09-08,31.09195899963379
2010-09-09,31.439149856567383
2010-09-10,30.89093589782715
2010-09-13,31.484804153442383
2010-09-14,30.881807327270508
2010-09-15,30.28793716430664
2010-09-16,29.98641586303711
2010-09-17,29.538724899291992
2010-09-20,30.48893165588379
2010-09-21,29.98641586303711
2010-09-22,30.24224281311035
2010-09-23,29.51130485534668
2010-09-24,30.78130531311035
2010-09-27,30.48893165588379
2010-09-28,30.059505462646484
2010-09-29,30.1508731842041
2010-09-30,30.388427734375
2010-10-01,30.096050262451172
2010-10-04,28.8870849609375
2010-10-05,30.334190368652344
2010-10-06,30.096057891845703
2010-10-07,30.05026626586914
2010-10-08,30.654754638671875
2010-10-11,30.627260208129883
2010-10-12,31.21345329284668
2010-10-13,32.5781135559082
2010-10-14,32.61473846435547
2010-10-15,32.76128387451172
2010-10-18,32.77046203613281
2010-10-19,32.33081817626953
2010-10-20,31.991954803466797
2010-10-21,31.54315757751465
2010-10-22,31.653057098388672
2010-10-25,31.762962341308594
2010-10-26,31.689706802368164
2010-10-27,31.753814697265625
2010-10-28,31.762962341308594
2010-10-29,31.396615982055664
2010-11-01,31.396615982055664
2010-11-02,32.32167434692383
2010-11-03,32.38576889038086
2010-11-04,33.02690124511719
2010-11-05,33.09099578857422
2010-11-08,33.75044631958008
2010-11-09,33.66802978515625
2010-11-10,34.26334762573242
2010-11-11,33.393272399902344
2010-11-12,34.27251052856445
2010-11-15,34.19007110595703
2010-11-16,33.539791107177734
2010-11-17,33.210079193115234
2010-11-18,32.9627799987793
2010-11-19,32.843719482421875
2010-11-22,32.431575775146484
2010-11-23,32.037742614746094
2010-11-24,32.98109817504883
2010-11-26,32.834556579589844
2010-11-29,32.55062484741211
2010-11-30,32.129337310791016
2010-12-01,33.347442626953125
2010-12-02,33.79624557495117
2010-12-03,33.63138961791992
2010-12-06,33.52146530151367
2010-12-07,33.365779876708984
2010-12-08,33.38408660888672
2010-12-09,33.51232147216797
2010-12-10,34.34577560424805
2010-12-13,34.10763168334961
2010-12-14,34.58391571044922
2010-12-15,34.32746505737305
2010-12-16,34.73044967651367
2010-12-17,35.23417663574219
2010-12-20,34.89531326293945
2010-12-21,35.170066833496094
2010-12-22,35.18839645385742
2010-12-23,34.94111251831055
2010-12-27,35.25248336791992
2010-12-28,35.49065399169922
2010-12-29,35.38072967529297
2010-12-30,35.563907623291016
2010-12-31,34.657188415527344
2011-01-03,35.4356803894043
