Date,USLM
2010-01-04,5.98054313659668
2010-01-05,6.146178245544434
2010-01-06,6.391111373901367
2010-01-07,6.5602707862854
2010-01-08,6.556746006011963
2010-01-11,6.636041641235352
2010-01-12,6.607847690582275
2010-01-13,6.732956886291504
2010-01-14,6.861588001251221
2010-01-15,6.731194496154785
2010-01-19,6.704761981964111
2010-01-20,6.634279251098633
2010-01-21,6.417539596557617
2010-01-22,6.505645751953125
2010-01-25,7.013128280639648
2010-01-26,7.101232528686523
2010-01-27,7.046607971191406
2010-01-28,6.921499729156494
2010-01-29,6.951453685760498
2010-02-01,6.713572978973389
2010-02-02,6.731194496154785
2010-02-03,6.734715938568115
2010-02-04,6.361153602600098
2010-02-05,6.16908597946167
2010-02-08,6.077456951141357
2010-02-09,6.080981254577637
2010-02-10,6.098604202270508
2010-02-11,6.24485445022583
2010-02-12,6.5356011390686035
2010-02-16,6.576128959655762
2010-02-17,6.584939002990723
2010-02-18,6.687142848968506
2010-02-19,6.738241672515869
2010-02-22,6.695950984954834
2010-02-23,6.821060657501221
2010-02-24,6.736479759216309
2010-02-25,6.877447605133057
2010-02-26,6.956740379333496
2010-03-01,6.865110874176025
2010-03-02,6.972599983215332
2010-03-03,6.942646026611328
2010-03-04,6.979646682739258
2010-03-05,7.228104591369629
2010-03-08,7.13118839263916
2010-03-09,7.094185829162598
2010-03-10,7.009603500366211
2010-03-11,7.256298065185547
2010-03-12,6.92326021194458
2010-03-15,6.817535877227783
2010-03-16,6.858063220977783
2010-03-17,6.907403469085693
2010-03-18,6.997270107269287
2010-03-19,6.872162342071533
2010-03-22,7.007841110229492
2010-03-23,6.900354862213135
2010-03-24,6.755863666534424
2010-03-25,6.764673709869385
2010-03-26,6.764673709869385
2010-03-29,6.708286762237549
2010-03-30,6.847489833831787
2010-03-31,6.8140106201171875
2010-04-01,6.68890380859375
2010-04-05,6.902116775512695
2010-04-06,6.792867660522461
2010-04-07,6.704761981964111
2010-04-08,6.704761981964111
2010-04-09,6.6571855545043945
2010-04-12,6.782294273376465
2010-04-13,6.646613121032715
2010-04-14,6.713572978973389
2010-04-15,6.703000068664551
2010-04-16,6.678330421447754
2010-04-19,6.718860149383545
2010-04-20,6.845731258392334
2010-04-21,6.678330421447754
2010-04-22,6.697713851928711
2010-04-23,7.282731533050537
2010-04-26,7.19814920425415
2010-04-27,7.000793933868408
2010-04-28,6.916213035583496
2010-04-29,7.139999866485596
2010-04-30,7.180525779724121
2010-05-03,7.169954776763916
2010-05-04,7.074801445007324
2010-05-05,7.039559841156006
2010-05-06,7.004317283630371
2010-05-07,6.9637885093688965
2010-05-10,7.242203712463379
2010-05-11,7.208719730377197
2010-05-12,7.386691093444824
2010-05-13,7.2527756690979
2010-05-14,6.933834075927734
2010-05-17,7.009603500366211
2010-05-18,6.930309772491455
2010-05-19,6.784055233001709
2010-05-20,6.410492420196533
2010-05-21,6.267762660980225
2010-05-24,6.348818778991699
2010-05-25,6.188470363616943
2010-05-26,6.371726036071777
2010-05-27,6.884495735168457
2010-05-28,6.872162342071533
2010-06-01,6.609610080718994
2010-06-02,6.743527412414551
2010-06-03,6.843967437744141
2010-06-04,6.468642234802246
2010-06-07,6.304768085479736
2010-06-08,6.532077312469482
2010-06-09,6.311814785003662
2010-06-10,6.391111373901367
2010-06-11,6.336485862731934
2010-06-14,6.5303144454956055
2010-06-15,6.907403469085693
2010-06-16,6.884495735168457
2010-06-17,6.925025463104248
2010-06-18,7.046607971191406
2010-06-21,7.048369884490967
2010-06-22,6.928546905517578
2010-06-23,7.067752838134766
2010-06-24,6.976124286651611
2010-06-25,6.902116775512695
2010-06-28,6.740004062652588
2010-06-29,6.526790618896484
2010-06-30,6.787579536437988
2010-07-01,6.799915313720703
2010-07-02,6.678330421447754
2010-07-06,6.614894390106201
2010-07-07,6.5549845695495605
2010-07-08,6.685378074645996
2010-07-09,6.667755603790283
2010-07-12,6.519741535186768
2010-07-13,6.759387969970703
2010-07-14,6.616657733917236
2010-07-15,6.584939002990723
2010-07-16,6.343532562255859
2010-07-19,6.711809158325195
2010-07-20,6.9496941566467285
2010-07-21,6.685378074645996
2010-07-22,6.854540824890137
2010-07-23,6.8140106201171875
2010-07-26,6.8756842613220215
2010-07-27,6.986697673797607
2010-07-28,7.261581897735596
2010-07-29,7.238675117492676
2010-07-30,7.527658939361572
2010-08-02,7.52589750289917
2010-08-03,7.411360263824463
2010-08-04,7.54704475402832
2010-08-05,7.446601867675781
2010-08-06,7.453649044036865
2010-08-09,7.289776802062988
2010-08-10,7.1065192222595215
2010-08-11,6.896829605102539
2010-08-12,6.7470526695251465
2010-08-13,6.5602707862854
2010-08-16,6.673043727874756
2010-08-17,6.740004062652588
2010-08-18,6.771721839904785
2010-08-19,6.49330997467041
2010-08-20,6.378774166107178
2010-08-23,6.327674865722656
2010-08-24,6.281859874725342
2010-08-25,6.359391212463379
2010-08-26,6.294196605682373
2010-08-27,6.465115070343018
2010-08-30,6.445734977722168
2010-08-31,6.741765975952148
2010-09-01,6.872162342071533
2010-09-02,6.942646026611328
2010-09-03,6.97788667678833
2010-09-07,6.847489833831787
2010-09-08,6.916213035583496
2010-09-09,6.7858195304870605
2010-09-10,6.902116775512695
2010-09-13,6.960266590118408
2010-09-14,6.877447605133057
2010-09-15,6.821060657501221
2010-09-16,6.741765975952148
2010-09-17,6.773484706878662
2010-09-20,6.822822570800781
2010-09-21,6.692427635192871
2010-09-22,6.762911319732666
2010-09-23,6.6712822914123535
2010-09-24,6.798152446746826
2010-09-27,6.669520378112793
2010-09-28,6.738241672515869
2010-09-29,6.731194496154785
2010-09-30,6.812250137329102
2010-10-01,6.713572978973389
2010-10-04,6.664235591888428
2010-10-05,6.8809709548950195
2010-10-06,6.893306255340576
2010-10-07,7.023701190948486
2010-10-08,7.0219407081604
2010-10-11,6.9637885093688965
2010-10-12,6.845731258392334
2010-10-13,7.145285129547119
2010-10-14,7.048369884490967
