Date,EBC
2020-10-15,10.771615982055664
2020-10-16,10.558846473693848
2020-10-19,10.541116714477539
2020-10-20,10.532249450683594
2020-10-21,10.993257522583008
2020-10-22,11.064183235168457
2020-10-23,10.869141578674316
2020-10-26,10.709562301635742
2020-10-27,10.638636589050293
2020-10-28,10.576579093933105
2020-10-29,10.65636920928955
2020-10-30,10.594307899475098
2020-11-02,10.594307899475098
2020-11-03,10.682965278625488
2020-11-04,10.691832542419434
2020-11-05,10.869141578674316
2020-11-06,10.913470268249512
2020-11-09,11.285820960998535
2020-11-10,11.44540023803711
2020-11-11,11.596114158630371
2020-11-12,11.613846778869629
2020-11-13,12.074854850769043
2020-11-16,12.358550071716309
2020-11-17,12.695440292358398
2020-11-18,12.739768981933594
2020-11-19,12.553589820861816
2020-11-20,12.677709579467773
2020-11-23,12.84615421295166
2020-11-24,13.032329559326172
2020-11-25,13.041196823120117
2020-11-27,13.058927536010742
2020-11-30,13.120987892150879
2020-12-01,13.31602954864502
2020-12-02,13.342622756958008
2020-12-03,13.661784172058105
2020-12-04,13.794769287109375
2020-12-07,13.81249713897705
2020-12-08,13.883420944213867
2020-12-09,14.122790336608887
2020-12-10,14.229175567626953
2020-12-11,14.353293418884277
2020-12-14,14.406487464904785
2020-12-15,13.874553680419922
2020-12-16,13.998671531677246
2020-12-17,14.016404151916504
2020-12-18,14.025269508361816
2020-12-21,14.025269508361816
2020-12-22,14.539473533630371
2020-12-23,14.78770923614502
2020-12-24,14.894092559814453
2020-12-28,14.690183639526367
2020-12-29,14.752241134643555
2020-12-30,14.592662811279297
2020-12-31,14.459678649902344
2021-01-04,13.954344749450684
2021-01-05,14.344430923461914
2021-01-06,14.752241134643555
2021-01-07,15.035943031311035
2021-01-08,14.663589477539062
2021-01-11,14.65472412109375
2021-01-12,14.433084487915039
2021-01-13,14.415352821350098
2021-01-14,14.636990547180176
2021-01-15,14.530606269836426
2021-01-19,14.539473533630371
2021-01-20,14.468548774719238
2021-01-21,14.31783390045166
2021-01-22,14.388755798339844
2021-01-25,14.45081615447998
2021-01-26,14.335563659667969
2021-01-27,14.184849739074707
2021-01-28,14.273507118225098
2021-01-29,14.1316556930542
2021-02-01,14.273507118225098
2021-02-02,14.371024131774902
2021-02-03,14.468548774719238
2021-02-04,14.45081615447998
2021-02-05,14.344430923461914
2021-02-08,14.49514389038086
2021-02-09,14.388755798339844
2021-02-10,14.388755798339844
2021-02-11,14.592662811279297
2021-02-12,14.82316780090332
2021-02-16,14.88522720336914
2021-02-17,14.707917213439941
2021-02-18,14.805438041687012
2021-02-19,14.9384183883667
2021-02-22,15.293042182922363
2021-02-23,15.275310516357422
2021-02-24,15.922492980957031
2021-02-25,15.940221786499023
2021-02-26,15.612203598022461
2021-03-01,15.789511680603027
2021-03-02,16.06527328491211
2021-03-03,16.056373596191406
2021-03-04,15.90515422821045
2021-03-05,15.940733909606934
2021-03-08,16.17201805114746
2021-03-09,16.385509490966797
2021-03-10,16.42108917236328
2021-03-11,16.785808563232422
2021-03-12,17.034881591796875
2021-03-15,17.12384033203125
2021-03-16,16.91034698486328
2021-03-17,17.203893661499023
2021-03-18,17.0882511138916
2021-03-19,17.533029556274414
2021-03-22,17.328433990478516
2021-03-23,16.91034698486328
2021-03-24,16.750225067138672
2021-03-25,16.8747615814209
2021-03-26,17.31064224243164
2021-03-29,17.043777465820312
2021-03-30,17.1594181060791
2021-03-31,17.1594181060791
2021-04-01,17.435178756713867
2021-04-05,17.23058319091797
2021-04-06,17.24392318725586
2021-04-07,17.079357147216797
2021-04-08,17.017086029052734
2021-04-09,17.301746368408203
2021-04-12,17.47965431213379
2021-04-13,17.301746368408203
2021-04-14,17.470760345458984
2021-04-15,17.764310836791992
2021-04-16,17.995595932006836
2021-04-19,17.826581954956055
2021-04-20,17.58640480041504
2021-04-21,17.92443084716797
2021-04-22,17.95111846923828
2021-04-23,18.72502899169922
2021-04-26,18.867353439331055
2021-04-27,18.876251220703125
2021-04-28,18.90293312072754
2021-04-29,19.196487426757812
2021-04-30,18.974102020263672
2021-05-03,19.205381393432617
2021-05-04,19.347705841064453
2021-05-05,19.57010269165039
2021-05-06,19.74800682067871
2021-05-07,19.73021697998047
2021-05-10,19.650163650512695
2021-05-11,19.49004364013672
2021-05-12,18.796184539794922
