Date,UNIT
2015-04-20,30.991233825683594
2015-04-21,31.011871337890625
2015-04-22,31.238922119140625
2015-04-23,31.11507797241211
2015-04-24,29.515460968017578
2015-04-27,28.390567779541016
2015-04-28,30.423625946044922
2015-04-29,31.290515899658203
2015-04-30,31.042837142944336
2015-05-01,30.92931365966797
2015-05-04,31.125394821166992
2015-05-05,31.207956314086914
2015-05-06,29.474180221557617
2015-05-07,28.504093170166016
2015-05-08,28.53505516052246
2015-05-11,28.287370681762695
2015-05-12,29.009777069091797
2015-05-13,28.689849853515625
2015-05-14,28.70016860961914
2015-05-15,28.41121482849121
2015-05-18,27.71976661682129
2015-05-19,27.059282302856445
2015-05-20,26.512311935424805
2015-05-21,27.348243713378906
2015-05-22,27.6372013092041
2015-05-26,27.337919235229492
2015-05-27,26.966394424438477
2015-05-28,26.811601638793945
2015-05-29,26.883834838867188
2015-06-01,26.687755584716797
2015-06-02,27.265674591064453
2015-06-03,26.832239151000977
2015-06-04,26.264631271362305
2015-06-05,26.33687400817871
2015-06-08,26.419437408447266
2015-06-09,26.305912017822266
2015-06-10,26.20270538330078
2015-06-11,26.667118072509766
2015-06-12,26.956079483032227
2015-06-15,26.501995086669922
2015-06-16,27.00767707824707
2015-06-17,27.17279815673828
2015-06-18,27.265674591064453
2015-06-19,27.59592056274414
2015-06-22,28.235774993896484
2015-06-23,28.390567779541016
2015-06-24,28.29769515991211
2015-06-25,28.48345947265625
2015-06-26,27.04868507385254
2015-06-29,26.031339645385742
2015-06-30,25.926464080810547
2015-07-01,25.139860153198242
2015-07-02,24.667896270751953
2015-07-06,24.909120559692383
2015-07-07,24.185447692871094
2015-07-08,23.702993392944336
2015-07-09,23.52469825744629
2015-07-10,24.269350051879883
2015-07-13,24.40569496154785
2015-07-14,24.563016891479492
2015-07-15,24.96156883239746
2015-07-16,25.423038482666016
2015-07-17,25.024490356445312
2015-07-20,25.41254997253418
2015-07-21,24.52106475830078
2015-07-22,23.53519058227539
2015-07-23,22.979320526123047
2015-07-24,22.224178314208984
2015-07-27,21.720754623413086
2015-07-28,21.867591857910156
2015-07-29,22.003934860229492
2015-07-30,21.961978912353516
2015-07-31,21.867591857910156
2015-08-03,22.224178314208984
2015-08-04,22.51784896850586
2015-08-05,22.266138076782227
2015-08-06,22.381502151489258
2015-08-07,22.297597885131836
2015-08-10,23.08420181274414
2015-08-11,22.60175132751465
2015-08-12,22.245162963867188
2015-08-13,23.293960571289062
2015-08-14,24.185447692871094
2015-08-17,24.416187286376953
2015-08-18,24.269350051879883
2015-08-19,23.88129234313965
2015-08-20,22.83249282836914
2015-08-21,21.61587905883789
2015-08-24,20.671951293945312
2015-08-25,20.724393844604492
2015-08-26,21.175371170043945
2015-08-27,21.68929100036621
2015-08-28,21.605384826660156
2015-08-31,21.080984115600586
2015-09-01,21.049518585205078
2015-09-02,21.43757438659668
2015-09-03,21.469039916992188
2015-09-04,21.185861587524414
2015-09-08,21.196353912353516
2015-09-09,21.280248641967773
2015-09-10,21.521482467651367
