Date,ONEW
2020-02-07,14.50252628326416
2020-02-10,13.994841575622559
2020-02-11,14.349263191223145
2020-02-12,14.47378921508789
2020-02-13,16.667367935180664
2020-02-14,16.763158798217773
2020-02-18,16.571578979492188
2020-02-19,16.91642189025879
2020-02-20,17.24210548400879
2020-02-21,17.107999801635742
2020-02-24,16.01599884033203
2020-02-25,15.441264152526855
2020-02-26,15.41252613067627
2020-02-27,15.326315879821777
2020-02-28,15.335894584655762
2020-03-02,15.134737014770508
2020-03-03,13.075263023376465
2020-03-04,13.314736366271973
2020-03-05,12.136526107788086
2020-03-06,11.351053237915039
2020-03-09,9.224526405334473
2020-03-10,9.598105430603027
2020-03-11,8.74557876586914
2020-03-12,7.385368347167969
2020-03-13,8.065473556518555
2020-03-16,6.216736793518066
2020-03-17,5.862315654754639
2020-03-18,3.841158151626587
2020-03-19,4.799052715301514
2020-03-20,4.981052398681641
2020-03-23,4.808631420135498
2020-03-24,6.331684589385986
2020-03-25,6.322105407714844
2020-03-26,6.705263137817383
2020-03-27,5.900631427764893
2020-03-30,6.0347371101379395
2020-03-31,7.327894687652588
2020-04-01,5.900631427764893
2020-04-02,5.8144211769104
2020-04-03,5.670736789703369
2020-04-06,6.063473701477051
2020-04-07,6.973474025726318
2020-04-08,7.0980000495910645
2020-04-09,6.475368499755859
2020-04-13,6.484947204589844
2020-04-14,6.973474025726318
2020-04-15,6.801052570343018
2020-04-16,7.184210777282715
2020-04-17,6.8202104568481445
2020-04-20,7.212947845458984
2020-04-21,6.772315979003906
2020-04-22,6.762736797332764
2020-04-23,7.107579231262207
2020-04-24,7.605684280395508
2020-04-27,8.47736930847168
2020-04-28,10.469789505004883
2020-04-29,10.967894554138184
2020-04-30,11.006210327148438
2020-05-01,9.923789024353027
2020-05-04,10.163263320922852
2020-05-05,10.584736824035645
2020-05-06,10.536842346191406
2020-05-07,11.782105445861816
2020-05-08,11.571368217468262
2020-05-11,12.040736198425293
2020-05-12,12.37600040435791
2020-05-13,11.992842674255371
2020-05-14,11.494736671447754
2020-05-15,13.410526275634766
2020-05-18,12.845368385314941
2020-05-19,12.998631477355957
2020-05-20,13.697895050048828
2020-05-21,14.655789375305176
2020-05-22,15.326315879821777
2020-05-26,15.24968433380127
2020-05-27,14.943158149719238
2020-05-28,14.358841896057129
2020-05-29,14.128947257995605
2020-06-01,15.077262878417969
2020-06-02,15.182632446289062
2020-06-03,17.615684509277344
2020-06-04,17.596527099609375
2020-06-05,17.93178939819336
2020-06-08,18.84178924560547
2020-06-09,19.071683883666992
2020-06-10,19.464420318603516
2020-06-11,18.410736083984375
2020-06-12,19.95294761657715
2020-06-15,20.60431671142578
2020-06-16,20.527685165405273
2020-06-17,21.418527603149414
2020-06-18,21.514314651489258
2020-06-19,21.677156448364258
2020-06-22,22.510526657104492
2020-06-23,23.516315460205078
2020-06-24,21.964527130126953
2020-06-25,22.108211517333984
2020-06-26,22.740421295166016
2020-06-29,23.29599952697754
2020-06-30,23.2576847076416
2020-07-01,23.21936798095703
2020-07-02,23.209789276123047
2020-07-06,23.200210571289062
2020-07-07,21.87831687927246
2020-07-08,21.284420013427734
2020-07-09,21.514314651489258
2020-07-10,20.997053146362305
2020-07-13,20.997053146362305
2020-07-14,21.418527603149414
2020-07-15,22.989473342895508
2020-07-16,22.558420181274414
2020-07-17,21.974105834960938
2020-07-20,21.2652645111084
2020-07-21,21.543052673339844
2020-07-22,22.194421768188477
2020-07-23,23.430105209350586
2020-07-24,23.05652618408203
2020-07-27,25.250106811523438
2020-07-28,25.64284324645996
2020-07-29,27.06052589416504
2020-07-30,25.50873565673828
2020-07-31,23.947368621826172
2020-08-03,25.115999221801758
2020-08-04,25.374631881713867
2020-08-05,26.504947662353516
2020-08-06,25.50873565673828
2020-08-07,26.93600082397461
2020-08-10,26.294212341308594
2020-08-11,26.083473205566406
2020-08-12,27.778947830200195
2020-08-13,28.018421173095703
2020-08-14,27.299999237060547
2020-08-17,27.922632217407227
2020-08-18,27.36705207824707
2020-08-19,27.558631896972656
2020-08-20,29.24452781677246
2020-08-21,28.73684310913086
2020-08-24,29.340314865112305
2020-08-25,29.32115936279297
