Date,NX
2010-01-04,14.450220108032227
2010-01-05,14.185079574584961
2010-01-06,14.30936050415039
2010-01-07,14.524787902832031
2010-01-08,14.574501991271973
2010-01-11,14.582783699035645
2010-01-12,13.870219230651855
2010-01-13,13.812222480773926
2010-01-14,13.49736499786377
2010-01-15,13.23222827911377
2010-01-19,13.522224426269531
2010-01-20,13.356508255004883
2010-01-21,12.967082977294922
2010-01-22,12.867655754089355
2010-01-25,13.290225982666016
2010-01-26,12.751657485961914
2010-01-27,13.025084495544434
2010-01-28,13.124510765075684
2010-01-29,13.323368072509766
2010-02-01,13.671367645263672
2010-02-02,13.845364570617676
2010-02-03,13.588505744934082
2010-02-04,12.428513526916504
2010-02-05,12.726798057556152
2010-02-08,12.436797142028809
2010-02-09,12.991942405700684
2010-02-10,12.958796501159668
2010-02-11,13.621651649475098
2010-02-12,13.613372802734375
2010-02-16,14.035934448242188
2010-02-17,13.994505882263184
2010-02-18,14.093932151794434
2010-02-19,14.085653305053711
2010-02-22,14.160219192504883
2010-02-23,13.439366340637207
2010-02-24,13.223942756652832
2010-02-25,12.859368324279785
2010-02-26,12.90908432006836
2010-03-01,14.458501815795898
2010-03-02,14.499932289123535
2010-03-03,14.243077278137207
2010-03-04,14.110511779785156
2010-03-05,14.276226043701172
2010-03-08,14.499932289123535
2010-03-09,14.383933067321777
2010-03-10,13.936503410339355
2010-03-11,14.044415473937988
2010-03-12,13.828603744506836
2010-03-15,13.712397575378418
2010-03-16,13.471680641174316
2010-03-17,13.305669784545898
2010-03-18,13.18946361541748
2010-03-19,12.625032424926758
2010-03-22,13.197765350341797
2010-03-23,13.861800193786621
2010-03-24,13.54638385772705
2010-03-25,13.62109088897705
2010-03-26,13.47998046875
2010-03-29,13.87840461730957
2010-03-30,13.84520149230957
2010-03-31,13.720694541931152
2010-04-01,13.994614601135254
2010-04-05,14.334928512573242
2010-04-06,14.517547607421875
2010-04-07,14.293426513671875
2010-04-08,14.43453598022461
2010-04-09,14.650346755981445
2010-04-12,14.691853523254395
2010-04-13,14.642043113708496
2010-04-14,14.857856750488281
2010-04-15,14.808060646057129
2010-04-16,14.650346755981445
2010-04-19,14.608839988708496
2010-04-20,14.608839988708496
2010-04-21,14.583945274353027
2010-04-22,15.829011917114258
2010-04-23,16.086334228515625
2010-04-26,16.061431884765625
2010-04-27,15.621502876281738
2010-04-28,15.422296524047852
2010-04-29,16.003334045410156
2010-04-30,15.770915031433105
2010-05-03,16.102933883666992
2010-05-04,15.812413215637207
2010-05-05,15.812413215637207
2010-05-06,15.397392272949219
2010-05-07,14.940863609313965
2010-05-10,15.53020191192627
2010-05-11,15.862221717834473
2010-05-12,16.592660903930664
2010-05-13,16.244041442871094
2010-05-14,15.912020683288574
2010-05-17,15.82071304321289
2010-05-18,15.32269287109375
2010-05-19,14.808060646057129
2010-05-20,14.260228157043457
2010-05-21,14.56734848022461
2010-05-24,14.608839988708496
2010-05-25,14.583945274353027
2010-05-26,14.608839988708496
2010-05-27,15.231386184692383
2010-05-28,16.542858123779297
2010-06-01,16.56776237487793
2010-06-02,16.849977493286133
2010-06-03,16.932981491088867
2010-06-04,16.194242477416992
2010-06-07,15.580007553100586
2010-06-08,15.56340503692627
2010-06-09,15.663009643554688
2010-06-10,16.559452056884766
2010-06-11,17.00768280029297
2010-06-14,16.84966468811035
2010-06-15,17.090852737426758
2010-06-16,17.132431030273438
2010-06-17,16.991050720214844
2010-06-18,16.13442039489746
2010-06-21,15.701963424682617
2010-06-22,15.502357482910156
2010-06-23,15.743548393249512
2010-06-24,15.627107620239258
2010-06-25,15.71859359741211
2010-06-28,15.652056694030762
2010-06-29,14.820385932922363
2010-06-30,14.37960147857666
2010-07-01,14.412872314453125
2010-07-02,14.371285438537598
2010-07-06,13.780795097351074
2010-07-07,14.570887565612793
2010-07-08,14.928506851196289
2010-07-09,15.29444408416748
2010-07-12,14.595836639404297
2010-07-13,15.236224174499512
2010-07-14,14.986725807189941
2010-07-15,14.870292663574219
2010-07-16,14.18000316619873
2010-07-19,13.664365768432617
2010-07-20,14.437819480895996
2010-07-21,14.504353523254395
2010-07-22,15.161378860473633
2010-07-23,15.785126686096191
2010-07-26,16.200958251953125
2010-07-27,15.360970497131348
2010-07-28,14.687321662902832
2010-07-29,14.537617683410645
2010-07-30,14.629103660583496
2010-08-02,14.90355396270752
2010-08-03,14.421192169189453
2010-08-04,14.246530532836914
2010-08-05,13.855648040771484
2010-08-06,14.08020305633545
2010-08-09,14.545937538146973
2010-08-10,14.163371086120605
2010-08-11,13.656047821044922
2010-08-12,13.564563751220703
2010-08-13,13.107147216796875
2010-08-16,13.1570463180542
2010-08-17,13.48139762878418
2010-08-18,13.780795097351074
2010-08-19,13.198627471923828
2010-08-20,13.206942558288574
2010-08-23,12.599824905395508
2010-08-24,12.641409873962402
2010-08-25,13.181991577148438
2010-08-26,12.982391357421875
2010-08-27,14.188313484191895
2010-08-30,13.747535705566406
2010-08-31,13.140414237976074
2010-09-01,13.556249618530273
2010-09-02,14.25485610961914
2010-09-03,14.105151176452637
2010-09-07,13.265162467956543
2010-09-08,13.647734642028809
2010-09-09,13.755851745605469
2010-09-10,13.739217758178711
2010-09-13,14.372821807861328
2010-09-14,14.12271785736084
2010-09-15,14.064353942871094
2010-09-16,13.980984687805176
2010-09-17,14.464520454406738
2010-09-20,14.689620018005371
2010-09-21,14.664612770080566
