Date,BROS
2021-09-15,36.68000030517578
2021-09-16,48.0
2021-09-17,43.54999923706055
2021-09-20,51.560001373291016
2021-09-21,54.88999938964844
2021-09-22,50.880001068115234
2021-09-23,52.0099983215332
2021-09-24,52.88999938964844
2021-09-27,47.45000076293945
2021-09-28,43.900001525878906
2021-09-29,44.95000076293945
2021-09-30,43.31999969482422
2021-10-01,46.060001373291016
2021-10-04,44.970001220703125
2021-10-05,43.06999969482422
2021-10-06,41.689998626708984
2021-10-07,42.81999969482422
2021-10-08,42.650001525878906
2021-10-11,49.0
2021-10-12,47.720001220703125
2021-10-13,50.900001525878906
2021-10-14,53.0
2021-10-15,53.029998779296875
2021-10-18,57.349998474121094
2021-10-19,64.7300033569336
2021-10-20,61.41999816894531
2021-10-21,60.58000183105469
2021-10-22,68.86000061035156
2021-10-25,66.94000244140625
2021-10-26,70.41000366210938
2021-10-27,67.87000274658203
2021-10-28,68.9800033569336
2021-10-29,76.23999786376953
2021-11-01,76.25
2021-11-02,71.5999984741211
2021-11-03,67.77999877929688
2021-11-04,69.70999908447266
2021-11-05,67.9800033569336
2021-11-08,67.80000305175781
2021-11-09,64.58000183105469
2021-11-10,62.29999923706055
2021-11-11,66.0
2021-11-12,62.060001373291016
2021-11-15,62.560001373291016
2021-11-16,60.540000915527344
2021-11-17,56.86000061035156
2021-11-18,53.970001220703125
2021-11-19,54.9900016784668
2021-11-22,51.279998779296875
2021-11-23,52.15999984741211
2021-11-24,54.08000183105469
2021-11-26,54.27000045776367
2021-11-29,52.869998931884766
2021-11-30,52.84000015258789
2021-12-01,48.060001373291016
2021-12-02,48.27000045776367
2021-12-03,46.38999938964844
2021-12-06,46.20000076293945
2021-12-07,50.31999969482422
2021-12-08,51.689998626708984
2021-12-09,50.349998474121094
2021-12-10,50.29999923706055
2021-12-13,48.439998626708984
2021-12-14,49.689998626708984
2021-12-15,48.63999938964844
2021-12-16,47.209999084472656
2021-12-17,48.040000915527344
2021-12-20,48.20000076293945
2021-12-21,49.13999938964844
2021-12-22,49.130001068115234
2021-12-23,52.849998474121094
2021-12-27,53.66999816894531
2021-12-28,50.439998626708984
2021-12-29,52.2400016784668
2021-12-30,52.13999938964844
2021-12-31,50.90999984741211
2022-01-03,52.41999816894531
2022-01-04,50.91999816894531
2022-01-05,46.45000076293945
2022-01-06,46.630001068115234
2022-01-07,46.470001220703125
2022-01-10,47.810001373291016
2022-01-11,50.209999084472656
2022-01-12,45.9900016784668
2022-01-13,45.880001068115234
2022-01-14,45.16999816894531
2022-01-18,43.869998931884766
2022-01-19,41.56999969482422
2022-01-20,42.0
2022-01-21,41.310001373291016
2022-01-24,45.5099983215332
2022-01-25,48.90999984741211
2022-01-26,48.849998474121094
2022-01-27,47.9900016784668
2022-01-28,47.52000045776367
2022-01-31,52.150001525878906
2022-02-01,58.40999984741211
2022-02-02,56.290000915527344
2022-02-03,54.75
2022-02-04,57.7400016784668
2022-02-07,56.349998474121094
2022-02-08,58.5
2022-02-09,58.63999938964844
2022-02-10,56.04999923706055
2022-02-11,51.790000915527344
2022-02-14,51.279998779296875
2022-02-15,53.52000045776367
2022-02-16,53.65999984741211
2022-02-17,50.02000045776367
2022-02-18,50.65999984741211
2022-02-22,48.15999984741211
2022-02-23,44.9900016784668
2022-02-24,48.720001220703125
2022-02-25,47.25
2022-02-28,48.209999084472656
2022-03-01,47.52000045776367
2022-03-02,44.220001220703125
2022-03-03,45.88999938964844
2022-03-04,49.369998931884766
2022-03-07,45.11000061035156
2022-03-08,47.47999954223633
2022-03-09,50.810001373291016
2022-03-10,52.970001220703125
2022-03-11,48.79999923706055
2022-03-14,48.279998779296875
2022-03-15,49.40999984741211
2022-03-16,51.58000183105469
2022-03-17,57.2599983215332
2022-03-18,58.540000915527344
2022-03-21,58.900001525878906
2022-03-22,59.369998931884766
2022-03-23,56.900001525878906
2022-03-24,57.77000045776367
2022-03-25,54.91999816894531
2022-03-28,55.849998474121094
2022-03-29,62.77000045776367
2022-03-30,61.91999816894531
2022-03-31,55.27000045776367
2022-04-01,56.83000183105469
2022-04-04,57.650001525878906
2022-04-05,53.5099983215332
2022-04-06,52.150001525878906
2022-04-07,52.040000915527344
2022-04-08,50.56999969482422
2022-04-11,52.310001373291016
2022-04-12,51.15999984741211
2022-04-13,52.119998931884766
2022-04-14,52.9900016784668
2022-04-18,53.720001220703125
2022-04-19,55.54999923706055
2022-04-20,54.29999923706055
2022-04-21,52.06999969482422
2022-04-22,51.189998626708984
2022-04-25,52.779998779296875
2022-04-26,46.88999938964844
2022-04-27,47.0
2022-04-28,48.13999938964844
2022-04-29,47.77000045776367
2022-05-02,49.25
2022-05-03,47.380001068115234
2022-05-04,49.15999984741211
2022-05-05,45.7400016784668
2022-05-06,45.560001373291016
2022-05-09,41.08000183105469
2022-05-10,40.79999923706055
2022-05-11,34.369998931884766
2022-05-12,25.110000610351562
2022-05-13,27.0
2022-05-16,25.5
2022-05-17,26.399999618530273
2022-05-18,25.610000610351562
2022-05-19,26.989999771118164
2022-05-20,27.75
2022-05-23,31.829999923706055
2022-05-24,30.239999771118164
2022-05-25,30.799999237060547
2022-05-26,35.720001220703125
2022-05-27,37.36000061035156
2022-05-31,37.54999923706055
2022-06-01,39.849998474121094
2022-06-02,39.97999954223633
2022-06-03,41.709999084472656
2022-06-06,41.70000076293945
2022-06-07,40.2599983215332
2022-06-08,39.25
2022-06-09,39.15999984741211
2022-06-10,34.400001525878906
2022-06-13,33.11000061035156
2022-06-14,33.40999984741211
2022-06-15,34.16999816894531
2022-06-16,32.86000061035156
2022-06-17,33.31999969482422
2022-06-21,33.88999938964844
2022-06-22,34.779998779296875
2022-06-23,36.279998779296875
2022-06-24,36.869998931884766
2022-06-27,35.5099983215332
2022-06-28,33.31999969482422
2022-06-29,34.13999938964844
2022-06-30,31.649999618530273
2022-07-01,32.2599983215332
2022-07-05,34.060001373291016
2022-07-06,34.959999084472656
2022-07-07,34.709999084472656
2022-07-08,36.58000183105469
2022-07-11,35.70000076293945
2022-07-12,36.279998779296875
2022-07-13,35.90999984741211
2022-07-14,36.790000915527344
2022-07-15,37.90999984741211
2022-07-18,37.380001068115234
2022-07-19,38.75
2022-07-20,39.0
