Date,ELME
2010-01-04,13.259483337402344
2010-01-05,13.162524223327637
2010-01-06,13.15282917022705
2010-01-07,13.254639625549316
2010-01-08,13.249786376953125
2010-01-11,13.278868675231934
2010-01-12,13.157666206359863
2010-01-13,13.482497215270996
2010-01-14,13.42916488647461
2010-01-15,13.424317359924316
2010-01-19,13.695806503295898
2010-01-20,13.836400032043457
2010-01-21,13.42916488647461
2010-01-22,13.244938850402832
2010-01-25,13.235239028930664
2010-01-26,13.046168327331543
2010-01-27,13.123738288879395
2010-01-28,12.798918724060059
2010-01-29,12.697107315063477
2010-02-01,12.866787910461426
2010-02-02,12.924966812133789
2010-02-03,12.803763389587402
2010-02-04,12.343193054199219
2010-02-05,12.537118911743164
2010-02-08,12.27532958984375
2010-02-09,12.236538887023926
2010-02-10,12.163819313049316
2010-02-11,12.28986644744873
2010-02-12,12.50318717956543
2010-02-16,12.784363746643066
2010-02-17,12.794069290161133
2010-02-18,12.944356918334961
2010-02-19,13.167373657226562
2010-02-22,13.317660331726074
2010-02-23,13.254639625549316
2010-02-24,13.40492057800293
2010-02-25,13.5358247756958
2010-02-26,13.506731033325195
2010-03-01,13.632783889770508
2010-03-02,13.6715669631958
2010-03-03,13.652173042297363
2010-03-04,13.768532752990723
2010-03-05,14.001239776611328
2010-03-08,14.233945846557617
2010-03-09,14.350296974182129
2010-03-10,14.432717323303223
2010-03-11,14.49814224243164
2010-03-12,14.557188987731934
2010-03-15,14.503068923950195
2010-03-16,14.690010070800781
2010-03-17,14.758891105651855
2010-03-18,14.803165435791016
2010-03-19,14.758891105651855
2010-03-22,14.803165435791016
2010-03-23,14.832681655883789
2010-03-24,14.926156997680664
2010-03-25,15.009787559509277
2010-03-26,14.940913200378418
2010-03-29,15.06390380859375
2010-03-30,15.13769817352295
2010-03-31,15.02946662902832
2010-04-01,14.911396026611328
2010-04-05,15.20165729522705
2010-04-06,15.491912841796875
2010-04-07,15.368919372558594
2010-04-08,15.334482192993164
2010-04-09,15.693612098693848
2010-04-12,15.467313766479492
2010-04-13,15.796927452087402
2010-04-14,15.77233600616455
2010-04-15,15.511592864990234
2010-04-16,15.054067611694336
2010-04-19,15.093425750732422
2010-04-20,15.285283088684082
2010-04-21,15.600146293640137
2010-04-22,15.831363677978516
2010-04-23,16.028156280517578
2010-04-26,16.06258773803711
2010-04-27,15.541110038757324
2010-04-28,15.64933967590332
2010-04-29,16.111780166625977
2010-04-30,15.472230911254883
2010-05-03,15.860881805419922
2010-05-04,15.368919372558594
2010-05-05,15.216414451599121
2010-05-06,14.448952674865723
2010-05-07,14.183286666870117
2010-05-10,15.093425750732422
2010-05-11,15.181975364685059
2010-05-12,15.349242210388184
2010-05-13,15.309886932373047
2010-05-14,14.886796951293945
2010-05-17,14.788399696350098
2010-05-18,14.429265022277832
2010-05-19,14.375157356262207
2010-05-20,13.799564361572266
2010-05-21,14.075060844421387
2010-05-24,13.809398651123047
2010-05-25,14.040616989135742
2010-05-26,13.961910247802734
2010-05-27,14.645737648010254
2010-05-28,14.453868865966797
2010-06-01,14.040616989135742
2010-06-02,14.286604881286621
2010-06-03,14.237411499023438
2010-06-04,13.533900260925293
2010-06-07,13.44042682647705
2010-06-08,13.656890869140625
2010-06-09,13.602774620056152
2010-06-10,13.999104499816895
2010-06-11,14.29398250579834
2010-06-14,14.40394115447998
2010-06-15,14.673829078674316
2010-06-16,14.478906631469727
2010-06-17,14.54887580871582
2010-06-18,14.54887580871582
2010-06-21,14.493903160095215
2010-06-22,14.134055137634277
2010-06-23,14.189031600952148
2010-06-24,13.93413257598877
2010-06-25,14.229007720947266
2010-06-28,14.169035911560059
2010-06-29,13.869157791137695
2010-06-30,13.789198875427246
2010-07-01,13.864163398742676
2010-07-02,13.68424129486084
2010-07-06,13.329392433166504
2010-07-07,13.939132690429688
2010-07-08,14.05908203125
2010-07-09,14.333969116210938
2010-07-12,14.249003410339355
2010-07-13,14.5838623046875
2010-07-14,14.643835067749023
2010-07-15,14.453919410705566
2010-07-16,14.029094696044922
2010-07-19,14.089073181152344
2010-07-20,14.358960151672363
2010-07-21,14.089073181152344
2010-07-22,14.673829078674316
2010-07-23,14.928719520568848
2010-07-26,15.293567657470703
2010-07-27,15.333539962768555
2010-07-28,15.27357292175293
2010-07-29,15.24858283996582
2010-07-30,15.168619155883789
2010-08-02,15.54845142364502
2010-08-03,15.538459777832031
2010-08-04,15.763364791870117
2010-08-05,15.713385581970215
2010-08-06,15.493481636047363
2010-08-09,15.763364791870117
2010-08-10,15.458494186401367
2010-08-11,15.043671607971191
2010-08-12,14.918726921081543
2010-08-13,14.943711280822754
2010-08-16,15.028676986694336
2010-08-17,15.31855583190918
2010-08-18,15.523470878601074
2010-08-19,15.3285551071167
2010-08-20,15.333539962768555
2010-08-23,15.218599319458008
2010-08-24,15.218599319458008
2010-08-25,15.468491554260254
2010-08-26,15.258574485778809
2010-08-27,15.44349479675293
2010-08-30,15.218599319458008
2010-08-31,15.31354808807373
2010-09-01,15.738377571105957
2010-09-02,15.823335647583008
2010-09-03,15.98327350616455
2010-09-07,15.753374099731445
2010-09-08,15.753374099731445
2010-09-09,15.593430519104004
2010-09-10,15.660844802856445
2010-09-13,15.853437423706055
2010-09-14,15.81289005279541
2010-09-15,15.91932487487793
2010-09-16,15.833165168762207
2010-09-17,15.873709678649902
2010-09-20,16.238630294799805
2010-09-21,16.253826141357422
2010-09-22,16.111919403076172
2010-09-23,15.762210845947266
2010-09-24,16.289304733276367
2010-09-27,16.08657455444336
2010-09-28,16.177799224853516
2010-09-29,16.040966033935547
2010-09-30,16.08150863647461
2010-10-01,16.132190704345703
2010-10-04,16.41600799560547
2010-10-05,16.75051498413086
2010-10-06,16.67449378967285
2010-10-07,16.639019012451172
2010-10-08,16.613670349121094
2010-10-11,16.628889083862305
2010-10-12,16.735313415527344
2010-10-13,16.902557373046875
2010-10-14,16.785995483398438
2010-10-15,16.649147033691406
2010-10-18,16.84680938720703
2010-10-19,16.552852630615234
2010-10-20,16.97351837158203
2010-10-21,16.922832489013672
2010-10-22,17.115427017211914
2010-10-25,17.257339477539062
2010-10-26,17.090091705322266
2010-10-27,16.715044021606445
2010-10-28,16.360258102416992
2010-10-29,16.23355484008789
2010-11-01,16.274099349975586
2010-11-02,16.426145553588867
2010-11-03,16.299442291259766
2010-11-04,16.578195571899414
2010-11-05,16.461627960205078
2010-11-08,16.481889724731445
2010-11-09,15.91932487487793
2010-11-10,16.106849670410156
2010-11-11,15.944659233093262
2010-11-12,15.914252281188965
2010-11-15,15.747000694274902
2010-11-16,15.2300443649292
2010-11-17,15.285791397094727
2010-11-18,15.346610069274902
2010-11-19,15.33141040802002
2010-11-22,15.371957778930664
2010-11-23,15.2300443649292
2010-11-24,15.615230560302734
2010-11-26,15.56455135345459
2010-11-29,15.726731300354004
2010-11-30,15.54934310913086
2010-12-01,15.752073287963867
2010-12-02,15.873709678649902
2010-12-03,15.7368745803833
2010-12-06,15.752073287963867
2010-12-07,15.81289005279541
2010-12-08,15.53920841217041
2010-12-09,15.361821174621582
2010-12-10,15.366886138916016
2010-12-13,15.322671890258789
2010-12-14,15.147842407226562
2010-12-15,15.039870262145996
2010-12-16,15.116991996765137
2010-12-17,15.332952499389648
2010-12-20,15.425504684448242
2010-12-21,15.610610008239746
2010-12-22,15.744300842285156
2010-12-23,15.723731994628906
2010-12-27,15.88827133178711
2010-12-28,15.944833755493164
2010-12-29,15.991107940673828
2010-12-30,16.063091278076172
2010-12-31,15.934549331665039
2011-01-03,16.248201370239258
2011-01-04,15.821423530578613
2011-01-05,15.929405212402344
2011-01-06,15.780294418334961
2011-01-07,15.677453994750977
2011-01-10,15.70316219329834
2011-01-11,15.615753173828125
2011-01-12,15.57976245880127
2011-01-13,15.620893478393555
2011-01-14,15.626035690307617
2011-01-18,15.811145782470703
2011-01-19,15.538618087768555
2011-01-20,15.63632583618164
2011-01-21,15.569476127624512
2011-01-24,15.682592391967773
2011-01-25,15.898552894592285
2011-01-26,15.975677490234375
2011-01-27,16.109365463256836
2011-01-28,15.63117504119873
2011-01-31,15.77514934539795
2011-02-01,15.754581451416016
2011-02-02,15.811145782470703
2011-02-03,15.924260139465332
2011-02-04,15.821423530578613
2011-02-07,15.934549331665039
2011-02-08,15.95511531829834
2011-02-09,15.929405212402344
2011-02-10,15.939688682556152
2011-02-11,15.9653959274292
2011-02-14,16.073375701904297
2011-02-15,15.985962867736816
2011-02-16,15.908839225769043
2011-02-17,15.893413543701172
2011-02-18,15.88827133178711
2011-02-22,15.770014762878418
2011-02-23,15.626035690307617
2011-02-24,15.45635986328125
2011-02-25,15.70316219329834
2011-02-28,16.063091278076172
2011-03-01,15.71345043182373
2011-03-02,15.46149730682373
2011-03-03,15.507774353027344
2011-03-04,15.497488021850586
2011-03-07,15.38951301574707
2011-03-08,15.523195266723633
2011-03-09,15.595185279846191
2011-03-10,15.3677396774292
2011-03-11,15.519028663635254
2011-03-14,15.492945671081543
2011-03-15,15.341668128967285
2011-03-16,15.174735069274902
2011-03-17,15.305150032043457
2011-03-18,15.54510498046875
2011-03-21,15.748550415039062
2011-03-22,15.644218444824219
2011-03-23,15.409477233886719
2011-03-24,15.529455184936523
2011-03-25,15.790275573730469
2011-03-28,15.790275573730469
2011-03-29,15.832014083862305
2011-03-30,16.045886993408203
2011-03-31,16.218027114868164
2011-04-01,16.306716918945312
2011-04-04,16.004154205322266
2011-04-05,16.103275299072266
2011-04-06,16.171085357666016
2011-04-07,15.89461612701416
2011-04-08,15.774628639221191
2011-04-11,15.764196395874023
2011-04-12,15.717246055603027
2011-04-13,15.774628639221191
2011-04-14,16.155433654785156
2011-04-15,16.223243713378906
2011-04-18,16.0250244140625
2011-04-19,16.087621688842773
2011-04-20,16.22846794128418
2011-04-21,16.275415420532227
2011-04-25,16.306716918945312
2011-04-26,16.42147445678711
2011-04-27,16.572757720947266
2011-04-28,16.838794708251953
2011-04-29,16.901391983032227
2011-05-02,16.786632537841797
2011-05-03,16.567541122436523
2011-05-04,16.489288330078125
2011-05-05,16.5936222076416
2011-05-06,16.390174865722656
2011-05-09,16.635353088378906
2011-05-10,17.09962272644043
2011-05-11,16.807493209838867
2011-05-12,17.021373748779297
2011-05-13,16.875307083129883
2011-05-16,16.974422454833984
2011-05-17,17.256118774414062
2011-05-18,17.344791412353516
2011-05-19,17.386526107788086
2011-05-20,17.230031967163086
2011-05-23,17.021373748779297
2011-05-24,17.230031967163086
2011-05-25,17.480419158935547
2011-05-26,17.65256690979004
2011-05-27,17.71515655517578
2011-05-31,18.012502670288086
2011-06-01,17.57953453063965
2011-06-02,17.266551971435547
2011-06-03,17.407386779785156
2011-06-06,17.188297271728516
2011-06-07,17.4334716796875
2011-06-08,17.261323928833008
2011-06-09,17.026582717895508
2011-06-10,16.374530792236328
2011-06-13,16.47714614868164
2011-06-14,16.757495880126953
2011-06-15,16.40838050842285
