Date,HTBK
2010-01-04,2.521658182144165
2010-01-05,2.467233657836914
2010-01-06,2.237443447113037
2010-01-07,2.237443447113037
2010-01-08,2.2676780223846436
2010-01-11,2.237443447113037
2010-01-12,2.1890645027160645
2010-01-13,2.1830177307128906
2010-01-14,2.2495367527008057
2010-01-15,2.219301223754883
2010-01-19,2.195112705230713
2010-01-20,2.056027889251709
2010-01-21,2.122546911239624
2010-01-22,2.2313947677612305
2010-01-25,2.128593683242798
2010-01-26,2.16487717628479
2010-01-27,2.2495367527008057
2010-01-28,2.2676780223846436
2010-01-29,2.2979142665863037
2010-02-01,2.2918665409088135
2010-02-02,2.195112705230713
2010-02-03,2.1769707202911377
2010-02-04,2.152782678604126
2010-02-05,2.158829689025879
2010-02-08,2.3039605617523193
2010-02-09,2.201159954071045
2010-02-10,2.158829689025879
2010-02-11,2.2737255096435547
2010-02-12,2.2797725200653076
2010-02-16,2.2676780223846436
2010-02-17,2.2797725200653076
2010-02-18,2.2676780223846436
2010-02-19,2.2676780223846436
2010-02-22,2.2434892654418945
2010-02-23,2.146735668182373
2010-02-24,2.122546911239624
2010-02-25,2.2313947677612305
2010-02-26,2.1165003776550293
2010-03-01,2.237443447113037
2010-03-02,2.128593683242798
2010-03-03,2.2918665409088135
2010-03-04,2.3765270709991455
2010-03-05,2.3644330501556396
2010-03-08,2.32814884185791
2010-03-09,2.3825740814208984
2010-03-10,2.4128103256225586
2010-03-11,2.2132534980773926
2010-03-12,2.3583853244781494
2010-03-15,2.418856620788574
2010-03-16,2.479327917098999
2010-03-17,2.570035457611084
2010-03-18,2.539799690246582
2010-03-19,2.7091195583343506
2010-03-22,2.7091195583343506
2010-03-23,2.5337517261505127
2010-03-24,2.3221023082733154
2010-03-25,2.5518932342529297
2010-03-26,2.4007153511047363
2010-03-29,2.527705669403076
2010-03-30,2.3765270709991455
2010-03-31,2.527705669403076
2010-04-01,2.3341972827911377
2010-04-05,2.4974682331085205
2010-04-06,2.485374689102173
2010-04-07,2.618412494659424
2010-04-08,2.570035457611084
2010-04-09,2.594223737716675
2010-04-12,2.570035457611084
2010-04-13,2.576082229614258
2010-04-14,2.624459743499756
2010-04-15,2.6728367805480957
2010-04-16,2.570035457611084
2010-04-19,2.6728367805480957
2010-04-20,2.7695906162261963
2010-04-21,2.811920642852783
2010-04-22,3.0659008026123047
2010-04-23,2.908674716949463
2010-04-26,3.2533624172210693
2010-04-27,3.5254833698272705
2010-04-28,3.4771053791046143
2010-04-29,3.440823554992676
2010-04-30,3.3380229473114014
2010-05-03,3.4892003536224365
2010-05-04,3.2049849033355713
2010-05-05,3.1203248500823975
2010-05-06,3.1445138454437256
2010-05-07,2.6970250606536865
2010-05-10,3.011476516723633
2010-05-11,3.017524003982544
2010-05-12,3.041712999343872
2010-05-13,3.017524003982544
2010-05-14,2.9570529460906982
2010-05-17,2.9631004333496094
2010-05-18,2.908674716949463
2010-05-19,2.8965818881988525
2010-05-20,2.7877321243286133
2010-05-21,2.6728367805480957
2010-05-24,2.854250431060791
2010-05-25,2.7393555641174316
2010-05-26,2.8058738708496094
2010-05-27,2.775637626647949
2010-05-28,2.7212142944335938
2010-06-01,2.660743236541748
2010-06-02,2.703073024749756
2010-06-03,2.6970250606536865
2010-06-04,2.7091195583343506
2010-06-07,2.582129716873169
2010-06-08,2.63655424118042
2010-06-09,2.340243339538574
2010-06-10,2.2979142665863037
2010-06-11,2.340243339538574
2010-06-14,2.2979142665863037
2010-06-15,2.2797725200653076
2010-06-16,2.237443447113037
2010-06-17,2.3100075721740723
2010-06-18,2.2918665409088135
2010-06-21,2.2676780223846436
2010-06-22,2.1769707202911377
2010-06-23,2.146735668182373
2010-06-24,2.201159954071045
2010-06-25,2.201159954071045
2010-06-28,2.1890645027160645
2010-06-29,2.2616310119628906
2010-06-30,2.219301223754883
2010-07-01,2.152782678604126
2010-07-02,2.146735668182373
2010-07-06,2.219301223754883
2010-07-07,2.2797725200653076
2010-07-08,2.237443447113037
2010-07-09,2.2495367527008057
2010-07-12,2.1890645027160645
2010-07-13,2.2616310119628906
2010-07-14,2.2072064876556396
2010-07-15,2.2495367527008057
2010-07-16,2.2072064876556396
2010-07-19,2.2072064876556396
2010-07-20,2.2132534980773926
2010-07-21,2.122546911239624
2010-07-22,2.1830177307128906
2010-07-23,2.146735668182373
2010-07-26,2.158829689025879
2010-07-27,2.110452175140381
2010-07-28,2.08626389503479
2010-07-29,2.16487717628479
2010-07-30,2.1769707202911377
2010-08-02,2.146735668182373
2010-08-03,2.068122386932373
2010-08-04,2.056027889251709
2010-08-05,2.08626389503479
2010-08-06,2.031839609146118
2010-08-09,2.110452175140381
2010-08-10,2.170923948287964
2010-08-11,2.080216407775879
2010-08-12,2.104405641555786
2010-08-13,2.140688180923462
2010-08-16,2.0499813556671143
2010-08-17,2.080216407775879
2010-08-18,2.098357677459717
2010-08-19,2.098357677459717
2010-08-20,2.1165003776550293
2010-08-23,2.140688180923462
2010-08-24,2.140688180923462
2010-08-25,2.056027889251709
2010-08-26,2.08626389503479
2010-08-27,2.140688180923462
2010-08-30,2.08626389503479
2010-08-31,2.031839609146118
2010-09-01,2.056027889251709
2010-09-02,2.1165003776550293
2010-09-03,2.2072064876556396
2010-09-07,2.110452175140381
2010-09-08,2.1165003776550293
2010-09-09,2.146735668182373
2010-09-10,2.074169397354126
2010-09-13,2.128593683242798
2010-09-14,2.140688180923462
2010-09-15,2.092311382293701
2010-09-16,2.16487717628479
2010-09-17,2.134640693664551
2010-09-20,2.098357677459717
2010-09-21,2.1165003776550293
2010-09-22,2.110452175140381
2010-09-23,2.122546911239624
2010-09-24,2.146735668182373
2010-09-27,2.092311382293701
2010-09-28,2.104405641555786
2010-09-29,2.104405641555786
2010-09-30,2.1165003776550293
2010-10-01,2.128593683242798
2010-10-04,2.110452175140381
2010-10-05,2.195112705230713
2010-10-06,2.170923948287964
2010-10-07,2.152782678604126
2010-10-08,2.1165003776550293
2010-10-11,2.1165003776550293
2010-10-12,2.122546911239624
2010-10-13,2.146735668182373
2010-10-14,2.128593683242798
2010-10-15,2.146735668182373
2010-10-18,2.152782678604126
2010-10-19,2.1890645027160645
2010-10-20,2.2072064876556396
2010-10-21,2.146735668182373
2010-10-22,2.170923948287964
2010-10-25,2.146735668182373
2010-10-26,2.2616310119628906
2010-10-27,2.2676780223846436
2010-10-28,2.2676780223846436
2010-10-29,2.2737255096435547
