Date,DJT
2021-09-30,9.949999809265137
2021-10-01,9.9399995803833
2021-10-04,9.920000076293945
2021-10-05,9.928000450134277
2021-10-06,9.920000076293945
2021-10-07,9.967000007629395
2021-10-08,9.949999809265137
2021-10-11,9.949999809265137
2021-10-12,9.970000267028809
2021-10-13,9.960000038146973
2021-10-14,9.970000267028809
2021-10-15,9.960000038146973
2021-10-18,9.968999862670898
2021-10-19,10.010000228881836
2021-10-20,9.960000038146973
2021-10-21,45.5
2021-10-22,94.19999694824219
2021-10-25,83.86000061035156
2021-10-26,59.06999969482422
2021-10-27,64.88999938964844
2021-10-28,72.76000213623047
2021-10-29,67.75
2021-11-01,60.81999969482422
2021-11-02,64.95999908447266
2021-11-03,63.25
2021-11-04,58.84000015258789
2021-11-05,56.560001373291016
2021-11-08,59.849998474121094
2021-11-09,57.29999923706055
2021-11-10,58.29999923706055
2021-11-11,58.08000183105469
2021-11-12,59.18000030517578
2021-11-15,59.900001525878906
2021-11-16,59.9900016784668
2021-11-17,58.5
2021-11-18,56.20000076293945
2021-11-19,51.209999084472656
2021-11-22,44.849998474121094
2021-11-23,39.47999954223633
2021-11-24,43.150001525878906
2021-11-26,43.099998474121094
2021-11-29,42.7400016784668
2021-11-30,41.38999938964844
2021-12-01,44.349998474121094
2021-12-02,47.11000061035156
2021-12-03,44.970001220703125
2021-12-06,43.810001373291016
2021-12-07,51.06999969482422
2021-12-08,65.41999816894531
2021-12-09,56.54999923706055
2021-12-10,56.02000045776367
2021-12-13,50.4900016784668
2021-12-14,49.83000183105469
2021-12-15,53.47999954223633
2021-12-16,51.33000183105469
2021-12-17,50.060001373291016
2021-12-20,50.630001068115234
2021-12-21,50.630001068115234
2021-12-22,52.04999923706055
2021-12-23,53.099998474121094
2021-12-27,52.959999084472656
2021-12-28,52.45000076293945
2021-12-29,50.65999984741211
2021-12-30,51.90999984741211
2021-12-31,51.43000030517578
2022-01-03,51.70000076293945
2022-01-04,52.22999954223633
2022-01-05,50.369998931884766
2022-01-06,60.27000045776367
2022-01-07,53.97999954223633
2022-01-10,55.90999984741211
2022-01-11,63.79999923706055
2022-01-12,71.26000213623047
2022-01-13,67.61000061035156
2022-01-14,70.87999725341797
2022-01-18,86.30999755859375
2022-01-19,77.44999694824219
2022-01-20,80.54000091552734
2022-01-21,73.12000274658203
2022-01-24,67.20999908447266
2022-01-25,68.9800033569336
2022-01-26,69.38999938964844
2022-01-27,66.43000030517578
2022-01-28,68.75
2022-01-31,73.06999969482422
2022-02-01,83.25
2022-02-02,79.83000183105469
2022-02-03,81.08999633789062
2022-02-04,84.44999694824219
2022-02-07,83.87999725341797
2022-02-08,84.55999755859375
2022-02-09,83.4000015258789
2022-02-10,82.87999725341797
2022-02-11,82.0
2022-02-14,79.94999694824219
2022-02-15,81.1500015258789
2022-02-16,85.16000366210938
2022-02-17,85.48999786376953
2022-02-18,84.31999969482422
2022-02-22,92.9000015258789
2022-02-23,88.5
2022-02-24,87.31999969482422
2022-02-25,89.47000122070312
2022-02-28,92.05000305175781
2022-03-01,95.0999984741211
2022-03-02,95.1500015258789
2022-03-03,97.25
2022-03-04,97.54000091552734
2022-03-07,83.33999633789062
2022-03-08,75.12999725341797
2022-03-09,75.73999786376953
2022-03-10,70.29000091552734
2022-03-11,71.37000274658203
2022-03-14,61.9900016784668
2022-03-15,66.30000305175781
2022-03-16,68.0
2022-03-17,67.80000305175781
2022-03-18,71.47000122070312
2022-03-21,68.91000366210938
2022-03-22,71.0
2022-03-23,71.25
2022-03-24,72.52999877929688
2022-03-25,71.5
2022-03-28,70.12000274658203
2022-03-29,69.80999755859375
2022-03-30,68.47000122070312
2022-03-31,64.51000213623047
2022-04-01,63.25
2022-04-04,56.939998626708984
2022-04-05,48.0
2022-04-06,47.5
2022-04-07,48.0099983215332
2022-04-08,46.290000915527344
2022-04-11,45.45000076293945
2022-04-12,48.130001068115234
2022-04-13,49.040000915527344
2022-04-14,49.400001525878906
2022-04-18,47.599998474121094
2022-04-19,48.810001373291016
2022-04-20,45.90999984741211
2022-04-21,37.959999084472656
2022-04-22,41.0
