Date,CMP
2010-01-04,43.02717590332031
2010-01-05,44.63636779785156
2010-01-06,45.64213943481445
2010-01-07,45.04496765136719
2010-01-08,46.396427154541016
2010-01-11,45.67983627319336
2010-01-12,44.85009002685547
2010-01-13,45.50383377075195
2010-01-14,45.2335319519043
2010-01-15,44.894100189208984
2010-01-19,45.4095458984375
2010-01-20,43.74376678466797
2010-01-21,43.29747009277344
2010-01-22,42.285423278808594
2010-01-25,42.612300872802734
2010-01-26,42.03398895263672
2010-01-27,40.78938293457031
2010-01-28,40.06022262573242
2010-01-29,39.62648391723633
2010-02-01,41.172821044921875
2010-02-02,41.4179801940918
2010-02-03,41.14140701293945
2010-02-04,40.05392837524414
2010-02-05,41.4054069519043
2010-02-08,41.04711151123047
2010-02-09,45.252384185791016
2010-02-10,46.056983947753906
2010-02-11,45.4095458984375
2010-02-12,45.4849853515625
2010-02-16,46.968448638916016
2010-02-17,46.911869049072266
2010-02-18,47.131893157958984
2010-02-19,47.25759506225586
2010-02-22,47.131893157958984
2010-02-23,46.29585647583008
2010-02-24,46.691856384277344
2010-02-25,47.1152458190918
2010-02-26,47.72819519042969
2010-03-01,47.7408332824707
2010-03-02,47.3300895690918
2010-03-03,47.96200180053711
2010-03-04,47.98728942871094
2010-03-05,48.63813781738281
2010-03-08,49.18791580200195
2010-03-09,49.58601379394531
2010-03-10,49.611297607421875
2010-03-11,49.364837646484375
2010-03-12,51.469112396240234
2010-03-15,50.91934585571289
2010-03-16,51.772430419921875
2010-03-17,51.665000915527344
2010-03-18,51.488075256347656
2010-03-19,50.976219177246094
2010-03-22,51.178428649902344
2010-03-23,52.0378303527832
2010-03-24,51.44384765625
2010-03-25,49.971473693847656
2010-03-26,50.104164123535156
2010-03-29,50.47700500488281
2010-03-30,50.62864685058594
2010-03-31,50.69820022583008
2010-04-01,50.40749740600586
2010-04-05,50.691856384277344
2010-04-06,50.559165954589844
2010-04-07,49.85141372680664
2010-04-08,49.826141357421875
2010-04-09,49.93988037109375
2010-04-12,49.18791580200195
2010-04-13,50.28112030029297
2010-04-14,49.80716323852539
2010-04-15,49.326927185058594
2010-04-16,49.20054244995117
2010-04-19,48.88460922241211
2010-04-20,49.5733757019043
2010-04-21,49.737667083740234
2010-04-22,49.421730041503906
2010-04-23,49.958858489990234
2010-04-26,50.02836608886719
2010-04-27,48.94778060913086
2010-04-28,47.86722946166992
2010-04-29,48.44856643676758
2010-04-30,47.58918762207031
2010-05-03,48.13261413574219
2010-05-04,47.75347900390625
2010-05-05,47.51335144042969
2010-05-06,47.65238952636719
2010-05-07,47.70924377441406
2010-05-10,49.78822708129883
2010-05-11,48.6254997253418
2010-05-12,49.39644241333008
2010-05-13,50.50230026245117
2010-05-14,49.6049690246582
2010-05-17,49.76927947998047
2010-05-18,49.010982513427734
2010-05-19,48.94145965576172
2010-05-20,47.22898864746094
2010-05-21,47.61446762084961
2010-05-24,47.001502990722656
2010-05-25,47.045738220214844
2010-05-26,47.374332427978516
2010-05-27,49.14023208618164
2010-05-28,48.187400817871094
2010-06-01,46.35797882080078
2010-06-02,48.02223205566406
2010-06-03,47.74275588989258
2010-06-04,46.64384078979492
2010-06-07,46.27540588378906
2010-06-08,47.933319091796875
2010-06-09,48.04766082763672
2010-06-10,49.102115631103516
2010-06-11,49.426090240478516
2010-06-14,49.146575927734375
2010-06-15,49.97870635986328
2010-06-16,49.9024658203125
2010-06-17,49.93425369262695
2010-06-18,49.705562591552734
2010-06-21,49.26091766357422
2010-06-22,48.85437774658203
2010-06-23,49.521366119384766
2010-06-24,48.82261276245117
2010-06-25,48.08576965332031
2010-06-28,47.41876983642578
2010-06-29,45.652896881103516
2010-06-30,44.64289855957031
2010-07-01,46.57395935058594
2010-07-02,46.65653610229492
2010-07-06,46.593017578125
2010-07-07,47.533138275146484
2010-07-08,48.21281051635742
2010-07-09,48.75275421142578
2010-07-12,47.971431732177734
2010-07-13,49.10847091674805
2010-07-14,48.84801483154297
2010-07-15,48.682865142822266
2010-07-16,47.78085708618164
2010-07-19,47.933319091796875
2010-07-20,48.676513671875
2010-07-21,48.3207893371582
2010-07-22,49.013179779052734
2010-07-23,49.362548828125
2010-07-26,49.23552322387695
2010-07-27,47.78085708618164
2010-07-28,45.64020538330078
2010-07-29,44.96051788330078
