Date,HLIO
2010-01-04,15.045289993286133
2010-01-05,14.843887329101562
2010-01-06,14.626155853271484
2010-01-07,14.958191871643066
2010-01-08,15.12694263458252
2010-01-11,15.088831901550293
2010-01-12,14.740469932556152
2010-01-13,14.98541259765625
2010-01-14,14.996288299560547
2010-01-15,14.724132537841797
2010-01-19,15.11060619354248
2010-01-20,14.664254188537598
2010-01-21,13.787880897521973
2010-01-22,13.630027770996094
2010-01-25,13.292549133300781
2010-01-26,12.769989013671875
2010-01-27,12.895184516906738
2010-01-28,12.454277038574219
2010-01-29,12.182112693786621
2010-02-01,12.046025276184082
2010-02-02,12.209325790405273
2010-02-03,12.056915283203125
2010-02-04,11.599681854248047
2010-02-05,11.550687789916992
2010-02-08,11.35472583770752
2010-02-09,11.414603233337402
2010-02-10,11.643226623535156
2010-02-11,12.14945125579834
2010-02-12,12.410731315612793
2010-02-16,12.492377281188965
2010-02-17,12.835311889648438
2010-02-18,13.613694190979004
2010-02-19,13.608253479003906
2010-02-22,13.608253479003906
2010-02-23,13.145576477050781
2010-02-24,13.363306999206543
2010-02-25,13.700788497924805
2010-02-26,13.167349815368652
2010-03-01,13.722569465637207
2010-03-02,13.847761154174805
2010-03-03,13.962071418762207
2010-03-04,14.005620002746582
2010-03-05,14.196133613586426
2010-03-08,14.087264060974121
2010-03-09,14.909212112426758
2010-03-10,16.074068069458008
2010-03-11,15.148715019226074
2010-03-12,15.328344345092773
2010-03-15,15.219477653503418
2010-03-16,15.088831901550293
2010-03-17,15.023514747619629
2010-03-18,15.061619758605957
2010-03-19,14.903764724731445
2010-03-22,14.881990432739258
2010-03-23,15.007184982299805
2010-03-24,14.517289161682129
2010-03-25,14.304997444152832
2010-03-26,14.435633659362793
2010-03-29,14.714192390441895
2010-03-30,14.621342658996582
2010-03-31,14.189852714538574
2010-04-01,14.293625831604004
2010-04-05,14.998210906982422
2010-04-06,15.030984878540039
2010-04-07,14.79065990447998
2010-04-08,14.910820960998535
2010-04-09,14.785200119018555
2010-04-12,14.872590065002441
2010-04-13,15.074675559997559
2010-04-14,15.566242218017578
2010-04-15,15.702789306640625
2010-04-16,15.588088035583496
2010-04-19,15.478845596313477
2010-04-20,15.883016586303711
2010-04-21,15.904876708984375
2010-04-22,16.019567489624023
2010-04-23,16.019567489624023
2010-04-26,15.981329917907715
2010-04-27,15.314995765686035
2010-04-28,15.336836814880371
2010-04-29,15.735551834106445
2010-04-30,15.29860782623291
2010-05-03,15.773785591125488
2010-05-04,15.48977279663086
2010-05-05,15.451542854309082
2010-05-06,14.910820960998535
2010-05-07,14.244471549987793
2010-05-10,14.965442657470703
2010-05-11,17.20478630065918
2010-05-12,17.259403228759766
2010-05-13,16.860687255859375
2010-05-14,16.390975952148438
2010-05-17,16.434675216674805
2010-05-18,16.216196060180664
2010-05-19,15.822946548461914
2010-05-20,14.588563919067383
2010-05-21,14.823427200317383
2010-05-24,14.51756477355957
2010-05-25,13.883990287780762
2010-05-26,13.900376319885254
2010-05-27,14.320940971374512
2010-05-28,14.222624778747559
2010-06-01,13.758367538452148
2010-06-02,14.239011764526367
2010-06-03,14.506644248962402
2010-06-04,13.250415802001953
2010-06-07,13.135720252990723
2010-06-08,13.01009750366211
2010-06-09,12.818931579589844
2010-06-10,13.490739822387695
2010-06-11,13.93860912322998
2010-06-14,13.878533363342285
2010-06-15,14.419258117675781
2010-06-16,14.615877151489258
2010-06-17,14.561264991760254
2010-06-18,14.561264991760254
2010-06-21,14.200782775878906
2010-06-22,13.81844425201416
2010-06-23,13.780218124389648
2010-06-24,13.638208389282227
2010-06-25,13.703753471374512
2010-06-28,13.544791221618652
2010-06-29,12.777377128601074
2010-06-30,12.859601020812988
2010-07-01,12.782861709594727
2010-07-02,12.552637100219727
2010-07-06,12.410115242004395
2010-07-07,12.799304008483887
2010-07-08,12.980191230773926
2010-07-09,13.133670806884766
2010-07-12,12.706116676330566
2010-07-13,13.435153007507324
2010-07-14,13.25426959991455
2010-07-15,13.04049015045166
2010-07-16,12.437525749206543
2010-07-19,12.700634956359863
2010-07-20,12.969231605529785
2010-07-21,13.122709274291992
2010-07-22,13.747604370117188
2010-07-23,14.284790992736816
2010-07-26,14.761676788330078
2010-07-27,14.323165893554688
2010-07-28,14.092938423156738
2010-07-29,14.186127662658691
2010-07-30,14.136789321899414
2010-08-02,14.800054550170898
2010-08-03,14.871317863464355
2010-08-04,15.26049518585205
2010-08-05,15.063162803649902
2010-08-06,14.7726411819458
2010-08-09,15.085088729858398
2010-08-10,14.652053833007812
2010-08-11,13.637970924377441
2010-08-12,13.495453834533691
2010-08-13,13.429676055908203
2010-08-16,13.95042610168457
2010-08-17,14.142268180847168
2010-08-18,14.29027271270752
2010-08-19,13.276195526123047
2010-08-20,13.226859092712402
2010-08-23,12.640337944030762
2010-08-24,12.459450721740723
2010-08-25,13.013080596923828
2010-08-26,12.601968765258789
2010-08-27,13.48449420928955
2010-08-30,12.54167366027832
2010-08-31,12.223746299743652
2010-09-01,13.204935073852539
2010-09-02,13.462564468383789
2010-09-03,14.186127662658691
2010-09-07,14.120340347290039
2010-09-08,14.229975700378418
2010-09-09,14.31767749786377
2010-09-10,14.421834945678711
2010-09-13,14.750712394714355
2010-09-14,14.816499710083008
2010-09-15,14.964499473571777
2010-09-16,14.882275581359863
2010-09-17,14.882275581359863
2010-09-20,15.364645957946777
2010-09-21,15.12346363067627
2010-09-22,14.920647621154785
2010-09-23,14.383456230163574
2010-09-24,15.348203659057617
2010-09-27,15.271455764770508
2010-09-28,15.771902084350586
2010-09-29,15.799393653869629
2010-09-30,15.50242805480957
2010-10-01,15.920373916625977
2010-10-04,15.155976295471191
2010-10-05,15.634408950805664
2010-10-06,15.4529390335083
2010-10-07,15.414447784423828
2010-10-08,15.892877578735352
2010-10-11,15.70040512084961
2010-10-12,15.606916427612305
2010-10-13,15.942373275756836
2010-10-14,15.991867065429688
2010-10-15,15.76639175415039
2010-10-18,16.244827270507812
2010-10-19,16.354814529418945
2010-10-20,16.76725959777832
2010-10-21,16.915742874145508
2010-10-22,17.025724411010742
2010-10-25,17.262191772460938
2010-10-26,17.108217239379883
2010-10-27,17.234697341918945
2010-10-28,17.240196228027344
2010-10-29,17.08622169494629
2010-11-01,17.317190170288086
2010-11-02,17.647140502929688
2010-11-03,17.801115036010742
2010-11-04,18.692005157470703
2010-11-05,18.675498962402344
2010-11-08,18.768993377685547
2010-11-09,17.57565689086914
2010-11-10,17.743253707885742
2010-11-11,17.530960083007812
2010-11-12,17.458337783813477
2010-11-15,17.955549240112305
2010-11-16,17.363357543945312
2010-11-17,17.31867027282715
2010-11-18,17.961132049560547
2010-11-19,18.072864532470703
2010-11-22,17.910850524902344
2010-11-23,17.804706573486328
2010-11-24,17.899681091308594
2010-11-26,17.681798934936523
2010-11-29,17.737667083740234
2010-11-30,17.408048629760742
2010-12-01,17.882917404174805
2010-12-02,17.933195114135742
2010-12-03,17.888505935668945
2010-12-06,18.072864532470703
2010-12-07,18.329849243164062
2010-12-08,18.25722312927246
2010-12-09,18.87175941467285
2010-12-10,19.218135833740234
2010-12-13,18.927621841430664
2010-12-14,19.64272117614746
2010-12-15,19.620365142822266
2010-12-16,20.111995697021484
2010-12-17,20.296356201171875
2010-12-20,20.564516067504883
2010-12-21,21.084074020385742
2010-12-22,20.86060905456543
2010-12-23,20.966758728027344
2010-12-27,21.3857479095459
2010-12-28,21.45279884338379
