Date,CHRD
2010-06-17,9.435465812683105
2010-06-18,10.1202974319458
2010-06-21,9.974454879760742
2010-06-22,9.866655349731445
2010-06-23,9.619355201721191
2010-06-24,9.321327209472656
2010-06-25,9.353032112121582
2010-06-28,9.543261528015137
2010-06-29,9.257917404174805
2010-06-30,9.194504737854004
2010-07-01,9.143775939941406
2010-07-02,9.099390029907227
2010-07-06,9.105730056762695
2010-07-07,9.372055053710938
2010-07-08,9.632037162780762
2010-07-09,9.98713493347168
2010-07-12,9.898360252380371
2010-07-13,10.152003288269043
2010-07-14,10.392962455749512
2010-07-15,10.253459930419922
2010-07-16,10.335891723632812
2010-07-19,10.323208808898926
2010-07-20,10.779763221740723
2010-07-21,10.475395202636719
2010-07-22,10.805131912231445
2010-07-23,10.60855770111084
2010-07-26,10.576852798461914
2010-07-27,10.342233657836914
2010-07-28,10.900247573852539
2010-07-29,11.020724296569824
2010-07-30,10.906585693359375
2010-08-02,11.25534439086914
2010-08-03,11.401187896728516
2010-08-04,11.705556869506836
2010-08-05,11.49630355834961
2010-08-06,11.483619689941406
2010-08-09,11.318754196166992
2010-08-10,11.210955619812012
2010-08-11,10.767085075378418
2010-08-12,11.039750099182129
2010-08-13,11.249002456665039
2010-08-16,11.014384269714355
2010-08-17,11.096814155578613
2010-08-18,10.868539810180664
2010-08-19,10.792449951171875
2010-08-20,10.779763221740723
2010-08-23,10.96999454498291
2010-08-24,10.938289642333984
2010-08-25,10.633918762207031
2010-08-26,10.424668312072754
2010-08-27,10.462713241577148
2010-08-30,10.500761032104492
2010-08-31,10.44368839263916
2010-09-01,11.07779312133789
2010-09-02,11.331437110900879
2010-09-03,11.407526969909668
2010-09-07,11.223639488220215
2010-09-08,11.293390274047852
2010-09-09,11.445574760437012
2010-09-10,11.229978561401367
2010-09-13,11.084134101867676
2010-09-14,11.122180938720703
2010-09-15,11.25534439086914
2010-09-16,11.477280616760254
2010-09-17,11.559713363647461
2010-09-20,11.483619689941406
2010-09-21,11.470938682556152
2010-09-22,11.084134101867676
2010-09-23,10.716355323791504
2010-09-24,11.236321449279785
2010-09-27,11.375824928283691
2010-09-28,11.369483947753906
2010-09-29,11.959198951721191
2010-09-30,12.2825927734375
2010-10-01,12.669395446777344
2010-10-04,12.415753364562988
2010-10-05,13.202042579650879
2010-10-06,13.347885131835938
2010-10-07,13.779078483581543
2010-10-08,14.337092399597168
2010-10-11,14.362451553344727
2010-10-12,13.956625938415527
2010-10-13,14.216608047485352
2010-10-14,13.988326072692871
2010-10-15,13.72200870513916
2010-10-18,13.734689712524414
2010-10-19,12.846944808959961
2010-10-20,12.865966796875
2010-10-21,13.056199073791504
2010-10-22,13.430320739746094
2010-10-25,13.430320739746094
2010-10-26,13.550800323486328
2010-10-27,13.271793365478516
2010-10-28,13.240087509155273
2010-10-29,13.48738956451416
2010-11-01,13.462024688720703
2010-11-02,13.994672775268555
2010-11-03,14.032720565795898
2010-11-04,14.863396644592285
2010-11-05,14.914124488830566
2010-11-08,14.58438777923584
2010-11-09,14.863396644592285
2010-11-10,15.117032051086426
2010-11-11,15.877963066101074
2010-11-12,15.00289535522461
2010-11-15,15.015576362609863
2010-11-16,14.6795015335083
2010-11-17,14.229289054870605
2010-11-18,14.73657512664795
2010-11-19,15.00924015045166
2010-11-22,15.579934120178223
2010-11-23,15.64968490600586
2010-11-24,15.833575248718262
2010-11-26,15.598957061767578
2010-11-29,15.801868438720703
2010-11-30,16.09355354309082
2010-12-01,17.03203010559082
2010-12-02,16.917888641357422
2010-12-03,17.50126838684082
2010-12-06,17.190553665161133
2010-12-07,17.171533584594727
2010-12-08,16.803752899169922
2010-12-09,16.810094833374023
2010-12-10,17.30469512939453
2010-12-13,16.835460662841797
2010-12-14,16.416950225830078
2010-12-15,16.423290252685547
2010-12-16,17.158849716186523
2010-12-17,17.29201316833496
2010-12-20,18.04025650024414
2010-12-21,18.57290267944336
2010-12-22,17.685161590576172
2010-12-23,17.61540412902832
2010-12-27,17.34273910522461
2010-12-28,17.070077896118164
2010-12-29,17.36176300048828
2010-12-30,17.06373405456543
2010-12-31,17.196897506713867
2011-01-03,17.850021362304688
2011-01-04,17.38078498840332
2011-01-05,17.40615463256836
2011-01-06,16.898868560791016
2011-01-07,16.917888641357422
2011-01-10,17.279329299926758
2011-01-11,17.80563735961914
2011-01-12,17.672475814819336
2011-01-13,18.135372161865234
2011-01-14,18.389009475708008
2011-01-18,18.8392276763916
2011-01-19,18.57290267944336
2011-01-20,17.95781898498535
2011-01-21,17.34273910522461
2011-01-24,17.61540412902832
2011-01-25,17.038373947143555
2011-01-26,18.1290283203125
2011-01-27,18.598262786865234
2011-01-28,19.149938583374023
2011-01-31,20.272300720214844
2011-02-01,20.32937240600586
2011-02-02,20.202550888061523
2011-02-03,20.291322708129883
2011-02-04,19.650880813598633
2011-02-07,20.265958786010742
2011-02-08,20.291322708129883
2011-02-09,20.323028564453125
2011-02-10,19.853792190551758
2011-02-11,19.923542022705078
2011-02-14,20.614715576171875
2011-02-15,20.202550888061523
2011-02-16,20.335712432861328
2011-02-17,20.22157096862793
2011-02-18,19.993295669555664
2011-02-22,19.745990753173828
2011-02-23,20.57032585144043
2011-02-24,20.164501190185547
2011-02-25,21.02054786682129
2011-02-28,21.889266967773438
2011-03-01,21.92731475830078
2011-03-02,22.675552368164062
2011-03-03,22.193628311157227
2011-03-04,22.377525329589844
2011-03-07,22.35215950012207
2011-03-08,21.242473602294922
2011-03-09,20.557645797729492
2011-03-10,19.625513076782227
2011-03-11,19.936227798461914
2011-03-14,19.97426986694336
2011-03-15,19.81574249267578
2011-03-16,18.95970344543457
2011-03-17,20.164501190185547
2011-03-18,18.87093162536621
2011-03-21,19.47966957092285
2011-03-22,19.37187385559082
2011-03-23,19.321142196655273
2011-03-24,18.71874237060547
2011-03-25,18.921661376953125
2011-03-28,18.966045379638672
2011-03-29,19.035799026489258
2011-03-30,19.327491760253906
2011-03-31,20.050365447998047
2011-04-01,20.151819229125977
2011-04-04,20.716175079345703
2011-04-05,20.849336624145508
2011-04-06,20.41180419921875
2011-04-07,20.367414474487305
2011-04-08,20.126455307006836
2011-04-11,19.720630645751953
2011-04-12,18.52851676940918
2011-04-13,19.07384490966797
2011-04-14,18.90263557434082
2011-04-15,19.333826065063477
2011-04-18,18.642654418945312
2011-04-19,18.90263557434082
2011-04-20,18.95970344543457
2011-04-21,19.340164184570312
2011-04-25,20.06304359436035
2011-04-26,20.06304359436035
2011-04-27,19.631853103637695
2011-04-28,19.37187385559082
2011-04-29,19.48601531982422
2011-05-02,19.130916595458984
2011-05-03,18.46510124206543
2011-05-04,17.39346694946289
2011-05-05,17.25395965576172
2011-05-06,17.685161590576172
2011-05-09,18.173416137695312
2011-05-10,18.21146011352539
2011-05-11,17.27298927307129
2011-05-12,16.898868560791016
2011-05-13,16.822776794433594
2011-05-16,16.714977264404297
2011-05-17,16.898868560791016
2011-05-18,17.976844787597656
2011-05-19,18.243167877197266
2011-05-20,18.71240234375
2011-05-23,18.363649368286133
