Date,EIG
2010-01-04,11.027749061584473
2010-01-05,10.547051429748535
2010-01-06,10.257218360900879
2010-01-07,10.448084831237793
2010-01-08,10.441015243530273
2010-01-11,10.483428955078125
2010-01-12,10.172391891479492
2010-01-13,10.22187328338623
2010-01-14,10.137045860290527
2010-01-15,10.023941040039062
2010-01-19,9.960321426391602
2010-01-20,10.073419570922852
2010-01-21,10.115838050842285
2010-01-22,9.882560729980469
2010-01-25,9.86135196685791
2010-01-26,9.875490188598633
2010-01-27,9.613933563232422
2010-01-28,9.550312042236328
2010-01-29,9.352376937866211
2010-02-01,9.599796295166016
2010-02-02,9.592727661132812
2010-02-03,9.225135803222656
2010-02-04,9.055476188659668
2010-02-05,9.09081745147705
2010-02-08,8.815128326416016
2010-02-09,8.822197914123535
2010-02-10,8.815128326416016
2010-02-11,9.005993843078613
2010-02-12,8.885820388793945
2010-02-16,9.161517143249512
2010-02-17,9.21099853515625
2010-02-18,9.910836219787598
2010-02-19,10.045145988464355
2010-02-22,10.122907638549805
2010-02-23,9.988594055175781
2010-02-24,9.981527328491211
2010-02-25,9.917902946472168
2010-02-26,9.317033767700195
2010-03-01,9.826004981994629
2010-03-02,9.613933563232422
2010-03-03,9.882560729980469
2010-03-04,9.924972534179688
2010-03-05,10.144116401672363
2010-03-08,10.307389259338379
2010-03-09,10.499052047729492
2010-03-10,10.669425964355469
2010-03-11,10.64102840423584
2010-03-12,10.562941551208496
2010-03-15,10.499052047729492
2010-03-16,10.534546852111816
2010-03-17,10.79010009765625
2010-03-18,10.797200202941895
2010-03-19,11.010163307189941
2010-03-22,11.03145980834961
2010-03-23,11.052757263183594
2010-03-24,10.81849479675293
2010-03-25,10.83979606628418
2010-03-26,11.066949844360352
2010-03-29,11.010163307189941
2010-03-30,10.868185043334961
2010-03-31,10.541646003723145
2010-04-01,10.598435401916504
2010-04-05,10.6055326461792
2010-04-06,10.832693099975586
2010-04-07,10.81849479675293
2010-04-08,10.889488220214844
2010-04-09,10.591338157653809
2010-04-12,10.662324905395508
2010-04-13,10.967568397521973
2010-04-14,11.322504997253418
2010-04-15,11.464484214782715
2010-04-16,11.563868522644043
2010-04-19,11.634852409362793
2010-04-20,11.791023254394531
2010-04-21,11.883305549621582
2010-04-22,12.053681373596191
2010-04-23,12.025282859802246
2010-04-26,11.925899505615234
2010-04-27,11.712936401367188
2010-04-28,11.791023254394531
2010-04-29,12.04658317565918
2010-04-30,11.69874095916748
2010-05-03,11.720033645629883
2010-05-04,11.464484214782715
2010-05-05,11.244422912597656
2010-05-06,10.804296493530273
2010-05-07,10.491952896118164
2010-05-10,10.932077407836914
2010-05-11,10.953376770019531
2010-05-12,11.038554191589355
2010-05-13,11.152138710021973
2010-05-14,11.052757263183594
2010-05-17,11.24516487121582
2010-05-18,11.131144523620605
2010-05-19,11.230910301208496
2010-05-20,10.810466766357422
2010-05-21,10.753454208374023
2010-05-24,10.496909141540527
2010-05-25,10.461282730102539
2010-05-26,10.71782112121582
2010-05-27,11.131144523620605
2010-05-28,11.366305351257324
2010-06-01,10.831841468811035
2010-06-02,11.017123222351074
2010-06-03,11.188153266906738
2010-06-04,10.610933303833008
2010-06-07,10.40427017211914
2010-06-08,10.511164665222168
2010-06-09,10.39001750946045
2010-06-10,10.603803634643555
2010-06-11,10.924484252929688
2010-06-14,10.774832725524902
2010-06-15,11.00999641418457
2010-06-16,10.93161392211914
2010-06-17,11.409064292907715
2010-06-18,11.466075897216797
2010-06-21,11.55871868133545
2010-06-22,11.409064292907715
2010-06-23,11.295042037963867
2010-06-24,11.095514297485352
2010-06-25,11.188153266906738
2010-06-28,11.24516487121582
2010-06-29,10.881729125976562
2010-06-30,10.496909141540527
2010-07-01,10.340131759643555
2010-07-02,10.39001750946045
2010-07-06,10.354387283325195
2010-07-07,10.739203453063965
2010-07-08,11.352057456970215
2010-07-09,11.615728378295898
2010-07-12,11.437569618225098
2010-07-13,11.758247375488281
2010-07-14,11.772499084472656
2010-07-15,11.972034454345703
2010-07-16,11.651358604431152
2010-07-19,11.758247375488281
2010-07-20,11.84376335144043
2010-07-21,11.501708984375
2010-07-22,11.501708984375
2010-07-23,11.302169799804688
2010-07-26,11.60147476196289
2010-07-27,11.615728378295898
2010-07-28,11.39481258392334
2010-07-29,11.273664474487305
2010-07-30,11.074134826660156
2010-08-02,11.002870559692383
2010-08-03,10.831841468811035
2010-08-04,10.710700035095215
2010-08-05,10.739203453063965
2010-08-06,10.52541732788086
2010-08-09,10.703571319580078
2010-08-10,10.489785194396973
2010-08-11,10.240365982055664
2010-08-12,10.461282730102539
2010-08-13,10.325881004333496
2010-08-16,10.454686164855957
2010-08-17,10.46184253692627
2010-08-18,10.59065055847168
2010-08-19,10.390287399291992
2010-08-20,10.411752700805664
2010-08-23,10.168452262878418
2010-08-24,10.132675170898438
2010-08-25,10.440375328063965
2010-08-26,10.42606258392334
2010-08-27,10.783857345581055
2010-08-30,10.562026023864746
2010-08-31,10.490466117858887
2010-09-01,10.783857345581055
2010-09-02,10.855417251586914
2010-09-03,11.10586929321289
2010-09-07,10.905505180358887
2010-09-08,10.948442459106445
2010-09-09,10.934126853942871
2010-09-10,10.819634437561035
2010-09-13,10.798168182373047
2010-09-14,10.798168182373047
2010-09-15,10.998529434204102
2010-09-16,11.05577564239502
2010-09-17,11.10586929321289
2010-09-20,11.277608871459961
2010-09-21,11.134493827819824
2010-09-22,11.070088386535645
2010-09-23,11.098712921142578
2010-09-24,11.163117408752441
2010-09-27,10.962751388549805
2010-09-28,10.891191482543945
2010-09-29,11.084400177001953
2010-09-30,11.284764289855957
2010-10-01,11.234674453735352
2010-10-04,10.919816017150879
2010-10-05,11.270452499389648
2010-10-06,11.377789497375488
2010-10-07,11.256142616271973
2010-10-08,11.463662147521973
2010-10-11,11.621089935302734
2010-10-12,11.692647933959961
2010-10-13,11.764205932617188
2010-10-14,11.799983024597168
2010-10-15,11.757054328918457
2010-10-18,11.78567123413086
2010-10-19,11.621089935302734
2010-10-20,11.73558235168457
2010-10-21,11.656871795654297
2010-10-22,11.649714469909668
2010-10-25,11.728426933288574
2010-10-26,11.749895095825195
2010-10-27,11.528064727783203
2010-10-28,11.399259567260742
2010-10-29,11.585307121276855
2010-11-01,11.463662147521973
2010-11-02,11.742737770080566
2010-11-03,11.728426933288574
2010-11-04,11.799983024597168
2010-11-05,11.606780052185059
2010-11-08,11.506595611572266
2010-11-09,11.377789497375488
2010-11-10,11.456502914428711
2010-11-11,11.477972984313965
2010-11-12,11.399259567260742
2010-11-15,11.507002830505371
2010-11-16,11.190954208374023
2010-11-17,11.348974227905273
2010-11-18,11.66502571105957
2010-11-19,11.715303421020508
2010-11-22,11.5931978225708
2010-11-23,11.48544979095459
2010-11-24,11.779953002929688
2010-11-26,11.808682441711426
2010-11-29,11.729671478271484
2010-11-30,11.600380897521973
2010-12-01,11.686573028564453
2010-12-02,11.959526062011719
2010-12-03,11.894875526428223
2010-12-06,12.110369682312012
2010-12-07,12.160645484924316
2010-12-08,12.110369682312012
2010-12-09,12.18937873840332
2010-12-10,12.261204719543457
2010-12-13,12.17501163482666
2010-12-14,12.19655990600586
2010-12-15,12.18937873840332
2010-12-16,12.18937873840332
2010-12-17,12.203744888305664
2010-12-20,12.246841430664062
2010-12-21,12.318668365478516
2010-12-22,12.491058349609375
2010-12-23,12.519786834716797
2010-12-27,12.50542163848877
2010-12-28,12.58443546295166
2010-12-29,12.613168716430664
2010-12-30,12.677813529968262
2010-12-31,12.555702209472656
2011-01-03,12.548521041870117
2011-01-04,12.53415584564209
2011-01-05,12.620351791381836
2011-01-06,12.541337966918945
2011-01-07,12.383316040039062
2011-01-10,12.311488151550293
2011-01-11,12.476693153381348
2011-01-12,12.419228553771973
2011-01-13,12.50542163848877
2011-01-14,12.649084091186523
2011-01-18,12.577253341674805
2011-01-19,12.232473373413086
2011-01-20,12.232473373413086
2011-01-21,11.937973022460938
2011-01-24,12.06008243560791
2011-01-25,12.19655990600586
2011-01-26,12.368951797485352
2011-01-27,12.297120094299316
2011-01-28,12.131911277770996
2011-01-31,12.06008243560791
2011-02-01,12.311488151550293
2011-02-02,12.404858589172363
2011-02-03,12.48387622833252
2011-02-04,12.455141067504883
2011-02-07,12.526979446411133
2011-02-08,12.74964427947998
2011-02-09,12.713727951049805
2011-02-10,12.821470260620117
2011-02-11,12.886119842529297
2011-02-14,12.9794921875
2011-02-15,12.929215431213379
2011-02-16,13.051321029663086
2011-02-17,13.331457138061523
2011-02-18,13.331457138061523
2011-02-22,13.137519836425781
2011-02-23,13.08724308013916
2011-02-24,14.23650074005127
2011-02-25,14.329879760742188
2011-02-28,14.45198917388916
2011-03-01,14.38734245300293
2011-03-02,14.322701454162598
2011-03-03,14.645926475524902
2011-03-04,14.73930549621582
2011-03-07,14.393513679504395
2011-03-08,14.616839408874512
2011-03-09,14.55920696258545
2011-03-10,14.328680992126465
2011-03-11,14.184602737426758
2011-03-14,14.328680992126465
2011-03-15,14.17740249633789
2011-03-16,14.27104663848877
2011-03-17,14.256643295288086
2011-03-18,14.263845443725586
2011-03-21,14.638448715209961
2011-03-22,14.508779525756836
2011-03-23,14.479960441589355
2011-03-24,14.537591934204102
2011-03-25,14.652860641479492
2011-03-28,14.631242752075195
2011-03-29,14.566411972045898
2011-03-30,14.868974685668945
2011-03-31,14.883382797241211
2011-04-01,15.034667015075684
2011-04-04,14.926605224609375
2011-04-05,14.609631538391113
2011-04-06,14.624039649963379
2011-04-07,14.530389785766602
2011-04-08,14.487162590026855
2011-04-11,14.27104663848877
2011-04-12,13.99730110168457
2011-04-13,13.867630004882812
2011-04-14,13.889240264892578
2011-04-15,14.090947151184082
2011-04-18,13.882031440734863
2011-04-19,13.874829292297363
2011-04-20,14.08374309539795
2011-04-21,14.11256217956543
2011-04-25,14.11256217956543
2011-04-26,14.141375541687012
2011-04-27,14.314276695251465
2011-04-28,14.42232894897461
2011-04-29,14.523184776306152
2011-05-02,14.624039649963379
2011-05-03,14.55920696258545
2011-05-04,14.443942070007324
2011-05-05,12.253933906555176
2011-05-06,11.850516319274902
2011-05-09,11.908148765563965
2011-05-10,12.023409843444824
2011-05-11,11.886536598205566
2011-05-12,12.03061294555664
2011-05-13,11.8721284866333
2011-05-16,11.785364151000977
2011-05-17,11.73475456237793
2011-05-18,11.83597469329834
2011-05-19,11.691370964050293
2011-05-20,11.640759468078613
2011-05-23,11.633527755737305
2011-05-24,11.655220985412598
2011-05-25,11.76367473602295
2011-05-26,11.785364151000977
2011-05-27,11.83597469329834
2011-05-31,12.009500503540039
2011-06-01,11.792594909667969
2011-06-02,11.778135299682617
2011-06-03,11.749211311340332
2011-06-06,11.655220985412598
2011-06-07,11.705832481384277
2011-06-08,11.73475456237793
2011-06-09,11.720288276672363
2011-06-10,11.626296997070312
2011-06-13,11.4961519241333
2011-06-14,11.568453788757324
2011-06-15,11.539535522460938
2011-06-16,11.474462509155273
2011-06-17,11.286473274230957
2011-06-20,11.510613441467285
2011-06-21,11.604608535766602
2011-06-22,11.4961519241333
2011-06-23,11.366008758544922
2011-06-24,11.517842292785645
2011-06-27,11.850432395935059
2011-06-28,11.872126579284668
2011-06-29,12.052885055541992
2011-06-30,12.125188827514648
2011-07-01,12.096267700195312
2011-07-05,11.922737121582031
2011-07-06,11.893817901611328
2011-07-07,11.879363059997559
2011-07-08,11.785364151000977
2011-07-11,11.452773094177246
2011-07-12,11.488924026489258
2011-07-13,11.655220985412598
2011-07-14,11.19248104095459
2011-07-15,11.01172161102295
2011-07-18,10.758663177490234
2011-07-19,10.664671897888184
2011-07-20,10.816509246826172
2011-07-21,10.802042007446289
2011-07-22,10.903268814086914
2011-07-25,10.751436233520508
2011-07-26,10.9466552734375
2011-07-27,10.780352592468262
2011-07-28,10.693588256835938
2011-07-29,10.744205474853516
2011-08-01,10.794815063476562
2011-08-02,10.845429420471191
2011-08-03,10.773124694824219
2011-08-04,10.136858940124512
2011-08-05,9.6451997756958
2011-08-08,8.943866729736328
2011-08-09,9.305375099182129
2011-08-10,8.864330291748047
2011-08-11,9.35599136352539
2011-08-12,9.130804061889648
2011-08-15,9.079957962036133
2011-08-16,8.832984924316406
2011-08-17,8.927412986755371
2011-08-18,8.57874584197998
2011-08-19,8.39714527130127
2011-08-22,8.004888534545898
2011-08-23,8.07752799987793
2011-08-24,8.259127616882324
2011-08-25,7.939513683319092
