Date,MTSR
2025-01-31,26.5
2025-02-03,27.799999237060547
2025-02-04,28.010000228881836
2025-02-05,29.25
2025-02-06,29.530000686645508
2025-02-07,29.5
2025-02-10,30.079999923706055
2025-02-11,30.760000228881836
2025-02-12,31.649999618530273
2025-02-13,30.030000686645508
2025-02-14,30.579999923706055
2025-02-18,32.08000183105469
2025-02-19,31.90999984741211
2025-02-20,31.639999389648438
2025-02-21,31.649999618530273
2025-02-24,29.809999465942383
2025-02-25,27.329999923706055
2025-02-26,27.209999084472656
2025-02-27,25.010000228881836
2025-02-28,24.780000686645508
2025-03-03,28.5
2025-03-04,27.489999771118164
2025-03-05,26.420000076293945
2025-03-06,26.920000076293945
2025-03-07,25.469999313354492
2025-03-10,25.030000686645508
2025-03-11,24.959999084472656
2025-03-12,25.780000686645508
2025-03-13,24.260000228881836
2025-03-14,25.209999084472656
2025-03-17,28.3799991607666
2025-03-18,30.329999923706055
2025-03-19,29.860000610351562
2025-03-20,27.81999969482422
2025-03-21,28.020000457763672
2025-03-24,30.06999969482422
2025-03-25,29.15999984741211
2025-03-26,28.110000610351562
2025-03-27,30.010000228881836
2025-03-28,28.0
2025-03-31,27.219999313354492
2025-04-01,24.510000228881836
2025-04-02,22.65999984741211
2025-04-03,21.149999618530273
2025-04-04,16.799999237060547
2025-04-07,16.450000762939453
2025-04-08,14.210000038146973
2025-04-09,15.270000457763672
2025-04-10,13.079999923706055
2025-04-11,14.0
2025-04-14,18.18000030517578
2025-04-15,17.15999984741211
2025-04-16,17.549999237060547
2025-04-17,19.56999969482422
2025-04-21,19.510000228881836
2025-04-22,21.68000030517578
2025-04-23,23.579999923706055
2025-04-24,21.18000030517578
2025-04-25,18.530000686645508
2025-04-28,19.809999465942383
2025-04-29,23.299999237060547
2025-04-30,24.110000610351562
2025-05-01,23.360000610351562
2025-05-02,25.649999618530273
2025-05-05,23.979999542236328
2025-05-06,22.739999771118164
2025-05-07,23.139999389648438
2025-05-08,24.760000228881836
2025-05-09,23.8700008392334
2025-05-12,26.3799991607666
2025-05-13,26.100000381469727
2025-05-14,24.489999771118164
2025-05-15,25.610000610351562
2025-05-16,29.520000457763672
2025-05-19,28.959999084472656
2025-05-20,29.25
2025-05-21,28.68000030517578
2025-05-22,28.045000076293945
2025-05-23,27.299999237060547
2025-05-27,27.829999923706055
2025-05-28,28.010000228881836
2025-05-29,27.59000015258789
2025-05-30,26.719999313354492
2025-06-02,28.1200008392334
2025-06-03,29.350000381469727
2025-06-04,28.579999923706055
2025-06-05,28.670000076293945
2025-06-06,27.489999771118164
2025-06-09,30.389999389648438
2025-06-10,35.099998474121094
2025-06-11,33.060001373291016
2025-06-12,34.58000183105469
2025-06-13,29.3799991607666
2025-06-16,26.8700008392334
2025-06-17,25.3799991607666
2025-06-18,27.709999084472656
2025-06-20,29.600000381469727
2025-06-23,29.0
2025-06-24,29.309999465942383
2025-06-25,26.649999618530273
2025-06-26,28.709999084472656
2025-06-27,28.59000015258789
2025-06-30,28.450000762939453
2025-07-01,26.8799991607666
2025-07-02,28.860000610351562
2025-07-03,29.450000762939453
2025-07-07,28.389999389648438
2025-07-08,30.1200008392334
2025-07-09,35.31999969482422
2025-07-10,36.40999984741211
2025-07-11,39.279998779296875
2025-07-14,42.470001220703125
2025-07-15,42.97999954223633
2025-07-16,43.72999954223633
2025-07-17,44.29999923706055
2025-07-18,42.709999084472656
2025-07-21,39.90999984741211
2025-07-22,39.45000076293945
2025-07-23,39.9900016784668
2025-07-24,39.654998779296875
2025-07-25,40.470001220703125
2025-07-28,39.43000030517578
2025-07-29,37.16999816894531
2025-07-30,35.380001068115234
2025-07-31,32.9900016784668
2025-08-01,34.88999938964844
2025-08-04,34.439998626708984
2025-08-05,33.349998474121094
2025-08-06,33.43000030517578
2025-08-07,30.889999389648438
2025-08-08,30.399999618530273
2025-08-11,30.139999389648438
2025-08-12,30.8799991607666
2025-08-13,30.8700008392334
2025-08-14,30.299999237060547
2025-08-15,31.139999389648438
2025-08-18,32.38999938964844
2025-08-19,31.56999969482422
2025-08-20,32.189998626708984
2025-08-21,32.79999923706055
2025-08-22,33.04999923706055
2025-08-25,32.59000015258789
2025-08-26,33.189998626708984
2025-08-27,35.02000045776367
2025-08-28,35.040000915527344
2025-08-29,35.290000915527344
2025-09-02,36.209999084472656
2025-09-03,35.65999984741211
2025-09-04,36.290000915527344
2025-09-05,35.869998931884766
2025-09-08,35.099998474121094
2025-09-09,36.720001220703125
2025-09-10,36.5
2025-09-11,37.25
2025-09-12,35.66999816894531
2025-09-15,34.209999084472656
2025-09-16,33.25
2025-09-17,32.84000015258789
2025-09-18,35.900001525878906
2025-09-19,33.31999969482422
