Date,BORR
2019-07-30,17.40960121154785
2019-07-31,18.008663177490234
2019-08-01,17.28978729248047
2019-08-02,16.386592864990234
2019-08-05,14.764519691467285
2019-08-06,13.971918106079102
2019-08-07,12.810664176940918
2019-08-08,13.308342933654785
2019-08-09,12.829095840454102
2019-08-12,12.147089958190918
2019-08-13,12.386713981628418
2019-08-14,11.391352653503418
2019-08-15,9.6494722366333
2019-08-16,9.879878997802734
2019-08-19,10.266963958740234
2019-08-20,9.916744232177734
2019-08-21,9.879878997802734
2019-08-22,9.972041130065918
2019-08-23,9.317683219909668
2019-08-26,9.529658317565918
2019-08-27,9.65868854522705
2019-08-28,9.603389739990234
2019-08-29,9.437496185302734
2019-08-30,10.764643669128418
2019-09-03,9.56652545928955
2019-09-04,9.78771686553955
2019-09-05,10.910262107849121
2019-09-06,11.520380973815918
2019-09-09,11.90746784210205
2019-09-10,12.478877067565918
2019-09-11,12.718501091003418
2019-09-12,12.460445404052734
2019-09-13,12.442011833190918
2019-09-16,13.529536247253418
2019-09-17,12.792230606079102
2019-09-18,12.700068473815918
2019-09-19,11.889032363891602
2019-09-20,10.856807708740234
2019-09-23,10.331478118896484
2019-09-24,9.89831256866455
2019-09-25,9.935176849365234
2019-09-26,9.21630573272705
2019-09-27,10.027339935302734
2019-09-30,9.474359512329102
2019-10-01,9.253170013427734
2019-10-02,8.580381393432617
2019-10-03,8.75549030303955
2019-10-04,8.958248138427734
2019-10-07,8.82922077178955
2019-10-08,8.663326263427734
2019-10-09,9.73241901397705
2019-10-10,10.506587982177734
2019-10-11,11.336055755615234
2019-10-14,10.91210651397705
2019-10-15,10.89367389678955
2019-10-16,11.059566497802734
2019-10-17,11.041131973266602
2019-10-18,11.79687213897705
2019-10-21,12.165520668029785
2019-10-22,11.85216999053955
2019-10-23,12.054926872253418
2019-10-24,11.741573333740234
2019-10-25,12.128658294677734
2019-10-28,12.220820426940918
2019-10-29,12.036495208740234
2019-10-30,12.165520668029785
2019-10-31,12.073360443115234
2019-11-01,12.312983512878418
2019-11-04,12.607906341552734
2019-11-05,12.607906341552734
2019-11-06,11.702863693237305
2019-11-07,11.90746784210205
2019-11-08,12.091792106628418
2019-11-11,11.870601654052734
2019-11-12,11.833735466003418
2019-11-13,11.889032363891602
2019-11-14,12.018061637878418
2019-11-15,11.999629020690918
2019-11-18,11.70470905303955
2019-11-19,11.520380973815918
2019-11-20,11.686275482177734
2019-11-21,11.557246208190918
2019-11-22,12.128658294677734
2019-11-25,12.165520668029785
2019-11-26,11.520380973815918
2019-11-27,11.686275482177734
2019-11-29,11.741573333740234
2019-12-02,11.483515739440918
2019-12-03,11.262324333190918
2019-12-04,11.79687213897705
2019-12-05,11.280756950378418
2019-12-06,11.428217887878418
2019-12-09,12.191327095031738
2019-12-10,12.110224723815918
2019-12-11,12.626338005065918
2019-12-12,13.234613418579102
2019-12-13,14.871429443359375
2019-12-16,16.0179386138916
2019-12-17,16.1285343170166
2019-12-18,15.824395179748535
2019-12-19,15.962638854980469
2019-12-20,15.455744743347168
2019-12-23,15.483392715454102
2019-12-24,15.759881973266602
2019-12-26,15.870476722717285
2019-12-27,16.11009979248047
2019-12-30,15.999505996704102
2019-12-31,16.681514739990234
2020-01-02,16.3497257232666
2020-01-03,16.3497257232666
2020-01-06,16.81053924560547
2020-01-07,16.5709171295166
2020-01-08,15.354365348815918
2020-01-09,15.173727035522461
