Date,PPG
2010-01-04,22.52297592163086
2010-01-05,22.537839889526367
2010-01-06,22.890920639038086
2010-01-07,22.9949893951416
2010-01-08,22.95038604736328
2010-01-11,22.92436981201172
2010-01-12,22.608449935913086
2010-01-13,22.84632682800293
2010-01-14,23.3369197845459
2010-01-15,23.0618896484375
2010-01-19,23.87213134765625
2010-01-20,23.463287353515625
2010-01-21,21.965471267700195
2010-01-22,22.27023696899414
2010-01-25,22.701372146606445
2010-01-26,22.288814544677734
2010-01-27,22.11785316467285
2010-01-28,21.932024002075195
2010-01-29,21.809370040893555
2010-02-01,22.1215763092041
2010-02-02,22.277671813964844
2010-02-03,22.00635528564453
2010-02-04,21.456283569335938
2010-02-05,21.68300437927246
2010-02-08,21.437707901000977
2010-02-09,21.987777709960938
2010-02-10,22.207050323486328
2010-02-11,22.385456085205078
2010-02-12,22.43376922607422
2010-02-16,22.827739715576172
2010-02-17,23.176454544067383
2010-02-18,23.288949966430664
2010-02-19,23.427677154541016
2010-02-22,23.273948669433594
2010-02-23,23.041471481323242
2010-02-24,23.285192489624023
2010-02-25,22.895238876342773
2010-02-26,23.07521629333496
2010-03-01,23.39018440246582
2010-03-02,23.472679138183594
2010-03-03,23.600160598754883
2010-03-04,23.588909149169922
2010-03-05,23.731401443481445
2010-03-08,23.828895568847656
2010-03-09,23.596416473388672
2010-03-10,23.8851318359375
2010-03-11,23.731401443481445
2010-03-12,24.057619094848633
2010-03-15,24.181352615356445
2010-03-16,24.237606048583984
2010-03-17,24.71005630493164
2010-03-18,24.275102615356445
2010-03-19,24.346345901489258
2010-03-22,24.55257225036621
2010-03-23,24.766300201416016
2010-03-24,24.533817291259766
2010-03-25,24.256343841552734
2010-03-26,24.77379608154297
2010-03-29,24.657564163208008
2010-03-30,24.766300201416016
2010-03-31,24.522571563720703
2010-04-01,24.935033798217773
2010-04-05,25.09252166748047
2010-04-06,25.347490310668945
2010-04-07,25.291244506835938
2010-04-08,25.471235275268555
2010-04-09,25.752443313598633
2010-04-12,25.831188201904297
2010-04-13,25.99617576599121
2010-04-14,26.06367301940918
2010-04-15,26.146156311035156
2010-04-16,25.93243408203125
2010-04-19,26.3223876953125
2010-04-20,26.401132583618164
2010-04-21,26.431137084960938
2010-04-22,26.341142654418945
2010-04-23,26.723594665527344
2010-04-26,26.517375946044922
2010-04-27,25.85744285583496
2010-04-28,26.21739387512207
2010-04-29,26.712343215942383
2010-04-30,26.38612937927246
2010-05-03,26.727340698242188
2010-05-04,25.67371940612793
2010-05-05,25.298742294311523
2010-05-06,24.474729537963867
2010-05-07,24.11185646057129
2010-05-10,25.359220504760742
2010-05-11,25.10974884033203
2010-05-12,25.567115783691406
2010-05-13,25.242046356201172
2010-05-14,24.603246688842773
2010-05-17,24.99257469177246
2010-05-18,24.807348251342773
2010-05-19,24.327314376831055
2010-05-20,23.268943786621094
2010-05-21,23.696073532104492
2010-05-24,23.257606506347656
2010-05-25,23.518421173095703
2010-05-26,23.382339477539062
2010-05-27,24.603246688842773
2010-05-28,24.21769905090332
2010-06-01,23.639373779296875
2010-06-02,24.4671630859375
2010-06-03,24.176115036010742
2010-06-04,23.35588264465332
2010-06-07,22.875844955444336
2010-06-08,23.484399795532227
2010-06-09,23.4012393951416
2010-06-10,23.9342041015625
2010-06-11,24.486068725585938
2010-06-14,24.21769905090332
2010-06-15,24.7884521484375
2010-06-16,25.15133285522461
2010-06-17,25.0076904296875
2010-06-18,25.196687698364258
2010-06-21,25.253385543823242
2010-06-22,24.77334213256836
2010-06-23,24.607025146484375
2010-06-24,23.854833602905273
2010-06-25,23.794353485107422
2010-06-28,23.771671295166016
2010-06-29,23.05727767944336
2010-06-30,22.834260940551758
2010-07-01,23.076169967651367
2010-07-02,22.894742965698242
2010-07-06,22.890954971313477
2010-07-07,23.83970832824707
2010-07-08,24.285730361938477
2010-07-09,24.425588607788086
2010-07-12,24.10808563232422
2010-07-13,24.6939640045166
2010-07-14,24.38779640197754
2010-07-15,24.41803550720215
2010-07-16,23.6091365814209
2010-07-19,23.491962432861328
2010-07-20,24.433149337768555
2010-07-21,24.493627548217773
2010-07-22,24.94721794128418
2010-07-23,25.570894241333008
2010-07-26,25.778789520263672
2010-07-27,26.005584716796875
2010-07-28,26.020694732666016
2010-07-29,26.013137817382812
2010-07-30,26.258831024169922
2010-08-02,26.88251304626465
2010-08-03,26.46673011779785
2010-08-04,26.791799545288086
2010-08-05,26.553667068481445
2010-08-06,26.496522903442383
2010-08-09,26.580326080322266
2010-08-10,26.416515350341797
2010-08-11,25.544099807739258
2010-08-12,25.467897415161133
2010-08-13,25.26218032836914
2010-08-16,25.338363647460938
2010-08-17,25.806961059570312
2010-08-18,25.620290756225586
2010-08-19,24.98787498474121
2010-08-20,24.91547966003418
2010-08-23,24.766916275024414
2010-08-24,24.46213722229004
2010-08-25,24.816442489624023
2010-08-26,24.885011672973633
2010-08-27,25.56313705444336
2010-08-30,24.945972442626953
2010-08-31,25.079303741455078
2010-09-01,25.966970443725586
2010-09-02,26.256511688232422
2010-09-03,26.66033363342285
2010-09-07,26.012691497802734
2010-09-08,26.325084686279297
2010-09-09,26.40508270263672
2010-09-10,26.961305618286133
2010-09-13,27.292747497558594
2010-09-14,27.178457260131836
2010-09-15,27.2889404296875
2010-09-16,27.51752281188965
2010-09-17,27.448949813842773
2010-09-20,27.681344985961914
2010-09-21,27.502288818359375
2010-09-22,27.460376739501953
2010-09-23,27.220367431640625
2010-09-24,27.78038787841797
2010-09-27,27.7270565032959
2010-09-28,27.86420249938965
2010-09-29,27.77277374267578
2010-09-30,27.734682083129883
2010-10-01,27.84514617919922
2010-10-04,27.521318435668945
2010-10-05,28.191848754882812
2010-10-06,28.481374740600586
2010-10-07,28.40138053894043
2010-10-08,28.652812957763672
