Date,HSII
2010-01-04,22.392887115478516
2010-01-05,22.18918228149414
2010-01-06,21.94333839416504
2010-01-07,21.837980270385742
2010-01-08,21.767738342285156
2010-01-11,21.85905647277832
2010-01-12,20.84758186340332
2010-01-13,20.735197067260742
2010-01-14,20.714122772216797
2010-01-15,20.032777786254883
2010-01-19,20.924856185913086
2010-01-20,19.95551300048828
2010-01-21,18.90892791748047
2010-01-22,18.740345001220703
2010-01-25,18.67713165283203
2010-01-26,18.29081153869629
2010-01-27,18.09412956237793
2010-01-28,17.651609420776367
2010-01-29,17.862329483032227
2010-02-01,18.05900764465332
2010-02-02,18.220561981201172
2010-02-03,18.354690551757812
2010-02-04,17.81111717224121
2010-02-05,18.0017147064209
2010-02-08,17.698156356811523
2010-02-09,18.0864315032959
2010-02-10,18.573535919189453
2010-02-11,18.700603485107422
2010-02-12,19.060636520385742
2010-02-16,19.646577835083008
2010-02-17,20.47960090637207
2010-02-18,20.486658096313477
2010-02-19,20.94552230834961
2010-02-22,20.536075592041016
2010-02-23,19.29360008239746
2010-02-24,19.463031768798828
2010-02-25,19.3853702545166
2010-02-26,19.03946304321289
2010-03-01,19.286544799804688
2010-03-02,19.44892120361328
2010-03-03,18.961803436279297
2010-03-04,19.110055923461914
2010-03-05,20.190155029296875
2010-03-08,20.22545051574707
2010-03-09,20.31723403930664
2010-03-10,20.38782501220703
2010-03-11,20.77609634399414
2010-03-12,20.211339950561523
2010-03-15,20.20427894592285
2010-03-16,20.147804260253906
2010-03-17,20.11956214904785
2010-03-18,19.441850662231445
2010-03-19,19.519512176513672
2010-03-22,20.020729064941406
2010-03-23,20.154865264892578
2010-03-24,19.914836883544922
2010-03-25,19.943078994750977
2010-03-26,19.5548038482666
2010-03-29,19.985431671142578
2010-03-30,20.11956214904785
2010-03-31,19.787769317626953
2010-04-01,19.92189598083496
2010-04-05,20.338407516479492
2010-04-06,20.797273635864258
2010-04-07,20.81139373779297
2010-04-08,20.783159255981445
2010-04-09,20.719621658325195
2010-04-12,21.277320861816406
2010-04-13,21.3549747467041
2010-04-14,21.552642822265625
2010-04-15,21.651473999023438
2010-04-16,21.63736343383789
2010-04-19,20.94552230834961
2010-04-20,20.96669578552246
2010-04-21,21.16437530517578
2010-04-22,21.524404525756836
2010-04-23,21.580881118774414
2010-04-26,21.220849990844727
2010-04-27,19.21595001220703
2010-04-28,19.653642654418945
2010-04-29,19.48420524597168
2010-04-30,18.665311813354492
2010-05-03,18.63001251220703
2010-05-04,17.91699981689453
2010-05-05,18.023447036743164
2010-05-06,17.987957000732422
2010-05-07,18.129878997802734
2010-05-10,19.13748550415039
2010-05-11,19.20134735107422
2010-05-12,19.91803550720215
2010-05-13,19.662582397460938
2010-05-14,19.123294830322266
2010-05-17,19.357460021972656
2010-05-18,19.15167236328125
2010-05-19,18.65496826171875
2010-05-20,17.57640266418457
2010-05-21,17.377716064453125
2010-05-24,17.22869873046875
2010-05-25,16.1004695892334
2010-05-26,15.745674133300781
2010-05-27,16.84552574157715
2010-05-28,16.426870346069336
2010-06-01,15.745674133300781
2010-06-02,16.292055130004883
2010-06-03,16.739097595214844
2010-06-04,15.724381446838379
2010-06-07,15.369596481323242
2010-06-08,15.511514663696289
2010-06-09,15.696002006530762
2010-06-10,16.739097595214844
2010-06-11,16.568790435791016
2010-06-14,16.724895477294922
2010-06-15,17.143556594848633
2010-06-16,17.06549644470215
2010-06-17,17.264190673828125
2010-06-18,17.420291900634766
2010-06-21,17.24289894104004
2010-06-22,17.0938777923584
2010-06-23,16.902297973632812
2010-06-24,16.731998443603516
2010-06-25,17.05130958557129
2010-06-28,16.83843421936035
2010-06-29,16.341720581054688
2010-06-30,16.192712783813477
2010-07-01,15.490222930908203
2010-07-02,15.114140510559082
2010-07-06,14.958026885986328
2010-07-07,15.532793045043945
2010-07-08,15.731480598449707
2010-07-09,15.78116226196289
2010-07-12,15.192203521728516
2010-07-13,15.859206199645996
2010-07-14,15.603751182556152
2010-07-15,15.426361083984375
2010-07-16,14.383275985717773
2010-07-19,14.099437713623047
2010-07-20,13.836891174316406
2010-07-21,14.3406982421875
2010-07-22,15.170906066894531
2010-07-23,15.114140510559082
2010-07-26,15.58956527709961
2010-07-27,14.936751365661621
2010-07-28,14.645821571350098
2010-07-29,14.759349822998047
2010-07-30,14.262641906738281
2010-08-02,14.191680908203125
2010-08-03,14.035578727722168
2010-08-04,14.492712020874023
2010-08-05,14.164148330688477
2010-08-06,13.93558120727539
2010-08-09,14.164148330688477
2010-08-10,13.892718315124512
2010-08-11,12.842729568481445
2010-08-12,12.249878883361816
2010-08-13,12.192736625671387
2010-08-16,12.364158630371094
2010-08-17,12.564163208007812
2010-08-18,12.571305274963379
2010-08-19,12.099881172180176
2010-08-20,12.107025146484375
2010-08-23,11.821313858032227
2010-08-24,11.878449440002441
2010-08-25,12.13559627532959
2010-08-26,12.214165687561035
2010-08-27,12.592727661132812
2010-08-30,12.335589408874512
2010-08-31,12.407017707824707
2010-09-01,13.035592079162598
2010-09-02,13.13558292388916
2010-09-03,13.5355806350708
2010-09-07,12.935585021972656
2010-09-08,13.16415786743164
2010-09-09,13.149868965148926
2010-09-10,13.042726516723633
2010-09-13,13.2712984085083
2010-09-14,13.13558292388916
2010-09-15,13.228437423706055
2010-09-16,13.142729759216309
2010-09-17,13.385586738586426
2010-09-20,13.678439140319824
2010-09-21,13.342726707458496
2010-09-22,12.89987564086914
2010-09-23,12.842729568481445
2010-09-24,13.59272289276123
2010-09-27,13.764150619506836
2010-09-28,13.8141450881958
2010-09-29,13.928435325622559
2010-09-30,13.914148330688477
2010-10-01,14.021283149719238
2010-10-04,13.235583305358887
2010-10-05,13.842723846435547
2010-10-06,13.828433990478516
2010-10-07,13.842723846435547
2010-10-08,14.292712211608887
2010-10-11,13.93558120727539
2010-10-12,14.13557243347168
2010-10-13,14.506996154785156
2010-10-14,14.435572624206543
2010-10-15,14.549864768981934
2010-10-18,14.94271183013916
2010-10-19,14.842707633972168
2010-10-20,15.042707443237305
2010-10-21,14.799851417541504
2010-10-22,15.035564422607422
2010-10-25,14.835567474365234
2010-10-26,15.014138221740723
2010-10-27,15.22127914428711
2010-10-28,15.114134788513184
2010-10-29,15.34269905090332
2010-11-01,15.549848556518555
2010-11-02,15.949843406677246
2010-11-03,16.20130157470703
2010-11-04,16.66830825805664
2010-11-05,17.085012435913086
2010-11-08,16.991613388061523
2010-11-09,16.251598358154297
2010-11-10,16.754520416259766
2010-11-11,16.38092613220215
2010-11-12,15.949843406677246
2010-11-15,15.80615234375
2010-11-16,15.375077247619629
2010-11-17,15.310415267944336
2010-11-18,15.626533508300781
2010-11-19,15.777410507202148
2010-11-22,15.590615272521973
2010-11-23,15.310415267944336
2010-11-24,15.626533508300781
2010-11-26,15.375077247619629
2010-11-29,15.260117530822754
2010-11-30,14.92244815826416
2010-12-01,15.274486541748047
2010-12-02,16.73297119140625
2010-12-03,17.401134490966797
2010-12-06,17.602306365966797
2010-12-07,18.406980514526367
2010-12-08,18.89553451538086
2010-12-09,19.441564559936523
2010-12-10,19.757692337036133
2010-12-13,19.93012046813965
2010-12-14,20.39712142944336
2010-12-15,20.713241577148438
2010-12-16,20.900041580200195
2010-12-17,20.47614860534668
2010-12-20,20.24624252319336
2010-12-21,20.763534545898438
2010-12-22,20.986257553100586
2010-12-23,21.2592716217041
2010-12-27,21.402965545654297
2010-12-28,21.115577697753906
2010-12-29,21.094026565551758
2010-12-30,20.806642532348633
2010-12-31,20.583925247192383
2011-01-03,21.367042541503906
2011-01-04,20.547990798950195
2011-01-05,20.770721435546875
2011-01-06,20.83538246154785
2011-01-07,20.986257553100586
2011-01-10,21.094026565551758
2011-01-11,21.23052978515625
2011-01-12,21.345487594604492
2011-01-13,21.208982467651367
2011-01-14,21.28082847595215
2011-01-18,21.23771095275879
2011-01-19,20.935958862304688
2011-01-20,20.174402236938477
2011-01-21,19.50623321533203
2011-01-24,19.412824630737305
2011-01-25,19.95166778564453
2011-01-26,20.260616302490234
2011-01-27,20.1528377532959
2011-01-28,19.283504486083984
2011-01-31,19.247581481933594
2011-02-01,20.102554321289062
2011-02-02,19.698331832885742
2011-02-03,19.92209815979004
2011-02-04,19.705549240112305
2011-02-07,20.174732208251953
2011-02-08,19.994279861450195
