Date,NVST
2019-09-18,27.950000762939453
2019-09-19,28.0
2019-09-20,28.770000457763672
2019-09-23,28.5
2019-09-24,28.219999313354492
2019-09-25,27.739999771118164
2019-09-26,27.68000030517578
2019-09-27,26.59000015258789
2019-09-30,27.8799991607666
2019-10-01,26.90999984741211
2019-10-02,26.780000686645508
2019-10-03,27.06999969482422
2019-10-04,27.530000686645508
2019-10-07,27.209999084472656
2019-10-08,27.59000015258789
2019-10-09,28.09000015258789
2019-10-10,29.06999969482422
2019-10-11,27.93000030517578
2019-10-14,28.8799991607666
2019-10-15,29.100000381469727
2019-10-16,28.700000762939453
2019-10-17,29.1299991607666
2019-10-18,28.770000457763672
2019-10-21,28.790000915527344
2019-10-22,28.239999771118164
2019-10-23,29.139999389648438
2019-10-24,28.170000076293945
2019-10-25,28.209999084472656
2019-10-28,28.940000534057617
2019-10-29,30.670000076293945
2019-10-30,30.15999984741211
2019-10-31,29.329999923706055
2019-11-01,29.610000610351562
2019-11-04,29.510000228881836
2019-11-05,28.969999313354492
2019-11-06,29.049999237060547
2019-11-07,28.93000030517578
2019-11-08,28.81999969482422
2019-11-11,28.299999237060547
2019-11-12,28.399999618530273
2019-11-13,28.399999618530273
2019-11-14,28.3799991607666
2019-11-15,27.829999923706055
2019-11-18,27.6299991607666
2019-11-19,27.739999771118164
2019-11-20,27.6299991607666
2019-11-21,27.479999542236328
2019-11-22,27.40999984741211
2019-11-25,27.81999969482422
2019-11-26,28.079999923706055
2019-11-27,28.280000686645508
2019-11-29,28.1200008392334
2019-12-02,27.6200008392334
2019-12-03,27.899999618530273
2019-12-04,27.860000610351562
2019-12-05,27.81999969482422
2019-12-06,27.690000534057617
2019-12-09,27.56999969482422
2019-12-10,27.75
2019-12-11,28.149999618530273
2019-12-12,28.510000228881836
2019-12-13,28.1200008392334
2019-12-16,28.5
2019-12-17,28.899999618530273
2019-12-18,28.709999084472656
2019-12-19,28.420000076293945
2019-12-20,28.299999237060547
2019-12-23,29.59000015258789
2019-12-24,30.059999465942383
2019-12-26,29.59000015258789
2019-12-27,30.010000228881836
2019-12-30,29.280000686645508
2019-12-31,29.639999389648438
2020-01-02,30.170000076293945
2020-01-03,30.469999313354492
2020-01-06,30.959999084472656
2020-01-07,31.3799991607666
2020-01-08,31.649999618530273
2020-01-09,31.899999618530273
2020-01-10,32.349998474121094
2020-01-13,32.56999969482422
2020-01-14,31.489999771118164
2020-01-15,31.399999618530273
2020-01-16,31.940000534057617
2020-01-17,32.029998779296875
2020-01-21,32.5099983215332
2020-01-22,33.20000076293945
2020-01-23,33.15999984741211
2020-01-24,32.31999969482422
2020-01-27,31.799999237060547
2020-01-28,31.56999969482422
2020-01-29,31.649999618530273
2020-01-30,31.200000762939453
2020-01-31,29.59000015258789
2020-02-03,28.729999542236328
2020-02-04,29.100000381469727
2020-02-05,29.469999313354492
2020-02-06,29.549999237060547
2020-02-07,29.15999984741211
2020-02-10,29.290000915527344
2020-02-11,29.489999771118164
2020-02-12,28.5
2020-02-13,28.760000228881836
2020-02-14,29.299999237060547
2020-02-18,28.459999084472656
2020-02-19,28.290000915527344
2020-02-20,27.649999618530273
2020-02-21,27.520000457763672
2020-02-24,27.299999237060547
2020-02-25,26.5
2020-02-26,26.5
2020-02-27,26.059999465942383
2020-02-28,25.3799991607666
2020-03-02,25.6299991607666
2020-03-03,24.81999969482422
2020-03-04,24.709999084472656
2020-03-05,22.780000686645508
2020-03-06,22.479999542236328
2020-03-09,20.1299991607666
2020-03-10,21.100000381469727
2020-03-11,19.93000030517578
2020-03-12,18.209999084472656
2020-03-13,18.979999542236328
2020-03-16,17.040000915527344
2020-03-17,15.779999732971191
2020-03-18,12.119999885559082
2020-03-19,12.0600004196167
2020-03-20,11.9399995803833
2020-03-23,11.90999984741211
2020-03-24,13.539999961853027
2020-03-25,13.949999809265137
2020-03-26,15.510000228881836
2020-03-27,14.850000381469727
2020-03-30,15.09000015258789
2020-03-31,14.9399995803833
2020-04-01,14.329999923706055
2020-04-02,14.239999771118164
2020-04-03,12.979999542236328
2020-04-06,14.319999694824219
2020-04-07,15.050000190734863
2020-04-08,16.399999618530273
2020-04-09,17.540000915527344
2020-04-13,16.780000686645508
2020-04-14,17.719999313354492
2020-04-15,16.969999313354492
2020-04-16,16.110000610351562
2020-04-17,17.420000076293945
2020-04-20,17.350000381469727
2020-04-21,16.899999618530273
2020-04-22,17.3700008392334
2020-04-23,16.780000686645508
2020-04-24,17.540000915527344
2020-04-27,18.6200008392334
2020-04-28,18.530000686645508
2020-04-29,19.6200008392334
2020-04-30,19.469999313354492
2020-05-01,18.84000015258789
2020-05-04,18.829999923706055
2020-05-05,19.020000457763672
2020-05-06,18.420000076293945
2020-05-07,18.239999771118164
2020-05-08,17.670000076293945
2020-05-11,17.450000762939453
2020-05-12,15.970000267028809
2020-05-13,15.75
2020-05-14,15.920000076293945
2020-05-15,15.899999618530273
2020-05-18,15.859999656677246
2020-05-19,17.459999084472656
2020-05-20,18.559999465942383
2020-05-21,18.700000762939453
2020-05-22,18.969999313354492
2020-05-26,19.899999618530273
2020-05-27,21.270000457763672
2020-05-28,20.940000534057617
2020-05-29,21.139999389648438
2020-06-01,21.450000762939453
2020-06-02,21.540000915527344
2020-06-03,21.8799991607666
2020-06-04,22.350000381469727
2020-06-05,23.350000381469727
2020-06-08,24.5
2020-06-09,22.389999389648438
2020-06-10,21.34000015258789
2020-06-11,19.31999969482422
2020-06-12,19.540000915527344
2020-06-15,20.8700008392334
2020-06-16,20.639999389648438
2020-06-17,20.700000762939453
2020-06-18,20.8799991607666
2020-06-19,20.729999542236328
2020-06-22,20.219999313354492
2020-06-23,21.260000228881836
2020-06-24,19.979999542236328
2020-06-25,19.8799991607666
2020-06-26,19.739999771118164
2020-06-29,20.5
2020-06-30,21.09000015258789
2020-07-01,21.329999923706055
2020-07-02,21.399999618530273
2020-07-06,21.799999237060547
2020-07-07,21.059999465942383
2020-07-08,20.280000686645508
2020-07-09,19.709999084472656
2020-07-10,20.190000534057617
2020-07-13,20.270000457763672
2020-07-14,20.829999923706055
2020-07-15,21.850000381469727
2020-07-16,21.809999465942383
2020-07-17,21.90999984741211
2020-07-20,21.290000915527344
2020-07-21,21.489999771118164
2020-07-22,22.329999923706055
2020-07-23,22.549999237060547
2020-07-24,22.239999771118164
2020-07-27,22.260000228881836
2020-07-28,21.940000534057617
2020-07-29,22.739999771118164
2020-07-30,22.59000015258789
2020-07-31,21.8700008392334
2020-08-03,22.1299991607666
2020-08-04,22.84000015258789
2020-08-05,23.010000228881836
2020-08-06,22.709999084472656
2020-08-07,23.3700008392334
2020-08-10,22.8799991607666
2020-08-11,23.139999389648438
2020-08-12,23.31999969482422
2020-08-13,24.100000381469727
2020-08-14,23.850000381469727
2020-08-17,23.75
2020-08-18,23.68000030517578
2020-08-19,23.420000076293945
2020-08-20,22.729999542236328
2020-08-21,22.760000228881836
2020-08-24,23.280000686645508
2020-08-25,23.549999237060547
2020-08-26,23.219999313354492
2020-08-27,23.549999237060547
2020-08-28,23.93000030517578
2020-08-31,23.989999771118164
2020-09-01,24.030000686645508
2020-09-02,24.68000030517578
2020-09-03,24.200000762939453
