Date,PEBO
2010-01-04,4.990845203399658
2010-01-05,4.808065891265869
2010-01-06,4.7471418380737305
2010-01-07,4.823298931121826
2010-01-08,4.833452224731445
2010-01-11,4.904534816741943
2010-01-12,4.8740692138671875
2010-01-13,4.980690002441406
2010-01-14,5.173623085021973
2010-01-15,5.127928733825684
2010-01-19,5.498562335968018
2010-01-20,5.158390998840332
2010-01-21,5.3564019203186035
2010-01-22,5.432558059692383
2010-01-25,5.386861324310303
2010-01-26,5.813343524932861
2010-01-27,6.478452682495117
2010-01-28,6.727234363555908
2010-01-29,6.590149879455566
2010-02-01,6.752618312835693
2010-02-02,6.326139450073242
2010-02-03,6.046894550323486
2010-02-04,5.965659141540527
2010-02-05,6.534303188323975
2010-02-08,6.321062088012695
2010-02-09,6.407371997833252
2010-02-10,6.483529567718506
2010-02-11,6.458143711090088
2010-02-12,6.585073471069336
2010-02-16,6.712002277374268
2010-02-17,6.930318832397461
2010-02-18,7.250176906585693
2010-02-19,7.346646785736084
2010-02-22,7.377109050750732
2010-02-23,7.219718933105469
2010-02-24,7.397415637969971
2010-02-25,7.316182613372803
2010-02-26,7.300954341888428
2010-03-01,7.524348735809326
2010-03-02,7.656353950500488
2010-03-03,7.7020463943481445
2010-03-04,7.722355365753174
2010-03-05,7.910211086273193
2010-03-08,7.773129463195801
2010-03-09,8.011754989624023
2010-03-10,8.224992752075195
2010-03-11,8.306229591369629
2010-03-12,8.204687118530273
2010-03-15,8.25037956237793
2010-03-16,8.544855117797852
2010-03-17,8.5753173828125
2010-03-18,8.621014595031738
2010-03-19,8.803791046142578
2010-03-22,8.783479690551758
2010-03-23,8.89010238647461
2010-03-24,8.499159812927246
2010-03-25,8.40269660949707
2010-03-26,8.311310768127441
2010-03-29,7.900057315826416
2010-03-30,8.483929634094238
2010-03-31,8.417532920837402
2010-04-01,8.0242338180542
2010-04-05,8.51457405090332
2010-04-06,8.570755958557129
2010-04-07,8.678021430969238
2010-04-08,8.637161254882812
2010-04-09,8.448176383972168
2010-04-12,8.422637939453125
2010-04-13,8.208111763000488
2010-04-14,8.667808532714844
2010-04-15,8.611621856689453
2010-04-16,8.545222282409668
2010-04-19,8.468606948852539
2010-04-20,8.662696838378906
2010-04-21,8.979379653930664
2010-04-22,9.469717979431152
2010-04-23,9.561661720275879
2010-04-26,9.382890701293945
2010-04-27,8.943626403808594
2010-04-28,8.933409690856934
2010-04-29,9.367568016052246
2010-04-30,8.856797218322754
2010-05-03,9.17857837677002
2010-05-04,8.729101181030273
2010-05-05,8.48903751373291
2010-05-06,8.126388549804688
2010-05-07,7.77906608581543
2010-05-10,8.376667976379395
2010-05-11,8.851686477661133
2010-05-12,9.209224700927734
2010-05-13,9.020241737365723
2010-05-14,8.775070190429688
2010-05-17,8.775070190429688
2010-05-18,8.596301078796387
2010-05-19,8.448176383972168
2010-05-20,7.901648998260498
2010-05-21,8.01912784576416
2010-05-24,7.426627159118652
2010-05-25,7.661586284637451
2010-05-26,7.56964635848999
2010-05-27,8.0089111328125
2010-05-28,7.748419284820557
2010-06-01,7.17635440826416
2010-06-02,7.40109395980835
2010-06-03,7.447062015533447
2010-06-04,6.900534152984619
2010-06-07,6.895426273345947
2010-06-08,6.629825592041016
2010-06-09,6.6451497077941895
2010-06-10,6.972043037414551
2010-06-11,7.002691745758057
2010-06-14,7.1201677322387695
2010-06-15,7.217214584350586
2010-06-16,7.237643718719482
2010-06-17,7.334690570831299
2010-06-18,7.584972381591797
2010-06-21,7.52367639541626
2010-06-22,7.2274322509765625
2010-06-23,7.329583644866943
2010-06-24,7.436845779418945
2010-06-25,7.656477928161621
2010-06-28,7.773957252502441
2010-06-29,7.406198024749756
2010-06-30,7.406198024749756
2010-07-01,7.185040473937988
2010-07-02,7.138754844665527
2010-07-06,7.107892990112305
2010-07-07,7.611929416656494
2010-07-08,7.833084583282471
2010-07-09,7.8022260665893555
2010-07-12,7.694219589233398
2010-07-13,8.429695129394531
2010-07-14,8.208534240722656
2010-07-15,7.925662994384766
2010-07-16,7.46277379989624
2010-07-19,7.65821647644043
2010-07-20,7.745649337768555
2010-07-21,7.591354846954346
2010-07-22,8.21882438659668
2010-07-23,8.800005912780762
2010-07-26,8.990304946899414
2010-07-27,8.892585754394531
2010-07-28,8.758859634399414
2010-07-29,8.974875450134277
2010-07-30,8.87200927734375
2010-08-02,8.969731330871582
2010-08-03,8.753716468811035
2010-08-04,8.794861793518066
2010-08-05,7.997669219970703
2010-08-06,8.347404479980469
2010-08-09,8.131391525268555
2010-08-10,7.838229179382324
2010-08-11,7.596499919891357
2010-08-12,7.287904739379883
2010-08-13,6.9844584465026855
2010-08-16,6.881595611572266
2010-08-17,6.912453651428223
2010-08-18,6.778732776641846
2010-08-19,6.470139980316162
2010-08-20,6.151259422302246
2010-08-23,5.914672374725342
2010-08-24,5.816952228546143
2010-08-25,6.038110256195068
2010-08-26,5.966104984283447
2010-08-27,6.392989158630371
2010-08-30,6.17183256149292
2010-08-31,6.218122482299805
2010-09-01,6.3518452644348145
2010-09-02,6.434135437011719
2010-09-03,6.573002815246582
2010-09-07,6.110114097595215
2010-09-08,5.816952228546143
2010-09-09,5.966104984283447
2010-09-10,5.955820560455322
2010-09-13,6.377560615539551
2010-09-14,6.0843987464904785
2010-09-15,5.9866766929626465
2010-09-16,5.976391315460205
2010-09-17,6.125546455383301
2010-09-20,6.614146709442139
2010-09-21,6.5267133712768555
2010-09-22,6.449564456939697
2010-09-23,6.434135437011719
2010-09-24,6.881595611572266
2010-09-27,6.295269012451172
2010-09-28,6.511284828186035
2010-09-29,6.593575477600098
2010-09-30,6.41214656829834
2010-10-01,6.261821269989014
2010-10-04,5.981905460357666
2010-10-05,6.225538730621338
2010-10-06,6.261821269989014
2010-10-07,6.132232666015625
2010-10-08,6.427698612213135
2010-10-11,6.38104772567749
2010-10-12,6.391415119171143
2010-10-13,6.593574047088623
2010-10-14,6.474351406097412
2010-10-15,6.45880126953125
2010-10-18,6.821656703948975
2010-10-19,6.821656703948975
2010-10-20,6.790553092956543
2010-10-21,6.609124183654785
2010-10-22,6.339576244354248
2010-10-25,6.640230655670166
2010-10-26,6.9149580001831055
2010-10-27,7.034183025360107
2010-10-28,6.821656703948975
2010-10-29,6.832024574279785
2010-11-01,6.603942394256592
2010-11-02,6.852757453918457
2010-11-03,7.013446807861328
2010-11-04,7.614750862121582
2010-11-05,7.547361850738525
2010-11-08,7.371122360229492
2010-11-09,7.27263069152832
2010-11-10,7.500709533691406
2010-11-11,7.702871799468994
2010-11-12,7.547361850738525
2010-11-15,7.376299858093262
2010-11-16,7.044548511505127
2010-11-17,7.049734592437744
2010-11-18,7.039366245269775
2010-11-19,6.899410247802734
2010-11-22,6.904592514038086
2010-11-23,6.790553092956543
2010-11-24,6.785369396209717
2010-11-26,6.593574047088623
2010-11-29,6.697248458862305
2010-11-30,6.733532428741455
2010-12-01,6.956427574157715
2010-12-02,7.148223400115967
2010-12-03,7.225978851318359
2010-12-06,7.40221643447876
2010-12-07,7.775442600250244
2010-12-08,7.713240146636963
2010-12-09,7.713240146636963
2010-12-10,8.454499244689941
2010-12-13,8.190131187438965
2010-12-14,8.449310302734375
2010-12-15,8.37674331665039
